Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Footlong Breakfast B.M.T,522,46,94,58,14,10,3260,410,1000,16,0
Footlong Breakfast B.M.T Flatbread,540,50,92,56,10,10,3380,410,1040,16,0
Footlong Breakfast B.M.T Flatbread with Egg White,540,40,92,60,10,8,3460,90,960,12,0
Footlong Breakfast B.M.T with Egg White,522,34,94,60,14,10,3340,90,940,12,0
Footlong Egg & Cheese,348,26,88,38,10,8,1760,340,740,9,0
Footlong Egg & Cheese Flatbread,366,30,84,38,4,8,1900,340,760,10,0
Footlong Egg White & Cheese,348,16,88,40,10,8,1840,20,660,4,0
Footlong Egg White & Cheese Flatbread,366,20,86,40,4,8,1960,20,680,5,0
Footlong Mega Melt,492,58,90,70,12,8,3660,430,1180,22,0
Footlong Mega Melt Flatbread,510,62,88,68,6,8,3780,430,1200,22,0
Footlong Mega Melt Flatbread with Egg White,510,52,90,72,6,8,3860,110,1120,18,0
Footlong Mega Melt with Egg White,492,48,92,72,12,8,3720,110,1100,18,0
"Footlong Sausage, Egg & Cheese",462,48,90,58,12,8,2800,410,1020,18,0
"Footlong Sausage, Egg & Cheese Flatbread",480,52,88,58,6,8,2940,410,1040,18,0
"Footlong Sausage, Egg White & Cheese",462,36,90,60,10,8,2880,90,940,14,0
"Footlong Sausage, Egg White & Cheese Flatbread",480,42,88,60,6,8,3000,90,960,14,0
"Footlong Steak, Egg & Cheese",434,30,92,56,12,8,2420,390,880,12,0
"Footlong Steak, Egg & Cheese Flatbread",450,36,90,56,8,8,2560,390,900,12,0
"Footlong Steak, Egg White & Cheese",434,20,92,58,12,8,2500,70,800,6,0
"Footlong Steak, Egg White & Cheese Flatbread",450,24,90,58,6,8,2640,70,820,6,0
Footlong Sunrise Subway Melt,562,40,96,68,16,10,3620,410,1020,14,0
Footlong Sunrise Subway Melt Flatbread,580,44,94,68,10,8,3760,410,1060,14,0
Footlong Sunrise Subway Melt Flatbread with Egg White,580,34,94,70,10,8,3820,80,980,10,0
Footlong Sunrise Subway Melt with Egg White,562,30,96,72,16,10,3700,80,940,10,0
Cheese Flatizza,157,16,43,21,3,4,810,35,400,8,0
Pepperoni Flatizza,181,26,44,26,4,4,1340,60,500,12,0
Spicy Italian Flatizza,181,25,44,26,4,4,1290,60,500,11,0
Veggie Flatizza,191,17,45,22,4,5,850,35,410,8,0
Bacon Pizza,323,31,98,37,8,4,2060,70,840,12,0.5
Cheese Pizza,293,23,97,28,7,4,1530,50,720,9,0.5
Meatball Pizza,344,33,100,37,7,5,1840,80,860,14,1
Pepperoni Pizza,323,33,97,35,8,4,1800,70,840,13,1
Sausage Pizza,336,35,98,35,8,4,1870,80,860,14,0.5
9-Grain Honey Oat Bread,82,2.5,43,8,6,4,280,0,230,0.5,0
9-Grain Wheat Bread,78,2,40,8,5,4,270,0,210,0.5,0
Artisan Flatbread,87,4.5,39,7,2,4,340,0,230,1,0
Bagel,105,1.5,56,11,1,2,560,0,290,0,0
Gluten-Free Bread,113,12,52,6,7,3,800,0,340,7,0
Habanero Wrap,102,8,50,9,1,0,690,0,300,3.5,0
Harvest Bread,82,3,41,10,5,4,280,0,230,0.5,0
Hearty Italian Bread,75,2.5,40,7,3,2,340,0,210,0.5,0
Italian Herbs & Cheese Bread,82,5,41,9,3,2,530,10,240,2,0
Italian White Bread,71,2.5,38,7,3,1,340,0,200,0.5,0
Jalapeno Cheese/Cheddar Bread,85,5,40,9,3,2,690,10,240,2,0
Monterey Cheddar Bread,82,6,38,10,3,2,410,10,240,2.5,0
Parmesan Oregano Bread,75,2.5,40,7,3,2,490,0,210,0.5,0
Roasted Garlic Bread,82,2.5,44,8,4,2,1260,0,230,0.5,0
Rye Bread,78,2.5,34,8,4,4,330,0,190,0,0
Sourdough Bread,78,1.5,36,9,3,1,310,0,190,0,0
Spinach Wrap,102,8,48,8,1,2,780,0,300,3.5,0
Tomato Basil Wrap,102,8,49,8,1,2,730,0,300,3.5,0
BBQ Pulled Pork,113,6,18,15,18,0,700,45,200,4,0
BBQ Rib Patty,78,22,4,12,3,0,470,45,260,0.5,0
Buffalo Chicken Strips,85,2,1,16,0,0,620,50,90,0,0
Chicken Enchilada,85,4,7,12,2,1,410,0,120,0,0
Chicken Strips,71,1.5,0,16,0,0,210,50,80,1.5,0
Corned Beef,99,3,4,26,4,0,1070,65,150,3,0
Egg Patty,85,7,3,9,0,0,410,160,120,3,0
Egg Salad,85,23,1,8,1,0,170,255,250,0,0
Egg White Patty,85,2,3,11,0,0,440,0,80,0.5,0
Falafel,85,6,28,9,1,8,0,0,200,2.5,0
Fish Filet,90,8,18,11,1,1,630,30,190,1.5,0
Italian Hero Meats,85,18,3,14,2,0,1070,65,230,6,0.5
Meatballs,139,16,16,13,6,3,720,40,260,0,1
Orchard Chicken Salad,85,5,10,12,8,1,250,40,140,0,0
Roast Beef,71,2.5,1,16,1,0,390,45,90,6,0
Roasted Chicken Patty,71,2.5,2,15,1,0,330,45,90,0.5,0
Rotisserie-Style Chicken,85,3.5,1,21,0,0,380,55,120,0,0
Seafood Sensation,71,17,8,4,2,0,500,15,190,2,0
Steak,71,4,4,15,2,0,550,40,110,1,0.5
Subway Club Meats,78,2.5,2,15,1,0,560,40,90,3,0
Teriyaki Glazed Chicken Strips,85,2,5,16,2,0,400,50,100,0.5,0
Tuna,74,23,0,12,0,0,300,40,250,2,0.5
Veggie Patty,85,8,8,13,2,3,520,0,160,2,0
Apple Cinnamon Pecan Muffin,113,25,57,6,35,2,380,65,480,5,0
Banana Bread Muffin,113,25,53,6,29,2,330,40,460,3.5,0
Blueberry Crumb Muffin,113,17,60,5,34,1,410,45,410,5,0
Brownie,86,17,51,5,32,1,125,30,370,6,0
"Brownie, Gluten Free",80,16,48,3,34,2,170,55,350,1.5,0
Chocolate Chunk Muffin,113,27,63,5,40,2,380,75,510,8,0
Cinnamon Rolls,163,27,83,9,33,3,730,5,610,13,0
Croissant,85,11,34,5,4,1,300,30,260,7,0
Triple Berry Muffin,113,17,55,7,30,5,430,50,400,4.5,0
Beef Chili with Beans Soup,255,22,20,21,6,5,800,70,360,8,1.5
Black Bean Soup,255,1,39,12,6,15,860,0,210,0,0
Broccoli Cheddar Soup,255,9,18,5,4,1,630,25,170,5,0
Creamy Chicken & Dumplings Soup,245,4.5,20,8,3,3,740,35,150,2,0
Creamy Chicken & Wild Rice Soup,240,11,16,7,3,1,820,40,190,6,0.5
French Onion Soup,219,6,19,5,1,1,940,15,150,3.5,0
Homestyle Chicken Noodle Soup,255,3,14,8,2,1,720,30,110,1.5,0
Loaded Baked Potato with Bacon Soup,255,13,15,5,4,1,800,35,210,7,0
Spicy Chicken Tortilla Soup,227,4.5,12,6,3,2,660,10,110,1,0
Tomato Basil Soup,236,6,15,4,7,2,700,20,130,3.5,0
