Item 1,Item 2,Item 3,Metric,Price
Cobblestone,Kids Peanut Butter & Jelly on Whole Grain Bread,"Baja Mac & Cheese, Large",7.16867,14.97
"Roasted Turkey & Avocado BLT on Country Rustic, Whole","Bacon Mac & Cheese, Bread Bowl",Kids Low-Fat Vegetarian Black Bean Soup,7.16968,19.07
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",Kitchen Sink Cookie,Plain Bagel,7.17063,12.33
"BBQ Chicken Mac & Cheese, Large",Signature Hot Chocolate,Cherry Vanilla Bagel,7.17315,19.77
"Spicy Thai Salad with Chicken, Whole","Bacon Turkey Bravo Sandwich on Tomato Basil, Whole","Vegetarian Creamy Tomato Soup, Bread Bowl",7.17975,20.77
Kids Turkey Sandwich on Whole Grain Bread,Pumpkin Muffin,"Mac & Cheese, Bread Bowl",7.17982,12.47
"Roasted Turkey & Avocado BLT on Country Rustic, Half",Kitchen Sink Cookie,"Bistro French Onion Soup, Bread Bowl",7.18166,13.969999999999999
"Modern Greek Salad with Quinoa, Whole","Mac & Cheese, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Half",7.18208,15.17
"Bacon Mac & Cheese, Large",Pumpkin Muffin,Cinnamon Swirl & Raisin Bagel,7.18318,11.52
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole","Mediterranean Veggie Sandwich on Tomato Basil, Half","The Italian on Artisan Ciabatta, Whole",7.18618,21.77
Jalapeno Cheddar Bagel,Kids Mac & Cheese,"Bacon Mac & Cheese, Bread Bowl",7.18891,20.17
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",Sourdough Bread Bowl,Chocolate Pastry,7.19207,13.469999999999999
"BBQ Chicken Mac & Cheese, Bread Bowl",Triple Chocolate Cookie with Walnuts,Kids Grilled Cheese on Classic White Bread,7.19447,12.969999999999999
"Tuna Salad Sandwich on Black Pepper Focaccia, Whole",Sprouted Grain Bagel Flat,"Bacon Mac & Cheese, Large",7.19479,15.43
Cinnamon Swirl & Raisin Bagel,"The Italian on Artisan Ciabatta, Whole","BBQ Chicken Flatbread, 2 Flatbreads",7.19498,14.62
"BBQ Chicken Flatbread, 2 Flatbreads","Vegetarian Creamy Tomato Soup, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Half",7.2021,13.370000000000001
Kids Grilled Cheese on Classic White Bread,"New England Clam Chowder, Bread Bowl",Signature Hot Chocolate,7.21078,16.77
"Napa Almond Chicken Salad Sandwich on Country Rustic, Whole","Cream of Chicken & Wild Rice Soup, Bread Bowl",Frozen Mocha,7.21139,17.27
"Four Cheese Grilled Cheese on Country Rustic, Whole","Steel Cut Oatmeal with Almonds, Quinoa & Honey","Baja Mac & Cheese, Large",7.21144,18.57
"Napa Almond Chicken Salad Sandwich on Country Rustic, Half","Frontega Chicken Panini on Sea Salt Focaccia, Whole","Broccoli Cheddar Soup, Bread Bowl",7.2115,18.27
"New England Clam Chowder, Bread Bowl",Cinnamon Roll,Mango Smoothie,7.21619,12.370000000000001
"Turkey Sandwich on Whole Grain, Whole","Bacon Mac & Cheese, Large",Cherry Vanilla Bagel,7.21902,13.57
"Bistro French Onion Soup, Bowl","BBQ Chicken Mac & Cheese, Bread Bowl",Blueberry Muffin with Fresh Blueberries,7.21962,13.670000000000002
Asiago Cheese Focaccia Loaf,"New England Clam Chowder, Bread Bowl","BBQ Chicken Flatbread, 2 Flatbreads",7.22041,14.770000000000001
"Cream of Chicken & Wild Rice Soup, Bread Bowl",Apple Crunch Muffin,"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole",7.22127,16.77
"Baja Mac & Cheese, Bread Bowl",Double Fudge Brownie,Strawberry Smoothie,7.22153,12.27
"Spicy Thai Salad with Chicken, Whole","Napa Almond Chicken Salad Sandwich on Country Rustic, Whole","Vegetarian Creamy Tomato Soup, Bread Bowl",7.22386,20.27
Bear Claw,"BBQ Chicken Mac & Cheese, Bread Bowl","Mediterranean Veggie Sandwich on Tomato Basil, Half",7.22483,13.370000000000001
Classic White Loaf,"New England Clam Chowder, Bread Bowl","BBQ Chicken Flatbread, 2 Flatbreads",7.22503,14.87
"Baja Mac & Cheese, Large","Steak & Arugula on Sourdough, Whole",Cinnamon Crunch Bagel,7.22526,18.62
Frozen Mocha,"Mac & Cheese, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Half",7.22603,13.870000000000001
"Bacon Mac & Cheese, Bread Bowl",Pecan Braid,"Bistro French Onion Soup, Bowl",7.22884,13.969999999999999
"Mediterranean Veggie Sandwich on Tomato Basil, Half","Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole","Baja Mac & Cheese, Large",7.22911,21.97
"Frontega Chicken Panini on Sea Salt Focaccia, Half","Broccoli Cheddar Soup, Bread Bowl","Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole",7.23135,20.27
"Mediterranean Veggie Sandwich on Tomato Basil, Whole","Baja Mac & Cheese, Bread Bowl","Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Half",7.23264,18.97
Blueberry Bagel,"Bacon Mac & Cheese, Large",Cobblestone,7.234,12.02
"Spicy Thai Salad with Chicken, Half","BBQ Chicken Mac & Cheese, Bread Bowl",Signature Hot Chocolate,7.23578,18.87
"Baja Mac & Cheese, Bread Bowl","Steak & Arugula on Sourdough, Whole","Steel Cut Oatmeal with Almonds, Quinoa & Honey",7.23723,19.47
Orange Scone,"Broccoli Cheddar Soup, Bread Bowl",Cobblestone,7.24318,10.57
"The Italian on Artisan Ciabatta, Half","Southwest Chile Lime Ranch Salad with Chicken, Whole","Baked Potato Soup, Bread Bowl",7.25189,16.27
Candy Cookie,"BBQ Chicken Mac & Cheese, Bread Bowl",Soba Noodle Bowl with Edamame Blend,7.25217,16.17
"Mediterranean Veggie Sandwich on Tomato Basil, Whole",Oatmeal Raisin Cookie with Berries,"Bacon Mac & Cheese, Bread Bowl",7.25462,14.37
Lentil Quinoa Broth Bowl with Chicken,Sourdough Bread Bowl,"Mac & Cheese, Large",7.25901,18.67
"Baja Mac & Cheese, Large",Chocolate Chip Bagel,Cinnamon Crunch Scone,7.26049,11.92
"The Italian on Artisan Ciabatta, Whole","New England Clam Chowder, Bread Bowl",Kids Low-Fat Vegetarian Black Bean Soup,7.26348,17.869999999999997
Cobblestone,Cinnamon Crunch Scone,"Baked Potato Soup, Bread Bowl",7.26602,10.57
"BBQ Chicken Mac & Cheese, Bread Bowl",Signature Hot Chocolate,Kids Ham Sandwich on Whole Grain Bread,7.26675,17.47
"Cream of Chicken & Wild Rice Soup, Bread Bowl","Modern Greek Salad with Quinoa, Whole","Four Cheese Grilled Cheese on Country Rustic, Whole",7.26708,17.77
"Bistro French Onion Soup, Bread Bowl","Heritage Ham & Swiss Sandwich on Whole Grain, Whole",Orange Scone,7.26972,14.27
"The Italian on Artisan Ciabatta, Whole",Steel Cut Oatmeal with Strawberries & Pecans,"Frontega Chicken Panini on Sea Salt Focaccia, Whole",7.27037,20.17
Greek Yogurt with Mixed Berries & Granola,Frozen Caramel,"Mac & Cheese, Bread Bowl",7.27173,14.97
"Tuna Salad Sandwich on Black Pepper Focaccia, Whole","Turkey Sandwich on Whole Grain, Half","Baja Mac & Cheese, Large",7.27225,15.370000000000001
Lentil Quinoa Broth Bowl with Chicken,Pumpkin Muffin,"New England Clam Chowder, Bread Bowl",7.27417,16.169999999999998
Sourdough Bread Bowl,"Mac & Cheese, Large",Soba Noodle Bowl with Chicken,7.27655,18.67
Triple Chocolate Cookie with Walnuts,"Bacon Mac & Cheese, Bread Bowl","Steak & White Cheddar Panini on Artisan Ciabatta, Half",7.27795,14.870000000000001
"BBQ Chicken Mac & Cheese, Bread Bowl",Cherry Pastry,"Bistro French Onion Soup, Bowl",7.28606,13.969999999999999
"Mac & Cheese, Bread Bowl",Mango Smoothie,"Fuji Apple Salad with Chicken, Whole",7.28764,18.770000000000003
"Spicy Thai Salad with Chicken, Whole",Mango Smoothie,"Baja Mac & Cheese, Bread Bowl",7.28838,18.07
Pumpkin Muffin,"New England Clam Chowder, Bread Bowl",Soba Noodle Bowl with Chicken,7.29171,16.17
Pumpkin Muffie,"Broccoli Cheddar Soup, Bread Bowl","BBQ Chicken Flatbread, 2 Flatbreads",7.29438,11.870000000000001
"BBQ Chicken Mac & Cheese, Bread Bowl",Pumpkin Cookie,"Bistro French Onion Soup, Bowl",7.30055,12.870000000000001
Chocolate Chip Muffie,"Frontega Chicken Panini on Sea Salt Focaccia, Whole","Baked Potato Soup, Bread Bowl",7.30308,14.57
Pumpkin Muffie,"Baja Mac & Cheese, Bread Bowl",Signature Hot Chocolate,7.30476,14.77
"Bistro French Onion Soup, Bread Bowl",Pecan Braid,"Southwest Chile Lime Ranch Salad with Chicken, Whole",7.30617,12.97
"Steak & Arugula on Sourdough, Whole","BBQ Chicken Mac & Cheese, Bread Bowl","Turkey Sandwich on Whole Grain, Half",7.30739,16.27
"BBQ Chicken Mac & Cheese, Large",Cobblestone,Jalapeno Cheddar Bagel,7.30841,16.87
"Bacon Mac & Cheese, Bread Bowl",Apple Crunch Muffin,"Tuna Salad Sandwich on Black Pepper Focaccia, Half",7.30879,11.27
"Roasted Turkey & Avocado BLT on Country Rustic, Whole","French Baguette, Side Portion","BBQ Chicken Mac & Cheese, Large",7.30907,19.77
Chicken Tortellini Alfredo,"French Baguette, Side Portion","Baja Mac & Cheese, Large",7.31016,19.17
"Cream of Chicken & Wild Rice Soup, Bread Bowl",Frozen Mocha,"Four Cheese Grilled Cheese on Country Rustic, Whole",7.31102,16.47
Pecan Braid,"Roasted Turkey & Avocado BLT on Country Rustic, Whole","Cream of Chicken & Wild Rice Soup, Bread Bowl",7.31339,16.77
"Fuji Apple Salad with Chicken, Whole","Baked Potato Soup, Bread Bowl","Turkey Sandwich on Whole Grain, Whole",7.31486,14.770000000000001
"Avocado, Egg White & Spinach on Sprouted Grain Bagel Flat","Low-Fat Chicken Noodle Soup, Bread Bowl","BBQ Chicken Flatbread, 2 Flatbreads",7.316,11.33
"BBQ Chicken Flatbread, 1 Flatbread","BBQ Chicken Mac & Cheese, Bread Bowl",Kids Peanut Butter & Jelly on Whole Grain Bread,7.31829,15.27
"Spicy Thai Salad with Chicken, Whole","Vegetarian Creamy Tomato Soup, Bread Bowl","Four Cheese Grilled Cheese on Country Rustic, Whole",7.3235,19.47
"Broccoli Cheddar Soup, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Half","Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole",7.32413,17.169999999999998
"The Italian on Artisan Ciabatta, Half",Pecan Roll,"Cream of Chicken & Wild Rice Soup, Bread Bowl",7.32603,13.969999999999999
Lemon Drop Cookie,"BBQ Chicken Mac & Cheese, Bread Bowl",Asiago Cheese Bagel,7.32859,12.97
"Bacon Mac & Cheese, Bread Bowl","Asian Sesame Salad with Chicken, Whole",Kids Peanut Butter & Jelly on Whole Grain Bread,7.33198,18.07
"Mac & Cheese, Small","BBQ Chicken Mac & Cheese, Bread Bowl","Steel Cut Oatmeal with Almonds, Quinoa & Honey",7.33212,15.170000000000002
Bear Claw,"Bacon Mac & Cheese, Bread Bowl",Superfruit Smoothie with Greek yogurt,7.33239,12.969999999999999
"Cream of Chicken & Wild Rice Soup, Bowl",Sourdough Bread Bowl,"Baja Mac & Cheese, Large",7.33356,15.27
"French Baguette, Side Portion","Mac & Cheese, Large","The Italian on Artisan Ciabatta, Whole",7.3339,19.27
Steel Cut Oatmeal with Strawberries & Pecans,"Baja Mac & Cheese, Bread Bowl","Steak & White Cheddar Panini on Artisan Ciabatta, Half",7.33573,16.37
Apple Crunch Muffin,Triple Chocolate Cookie with Walnuts,"BBQ Chicken Mac & Cheese, Bread Bowl",7.33704,10.870000000000001
Greek Yogurt with Mixed Berries & Granola,"BBQ Chicken Mac & Cheese, Bread Bowl",Pecan Braid,7.33729,12.87
Chicken Tortellini Alfredo,Blueberry Bagel,"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",7.33867,18.32
Cinnamon Roll,"The Italian on Artisan Ciabatta, Half","Baked Potato Soup, Bread Bowl",7.34079,14.07
"Turkey Sandwich on Whole Grain, Whole","Mac & Cheese, Bread Bowl",Chocolate Chip Muffie,7.34155,8.57
"Modern Greek Salad with Quinoa, Whole",Blueberry Bagel,"BBQ Chicken Mac & Cheese, Large",7.34172,15.42
Chocolate Pastry,Chocolate Chip Bagel,"Baja Mac & Cheese, Bread Bowl",7.34301,10.02
"New England Clam Chowder, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Half","Bacon Turkey Bravo Sandwich on Tomato Basil, Whole",7.34345,16.07
"BBQ Chicken Mac & Cheese, Bread Bowl","Bistro French Onion Soup, Bowl",Wild Blueberry Scone,7.34855,13.870000000000001
"Bistro French Onion Soup, Bread Bowl","Broccoli Cheddar Soup, Cup","Steak & White Cheddar Panini on Artisan Ciabatta, Whole",7.35129,18.369999999999997
"New England Clam Chowder, Bread Bowl",Signature Hot Chocolate,Apple Crunch Muffin,7.35335,14.67
"Steak & Arugula on Sourdough, Half","Cream of Chicken & Wild Rice Soup, Bread Bowl","Steak & White Cheddar Panini on Artisan Ciabatta, Whole",7.35462,20.669999999999998
Asiago Cheese Bagel,"Baja Mac & Cheese, Large","Heritage Ham & Swiss Sandwich on Whole Grain, Whole",7.35603,18.87
"Modern Greek Salad with Quinoa, Whole","Roasted Turkey & Avocado BLT on Country Rustic, Whole","Low-Fat Chicken Noodle Soup, Bread Bowl",7.35816,20.169999999999998
"Mac & Cheese, Bread Bowl","Mediterranean Veggie Sandwich on Tomato Basil, Whole",Candy Cookie,7.35934,14.37
"Baked Potato Soup, Bowl","Mediterranean Veggie Sandwich on Tomato Basil, Whole","BBQ Chicken Mac & Cheese, Bread Bowl",7.36073,17.67
"The Italian on Artisan Ciabatta, Whole",Cherry Vanilla Bagel,"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole",7.3625,21.669999999999998
Bear Claw,"Mac & Cheese, Bread Bowl","Bistro French Onion Soup, Bowl",7.36371,13.969999999999999
"Broccoli Cheddar Soup, Bread Bowl","Four Cheese Grilled Cheese on Country Rustic, Half","Frontega Chicken Panini on Sea Salt Focaccia, Whole",7.3665,17.67
"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole",Cinnamon Swirl & Raisin Bagel,"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",7.36712,18.919999999999998
Kids BBQ Chicken Mac & Cheese,Mango Smoothie,"Mac & Cheese, Bread Bowl",7.37073,18.770000000000003
Lentil Quinoa Broth Bowl with Chicken,Pecan Roll,"Broccoli Cheddar Soup, Bread Bowl",7.37393,16.669999999999998
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",Pumpkin Muffin,Signature Hot Chocolate,7.37665,18.169999999999998
Greek Yogurt with Mixed Berries & Granola,"Bacon Mac & Cheese, Bread Bowl",Cranberry Orange Muffin,7.38214,12.37
"Baked Potato Soup, Bread Bowl","Heritage Ham & Swiss Sandwich on Whole Grain, Whole","Spicy Thai Salad with Chicken, Whole",7.38297,19.47
"BBQ Chicken Mac & Cheese, Large",Sprouted Grain Bagel Flat,"Bacon Turkey Bravo Sandwich on Tomato Basil, Whole",7.38509,16.73
"BBQ Chicken Mac & Cheese, Large",Blueberry Bagel,Frozen Mocha,7.38566,14.120000000000001
"Napa Almond Chicken Salad Sandwich on Country Rustic, Whole","Tuna Salad Sandwich on Black Pepper Focaccia, Half","New England Clam Chowder, Bread Bowl",7.38757,15.57
"Mac & Cheese, Large","Steak & White Cheddar Panini on Artisan Ciabatta, Whole",Sourdough Loaf,7.38817,20.37
Sourdough Bread Bowl,Candy Cookie,"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",7.39079,12.77
Soba Noodle Bowl with Chicken,Pecan Roll,"Broccoli Cheddar Soup, Bread Bowl",7.39147,16.669999999999998
Pecan Braid,Cinnamon Roll,"Bistro French Onion Soup, Bread Bowl",7.39508,10.77
Cinnamon Crunch Scone,"New England Clam Chowder, Bread Bowl","Avocado, Egg White & Spinach on Sprouted Grain Bagel Flat",7.39583,8.93
"Baked Potato Soup, Bread Bowl",Kids BBQ Chicken Mac & Cheese,"Turkey Sandwich on Whole Grain, Whole",7.39794,14.770000000000001
"Caesar Salad with Chicken, Whole","BBQ Chicken Mac & Cheese, Bread Bowl",Cinnamon Swirl & Raisin Bagel,7.40211,13.42
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole","Mac & Cheese, Large",Blueberry Bagel,7.40534,18.62
"Roasted Turkey & Avocado BLT on Country Rustic, Half","Vegetarian Creamy Tomato Soup, Bread Bowl",Kitchen Sink Cookie,7.40646,13.97
"Heritage Ham & Swiss Sandwich on Whole Grain, Whole","Bacon Mac & Cheese, Bread Bowl","Seasonal Greens Salad, Whole",7.40845,18.47
"Modern Greek Salad with Quinoa, Half",Double Fudge Brownie,"Bacon Mac & Cheese, Bread Bowl",7.41074,13.07
"Bistro French Onion Soup, Bread Bowl",Chicken Tortellini Alfredo,"Frontega Chicken Panini on Sea Salt Focaccia, Half",7.41415,19.17
Pecan Braid,"Baja Mac & Cheese, Bread Bowl",Asiago Cheese Bagel,7.41422,13.17
"Bacon Turkey Bravo Sandwich on Tomato Basil, Whole","Broccoli Cheddar Soup, Bread Bowl",Pecan Braid,7.41698,15.67
"The Italian on Artisan Ciabatta, Half","Bacon Mac & Cheese, Bread Bowl","Roasted Turkey & Avocado BLT on Country Rustic, Half",7.42372,18.17
Frozen Caramel,"Low-Fat Chicken Noodle Soup, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Whole",7.42378,16.47
"BBQ Chicken Mac & Cheese, Large",Asiago Cheese Bagel,"Turkey Sandwich on Whole Grain, Whole",7.42413,13.47
Lemon Drop Cookie,"Low-Fat Chicken Noodle Soup, Bread Bowl","Low-Fat Chicken Noodle Soup, Bread Bowl",7.42478,13.07
Whole Grain Bagel,"Bacon Mac & Cheese, Bread Bowl","Caesar Salad with Chicken, Whole",7.42658,13.129999999999999
"Baja Mac & Cheese, Bread Bowl","Modern Greek Salad with Quinoa, Half","Turkey Sandwich on Whole Grain, Whole",7.42852,11.57
"BBQ Chicken Mac & Cheese, Large",Sprouted Grain Bagel Flat,"Napa Almond Chicken Salad Sandwich on Country Rustic, Whole",7.4292,16.23
"New England Clam Chowder, Bread Bowl","Low-Fat Chicken Noodle Soup, Bread Bowl",Orange Mini Scone,7.43031,13.17
"Avocado, Egg White & Spinach on Sprouted Grain Bagel Flat","Frontega Chicken Panini on Sea Salt Focaccia, Half","Baja Mac & Cheese, Bread Bowl",7.44023,12.73
"Baked Potato Soup, Bread Bowl","Greek Salad, Half","Steak & White Cheddar Panini on Artisan Ciabatta, Whole",7.44232,18.669999999999998
"Baja Mac & Cheese, Large","Fuji Apple Salad with Chicken, Whole",Cherry Vanilla Bagel,7.44302,21.07
"Bacon Mac & Cheese, Small","Mediterranean Veggie Sandwich on Tomato Basil, Half","BBQ Chicken Mac & Cheese, Bread Bowl",7.44758,15.67
"Baja Mac & Cheese, Bread Bowl",Lemon Drop Cookie,Cherry Vanilla Bagel,7.44817,13.07
"Roasted Turkey & Avocado BLT on Country Rustic, Half",Double Fudge Brownie,"Mac & Cheese, Bread Bowl",7.44868,14.67
Double Fudge Brownie,French Toast Bagel,"BBQ Chicken Mac & Cheese, Large",7.44895,11.82
"Avocado, Egg White & Spinach on Sprouted Grain Bagel Flat","Baja Mac & Cheese, Large",Double Fudge Brownie,7.45374,11.530000000000001
"The Italian on Artisan Ciabatta, Whole",Chicken Tortellini Alfredo,Chocolate Chip Bagel,7.45615,17.819999999999997
Bear Claw,Chocolate Chip Bagel,"Baja Mac & Cheese, Large",7.45648,12.02
"Bacon Turkey Bravo Sandwich on Tomato Basil, Whole",Cranberry Orange Muffin,"Baked Potato Soup, Bread Bowl",7.4565,15.170000000000002
"Baja Mac & Cheese, Bread Bowl","Turkey Sandwich on Whole Grain, Half","Modern Greek Salad with Quinoa, Whole",7.45679,13.07
Frozen Caramel,Sourdough Bread Bowl,"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole",7.45803,15.57
"Napa Almond Chicken Salad Sandwich on Country Rustic, Whole","Broccoli Cheddar Soup, Bread Bowl",Pecan Braid,7.46109,15.17
"Mac & Cheese, Bread Bowl",Triple Chocolate Cookie with Walnuts,Orange Scone,7.46178,11.27
Cobblestone,"Baked Potato Soup, Bread Bowl",Bear Claw,7.462,10.67
"Modern Greek Salad with Quinoa, Half","BBQ Chicken Mac & Cheese, Bread Bowl","Spicy Thai Salad with Chicken, Whole",7.46403,18.37
Lemon Drop Cookie,"Broccoli Cheddar Soup, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Whole",7.46574,14.17
"Greek Salad, Half","Mac & Cheese, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Whole",7.47398,16.97
"BBQ Chicken Mac & Cheese, Large","The Italian on Artisan Ciabatta, Half",Cinnamon Crunch Bagel,7.47541,15.32
Cherry Vanilla Bagel,"Roasted Turkey & Avocado BLT on Country Rustic, Whole","Mac & Cheese, Large",7.47744,21.369999999999997
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Half","Cream of Chicken & Wild Rice Soup, Bread Bowl",Kitchen Sink Cookie,7.47814,14.37
Lentil Quinoa Broth Bowl with Chicken,"BBQ Chicken Mac & Cheese, Bread Bowl","Frontega Chicken Panini on Sea Salt Focaccia, Half",7.47882,20.37
Asiago Cheese Bagel,Kitchen Sink Cookie,"The Italian on Artisan Ciabatta, Whole",7.48354,15.27
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",Greek Yogurt with Mixed Berries & Granola,"Frontega Chicken Panini on Sea Salt Focaccia, Whole",7.48357,20.67
"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole","New England Clam Chowder, Bread Bowl","Bistro French Onion Soup, Cup",7.48429,18.369999999999997
"Four Cheese Grilled Cheese on Country Rustic, Whole","New England Clam Chowder, Bread Bowl","Tuna Salad Sandwich on Black Pepper Focaccia, Half",7.4872,14.77
"Baked Potato Soup, Bread Bowl","Roasted Turkey & Avocado BLT on Country Rustic, Whole",Chocolate Pastry,7.48954,16.77
"Bacon Mac & Cheese, Bread Bowl","Greek Salad, Half",Pumpkin Muffin,7.49039,12.77
"Baked Potato Soup, Bread Bowl","Baked Potato Soup, Bread Bowl","Caesar Salad with Chicken, Half",7.49073,15.17
"Frontega Chicken Panini on Sea Salt Focaccia, Half","Baked Potato Soup, Bread Bowl",Pecan Roll,7.49222,13.67
"Mac & Cheese, Bread Bowl",Challah Loaf,Sourdough Bread Bowl,7.49282,11.07
Orange Scone,"Heritage Ham & Swiss Sandwich on Whole Grain, Whole","Vegetarian Creamy Tomato Soup, Bread Bowl",7.49453,14.27
"Mac & Cheese, Bread Bowl",Cobblestone,"Heritage Ham & Swiss Sandwich on Country Rustic, Half",7.49587,13.370000000000001
"Modern Greek Salad with Quinoa, Half","Mac & Cheese, Bread Bowl","Heritage Ham & Swiss Sandwich on Whole Grain, Whole",7.49589,16.97
"Frontega Chicken Panini on Sea Salt Focaccia, Half","BBQ Chicken Mac & Cheese, Bread Bowl",Soba Noodle Bowl with Chicken,7.49637,20.369999999999997
"Baked Potato Soup, Bread Bowl","Napa Almond Chicken Salad Sandwich on Country Rustic, Whole",Cranberry Orange Muffin,7.50062,14.67
"Baja Mac & Cheese, Bread Bowl",Frozen Mocha,"Turkey Sandwich on Whole Grain, Half",7.50074,11.770000000000001
Strawberry Banana Smoothie,Cinnamon Crunch Scone,"Baja Mac & Cheese, Bread Bowl",7.50142,12.870000000000001
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole","Broccoli Cheddar Soup, Bread Bowl",Triple Berry Scone,7.50486,17.169999999999998
"Broccoli Cheddar Soup, Bowl","Avocado, Egg White & Spinach on Sprouted Grain Bagel Flat","BBQ Chicken Mac & Cheese, Bread Bowl",7.50488,12.33
"Bacon Turkey Bravo Sandwich on Tomato Basil, Whole",Greek Yogurt with Mixed Berries & Granola,"Baja Mac & Cheese, Large",7.5052,19.87
"Heritage Ham & Swiss Sandwich on Whole Grain, Whole",Frozen Caramel,"Cream of Chicken & Wild Rice Soup, Bread Bowl",7.50536,16.47
Cheese Pastry,Kids Peanut Butter & Jelly on Whole Grain Bread,"Bacon Mac & Cheese, Bread Bowl",7.50746,12.97
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",Kids Greek Salad,"Baked Potato Soup, Bread Bowl",7.50899,18.669999999999998
"Mac & Cheese, Small","Baja Mac & Cheese, Bread Bowl",Whole Grain Bagel,7.51048,12.030000000000001
"Asian Sesame Salad with Chicken, Whole","Broccoli Cheddar Soup, Bread Bowl","Roasted Turkey & Avocado BLT on Country Rustic, Whole",7.51302,21.869999999999997
Lemon Drop Cookie,"Bacon Mac & Cheese, Bread Bowl",Steel Cut Oatmeal with Strawberries & Pecans,7.5232,12.670000000000002
"Low-Fat Chicken Noodle Soup, Bread Bowl","Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole","Spicy Thai Salad with Chicken, Whole",7.52358,22.369999999999997
"Broccoli Cheddar Soup, Cup","Broccoli Cheddar Soup, Bread Bowl","The Italian on Artisan Ciabatta, Whole",7.526,17.869999999999997
"Baja Mac & Cheese, Large",Cherry Vanilla Bagel,Kids BBQ Chicken Mac & Cheese,7.5261,21.07
"Heritage Ham & Swiss Sandwich on Whole Grain, Whole","Broccoli Cheddar Soup, Bread Bowl","Steak & Arugula on Sourdough, Whole",7.52833,20.97
"Low-Fat Chicken Noodle Soup, Bread Bowl","Steak & White Cheddar Panini on Artisan Ciabatta, Whole","Bacon Turkey Bravo Sandwich on Tomato Basil, Half",7.52856,19.77
"Four Cheese Grilled Cheese on Country Rustic, Whole",Sprouted Grain Bagel Flat,"BBQ Chicken Mac & Cheese, Large",7.52884,15.43
"Low-Fat Chicken Noodle Soup, Bread Bowl","Cream of Chicken & Wild Rice Soup, Cup","New England Clam Chowder, Bread Bowl",7.52988,14.870000000000001
"Southwest Chile Lime Ranch Salad with Chicken, Whole",Pecan Braid,"Vegetarian Creamy Tomato Soup, Bread Bowl",7.53098,12.969999999999999
Everything Bagel,"Heritage Ham & Swiss Sandwich on Whole Grain, Whole","Bacon Mac & Cheese, Large",7.53556,15.43
"Tuna Salad Sandwich on Black Pepper Focaccia, Whole",Kids Greek Salad,"Mac & Cheese, Bread Bowl",7.54064,16.97
"Baja Mac & Cheese, Bread Bowl",Chocolate Chip Bagel,Candy Cookie,7.54174,9.32
"Bacon Mac & Cheese, Bread Bowl",Triple Chocolate Cookie with Walnuts,Blueberry Muffin with Fresh Blueberries,7.54183,11.07
"Greek Salad, Half","BBQ Chicken Mac & Cheese, Large",Sourdough Bread Bowl,7.5442,14.57
"New England Clam Chowder, Bread Bowl",Double Fudge Brownie,"The Italian on Artisan Ciabatta, Half",7.5447,13.77
Pumpkin Muffin,Mango Smoothie,"BBQ Chicken Mac & Cheese, Large",7.54517,14.47
Greek Yogurt with Mixed Berries & Granola,"Baja Mac & Cheese, Large","Napa Almond Chicken Salad Sandwich on Country Rustic, Whole",7.54932,19.37
"Southwest Chile Lime Ranch Salad with Chicken, Whole","New England Clam Chowder, Bread Bowl",Pumpkin Muffie,7.54974,11.870000000000001
"Turkey Sandwich on Whole Grain, Half","Mac & Cheese, Large","Low-Fat Chicken Noodle Soup, Bread Bowl",7.55268,14.27
"Bacon Mac & Cheese, Small","Bacon Mac & Cheese, Bread Bowl",Superfruit Smoothie with Greek yogurt,7.55514,15.27
