Item 1,Item 2,Item 3,Metric,Price
Roast Turkey & Swiss Sandwich,Mozzarella Sticks (6),Fire-Roasted Philly Sandwich,7.78512,14.67
Chicken Tender 'n Cheese Slider,"Sausage Gravy Biscuit, Double",Half Pound French Dip & Swiss/Au Jus Sandwich,7.78735,11.57
"Orange Cream Shake, Medium","Orange Cream Shake, Medium",Sausage Biscuit,7.78921,9.57
"Orange Cream Shake, Medium",Salted Caramel & Chocolate Cookie,"Vanilla Handcrafted Shake, Large",7.7907,7.17
Roast Beef Gyro,"Orange Cream Shake, Medium",Loaded Curly Fries,7.79248,5.77
Bacon Biscuit,Bourbon BBQ Triple Stack Sandwich,"Orange Cream Shake, Medium",7.7931,11.57
"Sausage Gravy Biscuit, Double",Roast Beef Gyro,Grand Turkey Club Sandwich,7.79387,11.67
Loaded Curly Fries,"Jamocha Handcrafted Shake, Medium",Buttermilk Buffalo Chicken Sandwich,7.79453,9.27
"Orange Cream Shake, Large",Arby-Q,Three Cheese Steak Sandwich,7.80458,15.47
Loaded Curly Fries,Bourbon BBQ Steak Sandwich,"Ultimate Chocolate Shake, Medium",7.80618,9.67
Steakhouse Onion Rings (5),"Ultimate Chocolate Shake, Large",Half Pound Roast Beef Sandwich,7.8065,6.7700000000000005
"Orange Cream Shake, Large",Bourbon BBQ Chicken Sandwich,Prime-Cut Chicken Tenders (3),7.80689,11.17
"Orange Cream Shake, Large",Kids Ham 'n Cheese Slider,"Vanilla Handcrafted Shake, Large",7.80867,5.869999999999999
"Curly Fries, Large","Orange Cream Shake, Medium",Smokehouse Brisket,7.81207,9.77
Roast Turkey Ranch & Bacon Sandwich,Buttermilk Chicken Bacon & Swiss Sandwich,"Jamocha Handcrafted Shake, Small",7.81354,11.469999999999999
Triple Chocolate Cookie,"Orange Cream Shake, Large",Prime-Cut Chicken Tenders (5),7.81557,8.77
Bourbon BBQ Chicken Sandwich,Arby-Q,Bourbon BBQ Triple Stack Sandwich,7.81876,17.97
Sausage Gravy Biscuit,Gyro Loaded Curly Fries,Loaded Curly Fries,7.82208,9.969999999999999
Gyro Loaded Curly Fries,Double Beef 'n Cheddar Sandwich,"Curly Fries, Medium",7.8223,9.17
"Jamocha Handcrafted Shake, Medium",Sausage Biscuit,"Orange Cream Shake, Medium",7.82384,9.37
"Jamocha Handcrafted Shake, Medium",Salted Caramel & Chocolate Cookie,"Vanilla Handcrafted Shake, Large",7.82533,6.970000000000001
Loaded Curly Fries,"Jamocha Handcrafted Shake, Medium",Roast Beef Gyro,7.82711,5.57
"Jamocha Handcrafted Shake, Medium",Bourbon BBQ Triple Stack Sandwich,Bacon Biscuit,7.82773,11.370000000000001
Chopped Farmhouse Salad with Crispy Chicken,"Sausage Gravy Biscuit, Double",Prime-Cut Chicken Tenders (5),7.82812,15.77
"Sausage Gravy Biscuit, Double","Orange Cream Shake, Snack",Super Greek Salad,7.82922,8.77
Three Cheese Steak Sandwich,Arby-Q,"Jamocha Handcrafted Shake, Large",7.83192,15.270000000000001
"Jamocha Handcrafted Shake, Large",Prime-Cut Chicken Tenders (3),Bourbon BBQ Chicken Sandwich,7.83423,10.969999999999999
"Jamocha Handcrafted Shake, Large","Vanilla Handcrafted Shake, Large",Kids Ham 'n Cheese Slider,7.83601,5.67
Traditional Greek Gyro,"Ultimate Chocolate Shake, Snack","Ultimate Chocolate Shake, Large",7.8381,5.87
"Orange Cream Shake, Medium",Salted Caramel & Chocolate Cookie,Gyro Loaded Curly Fries,7.83937,7.17
Bourbon BBQ Triple Stack Sandwich,Half Pound French Dip & Swiss/Au Jus Sandwich,French Toast Sticks,7.83976,13.97
Three Cheese Steak Sandwich,"Curly Fries, Large",Loaded Curly Fries,7.84073,9.969999999999999
Salted Caramel & Chocolate Cookie,Roast Turkey Ranch & Bacon Wrap,"Orange Cream Shake, Large",7.84116,10.47
"Jamocha Handcrafted Shake, Large",Prime-Cut Chicken Tenders (5),Triple Chocolate Cookie,7.84292,8.57
"Orange Cream Shake, Large","Orange Cream Shake, Small",Roast Turkey & Swiss Wrap,7.84299,8.870000000000001
"Homestyle Fries, Large",Buttermilk Chicken Bacon & Swiss Sandwich,Half Pound Beef 'n Cheddar Sandwich,7.84523,11.77
Pizza Slider,"Orange Cream Shake, Large","Orange Cream Shake, Medium",7.84584,5.67
"Jamocha Handcrafted Shake, Medium","Curly Fries, Large",Smokehouse Brisket,7.8467,9.57
Bourbon BBQ Chicken Sandwich,Classic Roast Beef Sandwich,"Orange Cream Shake, Large",7.8497,10.77
"Sausage Gravy Biscuit, Double","Jamocha Handcrafted Shake, Snack",Super Greek Salad,7.85073,8.469999999999999
"Ultimate Chocolate Shake, Small",Bourbon BBQ Chicken Sandwich,"Ultimate Chocolate Shake, Medium",7.8531,9.77
Gyro Loaded Curly Fries,"Orange Cream Shake, Large",Kids Ham 'n Cheese Slider,7.85735,5.87
"Curly Fries, Medium",Classic French Dip & Swiss/Au Jus Sandwich,Bourbon BBQ Triple Stack Sandwich,7.85824,11.47
"Jamocha Handcrafted Shake, Medium",Sausage Biscuit,"Jamocha Handcrafted Shake, Medium",7.85847,9.17
Reuben,Buttermilk Crispy Chicken Sandwich,"Ultimate Chocolate Shake, Medium",7.86436,11.47
Cherry Turnover,Buttermilk Chicken Cordon Bleu Sandwich,Bourbon BBQ Triple Stack Sandwich,7.8668,11.77
Roast Turkey Ranch & Bacon Wrap,"Jamocha Handcrafted Shake, Large",Salted Caramel & Chocolate Cookie,7.8685,10.27
"Jamocha Handcrafted Shake, Large",Roast Turkey & Swiss Wrap,"Orange Cream Shake, Small",7.87033,8.67
Apple Turnover,Buttermilk Chicken Bacon & Swiss Sandwich,Bourbon BBQ Triple Stack Sandwich,7.8725,11.77
"Orange Cream Shake, Medium",Pizza Slider,"Jamocha Handcrafted Shake, Large",7.87318,5.47
Buttermilk Crispy Chicken Sandwich,"Sausage Gravy Biscuit, Double",Jalapeno Bites (8),7.8733,14.27
Salted Caramel & Chocolate Cookie,"Jamocha Handcrafted Shake, Medium",Gyro Loaded Curly Fries,7.874,6.970000000000001
Mozzarella Sticks (6),"Orange Cream Shake, Small","Vanilla Handcrafted Shake, Large",7.87453,8.57
"Vanilla Handcrafted Shake, Large",Roast Turkey & Swiss Sandwich,Jalapeno Bites (8),7.87592,11.870000000000001
Classic Roast Beef Sandwich,"Jamocha Handcrafted Shake, Large",Bourbon BBQ Chicken Sandwich,7.87704,10.57
Sausage Biscuit,"Ultimate Chocolate Shake, Small","Orange Cream Shake, Large",7.87743,9.77
Half Pound Beef 'n Cheddar Sandwich,Buffalo Chicken Slider,"Ultimate Chocolate Shake, Large",7.8782,9.47
"Ultimate Chocolate Shake, Small",Grand Turkey Club Sandwich,"Ultimate Chocolate Shake, Large",7.87981,9.47
Pizza Slider,"Orange Cream Shake, Large","Jamocha Handcrafted Shake, Medium",7.88047,5.47
"Ultimate Chocolate Shake, Large",Half Pound Beef 'n Cheddar Sandwich,Chicken Tender 'n Cheese Slider,7.88059,9.47
"Ultimate Chocolate Shake, Medium","Ultimate Chocolate Shake, Medium",Grand Turkey Club Sandwich,7.88215,9.47
Roast Turkey Ranch & Bacon Sandwich,Bourbon BBQ Steak Sandwich,Buttermilk Chicken Bacon & Swiss Sandwich,7.88248,14.870000000000001
Gyro Loaded Curly Fries,"Jamocha Handcrafted Shake, Large",Kids Ham 'n Cheese Slider,7.88469,5.67
Fire-Roasted Philly Sandwich,Traditional Greek Gyro,"Curly Fries, Large",7.89028,8.77
"Orange Cream Shake, Snack","Orange Cream Shake, Large",Half Pound Beef 'n Cheddar Sandwich,7.89602,8.67
Sausage Biscuit,"Ultimate Chocolate Shake, Large","Orange Cream Shake, Small",7.90326,10.27
"Ultimate Chocolate Shake, Medium",Bourbon BBQ Chicken Sandwich,Buttermilk Buffalo Chicken Sandwich,7.90363,13.07
"Ultimate Chocolate Shake, Medium",Classic French Dip & Swiss/Au Jus Sandwich,Loaded Curly Fries,7.90366,9.17
"Jamocha Handcrafted Shake, Large","Ultimate Chocolate Shake, Small",Sausage Biscuit,7.90477,9.57
"Jamocha Handcrafted Shake, Large","Jamocha Handcrafted Shake, Medium",Pizza Slider,7.90781,5.2700000000000005
Buttermilk Crispy Chicken Sandwich,"Orange Cream Shake, Medium",Bourbon BBQ Chicken Sandwich,7.90969,11.27
"Vanilla Handcrafted Shake, Small",Prime-Cut Chicken Tenders (5),"Orange Cream Shake, Large",7.91062,9.07
Buttermilk Chicken Cordon Bleu Sandwich,Buttermilk Chicken Cordon Bleu Sandwich,"Homestyle Fries, Large",7.91144,11.37
Reuben,Roast Turkey Ranch & Bacon Wrap,Loaded Curly Fries,7.91704,12.47
"Orange Cream Shake, Large","Jamocha Handcrafted Shake, Snack",Half Pound Beef 'n Cheddar Sandwich,7.91753,8.370000000000001
Traditional Greek Gyro,Ham Biscuit,"Orange Cream Shake, Large",7.92064,5.37
"Homestyle Fries, Large",Half Pound French Dip & Swiss/Au Jus Sandwich,Buttermilk Chicken Bacon & Swiss Sandwich,7.92105,11.27
Gyro Loaded Curly Fries,Mozzarella Sticks (6),"Orange Cream Shake, Small",7.92321,8.57
Half Pound Beef 'n Cheddar Sandwich,"Jamocha Handcrafted Shake, Large","Orange Cream Shake, Snack",7.92336,8.47
Gyro Loaded Curly Fries,Roast Turkey & Swiss Sandwich,Jalapeno Bites (8),7.92459,11.870000000000001
Sausage Biscuit,Buttermilk Buffalo Chicken Sandwich,"Orange Cream Shake, Large",7.92796,13.069999999999999
Grand Turkey Club Sandwich,Buttermilk Buffalo Chicken Sandwich,"Ultimate Chocolate Shake, Large",7.93034,12.770000000000001
Traditional Greek Gyro,"Jamocha Handcrafted Shake, Small","Orange Cream Shake, Medium",7.9319,5.17
"Ultimate Chocolate Shake, Large",Buttermilk Chicken Cordon Bleu Sandwich,Arby's Melt,7.93467,9.17
Roast Beef Gyro,"Ultimate Chocolate Shake, Medium",Bourbon BBQ Chicken Sandwich,7.93622,9.370000000000001
Buttermilk Chicken Bacon & Swiss Sandwich,Roast Turkey & Swiss Sandwich,"Vanilla Handcrafted Shake, Medium",7.93749,11.57
"Jamocha Handcrafted Shake, Large","Vanilla Handcrafted Shake, Small",Prime-Cut Chicken Tenders (5),7.93796,8.870000000000001
Bourbon BBQ Brisket Sandwich,"Ultimate Chocolate Shake, Small",Roast Turkey Ranch & Bacon Sandwich,7.94309,12.27
"Jamocha Handcrafted Shake, Medium",Bourbon BBQ Chicken Sandwich,Buttermilk Crispy Chicken Sandwich,7.94432,11.07
Roast Turkey & Swiss Sandwich,Half Pound Beef 'n Cheddar Sandwich,"Ultimate Chocolate Shake, Small",7.94446,11.97
"Jamocha Handcrafted Shake, Snack","Jamocha Handcrafted Shake, Large",Half Pound Beef 'n Cheddar Sandwich,7.94487,8.17
"Orange Cream Shake, Large","Ultimate Chocolate Shake, Medium",Jalapeno Bites (5),7.94766,7.67
"Jamocha Handcrafted Shake, Large",Ham Biscuit,Traditional Greek Gyro,7.94798,5.17
Sausage Gravy Biscuit,Roast Turkey Ranch & Bacon Sandwich,Super Greek Salad,7.94862,12.569999999999999
Mozzarella Sticks (4),Mozzarella Sticks (6),Bourbon BBQ Triple Stack Sandwich,7.94931,12.670000000000002
Buffalo Chicken Slider,"Ultimate Chocolate Shake, Large",Half Pound French Dip & Swiss/Au Jus Sandwich,7.95402,8.97
Sausage Biscuit,"Jamocha Handcrafted Shake, Large",Buttermilk Buffalo Chicken Sandwich,7.9553,12.870000000000001
"Ultimate Chocolate Shake, Large",Half Pound French Dip & Swiss/Au Jus Sandwich,Chicken Tender 'n Cheese Slider,7.95641,8.97
"Curly Fries, Medium",Traditional Greek Gyro,Half Pound Beef 'n Cheddar Sandwich,7.96024,8.57
Sausage Biscuit,"Orange Cream Shake, Large",Roast Beef Gyro,7.96054,9.37
Roast Beef Gyro,"Ultimate Chocolate Shake, Large",Grand Turkey Club Sandwich,7.96293,9.07
"Jamocha Handcrafted Shake, Medium","Jamocha Handcrafted Shake, Small",Traditional Greek Gyro,7.96653,4.97
Half Pound French Dip & Swiss/Au Jus Sandwich,"Orange Cream Shake, Large","Orange Cream Shake, Snack",7.97184,8.17
"Jamocha Handcrafted Shake, Large","Ultimate Chocolate Shake, Medium",Jalapeno Bites (5),7.975,7.470000000000001
Buttermilk Chicken Bacon & Swiss Sandwich,Roast Turkey Ranch & Bacon Sandwich,Classic French Dip & Swiss/Au Jus Sandwich,7.97996,14.37
Traditional Greek Gyro,Turkey Gyro,"Vanilla Handcrafted Shake, Large",7.9855,8.27
Bourbon BBQ Triple Stack Sandwich,Arby's Melt,"Ultimate Chocolate Shake, Medium",7.98646,9.07
Sausage Biscuit,"Jamocha Handcrafted Shake, Large",Roast Beef Gyro,7.98789,9.17
Half Pound French Dip & Swiss/Au Jus Sandwich,"Orange Cream Shake, Large","Jamocha Handcrafted Shake, Snack",7.99334,7.869999999999999
Buttermilk Buffalo Chicken Sandwich,Bourbon BBQ Brisket Sandwich,Roast Turkey Ranch & Bacon Sandwich,7.99362,15.57
Buttermilk Buffalo Chicken Sandwich,Half Pound Beef 'n Cheddar Sandwich,Roast Turkey & Swiss Sandwich,7.99499,15.270000000000001
Super Greek Salad,"Vanilla Handcrafted Shake, Medium","Curly Fries, Large",7.99567,5.869999999999999
Chopped Farmhouse Salad with Crispy Chicken,"Ultimate Chocolate Shake, Large",Prime-Cut Chicken Tenders (5),7.99717,13.170000000000002
Reuben,Bourbon BBQ Chicken Sandwich,"Vanilla Handcrafted Shake, Medium",7.99766,12.270000000000001
Super Greek Salad,"Orange Cream Shake, Snack","Ultimate Chocolate Shake, Large",7.99828,6.17
Half Pound French Dip & Swiss/Au Jus Sandwich,"Jamocha Handcrafted Shake, Large","Orange Cream Shake, Snack",7.99918,7.970000000000001
Buttermilk Chicken Cordon Bleu Sandwich,Mozzarella Sticks (6),Mozzarella Sticks (6),8.00041,13.970000000000002
Bourbon BBQ Steak Sandwich,"Orange Cream Shake, Medium",Traditional Greek Gyro,8.00084,8.57
Buttermilk Crispy Chicken Sandwich,Roast Turkey Ranch & Bacon Sandwich,Fire-Roasted Philly Sandwich,8.00521,14.270000000000001
Prime-Cut Chicken Tenders (5),Bourbon BBQ Brisket Sandwich,"Orange Cream Shake, Medium",8.01715,12.17
Super Greek Salad,"Jamocha Handcrafted Shake, Snack","Ultimate Chocolate Shake, Large",8.01978,5.87
Roast Turkey & Swiss Sandwich,"Ultimate Chocolate Shake, Small",Half Pound French Dip & Swiss/Au Jus Sandwich,8.02028,11.47
"Ultimate Chocolate Shake, Medium",Traditional Greek Gyro,"Orange Cream Shake, Small",8.02042,5.77
"Jamocha Handcrafted Shake, Snack",Half Pound French Dip & Swiss/Au Jus Sandwich,"Jamocha Handcrafted Shake, Large",8.02068,7.67
"Sausage Gravy Biscuit, Double",Smokehouse Brisket,Salted Caramel & Chocolate Cookie,8.02195,14.17
Fire-Roasted Philly Sandwich,"Ultimate Chocolate Shake, Medium",Prime-Cut Chicken Tenders (5),8.02269,12.670000000000002
Reuben,Fire-Roasted Philly Sandwich,Reuben,8.02415,14.97
Bourbon BBQ Chicken Sandwich,Buttermilk Chicken Bacon & Swiss Sandwich,Mozzarella Sticks (6),8.02511,14.57
Bourbon BBQ Brisket Sandwich,Roast Beef Gyro,Roast Turkey Ranch & Bacon Sandwich,8.02621,11.870000000000001
Half Pound Beef 'n Cheddar Sandwich,Roast Turkey & Swiss Sandwich,Roast Beef Gyro,8.02758,11.57
Grand Turkey Club Sandwich,Loaded Curly Fries,"Vanilla Handcrafted Shake, Large",8.02918,8.87
Ham Biscuit,"Orange Cream Shake, Medium",Bourbon BBQ Triple Stack Sandwich,8.03043,8.57
Super Roast Beef,Bourbon BBQ Triple Stack Sandwich,Mozzarella Sticks (6),8.03137,11.27
Buttermilk Chicken Cordon Bleu Sandwich,"Curly Fries, Large",Bourbon BBQ Brisket Sandwich,8.03331,11.77
"Sausage Gravy Biscuit, Double",Loaded Curly Fries,Bacon & Cheese Croissant,8.03396,12.37
Turkey Gyro,Traditional Greek Gyro,Gyro Loaded Curly Fries,8.03417,8.27
"Vanilla Handcrafted Shake, Large",Reuben,Sausage Biscuit,8.03464,12.77
Bourbon BBQ Steak Sandwich,Traditional Greek Gyro,"Jamocha Handcrafted Shake, Medium",8.03547,8.370000000000001
"Orange Cream Shake, Medium",Roast Turkey Ranch & Bacon Wrap,"Vanilla Handcrafted Shake, Medium",8.03571,9.27
Half Pound French Dip & Swiss/Au Jus Sandwich,"Curly Fries, Medium",Traditional Greek Gyro,8.03605,8.07
Bourbon BBQ Brisket Sandwich,Loaded Curly Fries,Mozzarella Sticks (6),8.0388,11.870000000000001
"Vanilla Handcrafted Shake, Large",Prime-Cut Chicken Tenders (3),"Vanilla Handcrafted Shake, Large",8.03992,8.07
Jalapeno Bites (8),"Ultimate Chocolate Shake, Large",Buttermilk Crispy Chicken Sandwich,8.04235,11.670000000000002
"Sausage Gravy Biscuit, Double",Double Roast Beef Sandwich,Roast Turkey & Swiss Wrap,8.04273,12.07
Prime-Cut Chicken Tenders (5),Bourbon BBQ Brisket Sandwich,"Jamocha Handcrafted Shake, Medium",8.05178,11.969999999999999
Buttermilk Chicken Cordon Bleu Sandwich,"Ultimate Chocolate Shake, Small","Orange Cream Shake, Medium",8.05259,8.57
"Orange Cream Shake, Large",Arby's Melt,Super Greek Salad,8.05388,5.470000000000001
Half Pound Beef 'n Cheddar Sandwich,"Homestyle Fries, Small",Bourbon BBQ Triple Stack Sandwich,8.05683,11.67
Roast Turkey Ranch & Bacon Sandwich,Bourbon BBQ Chicken Sandwich,Double Roast Beef Sandwich,8.06396,12.07
Bourbon BBQ Triple Stack Sandwich,"Jamocha Handcrafted Shake, Medium",Ham Biscuit,8.06507,8.370000000000001
Reuben,Half Pound Roast Beef Sandwich,Roast Turkey & Swiss Sandwich,8.06618,11.47
Roast Turkey Ranch & Bacon Wrap,"Jamocha Handcrafted Shake, Medium","Vanilla Handcrafted Shake, Medium",8.07034,9.07
Half Pound French Dip & Swiss/Au Jus Sandwich,Roast Turkey & Swiss Sandwich,Buttermilk Buffalo Chicken Sandwich,8.07081,14.77
Prime-Cut Chicken Tenders (5),Traditional Greek Gyro,Bourbon BBQ Chicken Sandwich,8.07219,12.07
"Vanilla Handcrafted Shake, Medium","Ultimate Chocolate Shake, Small","Vanilla Handcrafted Shake, Large",8.07347,6.17
Roast Turkey & Swiss Sandwich,Double Beef 'n Cheddar Sandwich,Buttermilk Chicken Bacon & Swiss Sandwich,8.07575,14.57
Buttermilk Chicken Cordon Bleu Sandwich,Loaded Curly Fries,Prime-Cut Chicken Tenders (5),8.07702,11.969999999999999
Gyro Loaded Curly Fries,Loaded Curly Fries,Grand Turkey Club Sandwich,8.07785,8.870000000000001
"Jamocha Handcrafted Shake, Small","Ultimate Chocolate Shake, Medium",Buttermilk Chicken Cordon Bleu Sandwich,8.08046,8.67
Super Greek Salad,"Jamocha Handcrafted Shake, Large",Arby's Melt,8.08122,5.27
"Vanilla Handcrafted Shake, Large","Vanilla Handcrafted Shake, Large",Classic Roast Beef Sandwich,8.08273,7.67
Sausage Biscuit,Roast Turkey Ranch & Bacon Sandwich,Buttermilk Chicken Cordon Bleu Sandwich,8.0828,15.469999999999999
Reuben,Gyro Loaded Curly Fries,Sausage Biscuit,8.08332,12.77
"Jamocha Handcrafted Shake, Small","Orange Cream Shake, Large",Double Roast Beef Sandwich,8.08595,5.2700000000000005
"Jamocha Handcrafted Shake, Medium",Buttermilk Chicken Cordon Bleu Sandwich,"Ultimate Chocolate Shake, Small",8.08722,8.37
Prime-Cut Chicken Tenders (3),Gyro Loaded Curly Fries,"Vanilla Handcrafted Shake, Large",8.08859,8.07
Roast Turkey Ranch & Bacon Sandwich,Prime-Cut Chicken Tenders (5),Smokehouse Brisket,8.0895,16.07
Roast Turkey Ranch & Bacon Sandwich,"Ultimate Chocolate Shake, Small",Three Cheese Steak Sandwich,8.09374,12.870000000000001
Bourbon BBQ Triple Stack Sandwich,Buttermilk Chicken Cordon Bleu Sandwich,Chicken Biscuit,8.09724,11.07
"Orange Cream Shake, Medium",Traditional Greek Gyro,Classic French Dip & Swiss/Au Jus Sandwich,8.09832,8.07
Roast Turkey Ranch & Bacon Wrap,Roast Turkey Ranch & Bacon Wrap,"Ultimate Chocolate Shake, Medium",8.09882,13.07
Roast Turkey Ranch & Bacon Sandwich,Roast Turkey & Swiss Wrap,Loaded Italian,8.09955,11.270000000000001
Buttermilk Chicken Cordon Bleu Sandwich,"Orange Cream Shake, Medium",Buttermilk Buffalo Chicken Sandwich,8.10312,11.870000000000001
Half Pound French Dip & Swiss/Au Jus Sandwich,Roast Turkey & Swiss Sandwich,Roast Beef Gyro,8.10339,11.07
Bourbon BBQ Chicken Sandwich,Roast Turkey Ranch & Bacon Wrap,Bourbon BBQ Chicken Sandwich,8.10611,15.870000000000001
Super Greek Salad,"Homestyle Fries, Large",Loaded Italian,8.10767,4.87
"Jamocha Handcrafted Shake, Small","Jamocha Handcrafted Shake, Large",Double Roast Beef Sandwich,8.11329,5.07
Mozzarella Sticks (4),"Orange Cream Shake, Large",Half Pound Roast Beef Sandwich,8.11641,6.67
Sausage Gravy Biscuit,Buttermilk Chicken Cordon Bleu Sandwich,"Vanilla Handcrafted Shake, Large",8.11664,12.37
"Vanilla Handcrafted Shake, Large",Chopped Farmhouse Salad with Crispy Chicken,"Orange Cream Shake, Medium",8.12212,9.17
"Vanilla Handcrafted Shake, Medium","Ultimate Chocolate Shake, Small",Gyro Loaded Curly Fries,8.12215,6.17
"Sausage Gravy Biscuit, Double",Roast Turkey Ranch & Bacon Sandwich,Chopped Farmhouse Salad with Roast Turkey,8.12296,15.87
"Vanilla Handcrafted Shake, Large","Vanilla Handcrafted Shake, Medium",Buttermilk Buffalo Chicken Sandwich,8.124,9.469999999999999
Bourbon BBQ Triple Stack Sandwich,Super Greek Salad,Potato Cakes (3),8.12856,8.67
"Ultimate Chocolate Shake, Small","Jamocha Handcrafted Shake, Small",Bourbon BBQ Triple Stack Sandwich,8.12991,8.57
Roast Turkey & Swiss Sandwich,Sausage & Cheese Croissant,Roast Turkey Ranch & Bacon Sandwich,8.13001,14.27
Classic Roast Beef Sandwich,Gyro Loaded Curly Fries,"Vanilla Handcrafted Shake, Large",8.1314,7.67
Half Pound French Dip & Swiss/Au Jus Sandwich,"Homestyle Fries, Small",Bourbon BBQ Triple Stack Sandwich,8.13265,11.17
Traditional Greek Gyro,"Jamocha Handcrafted Shake, Medium",Classic French Dip & Swiss/Au Jus Sandwich,8.13295,7.87
Double Beef 'n Cheddar Sandwich,"Curly Fries, Large",Super Greek Salad,8.13392,8.87
Buttermilk Chicken Cordon Bleu Sandwich,Roast Beef Gyro,"Orange Cream Shake, Medium",8.13571,8.17
Double Beef 'n Cheddar Sandwich,Reuben,Bourbon BBQ Chicken Sandwich,8.13592,15.27
Gyro Loaded Curly Fries,Gyro Loaded Curly Fries,Prime-Cut Chicken Tenders (3),8.13727,8.07
"Jamocha Handcrafted Shake, Medium",Buttermilk Chicken Cordon Bleu Sandwich,Buttermilk Buffalo Chicken Sandwich,8.13775,11.67
Loaded Italian,Bourbon BBQ Triple Stack Sandwich,"Curly Fries, Small",8.14275,7.67
Bourbon BBQ Chicken Sandwich,Roast Turkey & Swiss Sandwich,Smokehouse Brisket,8.14357,15.870000000000001
"Jamocha Handcrafted Shake, Large",Half Pound Roast Beef Sandwich,Mozzarella Sticks (4),8.14375,6.470000000000001
Half Pound Roast Beef Sandwich,Bourbon BBQ Triple Stack Sandwich,"Homestyle Fries, Medium",8.144,8.47
Buttermilk Buffalo Chicken Sandwich,Three Cheese Steak Sandwich,Roast Turkey Ranch & Bacon Sandwich,8.14427,16.169999999999998
Turkey Gyro,Bourbon BBQ Triple Stack Sandwich,Roast Turkey Ranch & Bacon Wrap,8.14575,14.77
Buttermilk Chicken Cordon Bleu Sandwich,"Ultimate Chocolate Shake, Medium",Bourbon BBQ Steak Sandwich,8.1494,12.07
Half Pound Beef 'n Cheddar Sandwich,"Vanilla Handcrafted Shake, Large",Mozzarella Sticks (4),8.1519,10.17
Double Roast Beef Sandwich,Bourbon BBQ Steak Sandwich,"Orange Cream Shake, Large",8.15489,8.67
Roast Beef Gyro,"Vanilla Handcrafted Shake, Medium","Vanilla Handcrafted Shake, Large",8.15659,5.77
"Jamocha Handcrafted Shake, Medium","Vanilla Handcrafted Shake, Large",Chopped Farmhouse Salad with Crispy Chicken,8.15675,8.97
Mozzarella Sticks (6),Smokehouse Brisket,"Orange Cream Shake, Medium",8.16079,12.270000000000001
Sausage Gravy Biscuit,Buttermilk Chicken Cordon Bleu Sandwich,Gyro Loaded Curly Fries,8.16531,12.37
Potato Cakes (4),Bourbon BBQ Triple Stack Sandwich,Smokehouse Brisket,8.16662,12.77
Bourbon BBQ Brisket Sandwich,Fire-Roasted Philly Sandwich,Roast Turkey & Swiss Sandwich,8.16674,14.97
Three Cheese Steak Sandwich,"Orange Cream Shake, Medium",Prime-Cut Chicken Tenders (5),8.1678,12.77
Roast Beef Gyro,Buttermilk Chicken Cordon Bleu Sandwich,"Jamocha Handcrafted Shake, Medium",8.17034,7.97
"Orange Cream Shake, Large",Roast Turkey & Swiss Sandwich,Ham & Swiss Croissant,8.17061,12.17
Gyro Loaded Curly Fries,"Orange Cream Shake, Medium",Chopped Farmhouse Salad with Crispy Chicken,8.17079,9.17
Chopped Farmhouse Salad with Crispy Chicken,Roast Turkey Ranch & Bacon Wrap,"Orange Cream Shake, Large",8.17258,12.47
Buttermilk Buffalo Chicken Sandwich,"Vanilla Handcrafted Shake, Medium",Gyro Loaded Curly Fries,8.17268,9.47
Fire-Roasted Philly Sandwich,"Vanilla Handcrafted Shake, Large","Jamocha Handcrafted Shake, Small",8.17316,8.77
"Orange Cream Shake, Medium",Double Beef 'n Cheddar Sandwich,Roast Turkey Ranch & Bacon Wrap,8.17396,12.27
Roast Turkey Ranch & Bacon Sandwich,Roast Beef Gyro,Three Cheese Steak Sandwich,8.17686,12.469999999999999
Classic Roast Beef Sandwich,Gyro Loaded Curly Fries,Gyro Loaded Curly Fries,8.18008,7.67
Buttermilk Buffalo Chicken Sandwich,"Jamocha Handcrafted Shake, Small",Bourbon BBQ Triple Stack Sandwich,8.18044,11.870000000000001
Double Roast Beef Sandwich,Bourbon BBQ Steak Sandwich,"Jamocha Handcrafted Shake, Large",8.18224,8.47
Jalapeno Bites (5),"Sausage Gravy Biscuit, Double",Half Pound Beef 'n Cheddar Sandwich,8.18235,13.57
Three Cheese Steak Sandwich,Buttermilk Chicken Cordon Bleu Sandwich,"Curly Fries, Large",8.18396,12.37
Three Cheese Steak Sandwich,Loaded Curly Fries,Mozzarella Sticks (6),8.18945,12.469999999999999
"Ultimate Chocolate Shake, Large",Smokehouse Brisket,Salted Caramel & Chocolate Cookie,8.191,11.57
Roast Turkey Ranch & Bacon Wrap,"Vanilla Handcrafted Shake, Large",Buttermilk Crispy Chicken Sandwich,8.19317,11.47
Mozzarella Sticks (6),"Jamocha Handcrafted Shake, Medium",Smokehouse Brisket,8.19542,12.07
"Orange Cream Shake, Small","Orange Cream Shake, Medium",Super Greek Salad,8.19763,5.369999999999999
Ham & Swiss Croissant,Roast Turkey & Swiss Sandwich,"Jamocha Handcrafted Shake, Large",8.19795,11.97
Super Roast Beef,Half Pound Roast Beef Sandwich,"Orange Cream Shake, Large",8.19847,5.27
Bourbon BBQ Triple Stack Sandwich,"Ultimate Chocolate Shake, Small",Bourbon BBQ Steak Sandwich,8.19885,11.97
"Jamocha Handcrafted Shake, Large",Chopped Farmhouse Salad with Crispy Chicken,Roast Turkey Ranch & Bacon Wrap,8.19992,12.27
