Item 1,Item 2,Item 3,Metric,Price
Bean & Cheese Burrito,Double All-Natural Burger,"Burrito Especial, Chicken",7.96383,16.57
Single All-Natural Burger,"Natural-Cut Fries, Large",OREO Cookie Malt,7.96726,8.07
"Super Nachos, Ground Beef","Chicken Stars, 6 Pieces","Taco Salad, Chicken",7.96935,9.17
"Super Nachos, Chicken","Burrito California, Steak","Chicken Taquitos, 5 Pieces",7.97573,7.53
Big Hamburger,"Burrito Especial, Chicken",Double Western Bacon Cheeseburger,7.97674,9.27
Teriyaki Burger,CrissCut Fries,The Big Carl,7.97809,14.17
Bacon Swiss Crispy Chicken Sandwich,Bean & Cheese Burrito,OREO Cookie Malt,7.97894,9.73
"Natural-Cut Fries, Small",The Big Carl,Bacon Swiss Crispy Chicken Sandwich,7.98073,11.33
"Taco Salad, Chicken",Biscuit 'N' Gravy (California only),OREO Cookie Malt,7.9819,6.97
"Burrito California, Chicken",The 1/2 lb. Western Bacon Thickburger,"Natural-Cut Fries, Large",7.98661,10.37
Biscuit 'N' Gravy (outside California),"Taco Salad, Chicken",Vanilla Malt,7.98731,7.77
Vanilla Malt,"Natural-Cut Fries, Kids",Double Western Bacon Cheeseburger,7.98741,6.17
Biscuit 'N' Gravy (California only),Charbroiled Santa Fe Chicken Sandwich,The 1/3 lb. Guacamole Bacon Thickburger,7.98793,14.77
Western Bacon Cheeseburger,Bacon Swiss Crispy Chicken Sandwich,Spicy Chicken Sandwich,7.99455,17.69
"Taco Salad, Ground Beef",Bean & Cheese Burrito,OREO Cookie Shake,7.99485,6.069999999999999
Double All-Natural Burger,"Natural-Cut Fries, Small",Famous Star with Cheese,7.99636,12.57
Big Chicken Fillet Sandwich,The 1/2 lb. Guacamole Bacon Thickburger,Garden Side Salad (add dressing),8.0002,12.87
"Taco Salad, Chicken",Biscuit 'N' Gravy (outside California),Strawberry Malt,8.00372,7.77
Double Western Bacon Cheeseburger,"Natural-Cut Fries, Kids",Strawberry Malt,8.00383,6.17
The 1/3 lb. Western Bacon Thickburger,"Burrito Mexicano, Chicken",Teriyaki Burger,8.00692,18.57
The 1/3 lb. Original Six Dollar Thickburger,"Natural-Cut Fries, Kids",Super Star with Cheese,8.0074,10.969999999999999
Beer-Battered Cod Fish Sandwich,Vanilla Malt,Big Chicken Fillet Sandwich,8.00901,9.969999999999999
The 1/3 lb. Guacamole Bacon Thickburger,Charbroiled Santa Fe Chicken Sandwich,CrissCut Fries,8.00987,12.77
Chocolate Chip Cookie,The 1/2 lb. Jalapeno Thickburger,Onion Rings,8.01016,8.87
"Taco Salad, Chicken",Biscuit 'N' Gravy (outside California),Chocolate Malt,8.01238,6.97
"Natural-Cut Fries, Kids",Chocolate Malt,Double Western Bacon Cheeseburger,8.01249,5.37
"Beef, Bean & Cheese Burrito",Big Hamburger,The 1/2 lb. Original Six Dollar Thickburger,8.01491,10.57
Super Star with Cheese,Charbroiled BBQ Chicken Sandwich,Big Chicken Fillet Sandwich,8.01713,13.77
"Chicken Taquitos, 3 Pieces",The 1/3 lb. Western Bacon Thickburger,Western Bacon Cheeseburger,8.01739,14.870000000000001
"Hash Brown Nuggets, Medium",Big Chicken Fillet Sandwich,Super Star with Cheese,8.01757,10.57
"Chicken Taquitos, 5 Pieces","Burrito Especial, Chicken","Taco Salad, Ground Beef",8.02021,11.170000000000002
Bacon Swiss Crispy Chicken Sandwich,Biscuit 'N' Gravy (California only),Vanilla Malt,8.02101,11.43
Spicy Chicken Sandwich,Chips,The 1/2 lb. Guacamole Bacon Thickburger,8.02221,13.629999999999999
Beer-Battered Cod Fish Sandwich,Big Chicken Fillet Sandwich,Strawberry Malt,8.02542,9.969999999999999
The 1/3 lb. Jalapeno Thickburger,Charbroiled Santa Fe Chicken Sandwich,"Hash Brown Nuggets, Large",8.02562,11.87
Side of Beans,"Quesadilla, Cheese",The 1/2 lb. Mile High Bacon Thickburger,8.02657,9.969999999999999
Big Chicken Fillet Sandwich,Bacon Swiss Crispy Chicken Sandwich,"Burrito Mexicano, Steak",8.03052,12.93
The 1/3 lb. Mile High Bacon Thickburger,"Burrito Especial, Chicken",Biscuit 'N' Gravy (outside California),8.03208,14.77
Chocolate Malt,Big Chicken Fillet Sandwich,Beer-Battered Cod Fish Sandwich,8.03408,9.17
The 1/2 lb. Guacamole Bacon Thickburger,Made From Scratch Biscuit (California only),Jalapeno Turkey Burger,8.0372,13.77
Bacon Swiss Crispy Chicken Sandwich,Strawberry Malt,Biscuit 'N' Gravy (California only),8.03742,11.43
Super Star with Cheese,OREO Cookie Malt,Made From Scratch Biscuit (California only),8.03833,10.27
Big Hamburger,The 1/3 lb. Guacamole Bacon Thickburger,"Burrito Especial, Chicken",8.04032,12.07
"Super Nachos, Steak","Burrito California, Chicken","Chicken Taquitos, 5 Pieces",8.04215,9.17
Bacon Swiss Crispy Chicken Sandwich,Vanilla Malt,CrissCut Fries,8.04294,9.43
Biscuit 'N' Gravy (California only),Vanilla Shake,"Taco Salad, Ground Beef",8.04382,9.07
Biscuit 'N' Gravy (California only),Bacon Swiss Crispy Chicken Sandwich,Chocolate Malt,8.04608,10.63
"Hash Brown Nuggets, Small",OREO Cookie Malt,The 1/3 lb. Western Bacon Thickburger,8.04746,7.57
"Natural-Cut Fries, Kids",Vanilla Malt,The 1/3 lb. Guacamole Bacon Thickburger,8.05099,8.969999999999999
"Taco Salad, Ground Beef",Strawberry Shake,Biscuit 'N' Gravy (California only),8.05235,8.07
Made From Scratch Biscuit (California only),The 1/2 lb. Mile High Bacon Thickburger,Guacamole Turkey Burger,8.05347,19.270000000000003
Biscuit 'N' Gravy (outside California),The Big Carl,"Chicken Taquitos, 5 Pieces",8.05711,12.17
Bacon Swiss Crispy Chicken Sandwich,CrissCut Fries,Strawberry Malt,8.05936,9.43
"Hash Brown Nuggets, Large",OREO Cookie Shake,Western Bacon Cheeseburger,8.06011,9.469999999999999
Chocolate Shake,Biscuit 'N' Gravy (California only),"Taco Salad, Ground Beef",8.06187,6.97
Chips,Bacon Swiss Crispy Chicken Sandwich,The Big Carl,8.065,11.030000000000001
CrissCut Fries,"Taco Salad, Ground Beef",Vanilla Shake,8.06575,7.07
Strawberry Malt,The 1/3 lb. Guacamole Bacon Thickburger,"Natural-Cut Fries, Kids",8.06741,8.97
CrissCut Fries,Chocolate Malt,Bacon Swiss Crispy Chicken Sandwich,8.06802,8.629999999999999
The 1/2 lb. Mile High Bacon Thickburger,"Burrito Especial, Chicken","Natural-Cut Fries, Kids",8.0707,13.57
The 1/2 lb. Guacamole Bacon Thickburger,Made From Scratch Biscuit (outside California),Turkey Burger,8.07164,14.07
Vanilla Malt,Famous Star with Cheese,"Hash Brown Nuggets, Large",8.07227,6.470000000000001
Jalapeno Turkey Burger,"Burrito Especial, Chicken","Super Nachos, Ground Beef",8.07364,10.77
"Burrito Mexicano, Steak",The 1/3 lb. Original Six Dollar Thickburger,Teriyaki Burger,8.07415,15.370000000000001
Strawberry Shake,"Taco Salad, Ground Beef",CrissCut Fries,8.07428,6.07
Onion Rings,The 1/2 lb. Guacamole Bacon Thickburger,"Chicken Stars, 6 Pieces",8.07476,12.77
"Chicken Taquitos, 5 Pieces","Hash Brown Nuggets, Small",Double All-Natural Burger,8.07573,13.370000000000001
"Natural-Cut Fries, Large",Vanilla Malt,Vanilla Malt,8.07583,5.57
"Natural-Cut Fries, Kids",The 1/3 lb. Guacamole Bacon Thickburger,Chocolate Malt,8.07607,8.17
Chocolate Cake,"Taco Salad, Ground Beef","Taco Salad, Ground Beef",8.07609,4.67
Super Star with Cheese,Vanilla Malt,Made From Scratch Biscuit (outside California),8.07851,11.07
"Burrito California, Chicken",Double Western Bacon Cheeseburger,"Hash Brown Nuggets, Large",8.07916,6.37
Double All-Natural Burger,Famous Star with Cheese,Chips,8.08063,12.270000000000001
"Super Nachos, Steak","Street Taco, Chicken","Super Nachos, Steak",8.08152,8.57
Teriyaki Burger,"Taco Salad, Steak",Charbroiled Santa Fe Chicken Sandwich,8.0824,15.170000000000002
Kid's Cheeseburger,Bean & Cheese Burrito,The 1/2 lb. Mile High Bacon Thickburger,8.08283,11.370000000000001
"Taco Salad, Ground Beef",CrissCut Fries,Chocolate Shake,8.08381,4.97
The 1/2 lb. Original Six Dollar Thickburger,Biscuit 'N' Gravy (California only),"Burrito Mexicano, Chicken",8.08578,15.27
Famous Star with Cheese,"Taco Salad, Chicken","Burrito Especial, Steak",8.08596,7.47
Strawberry Malt,Famous Star with Cheese,"Hash Brown Nuggets, Large",8.08869,6.470000000000001
Beer-Battered Cod Fish Sandwich,The Big Carl,"Burrito Especial, Chicken",8.08964,12.969999999999999
"Taco Salad, Steak",Beer-Battered Cod Fish Sandwich,"Quesadilla, Steak",8.08969,7.57
Turkey Burger,The 1/2 lb. Original Six Dollar Thickburger,"Natural-Cut Fries, Large",8.09128,10.47
Double Western Bacon Cheeseburger,OREO Cookie Shake,Made From Scratch Biscuit (outside California),8.09148,8.370000000000001
"Burrito California, Steak",The 1/2 lb. Mile High Bacon Thickburger,Made From Scratch Biscuit (California only),8.09225,11.530000000000001
Made From Scratch Biscuit (outside California),Strawberry Malt,Super Star with Cheese,8.09493,11.07
"Hash Brown Nuggets, Large",Famous Star with Cheese,Chocolate Malt,8.09734,5.67
The Big Carl,Kid's Hamburger,"Taco Salad, Steak",8.09824,7.37
Onion Rings,The 1/3 lb. Original Six Dollar Thickburger,"Quesadilla, Steak",8.10017,8.77
Chocolate Malt,"Natural-Cut Fries, Large",Vanilla Malt,8.10091,4.77
Super Star with Cheese,Chocolate Malt,Made From Scratch Biscuit (outside California),8.10359,10.27
The 1/2 lb. Guacamole Bacon Thickburger,Kid's Cheeseburger,Biscuit 'N' Gravy (outside California),8.10484,12.57
Kid's Cheeseburger,"Super Nachos, Chicken",Vanilla Malt,8.10583,6.77
"Burrito Mexicano, Chicken",The 1/2 lb. Original Six Dollar Thickburger,CrissCut Fries,8.10771,13.27
Strawberry Malt,Strawberry Malt,"Natural-Cut Fries, Large",8.10867,5.57
OREO Cookie Shake,"Natural-Cut Fries, Large",The 1/3 lb. Original Six Dollar Thickburger,8.10879,7.67
The 1/3 lb. Jalapeno Thickburger,The 1/3 lb. Mile High Bacon Thickburger,Garden Side Salad (add dressing),8.10944,11.569999999999999
The 1/2 lb. Western Bacon Thickburger,"Hash Brown Nuggets, Small",Charbroiled Santa Fe Chicken Sandwich,8.11191,12.969999999999999
Famous Star with Cheese,"Taco Salad, Ground Beef",Teriyaki Turkey Burger,8.11563,6.869999999999999
The 1/2 lb. Original Six Dollar Thickburger,Biscuit 'N' Gravy (outside California),Spicy Chicken Sandwich,8.11677,15.530000000000001
Chocolate Malt,"Natural-Cut Fries, Large",Strawberry Malt,8.11732,4.77
Famous Star with Cheese,Beer-Battered Cod Fish Sandwich,OREO Cookie Malt,8.12038,7.37
Single All-Natural Burger,Single All-Natural Burger,Big Hamburger,8.12043,11.47
Kid's Cheeseburger,"Super Nachos, Chicken",Strawberry Malt,8.12225,6.77
Chocolate Malt,Chocolate Malt,"Natural-Cut Fries, Large",8.12598,3.9699999999999998
The 1/2 lb. Original Six Dollar Thickburger,"Natural-Cut Fries, Medium","Quesadilla, Cheese",8.12611,9.77
"Super Nachos, Chicken",Kid's Cheeseburger,Chocolate Malt,8.1309,5.97
OREO Cookie Shake,Single All-Natural Burger,Onion Rings,8.13104,8.07
Charbroiled Chicken Club Sandwich,"Quesadilla, Cheese","Super Nachos, Chicken",8.13591,10.57
Charbroiled BBQ Chicken Sandwich,"Burrito Especial, Steak",The 1/2 lb. Original Six Dollar Thickburger,8.13692,13.370000000000001
The 1/2 lb. Original Six Dollar Thickburger,"Burrito Especial, Steak","Hash Brown Nuggets, Medium",8.13736,10.17
Turkey Burger,"Natural-Cut Fries, Small",The 1/2 lb. Guacamole Bacon Thickburger,8.13831,10.870000000000001
"Hash Brown Nuggets, Large","Burrito California, Chicken",The 1/3 lb. Guacamole Bacon Thickburger,8.14274,9.17
Charbroiled Chicken Club Sandwich,"Super Nachos, Steak",Turkey Burger,8.14436,11.07
Super Star with Cheese,"Natural-Cut Fries, Small",Vanilla Malt,8.14518,7.869999999999999
Chocolate Chip Cookie,"Taco Salad, Ground Beef",Bacon Swiss Crispy Chicken Sandwich,8.14868,8.33
Vanilla Shake,The 1/3 lb. Mile High Bacon Thickburger,Made From Scratch Biscuit (California only),8.14944,13.270000000000001
The 1/2 lb. Jalapeno Thickburger,Teriyaki Burger,Kid's Hamburger,8.14975,15.270000000000001
"Quesadilla, Cheese",Teriyaki Burger,"Taco Salad, Ground Beef",8.15389,11.870000000000001
Made From Scratch Biscuit (outside California),OREO Cookie Shake,The 1/3 lb. Guacamole Bacon Thickburger,8.15506,11.17
Made From Scratch Biscuit (California only),Strawberry Shake,The 1/3 lb. Mile High Bacon Thickburger,8.15797,12.27
Double Western Bacon Cheeseburger,OREO Cookie Shake,"Natural-Cut Fries, Small",8.15815,5.17
"Taco Salad, Chicken",Jalapeno Turkey Burger,Western Bacon Cheeseburger,8.16155,10.67
"Natural-Cut Fries, Small",Strawberry Malt,Super Star with Cheese,8.1616,7.869999999999999
Chocolate Shake,Made From Scratch Biscuit (California only),The 1/3 lb. Mile High Bacon Thickburger,8.16749,11.17
Teriyaki Burger,Spicy Chicken Sandwich,The 1/3 lb. Jalapeno Thickburger,8.16928,18.13
"Super Nachos, Ground Beef",Western Bacon Cheeseburger,Southwest Chicken Soft Taco,8.16969,11.87
"Natural-Cut Fries, Small",Chocolate Malt,Super Star with Cheese,8.17025,7.07
The 1/2 lb. Original Six Dollar Thickburger,Side of Beans,Vanilla Shake,8.1749,10.47
"Burrito Especial, Steak",Big Chicken Fillet Sandwich,Single All-Natural Burger,8.18039,12.370000000000001
The 1/2 lb. Original Six Dollar Thickburger,Side of Beans,Strawberry Shake,8.18343,9.47
Vanilla Malt,"Hash Brown Nuggets, Small",The 1/3 lb. Jalapeno Thickburger,8.18424,7.67
"Burrito California, Chicken",Charbroiled Chicken Club Sandwich,"Super Nachos, Ground Beef",8.18807,10.469999999999999
The Big Carl,OREO Cookie Malt,Made From Scratch Biscuit (outside California),8.18934,9.870000000000001
"Chicken Taquitos, 5 Pieces",Single All-Natural Burger,"Chicken Taquitos, 5 Pieces",8.18942,12.97
The 1/2 lb. Original Six Dollar Thickburger,Side of Beans,Chocolate Shake,8.19296,8.370000000000001
OREO Cookie Malt,Single All-Natural Burger,Biscuit 'N' Gravy (outside California),8.19312,10.07
Double Western Bacon Cheeseburger,Kid's Cheeseburger,Big Chicken Fillet Sandwich,8.19396,8.870000000000001
Western Bacon Cheeseburger,"Chicken Stars, 9 Pieces",The 1/3 lb. Jalapeno Thickburger,8.19455,15.17
Turkey Burger,Bacon Swiss Crispy Chicken Sandwich,Western Bacon Cheeseburger,8.19492,14.629999999999999
Big Hamburger,Double All-Natural Burger,Spicy Chicken Sandwich,8.19591,15.030000000000001
"Hash Brown Nuggets, Small",The 1/3 lb. Jalapeno Thickburger,Strawberry Malt,8.20066,7.67
The 1/2 lb. Original Six Dollar Thickburger,Kid's Hamburger,Big Chicken Fillet Sandwich,8.20124,11.870000000000001
Charbroiled BBQ Chicken Sandwich,"Chicken Taquitos, 3 Pieces",The 1/2 lb. Guacamole Bacon Thickburger,8.20132,14.370000000000001
The 1/2 lb. Guacamole Bacon Thickburger,"Hash Brown Nuggets, Medium","Chicken Taquitos, 3 Pieces",8.20177,11.17
Spicy Chicken Sandwich,The 1/3 lb. Original Six Dollar Thickburger,Big Chicken Fillet Sandwich,8.20356,14.73
"Burrito Especial, Steak",The 1/3 lb. Jalapeno Thickburger,"Burrito Especial, Steak",8.20512,10.17
"Hash Brown Nuggets, Large",The 1/2 lb. Original Six Dollar Thickburger,"Chicken Stars, 9 Pieces",8.20777,11.77
Charbroiled BBQ Chicken Sandwich,"Quesadilla, Cheese",The 1/2 lb. Western Bacon Thickburger,8.20801,13.07
"Quesadilla, Cheese",Beer-Battered Cod Fish Sandwich,Super Star with Cheese,8.20805,10.07
"Quesadilla, Cheese","Hash Brown Nuggets, Medium",The 1/2 lb. Western Bacon Thickburger,8.20845,9.870000000000001
"Burrito Mexicano, Chicken",Double All-Natural Burger,"Beef, Bean & Cheese Burrito",8.20924,16.57
"Hash Brown Nuggets, Small",The 1/3 lb. Jalapeno Thickburger,Chocolate Malt,8.20932,6.869999999999999
"Burrito California, Chicken",The 1/2 lb. Western Bacon Thickburger,Biscuit 'N' Gravy (outside California),8.21247,12.370000000000001
Super Star with Cheese,"Chicken Stars, 4 Pieces","Super Nachos, Chicken",8.21432,11.669999999999998
Super Star with Cheese,"Natural-Cut Fries, Medium","Quesadilla, Steak",8.21539,8.37
Beer-Battered Cod Fish Sandwich,"Chicken Taquitos, 3 Pieces",The 1/2 lb. Original Six Dollar Thickburger,8.21552,12.469999999999999
"Natural-Cut Fries, Medium",The 1/2 lb. Low Carb Thickburger,"Super Nachos, Chicken",8.21574,11.57
"Super Nachos, Chicken",Charbroiled Chicken Salad (add dressing),Bacon Swiss Crispy Chicken Sandwich,8.21641,14.129999999999999
"Taco Salad, Ground Beef",Famous Star with Cheese,Guacamole Turkey Burger,8.21952,12.67
"Natural-Cut Fries, Small",The 1/3 lb. Guacamole Bacon Thickburger,OREO Cookie Shake,8.22173,7.97
Chocolate Cake,Vanilla Malt,"Super Nachos, Steak",8.22192,5.87
Turkey Burger,The 1/2 lb. Guacamole Bacon Thickburger,Chips,8.22258,10.57
"Chicken Stars, 6 Pieces",The 1/3 lb. Western Bacon Thickburger,The 1/3 lb. Western Bacon Thickburger,8.2256,14.57
Vanilla Malt,Chips,Super Star with Cheese,8.22945,7.569999999999999
"Chicken Stars, 9 Pieces","Taco Salad, Ground Beef",Single All-Natural Burger,8.23447,10.870000000000001
"Taco Salad, Chicken",Charbroiled Santa Fe Chicken Sandwich,Famous Star with Cheese,8.23454,9.969999999999999
Double All-Natural Burger,"Quesadilla, Cheese",Biscuit 'N' Gravy (California only),8.23513,14.170000000000002
Charbroiled BBQ Chicken Sandwich,The 1/3 lb. Original Six Dollar Thickburger,OREO Cookie Malt,8.23644,10.27
"Hash Brown Nuggets, Medium",OREO Cookie Malt,The 1/3 lb. Original Six Dollar Thickburger,8.23688,7.07
Chocolate Cake,"Super Nachos, Steak",Strawberry Malt,8.23834,5.869999999999999
The 1/3 lb. Western Bacon Thickburger,Jalapeno Turkey Burger,Teriyaki Burger,8.23861,15.47
"Burrito Mexicano, Chicken","Chicken Taquitos, 5 Pieces",The 1/3 lb. Jalapeno Thickburger,8.23926,13.870000000000001
Double Western Bacon Cheeseburger,Chips,OREO Cookie Shake,8.24242,4.87
The Big Carl,"Burrito Mexicano, Steak","Burrito Mexicano, Steak",8.24361,9.57
Made From Scratch Biscuit (outside California),"Quesadilla, Chicken",The 1/2 lb. Western Bacon Thickburger,8.24369,14.27
Vanilla Malt,"Burrito Mexicano, Chicken",Western Bacon Cheeseburger,8.24424,13.57
Chips,Strawberry Malt,Super Star with Cheese,8.24587,7.569999999999999
Teriyaki Turkey Burger,"Burrito Especial, Chicken",Double Western Bacon Cheeseburger,8.2464,9.97
Onion Rings,Vanilla Shake,Vanilla Malt,8.24652,6.869999999999999
Charbroiled Chicken Club Sandwich,Charbroiled BBQ Chicken Sandwich,Double All-Natural Burger,8.24685,18.07
"Super Nachos, Steak",Chocolate Malt,Chocolate Cake,8.24699,5.069999999999999
OREO Cookie Shake,"Taco Salad, Steak",Big Hamburger,8.24705,4.27
"Hash Brown Nuggets, Medium",Charbroiled Chicken Club Sandwich,Double All-Natural Burger,8.2473,14.870000000000001
Super Star with Cheese,"Natural-Cut Fries, Large","Quesadilla, Chicken",8.24917,9.57
"Taco Salad, Ground Beef",Double Western Bacon Cheeseburger,"Street Taco, Steak",8.2516,5.57
OREO Cookie Malt,OREO Cookie Malt,Bean & Cheese Burrito,8.25422,5.07
Chips,Chocolate Malt,Super Star with Cheese,8.25453,6.77
Strawberry Shake,Onion Rings,Vanilla Malt,8.25505,5.869999999999999
The Big Carl,OREO Cookie Malt,"Natural-Cut Fries, Small",8.25601,6.67
Double All-Natural Burger,"Quesadilla, Cheese",CrissCut Fries,8.25707,12.17
The 1/3 lb. Guacamole Bacon Thickburger,Big Chicken Fillet Sandwich,Kid's Cheeseburger,8.25754,11.669999999999998
"Burrito California, Steak",Famous Star with Cheese,"Taco Salad, Ground Beef",8.2583,4.93
"Super Nachos, Ground Beef",Kid's Cheeseburger,Vanilla Shake,8.25864,8.07
"Chicken Taquitos, 5 Pieces","Chicken Stars, 9 Pieces",Double Western Bacon Cheeseburger,8.25998,10.47
Strawberry Malt,Western Bacon Cheeseburger,"Burrito Mexicano, Chicken",8.26066,13.57
Onion Rings,Strawberry Malt,Vanilla Shake,8.26294,6.87
Chocolate Shake,Onion Rings,Vanilla Malt,8.26458,4.77
Kid's Cheeseburger,"Super Nachos, Ground Beef",Strawberry Shake,8.26717,7.07
Single All-Natural Burger,Vanilla Malt,"Beef, Bean & Cheese Burrito",8.26791,9.969999999999999
"Quesadilla, Chicken","Super Nachos, Chicken",Spicy Chicken Sandwich,8.26878,11.83
Southwest Chicken Soft Taco,"Taco Salad, Chicken","Super Nachos, Steak",8.26915,7.17
Western Bacon Cheeseburger,Chocolate Malt,"Burrito Mexicano, Chicken",8.26932,12.77
Western Bacon Cheeseburger,Spicy Chicken Sandwich,OREO Cookie Malt,8.26983,13.030000000000001
The Big Carl,"Quesadilla, Cheese","Hash Brown Nuggets, Large",8.27076,7.970000000000001
Strawberry Shake,Strawberry Malt,Onion Rings,8.27147,5.869999999999999
Chocolate Malt,Onion Rings,Vanilla Shake,8.27159,6.07
"Taco Salad, Steak",Famous Star with Cheese,"Quesadilla, Cheese",8.27197,6.67
The 1/3 lb. Western Bacon Thickburger,Single All-Natural Burger,Chocolate Chip Cookie,8.27451,11.170000000000002
"Burrito Especial, Chicken",Super Star with Cheese,"Burrito Mexicano, Steak",8.27561,12.469999999999999
Chocolate Shake,Kid's Cheeseburger,"Super Nachos, Ground Beef",8.2767,5.970000000000001
Onion Rings,Chocolate Malt,Strawberry Shake,8.28013,5.07
The 1/3 lb. Original Six Dollar Thickburger,"Taco Salad, Chicken","Chicken Taquitos, 3 Pieces",8.28061,9.469999999999999
Chocolate Shake,Strawberry Malt,Onion Rings,8.28099,4.77
Vanilla Malt,"Chicken Stars, 6 Pieces","Super Nachos, Ground Beef",8.28373,8.969999999999999
"Burrito California, Chicken",Big Chicken Fillet Sandwich,The 1/3 lb. Western Bacon Thickburger,8.28388,11.77
Strawberry Malt,Single All-Natural Burger,"Beef, Bean & Cheese Burrito",8.28433,9.969999999999999
Teriyaki Turkey Burger,The 1/2 lb. Original Six Dollar Thickburger,"Beef, Bean & Cheese Burrito",8.28458,11.27
The 1/2 lb. Original Six Dollar Thickburger,Charbroiled BBQ Chicken Sandwich,Charbroiled Santa Fe Chicken Sandwich,8.28549,15.870000000000001
Charbroiled Santa Fe Chicken Sandwich,"Hash Brown Nuggets, Medium",The 1/2 lb. Original Six Dollar Thickburger,8.28594,12.67
Charbroiled Chicken Club Sandwich,The 1/3 lb. Jalapeno Thickburger,"Burrito Mexicano, Steak",8.28864,12.669999999999998
Famous Star with Cheese,"Burrito Mexicano, Chicken",The 1/3 lb. Original Six Dollar Thickburger,8.28936,12.67
Chocolate Shake,Onion Rings,Chocolate Malt,8.28965,3.97
"Beef, Bean & Cheese Burrito",Single All-Natural Burger,Chocolate Malt,8.29299,9.170000000000002
OREO Cookie Malt,Vanilla Malt,Biscuit 'N' Gravy (California only),8.29629,6.7700000000000005
Kid's Hamburger,"Burrito Mexicano, Chicken",The 1/2 lb. Mile High Bacon Thickburger,8.29734,13.07
"Quesadilla, Steak",Western Bacon Cheeseburger,Teriyaki Burger,8.29831,16.57
"Super Nachos, Ground Beef",Strawberry Malt,"Chicken Stars, 6 Pieces",8.30015,8.97
Vanilla Malt,Biscuit 'N' Gravy (outside California),Vanilla Malt,8.30169,7.57
OREO Cookie Malt,Big Chicken Fillet Sandwich,"Burrito Mexicano, Steak",8.3058,8.27
Chips,OREO Cookie Shake,The 1/3 lb. Guacamole Bacon Thickburger,8.306,7.67
Vanilla Shake,"Super Nachos, Chicken","Chicken Taquitos, 3 Pieces",8.30743,9.27
The 1/2 lb. Jalapeno Thickburger,Made From Scratch Biscuit (California only),"Quesadilla, Chicken",8.30768,13.770000000000001
Chocolate Malt,"Chicken Stars, 6 Pieces","Super Nachos, Ground Beef",8.30881,8.17
"Burrito Especial, Chicken",The 1/3 lb. Guacamole Bacon Thickburger,Teriyaki Turkey Burger,8.30998,12.77
"Quesadilla, Chicken","Natural-Cut Fries, Small",The 1/2 lb. Western Bacon Thickburger,8.31035,11.07
Biscuit 'N' Gravy (California only),The 1/2 lb. Jalapeno Thickburger,"Burrito California, Chicken",8.31124,11.870000000000001
Strawberry Malt,OREO Cookie Malt,Biscuit 'N' Gravy (California only),8.3127,6.7700000000000005
"Quesadilla, Steak","Chicken Stars, 9 Pieces","Super Nachos, Ground Beef",8.3144,9.27
"Taco Salad, Ground Beef","Street Taco, Steak",The 1/3 lb. Guacamole Bacon Thickburger,8.31518,8.370000000000001
"Burrito Mexicano, Steak",The 1/2 lb. Western Bacon Thickburger,Chocolate Chip Cookie,8.3158,9.97
"Chicken Taquitos, 3 Pieces","Super Nachos, Chicken",Strawberry Shake,8.31597,8.27
Turkey Burger,The 1/2 lb. Original Six Dollar Thickburger,Biscuit 'N' Gravy (outside California),8.31714,12.470000000000002
Vanilla Shake,"Super Nachos, Steak",Chocolate Chip Cookie,8.31732,7.17
Biscuit 'N' Gravy (California only),The 1/2 lb. Original Six Dollar Thickburger,Jalapeno Turkey Burger,8.31747,12.17
Biscuit 'N' Gravy (outside California),Vanilla Malt,Strawberry Malt,8.31811,7.57
Vanilla Malt,CrissCut Fries,OREO Cookie Malt,8.31822,4.77
Chocolate Malt,Biscuit 'N' Gravy (California only),OREO Cookie Malt,8.32136,5.97
"Chicken Taquitos, 5 Pieces","Chicken Stars, 9 Pieces",The 1/3 lb. Guacamole Bacon Thickburger,8.32356,13.27
Chocolate Shake,"Super Nachos, Chicken","Chicken Taquitos, 3 Pieces",8.32549,7.17
"Super Nachos, Steak",Strawberry Shake,Chocolate Chip Cookie,8.32585,6.17
Chocolate Malt,Biscuit 'N' Gravy (outside California),Vanilla Malt,8.32677,6.77
The 1/3 lb. Original Six Dollar Thickburger,The 1/3 lb. Western Bacon Thickburger,Chocolate Cake,8.32755,10.77
Big Chicken Fillet Sandwich,Charbroiled Santa Fe Chicken Sandwich,Single All-Natural Burger,8.32897,14.87
"Quesadilla, Steak",Fried Zucchini,Double All-Natural Burger,8.33084,15.27
CrissCut Fries,"Burrito California, Chicken",The 1/2 lb. Jalapeno Thickburger,8.33318,9.870000000000001
Strawberry Malt,Biscuit 'N' Gravy (outside California),Strawberry Malt,8.33453,7.57
CrissCut Fries,Strawberry Malt,OREO Cookie Malt,8.33464,4.77
Biscuit 'N' Gravy (outside California),OREO Cookie Shake,The 1/3 lb. Original Six Dollar Thickburger,8.33465,9.67
Chocolate Shake,"Super Nachos, Steak",Chocolate Chip Cookie,8.33538,5.069999999999999
"Quesadilla, Cheese","Beef, Bean & Cheese Burrito",The 1/3 lb. Mile High Bacon Thickburger,8.33611,10.57
Bacon Swiss Crispy Chicken Sandwich,"Taco Salad, Chicken","Burrito California, Chicken",8.33808,9.33
Jalapeno Turkey Burger,The 1/2 lb. Original Six Dollar Thickburger,CrissCut Fries,8.3394,10.17
OREO Cookie Malt,Chips,The Big Carl,8.34028,6.37
"Chicken Stars, 9 Pieces",OREO Cookie Shake,"Super Nachos, Chicken",8.3409,8.17
