Item 1,Item 2,Item 3,Metric,Price
"French Fries, Medium (Salted)",NY Ultimate Platter,Oreo Shake,9.35385,8.77
BK Veggie Burger,Crispy Chicken Sandwich,Egg-Normous Burrito,9.35917,9.47
Egg-Normous Burrito,Chocolate Oreo Shake,"Onion Rings, Small",9.36265,4.98
"Garden Chicken Salad with Grilled Chicken, No Dressing",Big Fish Sandwich,Bacon King Sandwich,9.36494,14.17
"Garden Chicken Salad with Crispy Chicken, No Dressing",Original Chicken Sandwich,Double Quarter Pound King Sandwich,9.38283,14.770000000000001
Cheeseburger,Whopper Sandwich with Cheese,Double Whopper Sandwich with Cheese,9.38424,12.68
Bacon & Cheese Crispy Chicken Sandwich,Extra Long Cheeseburger,Bacon King Jr. Sandwich,9.39058,10.47
Rodeo Crispy Chicken Sandwich,"Garden Side Salad, No Dressing",Double Whopper Sandwich with Cheese,9.39152,8.280000000000001
"Garden Chicken Salad with Crispy Chicken, No Dressing",Double Whopper Sandwich,Whopper Sandwich,9.39322,15.670000000000002
Value Menu Double Cheeseburger,Triple Whopper Sandwich with Cheese,Value Menu Spicy Crispy Chicken Jr.,9.40611,9.68
King Croissan'wich with Double Sausage,Strawberry Banana Smoothie,Double Whopper Sandwich with Cheese,9.42052,12.469999999999999
"French Fries, Large (Salted)",Rodeo Crispy Chicken Sandwich,Fully Loaded Croissan'wich,9.43149,7.68
Double Whopper Sandwich with Cheese,Bacon King Jr. Sandwich,Crispy Chicken Jr.,9.4351,10.280000000000001
Whopper Jr. Sandwich,Double Whopper Sandwich,Bacon & Cheese Whopper Sandwich,9.43577,12.670000000000002
King Croissan'wich with Double Sausage,"French Fries, Large (Salted)","Chicken Nuggets, 20 Piece",9.4581,11.07
"Club Salad with Crispy Chicken, No Dressing",Triple Whopper Sandwich with Cheese,Hamburger,9.46863,8.39
BBQ Bacon Whopper Sandwich,"Garden Chicken Salad with Grilled Chicken, No Dressing","Chicken Nuggets, 20 Piece",9.49285,15.17
Double Whopper Sandwich with Cheese,Single Quarter Pound King Sandwich,"Garden Chicken Salad with Crispy Chicken, No Dressing",9.5136,15.470000000000002
Double Hamburger,BK Ultimate Breakfast Platter,Value Menu Rodeo Crispy Chicken Jr.,9.54341,7.58
Double Quarter Pound King Sandwich,"Garden Chicken Salad with Crispy Chicken, No Dressing",Whopper Sandwich,9.54445,14.870000000000001
"Club Salad with Crispy Chicken, No Dressing",Bacon King Sandwich,Whopper Jr. Sandwich,9.55155,7.18
Double Whopper Sandwich,"Club Salad with Grilled Chicken, No Dressing",Original Chicken Sandwich,9.56809,15.57
"Chicken Nuggets, 20 Piece",Fully Loaded Biscuit,"Onion Rings, Large",9.57825,11.670000000000002
Whopper Jr. Sandwich,Double Quarter Pound King Sandwich,Bacon & Cheese Whopper Sandwich,9.58699,11.870000000000001
"Kids Chicken Nuggets, 6 Piece",BK Ultimate Breakfast Platter,Big Fish Sandwich,9.59001,10.07
Bacon King Jr. Sandwich,BBQ Bacon Whopper Sandwich,Extra Long Cheeseburger,9.59145,9.47
White Chocolate Macadamia Nut Cookies,Triple Whopper Sandwich with Cheese,"Club Salad with Grilled Chicken, No Dressing",9.59741,14.580000000000002
Value Menu Double Cheeseburger,"French Toast Sticks, 5 Piece",BK Ultimate Breakfast Platter,9.60219,9.370000000000001
Value Menu Double Cheeseburger,"French Fries, Medium (Salted)",BK Ultimate Breakfast Platter,9.60402,9.370000000000001
Fully Loaded Croissan'wich,Froot Loops Shake,Crispy Chicken Sandwich,9.60661,10.280000000000001
NY Ultimate Platter,Strawberry Banana Smoothie,Bacon & Cheese Whopper Sandwich,9.61035,13.57
Egg-Normous Burrito,Spicy Crispy Chicken Jr.,"Hash Browns, Large",9.61329,4.08
Triple Whopper Sandwich with Cheese,Double Hamburger,"Chicken Nuggets, 10 Piece",9.6157,11.07
Fully Loaded Croissan'wich,Oreo Shake,Crispy Chicken Sandwich,9.64076,10.97
Crispy Chicken Sandwich,NY Ultimate Platter,"French Fries, Large (Salted)",9.64779,12.27
Value Menu Bacon Double Cheeseburger,Bacon & Cheese Whopper Sandwich,Bacon & Cheese Whopper Sandwich,9.64857,12.670000000000002
Rodeo King Sandwich,Whopper Jr. Sandwich,"Club Salad with Grilled Chicken, No Dressing",9.66593,12.370000000000001
Froot Loops Shake,King Croissan'wich with Ham And Sausage,Spicy Crispy Chicken Sandwich,9.68894,5.6899999999999995
"Garden Chicken Salad with Grilled Chicken, No Dressing","French Fries, Large (Salted)",BK Ultimate Breakfast Platter,9.69741,13.469999999999999
King Croissan'wich with Double Sausage,BK Veggie Burger,Double Whopper Sandwich,9.69859,12.27
Value Menu Bacon Double Cheeseburger,Bacon King Sandwich,"Chicken Nuggets, 10 Piece",9.70328,9.27
Kids Soft Serve Cone,Single Quarter Pound King Sandwich,BK Ultimate Breakfast Platter,9.70762,9.879999999999999
BK Ultimate Breakfast Platter,Sausage Biscuit,Oreo Cookie Cheesecake,9.71409,6.89
Bacon King Jr. Sandwich,"Chicken Nuggets, 20 Piece",Bacon King Jr. Sandwich,9.71809,12.97
Double Quarter Pound King Sandwich,"Club Salad with Grilled Chicken, No Dressing",Original Chicken Sandwich,9.71931,14.77
Spicy Crispy Chicken Sandwich,Froot Loops Shake,King Croissan'wich with Sausage And Bacon,9.72104,5.6899999999999995
King Croissan'wich with Ham And Sausage,Spicy Crispy Chicken Sandwich,Oreo Shake,9.7231,6.379999999999999
Egg-Normous Burrito,White Chocolate Macadamia Nut Cookies,Froot Loops Shake,9.72866,4.1899999999999995
Double Whopper Sandwich,"Club Salad with Grilled Chicken, No Dressing",Whopper Sandwich,9.7297,15.670000000000002
White Chocolate Macadamia Nut Cookies,"Chicken Nuggets, 10 Piece",BK Ultimate Breakfast Platter,9.73131,9.879999999999999
Double Whopper Sandwich with Cheese,Value Menu Double Cheeseburger,Extra Long Cheeseburger,9.73591,9.07
Bacon King Jr. Sandwich,Bacon King Sandwich,Chicken Fries,9.7386,10.97
King Croissan'wich with Double Sausage,"Onion Rings, Large",Bacon & Cheese Whopper Sandwich,9.75256,11.27
Oreo Shake,King Croissan'wich with Sausage And Bacon,Spicy Crispy Chicken Sandwich,9.75519,6.38
Oreo Shake,Egg-Normous Burrito,White Chocolate Macadamia Nut Cookies,9.76281,4.88
Bacon King Sandwich,Bacon King Jr. Sandwich,Cheeseburger,9.77231,8.98
"Hash Browns, Medium","Chicken Nuggets, 20 Piece",Fully Loaded Biscuit,9.7805,10.969999999999999
Bacon & Cheese Whopper Sandwich,Bacon King Sandwich,"Garden Side Salad, No Dressing",9.78931,11.17
Quaker Oatmeal Maple Flavor,King Croissan'wich with Ham And Sausage,Rodeo King Sandwich,9.79471,9.67
Cheesy Tots,Double Whopper Sandwich with Cheese,King Croissan'wich with Double Sausage,9.79784,9.98
"Garden Chicken Salad with Crispy Chicken, No Dressing",Chocolate Chip Cookies,BK Ultimate Breakfast Platter,9.81509,13.080000000000002
Rodeo King Sandwich,King Croissan'wich with Sausage And Bacon,Quaker Oatmeal Maple Flavor,9.82681,9.67
King Croissan'wich with Double Sausage,Chocolate Chip Cookies,Rodeo Crispy Chicken Sandwich,9.83364,6.6899999999999995
BK Veggie Burger,King Croissan'wich with Double Sausage,Double Quarter Pound King Sandwich,9.84982,11.47
"Club Salad with Grilled Chicken, No Dressing",Single Quarter Pound King Sandwich,Double Whopper Sandwich with Cheese,9.85009,15.469999999999999
"French Fries, Large (Salted)",Egg-Normous Burrito,Extra Long Cheeseburger,9.85464,5.07
"Garden Chicken Salad with Crispy Chicken, No Dressing",BK Ultimate Breakfast Platter,Value Menu Rodeo Burger,9.8576,12.08
"French Fries, Small (Salted)",Egg-Normous Burrito,Whopper Sandwich with Cheese,9.87098,9.37
Value Menu Rodeo Burger,King Croissan'wich with Double Sausage,Rodeo Crispy Chicken Sandwich,9.87614,5.6899999999999995
"Club Salad with Grilled Chicken, No Dressing",Double Quarter Pound King Sandwich,Whopper Sandwich,9.88093,14.870000000000001
BK Ultimate Breakfast Platter,Bacon Cheeseburger,Value Menu Crispy Chicken Jr.,9.88585,7.38
Bacon & Cheese Crispy Chicken Sandwich,Kids PB&J Jamwich,NY Ultimate Platter,9.90301,13.870000000000001
Fully Loaded Biscuit,Double Whopper Sandwich with Cheese,"French Toast Sticks, 5 Piece",9.94589,11.77
"French Fries, Medium (Salted)",Double Whopper Sandwich with Cheese,Fully Loaded Biscuit,9.94772,11.77
"Hash Browns, Medium",King Croissan'wich with Double Sausage,Bacon & Cheese Whopper Sandwich,9.95481,10.57
Triple Whopper Sandwich with Cheese,Quaker Oatmeal Maple Flavor,Fully Loaded Croissan'wich,9.95945,12.669999999999998
"Sausage, Egg, & Cheese Biscuit",Bacon & Cheese Crispy Chicken Sandwich,"Hash Browns, Large",9.97073,10.370000000000001
"Onion Rings, Small",Whopper Sandwich with Cheese,Egg-Normous Burrito,9.97082,9.37
Crispy Chicken Sandwich,Value Menu Spicy Crispy Chicken Jr.,Egg-Normous Burrito,9.98455,7.18
Cheesy Tots,Bacon & Cheese Whopper Sandwich,NY Ultimate Platter,9.98767,11.08
"Sausage, Egg, Cheese & Hash Brown Burrito","Hash Browns, Large",Rodeo Crispy Chicken Sandwich,10.00886,4.08
Big Fish Sandwich,"Sausage, Egg, & Cheese Biscuit",Rodeo Crispy Chicken Sandwich,10.01729,8.48
Original Chicken Sandwich,Spicy Crispy Chicken Sandwich,Fully Loaded Biscuit,10.02992,9.379999999999999
"Garden Chicken Salad with Grilled Chicken, No Dressing",Triple Whopper Sandwich with Cheese,"Garden Chicken Salad with Crispy Chicken, No Dressing",10.05135,18.77
"Onion Rings, Medium",Double Whopper Sandwich with Cheese,Fully Loaded Croissan'wich,10.05612,11.77
Double Hamburger,BK Ultimate Breakfast Platter,Sausage Biscuit,10.09504,7.58
"Sausage, Egg, & Cheese Biscuit","French Fries, Value (Salted)",Rodeo King Sandwich,10.09849,8.870000000000001
NY Ultimate Platter,"Hash Browns, Large","Chicken Nuggets, 10 Piece",10.10085,9.77
NY Ultimate Platter,Kids PB&J Jamwich,BBQ Bacon Whopper Sandwich,10.10387,12.87
"Club Salad with Grilled Chicken, No Dressing",Chocolate Chip Cookies,BK Ultimate Breakfast Platter,10.15158,13.080000000000002
"Hash Browns, Large","Sausage, Egg, & Cheese Biscuit",BBQ Bacon Whopper Sandwich,10.1716,9.370000000000001
Value Menu Double Cheeseburger,Triple Whopper Sandwich with Cheese,Value Menu Double Cheeseburger,10.17534,10.969999999999999
Fully Loaded Biscuit,Spicy Crispy Chicken Sandwich,Whopper Sandwich,10.19154,9.48
"French Toast Sticks, 5 Piece","Sausage, Egg, Cheese & Hash Brown Burrito",Rodeo King Sandwich,10.19235,7.37
"Sausage, Egg, & Cheese Biscuit","French Fries, Small (Salted)",Bacon King Sandwich,10.19259,9.27
"Club Salad with Grilled Chicken, No Dressing",BK Ultimate Breakfast Platter,Value Menu Rodeo Burger,10.19408,12.08
"Sausage, Egg, Cheese & Hash Brown Burrito",Rodeo King Sandwich,"French Fries, Medium (Salted)",10.19417,7.369999999999999
Egg-Normous Burrito,Chocolate Oreo Shake,Value Menu Bacon Cheeseburger,10.21682,4.68
Bacon King Jr. Sandwich,King Croissan'wich with Double Sausage,Froot Loops Shake,10.22114,8.68
"Hash Browns, Large",Rodeo Crispy Chicken Sandwich,"Croissan'wich Ham, Egg & Cheese",10.23256,5.88
King Croissan'wich with Double Sausage,Bacon King Jr. Sandwich,Oreo Shake,10.25529,9.37
Rodeo Crispy Chicken Sandwich,Fully Loaded Croissan'wich,"Chicken Nuggets, 10 Piece",10.25582,8.280000000000001
"Chicken Nuggets, 20 Piece",King Croissan'wich with Double Sausage,"Chicken Nuggets, 10 Piece",10.28242,11.67
"Croissan'wich Bacon, Egg & Cheese",Rodeo Crispy Chicken Sandwich,"Hash Browns, Large",10.28287,5.88
"Sausage, Egg, & Cheese Biscuit","Onion Rings, Small",Bacon King Sandwich,10.29243,9.27
Hershey's Sundae Pie,King Croissan'wich with Double Sausage,Double Whopper Sandwich with Cheese,10.30504,10.67
Oatmeal Raisin Cookies,Double Whopper Sandwich with Cheese,King Croissan'wich with Double Sausage,10.31844,10.98
Extra Long Cheeseburger,King Croissan'wich with Double Sausage,Original Chicken Sandwich,10.32338,9.27
BK Ultimate Breakfast Platter,Bacon Double Cheeseburger,Oreo Cookie Cheesecake,10.32386,8.18
Spicy Crispy Chicken Jr.,Double Whopper Sandwich,King Croissan'wich with Double Sausage,10.32397,9.98
"Sausage, Egg, & Cheese Biscuit",Crispy Chicken Sandwich,Bacon & Cheese Crispy Chicken Sandwich,10.34199,13.47
Spicy Crispy Chicken Sandwich,Bacon & Cheese Crispy Chicken Sandwich,"Croissan'wich Sausage, Egg & Cheese",10.37294,8.98
Pancake and Sausage Platter,Value Menu Crispy Chicken Jr.,Egg-Normous Burrito,10.37781,5.879999999999999
Rodeo Crispy Chicken Sandwich,"Sausage, Egg, Cheese & Hash Brown Burrito",Crispy Chicken Sandwich,10.38012,7.18
Double Cheeseburger,"Hash Browns, Large",Egg-Normous Burrito,10.38252,4.77
"Ham, Egg, & Cheese Biscuit","Chicken Nuggets, 20 Piece",Chocolate Oreo Shake,10.38462,10.48
"Club Salad with Grilled Chicken, No Dressing","Garden Chicken Salad with Grilled Chicken, No Dressing",Triple Whopper Sandwich with Cheese,10.38784,18.77
"French Toast Sticks, 5 Piece",Rodeo King Sandwich,"Croissan'wich Ham, Egg & Cheese",10.41606,9.17
"French Fries, Medium (Salted)","Croissan'wich Ham, Egg & Cheese",Rodeo King Sandwich,10.41788,9.17
Chocolate Oreo Shake,"Bacon, Egg & Cheese Biscuit","Chicken Nuggets, 20 Piece",10.43115,10.48
King Croissan'wich with Ham And Sausage,Soft Serve Cup,Rodeo King Sandwich,10.45527,8.68
"French Toast Sticks, 5 Piece","Croissan'wich Bacon, Egg & Cheese",Rodeo King Sandwich,10.46637,9.17
"Croissan'wich Bacon, Egg & Cheese",Rodeo King Sandwich,"French Fries, Medium (Salted)",10.46819,9.17
"Chicken Nuggets, 10 Piece",NY Ultimate Platter,Crispy Chicken Sandwich,10.47211,12.870000000000001
Spicy Crispy Chicken Jr.,King Croissan'wich with Double Sausage,Double Quarter Pound King Sandwich,10.47519,9.18
Whopper Sandwich,Extra Long Cheeseburger,King Croissan'wich with Double Sausage,10.485,9.370000000000001
Soft Serve Cup,Rodeo King Sandwich,King Croissan'wich with Sausage And Bacon,10.48736,8.68
Hershey's Sundae Pie,Bacon & Cheese Whopper Sandwich,NY Ultimate Platter,10.49486,11.77
Hershey's Chocolate Sundae,"Croissan'wich Sausage, Egg & Cheese",Triple Whopper Sandwich with Cheese,10.50795,11.07
Bacon & Cheese Whopper Sandwich,NY Ultimate Platter,Oatmeal Raisin Cookies,10.50827,12.08
Froot Loops Shake,"Garden Chicken Salad with Grilled Chicken, No Dressing",Egg-Normous Burrito,10.51908,8.38
"Garden Chicken Salad with Grilled Chicken, No Dressing","Chicken Nuggets, 10 Piece",BK Ultimate Breakfast Platter,10.52173,14.07
Crispy Chicken Sandwich,BBQ Bacon Whopper Sandwich,"Sausage, Egg, & Cheese Biscuit",10.54286,12.47
Triple Whopper Sandwich with Cheese,"Sausage, Egg, Cheese & Hash Brown Burrito","Onion Rings, Medium",10.54503,9.77
"Garden Chicken Salad with Grilled Chicken, No Dressing",Egg-Normous Burrito,Oreo Shake,10.55323,9.07
"Chicken Nuggets, 20 Piece",NY Ultimate Platter,Hamburger,10.55603,10.879999999999999
"Kids Chicken Nuggets, 6 Piece",Bacon & Cheese Crispy Chicken Sandwich,Egg-Normous Burrito,10.56127,7.369999999999999
Croissan'wich Egg & Cheese,Rodeo King Sandwich,"Onion Rings, Medium",10.57171,12.17
"Croissan'wich Sausage, Egg & Cheese",BBQ Bacon Whopper Sandwich,Spicy Crispy Chicken Sandwich,10.57381,7.98
"Sausage, Egg, & Cheese Biscuit",Pancake and Sausage Platter,"Chicken Nuggets, 20 Piece",10.59435,12.17
Triple Whopper Sandwich with Cheese,"Ham, Egg, & Cheese Biscuit","French Toast Sticks, 5 Piece",10.59751,12.069999999999999
"French Fries, Medium (Salted)",Triple Whopper Sandwich with Cheese,"Ham, Egg, & Cheese Biscuit",10.59934,12.07
Crispy Chicken Sandwich,Rodeo Crispy Chicken Sandwich,"Croissan'wich Ham, Egg & Cheese",10.60382,8.98
Fully Loaded Croissan'wich,Triple Whopper Sandwich with Cheese,Soft Serve Cup,10.62,11.68
"Bacon, Egg & Cheese Biscuit","French Toast Sticks, 5 Piece",Triple Whopper Sandwich with Cheese,10.64405,12.07
"French Fries, Medium (Salted)","Bacon, Egg & Cheese Biscuit",Triple Whopper Sandwich with Cheese,10.64587,12.07
Spicy Crispy Chicken Sandwich,Croissan'wich Egg & Cheese,Rodeo Crispy Chicken Sandwich,10.65387,7.99
Rodeo Crispy Chicken Sandwich,"Croissan'wich Bacon, Egg & Cheese",Crispy Chicken Sandwich,10.65413,8.98
Egg-Normous Burrito,Extra Long Cheeseburger,"Chicken Nuggets, 10 Piece",10.67896,5.67
Double Hamburger,BK Ultimate Breakfast Platter,Bacon Double Cheeseburger,10.70482,8.870000000000001
Tropical Mango Smoothie,BK Ultimate Breakfast Platter,"Ham, Egg, & Cheese Biscuit",10.70705,10.870000000000001
"Club Salad with Crispy Chicken, No Dressing","Croissan'wich Sausage, Egg & Cheese",Rodeo Crispy Chicken Sandwich,10.70969,4.99
NY Ultimate Platter,Extra Long Cheeseburger,Grilled Chicken Sandwich,10.71481,10.469999999999999
Bacon King Sandwich,Kids Hamburger,Fully Loaded Croissan'wich,10.73739,9.280000000000001
"Garden Chicken Salad with Crispy Chicken, No Dressing",NY Ultimate Platter,Original Chicken Sandwich,10.74455,15.17
Tropical Mango Smoothie,"Bacon, Egg & Cheese Biscuit",BK Ultimate Breakfast Platter,10.75359,10.870000000000001
Double Cheeseburger,Egg-Normous Burrito,Crispy Chicken Sandwich,10.75378,7.87
King Croissan'wich with Double Sausage,Whopper Jr. Sandwich,Double Whopper Sandwich with Cheese,10.75888,11.17
"Kids Chicken Nuggets, 6 Piece",BBQ Bacon Whopper Sandwich,Egg-Normous Burrito,10.76214,6.369999999999999
"Onion Rings, Medium","Croissan'wich Ham, Egg & Cheese",Triple Whopper Sandwich with Cheese,10.76873,11.57
Extra Long Cheeseburger,Bacon & Cheese Whopper Sandwich,King Croissan'wich with Ham And Sausage,10.80025,10.370000000000001
"Onion Rings, Medium","Croissan'wich Bacon, Egg & Cheese",Triple Whopper Sandwich with Cheese,10.81904,11.57
Egg-Normous Burrito,Whopper Sandwich with Cheese,Value Menu Bacon Cheeseburger,10.82499,9.07
Bacon & Cheese Whopper Sandwich,King Croissan'wich with Sausage And Bacon,Extra Long Cheeseburger,10.83235,10.370000000000001
"Ham, Egg, & Cheese Biscuit",Bacon & Cheese Crispy Chicken Sandwich,Bacon & Cheese Crispy Chicken Sandwich,10.83506,13.47
"Bacon, Egg & Cheese Biscuit",Bacon & Cheese Crispy Chicken Sandwich,Bacon & Cheese Crispy Chicken Sandwich,10.8816,13.47
Whopper Sandwich,NY Ultimate Platter,"Garden Chicken Salad with Crispy Chicken, No Dressing",10.90616,15.27
Bacon & Cheese Whopper Sandwich,NY Ultimate Platter,Whopper Jr. Sandwich,10.94871,12.27
Bacon & Cheese Crispy Chicken Sandwich,"Chicken Nuggets, 20 Piece",Croissan'wich Egg & Cheese,10.95254,15.97
"Croissan'wich Sausage, Egg & Cheese",Oreo Cookie Cheesecake,Bacon King Sandwich,10.95738,7.98
"Ham, Egg, & Cheese Biscuit","Chicken Nuggets, 20 Piece",Whopper Sandwich with Cheese,10.99278,14.870000000000001
Spicy Crispy Chicken Sandwich,"Ham, Egg, & Cheese Biscuit",Double Whopper Sandwich,11.01193,9.780000000000001
Big Fish Sandwich,Bacon King Sandwich,Croissan'wich Egg & Cheese,11.02549,13.97
Double Whopper Sandwich with Cheese,"Garden Chicken Salad with Crispy Chicken, No Dressing",King Croissan'wich with Ham And Sausage,11.03159,15.17
"Ham, Egg, & Cheese Biscuit",BBQ Bacon Whopper Sandwich,Bacon & Cheese Crispy Chicken Sandwich,11.03593,12.47
Bacon & Cheese Whopper Sandwich,Fully Loaded Biscuit,Bacon King Jr. Sandwich,11.03898,13.47
Whopper Sandwich with Cheese,"Bacon, Egg & Cheese Biscuit","Chicken Nuggets, 20 Piece",11.03932,14.87
Rodeo King Sandwich,Oreo Cookie Cheesecake,"Ham, Egg, & Cheese Biscuit",11.04043,8.48
"Bacon, Egg & Cheese Biscuit",Spicy Crispy Chicken Sandwich,Double Whopper Sandwich,11.05847,9.780000000000001
"Garden Chicken Salad with Crispy Chicken, No Dressing",King Croissan'wich with Sausage And Bacon,Double Whopper Sandwich with Cheese,11.06369,15.170000000000002
Original Chicken Sandwich,NY Ultimate Platter,"Club Salad with Grilled Chicken, No Dressing",11.08103,15.170000000000002
Bacon & Cheese Crispy Chicken Sandwich,BBQ Bacon Whopper Sandwich,"Bacon, Egg & Cheese Biscuit",11.08247,12.47
Oreo Cookie Cheesecake,Rodeo King Sandwich,"Bacon, Egg & Cheese Biscuit",11.08697,8.48
King Croissan'wich with Double Sausage,Value Menu Double Cheeseburger,Double Whopper Sandwich,11.0932,11.27
Value Menu Crispy Chicken Jr.,Bacon King Sandwich,"Ham, Egg, & Cheese Biscuit",11.09786,8.48
Crispy Chicken Jr.,"Bacon, Egg & Cheese Biscuit",Bacon King Sandwich,11.14439,8.48
Bacon King Sandwich,Value Menu Bacon Cheeseburger,"Sausage, Egg, & Cheese Biscuit",11.1466,8.97
Chicken Fries,"Croissan'wich Sausage, Egg & Cheese",Triple Whopper Sandwich with Cheese,11.14988,12.370000000000001
Croissan'wich Egg & Cheese,"Chicken Nuggets, 20 Piece",BBQ Bacon Whopper Sandwich,11.15341,14.97
Spicy Crispy Chicken Sandwich,"Ham, Egg, & Cheese Biscuit",Double Quarter Pound King Sandwich,11.16316,8.98
"Croissan'wich Sausage, Egg & Cheese",Triple Whopper Sandwich with Cheese,Kids Cheeseburger,11.18358,10.379999999999999
Double Quarter Pound King Sandwich,Spicy Crispy Chicken Sandwich,"Bacon, Egg & Cheese Biscuit",11.20969,8.98
BK Veggie Burger,NY Ultimate Platter,King Croissan'wich with Double Sausage,11.21153,11.87
BK Ultimate Breakfast Platter,King Croissan'wich with Ham And Sausage,Soft Serve Cone,11.2256,9.58
"Ham, Egg, & Cheese Biscuit",BBQ Bacon Whopper Sandwich,BBQ Bacon Whopper Sandwich,11.2368,11.47
Whopper Sandwich,NY Ultimate Platter,"Club Salad with Grilled Chicken, No Dressing",11.24264,15.27
Double Quarter Pound King Sandwich,King Croissan'wich with Double Sausage,Value Menu Double Cheeseburger,11.24442,10.469999999999999
BK Ultimate Breakfast Platter,Soft Serve Cone,King Croissan'wich with Sausage And Bacon,11.2577,9.58
"Bacon, Egg & Cheese Biscuit",BBQ Bacon Whopper Sandwich,BBQ Bacon Whopper Sandwich,11.28333,11.47
Bacon King Sandwich,Double Hamburger,"Croissan'wich Sausage, Egg & Cheese",11.33833,8.67
Croissan'wich Egg & Cheese,BK Ultimate Breakfast Platter,"French Fries, Large (Salted)",11.35796,13.27
Fully Loaded Biscuit,Froot Loops Shake,Fully Loaded Biscuit,11.36772,9.58
Double Whopper Sandwich with Cheese,"Club Salad with Grilled Chicken, No Dressing",King Croissan'wich with Ham And Sausage,11.36807,15.17
Egg-Normous Burrito,Fully Loaded Biscuit,Value Menu Rodeo Crispy Chicken Jr.,11.38979,6.48
King Croissan'wich with Sausage And Bacon,Double Whopper Sandwich with Cheese,"Club Salad with Grilled Chicken, No Dressing",11.40017,15.170000000000002
Oreo Shake,Fully Loaded Biscuit,Fully Loaded Biscuit,11.40188,10.27
Double Whopper Sandwich,Bacon King Jr. Sandwich,"Sausage, Egg, & Cheese Biscuit",11.40546,12.770000000000001
Rodeo King Sandwich,"Ham, Egg, & Cheese Biscuit",Double Hamburger,11.42138,9.17
"Bacon, Egg & Cheese Biscuit",Double Hamburger,Rodeo King Sandwich,11.46792,9.17
BK Ultimate Breakfast Platter,Pie Made with Twix,"Ham, Egg, & Cheese Biscuit",11.5525,12.37
Bacon King Jr. Sandwich,Double Quarter Pound King Sandwich,"Sausage, Egg, & Cheese Biscuit",11.55669,11.97
Pie Made with Twix,"Bacon, Egg & Cheese Biscuit",BK Ultimate Breakfast Platter,11.59903,12.370000000000001
Hamburger,BK Ultimate Breakfast Platter,"Sausage, Egg, & Cheese Biscuit",11.65566,9.379999999999999
"Garden Chicken Salad with Crispy Chicken, No Dressing",Triple Whopper Sandwich with Cheese,Croissan'wich Egg & Cheese,11.71191,18.57
"Garden Side Salad, No Dressing",BK Ultimate Breakfast Platter,King Croissan'wich with Double Sausage,11.82203,10.57
Spicy Crispy Chicken Jr.,King Croissan'wich with Double Sausage,NY Ultimate Platter,11.8369,9.579999999999998
Value Menu Crispy Chicken Jr.,Egg-Normous Burrito,Fully Loaded Croissan'wich,11.89764,6.48
Fully Loaded Biscuit,Egg-Normous Burrito,Sausage Biscuit,11.94143,6.48
Oreo Cookie Cheesecake,Egg-Normous Burrito,King Croissan'wich with Double Sausage,11.94721,5.88
Single Quarter Pound King Sandwich,King Croissan'wich with Double Sausage,King Croissan'wich with Double Sausage,11.96266,11.37
Triple Whopper Sandwich with Cheese,"Club Salad with Grilled Chicken, No Dressing",Croissan'wich Egg & Cheese,12.04839,18.57
Fully Loaded Croissan'wich,"Chicken Nuggets, 20 Piece","Sausage, Egg, & Cheese Biscuit",12.11418,12.770000000000001
Fully Loaded Biscuit,"Chicken Nuggets, 20 Piece","Croissan'wich Sausage, Egg & Cheese",12.1405,12.270000000000001
Egg-Normous Burrito,Croissan'wich Egg & Cheese,Froot Loops Shake,12.17964,8.18
Croissan'wich Egg & Cheese,BK Ultimate Breakfast Platter,"Chicken Nuggets, 10 Piece",12.18229,13.87
Egg-Normous Burrito,Croissan'wich Egg & Cheese,Oreo Shake,12.21379,8.87
"Ham, Egg, & Cheese Biscuit",Rodeo Crispy Chicken Sandwich,Fully Loaded Biscuit,12.30395,8.780000000000001
King Croissan'wich with Double Sausage,Bacon & Cheese Whopper Sandwich,"Croissan'wich Sausage, Egg & Cheese",12.31481,11.870000000000001
Double Hamburger,King Croissan'wich with Double Sausage,Egg-Normous Burrito,12.32817,6.57
Rodeo Crispy Chicken Sandwich,Fully Loaded Biscuit,"Bacon, Egg & Cheese Biscuit",12.35049,8.780000000000001
"Ham, Egg, & Cheese Biscuit",Original Chicken Sandwich,Egg-Normous Burrito,12.49191,8.77
NY Ultimate Platter,"Ham, Egg, & Cheese Biscuit",Spicy Crispy Chicken Sandwich,12.52487,9.379999999999999
Original Chicken Sandwich,"Bacon, Egg & Cheese Biscuit",Egg-Normous Burrito,12.53845,8.77
Fully Loaded Biscuit,Egg-Normous Burrito,Bacon Double Cheeseburger,12.5512,7.7700000000000005
Spicy Crispy Chicken Sandwich,NY Ultimate Platter,"Bacon, Egg & Cheese Biscuit",12.5714,9.379999999999999
King Croissan'wich with Double Sausage,Value Menu Double Cheeseburger,NY Ultimate Platter,12.60614,10.870000000000001
Egg-Normous Burrito,Whopper Sandwich,"Ham, Egg, & Cheese Biscuit",12.65353,8.870000000000001
Whopper Sandwich,"Bacon, Egg & Cheese Biscuit",Egg-Normous Burrito,12.70007,8.870000000000001
NY Ultimate Platter,"Sausage, Egg, & Cheese Biscuit",Bacon King Jr. Sandwich,12.9184,12.37
King Croissan'wich with Double Sausage,King Croissan'wich with Double Sausage,King Croissan'wich with Ham And Sausage,13.48065,11.07
King Croissan'wich with Double Sausage,King Croissan'wich with Double Sausage,King Croissan'wich with Sausage And Bacon,13.51275,11.07
