Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric,Price,Saturated Fat Metric
Baconator,,62.0,40.0,59.0,8.0,2.0,1630.0,205.0,950.0,24.0,3.0,0.2807017543859649,1.4385964912280702,1.695146958304853,1.4298245614035088,2.4842105263157896,6.09,2.526315789473684
Dave's Double,,51.0,41.0,49.0,8.0,3.0,1280.0,175.0,810.0,20.0,3.0,0.3374485596707819,1.4403292181069958,1.6354016354016352,1.316872427983539,2.419753086419753,2.09,2.4691358024691357
Dave's Single,,34.0,40.0,30.0,9.0,3.0,1110.0,100.0,570.0,13.0,1.5,0.4678362573099415,1.1695906432748537,1.5493278651173388,1.6228070175438598,2.1052631578947367,1.49,2.280701754385965
Dave's Triple,,72.0,43.0,71.0,9.0,3.0,1650.0,260.0,1090.0,30.0,4.0,0.2629969418960245,1.5902140672782876,1.7157154771833671,1.261467889908257,2.6055045871559637,6.09,2.7522935779816518
Double Stack,,21.0,26.0,25.0,6.0,1.0,740.0,90.0,390.0,9.0,1.5,0.4444444444444445,1.5384615384615385,1.3986013986013988,1.5811965811965811,2.564102564102564,2.09,2.307692307692308
Jr. Bacon Cheeseburger,,22.0,25.0,19.0,5.0,1.0,680.0,65.0,380.0,8.0,1.0,0.43859649122807015,1.1403508771929824,1.5037593984962405,1.4912280701754386,2.0,1.99,2.1052631578947367
Jr. Cheeseburger,,13.0,26.0,16.0,6.0,1.0,660.0,50.0,280.0,6.0,1.0,0.6190476190476191,1.1904761904761905,1.2059369202226344,1.9642857142857144,2.2857142857142856,0.99,2.142857142857143
Jr. Cheeseburger Deluxe,,19.0,27.0,16.0,7.0,2.0,660.0,55.0,340.0,7.0,1.0,0.5294117647058824,1.0784313725490198,1.4514896867838045,1.6176470588235294,1.8823529411764706,1.89,2.0588235294117645
Son of Baconator,,39.0,37.0,34.0,7.0,2.0,1280.0,125.0,630.0,15.0,1.5,0.39153439153439157,1.3227513227513228,1.6079158936301794,1.693121693121693,2.158730158730159,4.69,2.380952380952381
3 Piece Chicken Tenders,,16.0,22.0,24.0,0.0,0.0,1010.0,75.0,330.0,2.5,0.0,0.4444444444444445,1.5151515151515151,1.2593467138921683,2.5505050505050506,2.909090909090909,3.69,0.7575757575757576
4 Piece Chicken Nuggets,,11.0,10.0,9.0,0.0,0.0,340.0,35.0,170.0,2.0,0.0,0.39215686274509803,1.3725490196078431,1.6806722689075633,1.6666666666666667,2.1176470588235294,3.69,1.1764705882352942
4 Piece Chicken Tenders,,21.0,29.0,32.0,1.0,0.0,1350.0,100.0,430.0,3.5,0.0,0.44961240310077527,1.550387596899225,1.2684989429175475,2.6162790697674416,2.9767441860465116,3.69,0.813953488372093
6 Picece Chicken Nuggets,,16.0,14.0,13.0,0.0,1.0,510.0,50.0,250.0,3.5,0.0,0.37333333333333335,1.3333333333333335,1.6623376623376624,1.7000000000000002,2.08,3.69,1.4000000000000001
6 Piece Chicken Tenders,,32.0,43.0,48.0,1.0,0.0,2020.0,150.0,650.0,5.0,0.0,0.44102564102564107,1.5384615384615385,1.2787212787212787,2.58974358974359,2.953846153846154,3.69,0.7692307692307693
10 Piece Chicken Nuggets,,27.0,24.0,22.0,0.0,1.0,850.0,80.0,420.0,5.0,0.0,0.38095238095238093,1.2698412698412698,1.6697588126159553,1.6865079365079365,2.0952380952380953,3.69,1.1904761904761905
Crispy Chicken BLT,,23.0,35.0,20.0,5.0,2.0,950.0,50.0,420.0,6.0,0.0,0.5555555555555556,0.7936507936507936,1.4223871366728509,1.8849206349206349,1.9047619047619047,0.99,1.4285714285714286
Crispy Chicken Sandwich,,16.0,33.0,14.0,4.0,2.0,600.0,30.0,330.0,3.0,0.0,0.6666666666666667,0.6060606060606061,1.2593467138921683,1.5151515151515151,1.696969696969697,0.99,0.9090909090909091
Grilled Asiago Ranch Club,,23.0,36.0,43.0,6.0,3.0,1220.0,120.0,530.0,7.0,0.0,0.4528301886792453,1.509433962264151,1.1271747120803723,1.9182389937106918,3.2452830188679243,5.49,1.3207547169811322
