Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric,Price,Saturated Fat Metric
Chicken & Waffles Sandwich,273.0,53.0,102.0,33.0,30.0,0.0,1450.0,100.0,1020.0,14.0,0.0,0.6666666666666667,0.6535947712418301,1.3496307613954672,1.184640522875817,1.2941176470588236,5.19,1.3725490196078431
KFC Waffle,71.0,20.0,34.0,7.0,10.0,0.0,330.0,25.0,340.0,6.0,0.0,0.6666666666666667,0.4901960784313726,1.5278838808250572,0.8088235294117647,0.8235294117647058,6.19,1.7647058823529411
Original Recipe® Chicken Breast,172.0,21.0,11.0,39.0,0.0,2.0,1190.0,120.0,390.0,4.0,0.0,0.18803418803418803,2.0512820512820515,1.3986013986013988,2.5427350427350426,4.0,5.99,1.0256410256410255
Original Recipe® Chicken Drumstick,53.0,8.0,4.0,12.0,0.0,1.0,430.0,55.0,130.0,1.5,0.0,0.20512820512820515,2.8205128205128207,1.5984015984015985,2.7564102564102564,3.6923076923076925,5.99,1.153846153846154
Original Recipe® Chicken Thigh,104.0,19.0,8.0,19.0,0.0,1.0,910.0,100.0,280.0,4.5,0.0,0.19047619047619047,2.380952380952381,1.7625231910946195,2.7083333333333335,2.714285714285714,5.99,1.607142857142857
Original Recipe® Chicken Whole Wing,43.0,8.0,3.0,10.0,0.0,0.0,380.0,55.0,130.0,2.0,0.0,0.15384615384615385,2.8205128205128207,1.5984015984015985,2.4358974358974357,3.076923076923077,13.99,1.5384615384615385
Extra Crispy Chicken Breast,178.0,35.0,18.0,35.0,0.0,0.0,1150.0,105.0,530.0,6.0,0.0,0.22641509433962265,1.3207547169811322,1.7152658662092624,1.808176100628931,2.641509433962264,5.19,1.1320754716981132
Extra Crispy Chicken Drumstick,55.0,12.0,5.0,10.0,0.0,0.0,390.0,50.0,170.0,2.0,0.0,0.19607843137254902,1.9607843137254903,1.8334606569900687,1.9117647058823528,2.3529411764705883,5.99,1.1764705882352942
Extra Crispy Chicken Thigh,112.0,23.0,9.0,22.0,0.0,0.0,700.0,100.0,330.0,4.5,0.0,0.18181818181818182,2.0202020202020203,1.8103109012199923,1.7676767676767677,2.6666666666666665,5.99,1.3636363636363635
Extra Crispy Chicken Whole Wing,48.0,13.0,5.0,10.0,0.0,0.0,340.0,45.0,170.0,2.0,0.0,0.19607843137254902,1.7647058823529413,1.9862490450725747,1.6666666666666667,2.3529411764705883,2.69,1.1764705882352942
Kentucky Grilled Chicken® Breast,131.0,7.0,0.0,38.0,0.0,0.0,710.0,130.0,210.0,2.0,0.0,0.0,4.126984126984127,0.8658008658008658,2.8174603174603177,7.238095238095238,5.19,0.9523809523809524
Kentucky Grilled Chicken® Drumstick,41.0,4.0,0.0,11.0,0.0,0.0,220.0,55.0,80.0,1.0,0.0,0.0,4.583333333333334,1.2987012987012987,2.291666666666667,5.5,5.99,1.25
Kentucky Grilled Chicken® Thigh,71.0,9.0,0.0,17.0,0.0,0.0,420.0,90.0,150.0,3.0,0.0,0.0,4.0,1.5584415584415583,2.3333333333333335,4.533333333333333,5.99,2.0
Kentucky Grilled Chicken® Whole Wing,30.0,3.0,0.0,9.0,0.0,0.0,180.0,45.0,70.0,1.0,0.0,0.0,4.2857142857142865,1.1131725417439704,2.1428571428571432,5.142857142857142,2.69,1.4285714285714286
Spicy Crispy Chicken Breast,146.0,20.0,11.0,30.0,0.0,1.0,1100.0,100.0,350.0,3.5,0.0,0.20952380952380956,1.9047619047619047,1.484230055658627,2.619047619047619,3.428571428571429,5.19,1.0
Spicy Crispy Chicken Drumstick,46.0,8.0,5.0,9.0,0.0,1.0,420.0,40.0,130.0,1.5,0.0,0.25641025641025644,2.0512820512820515,1.5984015984015985,2.6923076923076925,2.769230769230769,5.99,1.153846153846154
Spicy Crispy Chicken Thigh,79.0,20.0,10.0,13.0,0.0,1.0,720.0,65.0,270.0,3.5,0.0,0.24691358024691357,1.6049382716049383,1.924001924001924,2.2222222222222223,1.925925925925926,5.99,1.2962962962962963
Spicy Crispy Chicken Whole Wing,35.0,8.0,5.0,7.0,0.0,0.0,350.0,35.0,120.0,1.5,0.0,0.2777777777777778,1.9444444444444446,1.7316017316017316,2.4305555555555554,2.3333333333333335,2.69,1.25
Extra Crispy Tender (each),100.0,14.0,15.0,19.0,0.0,1.0,610.0,50.0,260.0,2.0,0.0,0.38461538461538464,1.2820512820512822,1.3986013986013988,1.9551282051282053,2.9230769230769234,6.99,0.7692307692307693
Georgia Gold Extra Crispy Tender (each),60.4,14.0,9.0,10.0,1.0,1.0,400.0,25.0,200.0,2.0,0.0,0.3,0.8333333333333334,1.8181818181818183,1.6666666666666667,2.0,2.69,1.0
Hot Honey Extra Crispy Tender (each),62.7,12.0,11.0,10.0,3.0,1.0,490.0,25.0,190.0,1.5,0.0,0.3859649122807018,0.8771929824561403,1.6404647983595353,2.149122807017544,2.1052631578947367,2.69,0.7894736842105263
Nashville Hot Extra Crispy Tender (each),63.2,16.0,9.0,10.0,1.0,1.0,460.0,25.0,220.0,2.5,0.0,0.27272727272727276,0.7575757575757576,1.8890200708382525,1.7424242424242424,1.8181818181818183,6.99,1.1363636363636365
Smoky Mountain BBQ Extra Crispy Tender (each),60.8,13.0,11.0,10.0,3.0,1.0,340.0,25.0,200.0,2.0,0.0,0.3666666666666667,0.8333333333333334,1.6883116883116884,1.4166666666666667,2.0,2.69,1.0
Fiery Buffalo Hot Wings,29.0,4.0,5.0,4.0,0.0,0.0,290.0,20.0,70.0,1.0,0.0,0.47619047619047616,1.9047619047619047,1.484230055658627,3.452380952380953,2.2857142857142856,2.19,1.4285714285714286
Georgia Gold Hot Wings,25.0,7.0,4.0,4.0,0.0,0.0,200.0,20.0,90.0,1.0,0.0,0.29629629629629634,1.4814814814814814,2.0202020202020203,1.851851851851852,1.777777777777778,2.19,1.1111111111111112
HBBQ Hot Wings,32.0,4.0,9.0,4.0,3.0,0.0,270.0,20.0,90.0,1.0,0.0,0.6666666666666667,1.4814814814814814,1.1544011544011545,2.5,1.777777777777778,2.19,1.1111111111111112
Hot Honey Hot Wings,26.0,6.0,5.0,4.0,1.0,0.0,230.0,20.0,90.0,1.0,0.0,0.37037037037037035,1.4814814814814814,1.7316017316017316,2.1296296296296298,1.777777777777778,2.19,1.1111111111111112
Nashville Hot Hot Wings,25.0,6.0,4.0,4.0,0.0,0.0,190.0,20.0,90.0,1.0,0.0,0.29629629629629634,1.4814814814814814,1.7316017316017316,1.7592592592592593,1.777777777777778,2.19,1.1111111111111112
Smoky Mountain BBQ Hot Wings,26.0,6.0,5.0,4.0,1.0,0.0,170.0,20.0,90.0,1.0,0.0,0.37037037037037035,1.4814814814814814,1.7316017316017316,1.5740740740740742,1.777777777777778,2.19,1.1111111111111112
Popcorn Nuggets - Kids,81.2,19.0,19.0,13.0,0.0,1.0,870.0,30.0,290.0,2.5,0.0,0.4367816091954024,0.6896551724137931,1.7017465293327363,2.5,1.793103448275862,5.49,0.8620689655172413
Popcorn Nuggets - Large,170.2,39.0,39.0,27.0,0.0,2.0,1820.0,65.0,620.0,5.0,0.0,0.4193548387096774,0.6989247311827957,1.633850020946795,2.446236559139785,1.7419354838709677,3.99,0.8064516129032258
Nashville Hot Extra Crispy Chicken Breast,210.0,60.0,21.0,35.0,1.0,1.0,1530.0,105.0,770.0,10.0,0.0,0.18181818181818182,0.9090909090909091,2.023950075898128,1.655844155844156,1.8181818181818183,2.69,1.2987012987012987
Nashville Hot Extra Crispy Chicken Drumstick,66.0,21.0,6.0,11.0,0.0,1.0,530.0,50.0,250.0,3.5,0.0,0.16,1.3333333333333335,2.181818181818182,1.7666666666666668,1.7599999999999998,2.69,1.4000000000000001
Nashville Hot Extra Crispy Chicken Thigh,134.0,40.0,11.0,22.0,1.0,1.0,970.0,100.0,500.0,7.0,0.0,0.14666666666666667,1.3333333333333335,2.0779220779220777,1.6166666666666667,1.7599999999999998,2.69,1.4000000000000001
Nashville Hot Extra Crispy Chicken Whole Wing,64.0,25.0,6.0,10.0,1.0,1.0,520.0,45.0,290.0,4.0,0.0,0.13793103448275862,1.0344827586206897,2.239140170174653,1.4942528735632186,1.3793103448275863,2.69,1.3793103448275863
Nashville Hot Kentucky Grilled Chicken® Breast,138.0,12.0,1.0,38.0,0.0,0.0,790.0,130.0,260.0,3.0,0.0,0.025641025641025644,3.3333333333333335,1.1988011988011988,2.532051282051282,5.846153846153847,5.00,1.153846153846154
Nashville Hot Kentucky Grilled Chicken® Drumstick,43.0,6.0,0.0,11.0,0.0,0.0,260.0,55.0,100.0,1.5,0.0,0.0,3.666666666666667,1.5584415584415583,2.166666666666667,4.4,5.00,1.5
Nashville Hot Kentucky Grilled Chicken® Thigh,74.0,12.0,0.0,17.0,0.0,0.0,470.0,90.0,180.0,3.5,0.0,0.0,3.3333333333333335,1.7316017316017316,2.175925925925926,3.7777777777777777,5.00,1.9444444444444444
Nashville Hot Kentucky Grilled Chicken® Whole Wing,33.0,6.0,1.0,9.0,0.0,0.0,210.0,45.0,90.0,1.5,0.0,0.07407407407407408,3.3333333333333335,1.7316017316017316,1.9444444444444446,4.0,2.69,1.6666666666666667
Nashville Hot Spicy Crispy Chicken Breast,171.0,40.0,14.0,31.0,1.0,2.0,1390.0,100.0,540.0,7.0,0.0,0.1728395061728395,1.2345679012345678,1.924001924001924,2.1450617283950617,2.2962962962962963,2.69,1.2962962962962963
Nashville Hot Spicy Crispy Chicken Drumstick,53.0,14.0,6.0,9.0,0.0,1.0,510.0,40.0,190.0,2.5,0.0,0.2105263157894737,1.4035087719298245,1.9138755980861242,2.236842105263158,1.8947368421052633,5.99,1.3157894736842104
Nashville Hot Spicy Crispy Chicken Thigh,94.0,32.0,12.0,13.0,1.0,2.0,900.0,65.0,390.0,6.0,0.0,0.20512820512820515,1.1111111111111112,2.131202131202131,1.923076923076923,1.3333333333333333,2.69,1.5384615384615385
Nashville Hot Spicy Crispy Chicken Whole Wing,43.0,15.0,5.0,8.0,0.0,1.0,450.0,35.0,180.0,2.5,0.0,0.18518518518518517,1.2962962962962963,2.1645021645021645,2.0833333333333335,1.777777777777778,2.69,1.3888888888888888
Georgia Gold Extra Crispy Chicken Breast,201.0,54.0,21.0,35.0,3.0,1.0,1370.0,110.0,710.0,8.0,0.0,0.19718309859154928,1.0328638497652582,1.9754892994329614,1.6079812206572772,1.9718309859154928,2.69,1.1267605633802817
Georgia Gold Extra Crispy Chicken Drumstick,63.0,18.0,6.0,11.0,1.0,1.0,460.0,55.0,230.0,3.0,0.0,0.17391304347826086,1.5942028985507248,2.0327498588368154,1.6666666666666667,1.9130434782608696,2.69,1.3043478260869565
Georgia Gold Extra Crispy Chicken Thigh,128.0,36.0,11.0,22.0,2.0,0.0,860.0,105.0,460.0,6.0,0.0,0.15942028985507248,1.5217391304347825,2.0327498588368154,1.5579710144927537,1.9130434782608696,2.69,1.3043478260869565
Georgia Gold Extra Crispy Chicken Whole Wing,57.0,19.0,6.0,10.0,1.0,1.0,420.0,45.0,240.0,3.0,0.0,0.16666666666666669,1.25,2.056277056277056,1.4583333333333335,1.6666666666666665,2.69,1.25
Georgia Gold Kentucky Grilled Chicken® Breast,135.0,10.0,1.0,38.0,1.0,0.0,760.0,130.0,250.0,2.5,0.0,0.02666666666666667,3.466666666666667,1.0389610389610389,2.5333333333333337,6.08,2.69,1.0
Georgia Gold Kentucky Grilled Chicken® Drumstick,43.0,6.0,0.0,11.0,0.0,0.0,250.0,55.0,90.0,1.5,0.0,0.0,4.074074074074074,1.7316017316017316,2.314814814814815,4.888888888888888,2.69,1.6666666666666667
Georgia Gold Kentucky Grilled Chicken® Thigh,74.0,11.0,0.0,17.0,0.0,0.0,450.0,90.0,170.0,3.0,0.0,0.0,3.5294117647058827,1.6806722689075633,2.2058823529411766,4.0,2.69,1.7647058823529411
Georgia Gold Kentucky Grilled Chicken® Whole Wing,33.0,6.0,1.0,9.0,0.0,0.0,210.0,45.0,90.0,1.5,0.0,0.07407407407407408,3.3333333333333335,1.7316017316017316,1.9444444444444446,4.0,2.69,1.6666666666666667
Georgia Gold Spicy Crispy Chicken Breast,172.0,40.0,15.0,31.0,3.0,1.0,1340.0,100.0,550.0,7.0,0.0,0.18181818181818182,1.2121212121212122,1.8890200708382525,2.0303030303030307,2.254545454545455,2.69,1.2727272727272727
Georgia Gold Spicy Crispy Chicken Drumstick,52.0,13.0,6.0,9.0,1.0,1.0,480.0,40.0,180.0,2.0,0.0,0.22222222222222224,1.4814814814814814,1.8759018759018757,2.2222222222222223,2.0,2.69,1.1111111111111112
Georgia Gold Spicy Crispy Chicken Thigh,91.0,29.0,12.0,13.0,1.0,1.0,830.0,65.0,360.0,5.0,0.0,0.22222222222222224,1.2037037037037037,2.0923520923520926,1.9212962962962963,1.4444444444444442,2.69,1.3888888888888888
Georgia Gold Spicy Crispy Chicken Whole Wing,43.0,14.0,6.0,8.0,1.0,1.0,420.0,35.0,180.0,2.5,0.0,0.22222222222222224,1.2962962962962963,2.0202020202020203,1.9444444444444446,1.777777777777778,2.69,1.3888888888888888
Smoky Mountain BBQ Extra Crispy Chicken Breast,204.0,51.0,27.0,35.0,8.0,0.0,1220.0,105.0,710.0,8.0,0.0,0.2535211267605634,0.9859154929577465,1.865739893908908,1.431924882629108,1.9718309859154928,2.69,1.1267605633802817
Smoky Mountain BBQ Extra Crispy Chicken Drumstick,63.0,16.0,8.0,11.0,2.0,1.0,410.0,50.0,220.0,2.5,0.0,0.24242424242424243,1.5151515151515151,1.8890200708382525,1.553030303030303,2.0,2.69,1.1363636363636365
Smoky Mountain BBQ Extra Crispy Chicken Thigh,129.0,33.0,15.0,22.0,5.0,0.0,750.0,100.0,450.0,6.0,0.0,0.22222222222222224,1.4814814814814814,1.9047619047619047,1.388888888888889,1.9555555555555557,2.69,1.3333333333333335
Smoky Mountain BBQ Extra Crispy Chicken Whole Wing,58.0,18.0,8.0,10.0,3.0,0.0,360.0,45.0,240.0,3.0,0.0,0.22222222222222224,1.25,1.948051948051948,1.25,1.6666666666666665,2.69,1.25
Smoky Mountain BBQ Kentucky Grilled Chicken® Breast,138.0,11.0,2.0,38.0,2.0,0.0,730.0,130.0,260.0,3.0,0.0,0.05128205128205129,3.3333333333333335,1.098901098901099,2.33974358974359,5.846153846153847,2.69,1.153846153846154
