,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
537,"Iced Latte with Skim Milk, Medium",,0g,15g,10g,15g,0g,140mg,5mg,100,0g,0g,0
538,"Iced Latte with Skim Milk, Small",,0g,11g,7g,10g,0g,110mg,0mg,70,0g,0g,0
539,"Iced Latte with Skim Milk and Sugar, Large",,0g,55g,13g,55g,0g,190mg,10mg,270,0g,0g,0
540,"Iced Latte with Skim Milk and Sugar, Medium",,0g,41g,10g,41g,0g,140mg,5mg,200,0g,0g,0
541,"Iced Latte with Skim Milk and Sugar, Small",,0g,28g,7g,27g,0g,110mg,0mg,130,0g,0g,0
542,"Iced Latte with Whole Milk, Large",,12g,19g,12g,19g,0g,190mg,35mg,230,7g,0g,$3.99
543,"Iced Latte with Whole Milk, Medium",,9g,14g,9g,14g,0g,140mg,25mg,170,5g,0g,$3.59
544,"Iced Latte with Whole Milk, Small",,6g,10g,6g,10g,0g,105mg,25mg,120,3.5g,0g,$2.99
545,"Iced Latte with Whole Milk and Sugar, Large",,12g,54g,12g,54g,0g,190mg,35mg,370,7g,0g,0
546,"Iced Latte with Whole Milk and Sugar, Medium",,9g,40g,9g,40g,0g,140mg,25mg,280,5g,0g,0
547,"Iced Latte with Whole Milk and Sugar, Small",,6g,27g,6g,27g,0g,100mg,25mg,170,3.5g,0g,0
548,"Maple Pecan Swirl Iced Latte with Skim Milk, Large",,0g,75g,15g,71g,0g,250mg,10mg,370,0g,0g,0
549,"Maple Pecan Swirl Iced Latte with Skim Milk, Medium",,0g,57g,11g,54g,0g,180mg,10mg,280,0g,0g,0
550,"Maple Pecan Swirl Iced Latte with Skim Milk, Small",,0g,38g,8g,37g,0g,125mg,5mg,190,0g,0g,0
551,"Maple Pecan Swirl Iced Latte with Whole Milk, Large",,12g,74g,14g,70g,0g,250mg,40mg,470,7g,0g,0
552,"Maple Pecan Swirl Iced Latte with Whole Milk, Medium",,9g,56g,11g,53g,0g,190mg,30mg,350,5g,0g,0
553,"Maple Pecan Swirl Iced Latte with Whole Milk, Small",,6g,38g,7g,36g,0g,125mg,20mg,240,3.5g,0g,0
554,"Mocha Swirl Iced Latte with Milk, Large",,13g,72g,13g,67g,2g,220mg,35mg,460,7g,0g,0
555,"Mocha Swirl Iced Latte with Milk, Medium",,10g,54g,10g,51g,2g,160mg,25mg,350,6g,0g,0
556,"Mocha Swirl Iced Latte with Milk, Small",,6g,37g,7g,34g,1g,110mg,20mg,230,3.5g,0g,0
557,"Mocha Swirl Iced Latte with Skim Milk, Large",,1.5g,73g,14g,67g,2g,210mg,5mg,360,1g,0g,0
558,"Mocha Swirl Iced Latte with Skim Milk, Medium",,1g,55g,11g,51g,2g,160mg,5mg,270,0.5g,0g,0
559,"Mocha Swirl Iced Latte with Skim Milk, Small",,0.5g,37g,7g,35g,1g,105mg,5mg,180,0g,0g,0
560,"Pumpkin Swirl Iced Latte with Skim Milk, Large",,0.5g,71g,16g,70g,0g,300mg,10mg,360,0g,0g,0
561,"Pumpkin Swirl Iced Latte with Skim Milk, Medium",,0g,54g,12g,53g,0g,230mg,5mg,270,0g,0g,0
562,"Pumpkin Swirl Iced Latte with Skim Milk, Small",,0g,37g,8g,36g,0g,150mg,5mg,180,0g,0g,0
563,"Pumpkin Swirl Iced Latte with Whole Milk, Large",,12g,70g,15g,69g,0g,300mg,40mg,450,7g,0g,0
564,"Pumpkin Swirl Iced Latte with Whole Milk, Medium",,9g,53g,11g,52g,0g,230mg,30mg,340,5g,0g,0
565,"Pumpkin Swirl Iced Latte with Whole Milk, Small",,6g,36g,8g,36g,0g,150mg,20mg,230,3.5g,0g,0
566,"Caramel Swirl Iced Macchiato with Skim Milk, Large",,0g,66g,11g,65g,0g,160mg,10mg,310,0g,0g,0
567,"Caramel Swirl Iced Macchiato with Skim Milk, Medium",,0g,49g,8g,49g,0g,125mg,5mg,240,0g,0g,0
