,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
84,New Yorker Donut (Regional),,20g,43g,3g,24g,1g,370mg,0mg,360,9g,0g,0
85,Old Fashioned Donut,,19g,28g,4g,10g,1g,320mg,25mg,290,8g,0g,0
86,Oreo Donut,,24g,58g,4g,34g,2g,440mg,0mg,460,10g,0g,0
87,Peanut Donut,,26g,48g,7g,26g,2g,330mg,25mg,450,10g,0g,0
88,Plain Stick,,25g,31g,4g,10g,1g,370mg,30mg,370,11g,0g,0
89,Powdered Donut,,19g,33g,4g,14g,1g,320mg,25mg,320,9g,0g,0
90,Powdered Stick,,25g,37g,4g,15g,1g,370mg,30mg,390,11g,0g,0
91,Pumpkin Donut,,19g,39g,3g,19g,1g,380mg,20mg,340,9g,0g,0
92,Sour Cream Donut,,17g,47g,4g,26g,1g,330mg,10mg,350,7g,0g,0
93,Spider Donut,,19g,42g,4g,19g,1g,430mg,0mg,350,8g,0g,0
94,Strawberry Frosted Donut,,15g,32g,3g,14g,1g,340mg,0mg,280,7g,0g,0
95,Strawberry Frosted with Sprinkles Donut,,16g,35g,3g,15g,1g,340mg,0mg,290,7g,0g,0
96,Strawberry Long John,,17g,43g,5g,17g,1g,310mg,0mg,340,7g,0g,0
97,Sugared Donut,,14g,22g,3g,4g,1g,330mg,0mg,230,6g,0g,0
98,Sugared Stick,,25g,34g,4g,14g,1g,370mg,30mg,380,11g,0g,0
99,Taillight Donut,,18g,39g,3g,20g,1g,360mg,0mg,340,8g,0g,0
100,Toasted Coconut Donut,,23g,49g,4g,28g,2g,350mg,25mg,420,12g,0g,0
101,Vanilla Creme Donut,,20g,35g,3g,17g,1g,350mg,0mg,330,9g,0g,0
102,Vanilla Frosted Donut,,15g,32g,3g,14g,1g,340mg,0mg,280,7g,0g,0
103,Vanilla Headlight Donut,,18g,39g,3g,20g,1g,360mg,0mg,330,8g,0g,0
104,Vanilla Long John,,17g,43g,5g,17g,1g,310mg,0mg,340,7g,0g,0
105,Blue Raspberry Dunkin' Energy Punch Powered by Monster Energy (Regional),,0g,95g,0g,94g,0g,410mg,0mg,390,0g,0g,0
106,Strawberry Dunkin' Energy Punch Powered by Monster Energy (Regional),,0g,78g,0g,78g,0g,420mg,0mg,320,0g,0g,0
107,"Caramel Swirl Frozen Chocolate, Large",,17g,182g,12g,170g,2g,340mg,30mg,920,12g,1g,0
108,"Caramel Swirl Frozen Chocolate, Medium",,13g,137g,9g,127g,1g,250mg,25mg,700,9g,1g,0
109,"Caramel Swirl Frozen Chocolate, Small",,10g,96g,6g,89g,1g,170mg,15mg,500,7g,1g,0
110,"French Vanilla Swirl Frozen Chocolate, Large",,17g,181g,11g,168g,1g,360mg,30mg,920,12g,1g,0
111,"French Vanilla Swirl Frozen Chocolate, Medium",,13g,136g,9g,126g,1g,270mg,25mg,700,9g,1g,0
112,"French Vanilla Swirl Frozen Chocolate, Small",,10g,95g,6g,88g,1g,190mg,15mg,500,7g,1g,0
113,"Frozen Chocolate, Large",,18g,183g,10g,166g,5g,330mg,25mg,930,13g,1g,0
114,"Frozen Chocolate, Medium",,14g,138g,8g,125g,3g,250mg,20mg,700,10g,1g,0
115,"Frozen Chocolate, Small",,11g,96g,6g,86g,2g,170mg,15mg,500,7g,1g,0
116,"Hazelnut Swirl Frozen Chocolate, Large",,17g,182g,11g,168g,1g,360mg,30mg,920,12g,1g,0
117,"Hazelnut Swirl Frozen Chocolate, Medium",,13g,137g,9g,126g,1g,270mg,25mg,700,9g,1g,0
118,"Hazelnut Swirl Frozen Chocolate, Small",,10g,96g,6g,88g,1g,190mg,15mg,500,7g,1g,0
119,"Maple Pecan Swirl Frozen Chocolate, Large",,17g,178g,11g,165g,1g,360mg,30mg,910,12g,1g,0
120,"Maple Pecan Swirl Frozen Chocolate, Medium",,13g,137g,9g,127g,1g,270mg,25mg,700,9g,1g,0
121,"Maple Pecan Swirl Frozen Chocolate, Small",,10g,96g,6g,89g,1g,190mg,15mg,500,7g,1g,0
122,"Maple Pecan Swirl Frozen Coffee with Cream, Large",,39g,195g,10g,185g,1g,280mg,115mg,1170,21g,2g,0
123,"Maple Pecan Swirl Frozen Coffee with Cream, Medium",,30g,150g,8g,142g,1g,210mg,90mg,900,16g,2g,0
124,"Maple Pecan Swirl Frozen Coffee with Cream, Small",,21g,105g,6g,99g,0g,140mg,60mg,630,12g,1.5g,0
125,"Maple Pecan Swirl Frozen Coffee with Milk, Large",,10g,199g,11g,189g,1g,220mg,30mg,940,6g,1g,0
126,"Maple Pecan Swirl Frozen Coffee with Milk, Medium",,8g,153g,8g,145g,1g,170mg,20mg,720,5g,1g,0
127,"Maple Pecan Swirl Frozen Coffee with Milk, Small",,7g,107g,6g,100g,0g,115mg,15mg,510,4.5g,1g,0
128,"Maple Pecan Swirl Frozen Coffee with Skim Milk, Large",,4.5g,199g,11g,189g,1g,220mg,15mg,890,3g,1g,0
129,"Maple Pecan Swirl Frozen Coffee with Skim Milk, Medium",,4g,153g,9g,145g,1g,170mg,10mg,690,2.5g,1g,0
130,"Maple Pecan Swirl Frozen Coffee with Skim Milk, Small",,4g,107g,6g,101g,0g,115mg,10mg,490,2.5g,1g,0
131,"Pumpkin Swirl Frozen Chocolate, Large",,17g,175g,12g,163g,1g,420mg,25mg,900,12g,1g,0
132,"Pumpkin Swirl Frozen Chocolate, Medium",,13g,134g,9g,125g,1g,320mg,20mg,690,10g,1g,0
133,"Pumpkin Swirl Frozen Chocolate, Small",,10g,95g,6g,88g,1g,210mg,15mg,500,7g,1g,0
134,"Pumpkin Swirl Frozen Coffee with Cream, Large",,39g,192g,11g,183g,1g,330mg,115mg,1180,21g,2g,0
135,"Pumpkin Swirl Frozen Coffee with Cream, Medium",,30g,147g,8g,140g,1g,250mg,85mg,890,16g,2g,0
136,"Pumpkin Swirl Frozen Coffee with Cream, Small",,21g,103g,6g,98g,0g,170mg,60mg,630,12g,1.5g,0
137,"Pumpkin Swirl Frozen Coffee with Milk, Large",,11g,196g,11g,187g,1g,280mg,25mg,930,6g,1g,0
138,"Pumpkin Swirl Frozen Coffee with Milk, Medium",,9g,150g,9g,143g,1g,210mg,20mg,720,5g,1g,0
139,"Pumpkin Swirl Frozen Coffee with Milk, Small",,7g,105g,6g,99g,0g,140mg,15mg,510,4.5g,1g,0
140,"Pumpkin Swirl Frozen Coffee with Skim Milk, Large",,4.5g,196g,12g,187g,1g,280mg,10mg,880,3g,1g,0
141,"Pumpkin Swirl Frozen Coffee with Skim Milk, Medium",,4g,150g,9g,143g,1g,210mg,10mg,680,2.5g,1g,0
142,"Pumpkin Swirl Frozen Coffee with Skim Milk, Small",,4g,105g,6g,100g,0g,140mg,10mg,490,2.5g,1g,0
143,"Caramel Swirl Frozen Coffee with Cream, Large",,39g,199g,11g,190g,1g,250mg,120mg,1180,21g,2g,0
144,"Caramel Swirl Frozen Coffee with Cream, Medium",,30g,150g,8g,142g,1g,190mg,90mg,900,16g,2g,0
145,"Caramel Swirl Frozen Coffee with Cream, Small",,21g,104g,6g,99g,1g,130mg,60mg,630,12g,1.5g,0
146,"Caramel Swirl Frozen Coffee with Skim Milk, Large",,4.5g,203g,12g,194g,1g,200mg,15mg,900,3g,1g,0
147,"Caramel Swirl Frozen Coffee with Skim Milk, Medium",,4g,153g,9g,145g,1g,150mg,10mg,680,2.5g,1g,0
148,"Caramel Swirl Frozen Coffee with Skim Milk, Small",,4g,106g,6g,101g,1g,100mg,10mg,490,2.5g,1g,0
149,"Caramel Swirl Frozen Coffee with Whole Milk, Large",,10g,202g,11g,193g,1g,200mg,30mg,950,6g,1g,0
150,"Caramel Swirl Frozen Coffee with Whole Milk, Medium",,8g,152g,8g,145g,1g,150mg,25mg,720,5g,1g,0
151,"Caramel Swirl Frozen Coffee with Whole Milk, Small",,7g,106g,6g,100g,1g,100mg,15mg,510,4.5g,1g,0
152,"French Vanilla Swirl Frozen Coffee with Cream, Large",,39g,198g,11g,188g,1g,280mg,115mg,1180,21g,2g,0
153,"French Vanilla Swirl Frozen Coffee with Cream, Medium",,30g,149g,8g,141g,1g,210mg,90mg,890,16g,2g,0
154,"French Vanilla Swirl Frozen Coffee with Cream, Small",,21g,104g,6g,98g,0g,140mg,60mg,630,12g,2.5g,0
155,"French Vanilla Swirl Frozen Coffee with Skim Milk, Large",,4.5g,202g,11g,192g,1g,220mg,15mg,900,3g,1g,0
156,"French Vanilla Swirl Frozen Coffee with Skim Milk, Medium",,4g,152g,9g,144g,1g,170mg,10mg,680,2.5g,1g,0
157,"French Vanilla Swirl Frozen Coffee with Skim Milk, Small",,4g,106g,6g,100g,0g,115mg,10mg,490,2.5g,1g,0
158,"French Vanilla Swirl Frozen Coffee with Whole Milk, Large",,10g,202g,11g,192g,1g,230mg,30mg,950,6g,1g,0
159,"French Vanilla Swirl Frozen Coffee with Whole Milk, Medium",,8g,152g,8g,144g,1g,170mg,20mg,720,5g,1g,0
160,"French Vanilla Swirl Frozen Coffee with Whole Milk, Small",,7g,106g,6g,99g,0g,115mg,15mg,510,4.5g,1g,0
161,"Frozen Coffee with Cream, Large",,35g,128g,6g,123g,1g,130mg,120mg,840,22g,1g,0
162,"Frozen Coffee with Cream, Medium",,26g,96g,5g,92g,1g,95mg,90mg,630,16g,1g,0
163,"Frozen Coffee with Cream, Small",,18g,64g,3g,61g,0g,65mg,60mg,420,11g,0.5g,0
164,"Frozen Coffee with Skim Milk, Large",,0g,131g,8g,125g,1g,135mg,5mg,550,0g,0g,0
165,"Frozen Coffee with Skim Milk, Medium",,0g,98g,6g,94g,1g,100mg,5mg,420,0g,0g,0
166,"Frozen Coffee with Skim Milk, Small",,0g,65g,4g,63g,0g,65mg,0mg,280,0g,0g,0
167,"Frozen Coffee with Whole Milk, Large",,6g,130g,7g,125g,1g,135mg,20mg,600,3.5g,0g,0
168,"Frozen Coffee with Whole Milk, Medium",,4.5g,98g,5g,94g,1g,100mg,15mg,450,2.5g,0g,0
169,"Frozen Coffee with Whole Milk, Small",,3g,65g,4g,63g,0g,70mg,10mg,300,1.5g,0g,0
170,"Hazelnut Swirl Frozen Coffee with Cream, Large",,39g,199g,11g,188g,1g,280mg,115mg,1180,21g,2g,0
171,"Hazelnut Swirl Frozen Coffee with Cream, Medium",,30g,150g,8g,141g,1g,210mg,90mg,900,16g,2g,0
172,"Hazelnut Swirl Frozen Coffee with Cream, Small",,21g,104g,6g,98g,0g,140mg,60mg,630,12g,1.5g,0
173,"Hazelnut Swirl Frozen Coffee with Skim Milk, Large",,7g,203g,11g,192g,1g,220mg,15mg,900,15g,1g,0
174,"Hazelnut Swirl Frozen Coffee with Skim Milk, Medium",,6g,153g,9g,144g,1g,170mg,10mg,680,13g,1g,0
175,"Hazelnut Swirl Frozen Coffee with Skim Milk, Small",,6g,106g,6g,100g,0g,115mg,10mg,490,13g,1g,0
176,"Hazelnut Swirl Frozen Coffee with Whole Milk, Large",,10g,202g,11g,192g,1g,230mg,30mg,950,6g,1g,0
177,"Hazelnut Swirl Frozen Coffee with Whole Milk, Medium",,8g,152g,8g,144g,1g,170mg,20mg,720,5g,1g,0
178,"Hazelnut Swirl Frozen Coffee with Whole Milk, Small",,7g,106g,6g,99g,0g,115mg,15mg,510,4.5g,1g,0
179,"Mocha Swirl Frozen Coffee with Cream, Large",,40g,200g,10g,185g,4g,250mg,110mg,1190,22g,2g,0
180,"Mocha Swirl Frozen Coffee with Cream, Medium",,31g,151g,7g,140g,3g,190mg,85mg,900,17g,2g,0
181,"Mocha Swirl Frozen Coffee with Cream, Small",,22g,105g,5g,96g,2g,125mg,60mg,630,12g,1.5g,0
182,"Mocha Swirl Frozen Coffee with Skim Milk, Large",,6g,204g,11g,189g,4g,190mg,10mg,910,3.5g,1g,0
183,"Mocha Swirl Frozen Coffee with Skim Milk, Medium",,5g,154g,8g,143g,3g,150mg,5mg,690,3g,1g,0
184,"Mocha Swirl Frozen Coffee with Skim Milk, Small",,4.5g,107g,6g,98g,2g,100mg,5mg,490,3g,1g,0
185,"Mocha Swirl Frozen Coffee with Whole Milk, Large",,11g,203g,10g,189g,4g,200mg,25mg,960,7g,1g,0
186,"Mocha Swirl Frozen Coffee with Whole Milk, Medium",,9g,154g,8g,142g,3g,150mg,20mg,730,6g,1g,0
187,"Mocha Swirl Frozen Coffee with Whole Milk, Small",,7g,107g,5g,98g,2g,100mg,15mg,520,4.5g,1g,0
188,"Frozen Dunkaccino, Large",,21g,179g,11g,160g,4g,350mg,30mg,940,15g,1.5g,0
189,"Frozen Dunkaccino, Medium",,16g,135g,8g,121g,3g,260mg,20mg,720,12g,1g,0
190,"Frozen Dunkaccino, Small",,12g,94g,6g,84g,2g,180mg,15mg,510,9g,1g,0
191,"Frozen Vanilla Chai, Large",,14g,161g,9g,151g,0g,250mg,25mg,800,10g,0g,0
192,"Frozen Vanilla Chai, Medium",,10g,121g,7g,113g,0g,190mg,15mg,600,7g,0g,0
193,"Frozen Vanilla Chai, Small",,7g,80g,4g,76g,0g,125mg,10mg,400,5g,0g,0
194,Hash Browns,,8g,17g,2g,0g,2g,480mg,0mg,140,1g,0g,$1.29
195,"Americano, Large",,0g,2g,0g,2g,0g,35mg,0mg,15,0g,0g,0
196,"Americano, Medium",,0g,2g,0g,2g,0g,25mg,0mg,10,0g,0g,0
197,"Americano, Small",,0g,1g,0g,1g,0g,20mg,0mg,10,0g,0g,0
198,"Caramel Swirl Hot Cappuccino with Skim Milk, Large",,0g,64g,11g,62g,0g,140mg,10mg,310,0g,0g,0
199,"Caramel Swirl Hot Cappuccino with Skim Milk, Medium",,0g,48g,8g,47g,0g,105mg,5mg,230,0g,0g,0
200,"Caramel Swirl Hot Cappuccino with Skim Milk, Small",,0g,32g,6g,31g,0g,70mg,5mg,150,0g,0g,0
201,"Caramel Swirl Hot Cappuccino with Whole Milk, Large",,8g,64g,10g,62g,0g,150mg,30mg,370,4.5g,0g,0
202,"Caramel Swirl Hot Cappuccino with Whole Milk, Medium",,6g,48g,8g,46g,0g,110mg,20mg,280,3.5g,0g,0
203,"Caramel Swirl Hot Cappuccino with Whole Milk, Small",,4g,32g,5g,31g,0g,75mg,15mg,190,2.5g,0g,0
204,"French Vanilla Swirl Hot Cappuccino with Skim Milk, Large",,0g,64g,11g,60g,0g,170mg,10mg,300,0g,0g,0
205,"French Vanilla Swirl Hot Cappuccino with Skim Milk, Medium",,0g,48g,8g,45g,0g,130mg,5mg,230,0g,0g,0
206,"French Vanilla Swirl Hot Cappuccino with Skim Milk, Small",,0g,32g,5g,30g,0g,85mg,5mg,150,0g,0g,0
207,"French Vanilla Swirl Hot Cappuccino with Whole Milk, Large",,8g,63g,10g,60g,0g,170mg,30mg,370,4.5g,0g,0
208,"French Vanilla Swirl Hot Cappuccino with Whole Milk, Medium",,6g,48g,8g,45g,0g,130mg,20mg,280,3.5g,0g,0
209,"French Vanilla Swirl Hot Cappuccino with Whole Milk, Small",,4g,32g,5g,30g,0g,85mg,15mg,180,2.5g,0g,0
210,"Hazelnut Swirl Hot Cappuccino with Skim Milk, Large",,0g,64g,11g,60g,0g,170mg,10mg,300,0g,0g,0
211,"Hazelnut Swirl Hot Cappuccino with Skim Milk, Medium",,0g,48g,8g,45g,0g,130mg,5mg,230,0g,0g,0
212,"Hazelnut Swirl Hot Cappuccino with Skim Milk, Small",,0g,32g,5g,30g,0g,85mg,5mg,150,0g,0g,0
213,"Hazelnut Swirl Hot Cappuccino with Whole Milk, Large",,8g,64g,10g,60g,0g,170mg,30mg,370,4.5g,0g,0
214,"Hazelnut Swirl Hot Cappuccino with Whole Milk, Medium",,6g,48g,8g,45g,0g,130mg,20mg,280,3.5g,0g,0
215,"Hazelnut Swirl Hot Cappuccino with Whole Milk, Small",,4g,32g,5g,30g,0g,85mg,15mg,190,2.5g,0g,0
216,"Hot Cappuccino, Large",,8g,13g,8g,13g,0g,120mg,25mg,160,4.5g,0g,$3.69
217,"Hot Cappuccino, Medium",,6g,10g,6g,10g,0g,90mg,20mg,120,3.5g,0g,$3.19
218,"Hot Cappuccino, Small",,4g,7g,4g,7g,0g,70mg,15mg,80,2.5g,0g,$2.69
219,"Hot Cappuccino with Sugar, Large",,8g,48g,8g,48g,0g,120mg,25mg,290,4.5g,0g,0
220,"Hot Cappuccino with Sugar, Medium",,6g,36g,6g,36g,0g,90mg,20mg,220,3.5g,0g,0
221,"Hot Cappuccino with Sugar, Small",,4g,24g,4g,24g,0g,70mg,15mg,140,2.5g,0g,0
222,"Maple Pecan Swirl Hot Cappuccino with Skim Milk, Large",,0g,66g,11g,62g,0g,170mg,10mg,310,0g,0g,0
223,"Maple Pecan Swirl Hot Cappuccino with Skim Milk, Medium",,0g,49g,8g,47g,0g,130mg,5mg,230,0g,0g,0
224,"Maple Pecan Swirl Hot Cappuccino with Skim Milk, Small",,0g,33g,5g,31g,0g,85mg,5mg,160,0g,0g,0
225,"Maple Pecan Swirl Hot Cappuccino with Whole Milk, Large",,8g,65g,10g,62g,0g,180mg,30mg,380,4.5g,0g,0
226,"Maple Pecan Swirl Hot Cappuccino with Whole Milk, Medium",,6g,49g,8g,46g,0g,130mg,20mg,280,3.5g,0g,0
227,"Maple Pecan Swirl Hot Cappuccino with Whole Milk, Small",,4g,33g,5g,31g,0g,90mg,15mg,190,2.5g,0g,0
228,"Mocha Swirl Hot Cappuccino with Skim Milk, Large",,1g,63g,10g,57g,2g,140mg,5mg,300,0.5g,0g,0
229,"Mocha Swirl Hot Cappuccino with Skim Milk, Medium",,1g,47g,8g,43g,2g,105mg,5mg,230,0g,0g,0
230,"Mocha Swirl Hot Cappuccino with Skim Milk, Small",,0.5g,32g,5g,29g,1g,70mg,0mg,150,0g,0g,0
231,"Mocha Swirl Hot Cappuccino with Whole Milk, Large",,9g,63g,10g,57g,2g,140mg,25mg,370,5g,0g,0
232,"Mocha Swirl Hot Cappuccino with Whole Milk, Medium",,7g,47g,7g,43g,2g,105mg,20mg,280,4g,0g,0
233,"Mocha Swirl Hot Cappuccino with Whole Milk, Small",,4.5g,31g,5g,28g,1g,70mg,10mg,180,2.5g,0g,0
234,"Pumpkin Swirl Hot Cappuccino with Skim Milk, Large",,0g,62g,12g,60g,0g,230mg,5mg,300,0g,0g,0
235,"Pumpkin Swirl Hot Cappuccino with Skim Milk, Medium",,0g,47g,9g,45g,0g,170mg,5mg,230,0g,0g,0
236,"Pumpkin Swirl Hot Cappuccino with Skim Milk, Small",,0g,31g,6g,30g,0g,115mg,5mg,150,0g,0g,0
237,"Pumpkin Swirl Hot Cappuccino with Whole Milk, Large",,8g,62g,11g,60g,0g,230mg,25mg,370,5g,0g,0
238,"Pumpkin Swirl Hot Cappuccino with Whole Milk, Medium",,6g,46g,8g,45g,0g,170mg,20mg,280,3.5g,0g,0
239,"Pumpkin Swirl Hot Cappuccino with Whole Milk, Small",,4g,31g,5g,30g,0g,115mg,15mg,180,2.5g,0g,0
240,"Dunkaccino, Extra Large",,23g,80g,4g,58g,1g,510mg,10mg,540,19g,0g,0
241,"Dunkaccino, Large",,21g,73g,4g,53g,1g,470mg,10mg,490,17g,0g,$2.49
242,"Dunkaccino, Medium",,15g,52g,3g,38g,1g,340mg,5mg,350,12g,0g,$2.09
243,"Dunkaccino, Small",,10g,36g,2g,26g,0g,230mg,5mg,240,8g,0g,$1.69
244,"Mint Hot Chocolate, Extra Large",,16g,87g,3g,70g,3g,430mg,0mg,490,14g,0g,0
245,"Mint Hot Chocolate, Large",,13g,72g,3g,57g,3g,350mg,0mg,400,12g,0g,0
246,"Mint Hot Chocolate, Medium",,10g,52g,2g,42g,2g,260mg,0mg,300,9g,0g,0
247,"Mint Hot Chocolate, Small",,7g,36g,1g,29g,1g,180mg,0mg,210,6g,0g,0
248,"Oreo Hot Chocolate, Large",,10g,88g,6g,70g,3g,500mg,0mg,460,8g,0g,$2.35
249,"Oreo Hot Chocolate, Medium",,8g,66g,4g,53g,2g,380mg,0mg,350,6g,0g,$2.15
250,"Oreo Hot Chocolate, Small",,5g,44g,3g,35g,1g,250mg,0mg,230,4g,0g,$1.85
251,"Oreo Hot Chocolate, XLarge",,13g,110g,7g,88g,4g,630mg,0mg,580,10g,0g,$2.55
252,"Original Hot Chocolate, Extra Large",,15g,89g,4g,71g,3g,480mg,0mg,500,14g,0g,0
253,"Original Hot Chocolate, Large",,14g,82g,4g,65g,3g,440mg,0mg,460,13g,0g,0
254,"Original Hot Chocolate, Medium",,10g,59g,3g,46g,2g,320mg,0mg,330,9g,0g,0
255,"Original Hot Chocolate, Small",,7g,40g,2g,32g,2g,210mg,0mg,220,6g,0g,0
256,"Salted Caramel Hot Chocolate, Extra Large",,17g,87g,5g,69g,2g,750mg,0mg,510,15g,0g,0
257,"Salted Caramel Hot Chocolate, Large",,14g,71g,4g,57g,2g,620mg,0mg,420,13g,0g,0
258,"Salted Caramel Hot Chocolate, Medium",,10g,52g,3g,42g,1g,450mg,0mg,310,9g,0g,0
259,"Salted Caramel Hot Chocolate, Small",,7g,36g,2g,29g,1g,320mg,0mg,210,6g,0g,0
260,"Turbo Hot Chocolate, Large",,12g,71g,3g,55g,3g,380mg,0mg,400,11g,0g,0
261,"Turbo Hot Chocolate, Medium",,9g,51g,2g,39g,2g,270mg,0mg,280,8g,0g,0
262,"Turbo Hot Chocolate, Small",,6g,35g,2g,27g,1g,190mg,0mg,190,5g,0g,0
263,"Caramel Mocha Swirl Hot Coffee, Extra Large",,0g,66g,4g,60g,2g,50mg,5mg,280,0g,0g,0
264,"Caramel Mocha Swirl Hot Coffee, Large",,0g,53g,3g,48g,1g,40mg,0mg,230,0g,0g,0
265,"Caramel Mocha Swirl Hot Coffee, Medium",,0g,39g,2g,36g,1g,30mg,0mg,170,0g,0g,0
266,"Caramel Mocha Swirl Hot Coffee, Small",,0g,26g,2g,24g,1g,20mg,0mg,110,0g,0g,0
267,"Caramel Mocha Swirl Hot Coffee with Cream, Extra Large",,15g,68g,6g,60g,2g,80mg,55mg,430,9g,0g,0
268,"Caramel Mocha Swirl Hot Coffee with Cream, Large",,12g,55g,5g,48g,1g,65mg,40mg,340,7g,0g,0
269,"Caramel Mocha Swirl Hot Coffee with Cream, Medium",,9g,41g,3g,36g,1g,50mg,30mg,260,6g,0g,0
270,"Caramel Mocha Swirl Hot Coffee with Cream, Small",,6g,27g,2g,24g,1g,30mg,20mg,170,3.5g,0g,0
271,"Caramel Swirl Hot Coffee with Cream, Extra Large",,15g,66g,7g,61g,0g,150mg,55mg,420,9g,0g,0
272,"Caramel Swirl Hot Coffee with Cream, Large",,12g,53g,6g,49g,0g,120mg,45mg,340,7g,0g,0
273,"Caramel Swirl Hot Coffee with Cream, Medium",,9g,40g,4g,37g,0g,90mg,30mg,250,5g,0g,0
274,"Caramel Swirl Hot Coffee with Cream, Small",,6g,27g,3g,24g,0g,60mg,20mg,170,3.5g,0g,0
275,"French Vanilla Hot Coffee, Small",,0g,1g,0g,0g,0g,5mg,0mg,10,0g,0g,0
276,"French Vanilla Swirl Hot Coffee, Extra Large",,0g,65g,4g,60g,0g,90mg,5mg,280,0g,0g,0
277,"French Vanilla Swirl Hot Coffee, Large",,0g,53g,3g,49g,0g,75mg,5mg,230,0g,0g,0
278,"French Vanilla Swirl Hot Coffee, Medium",,0g,39g,2g,36g,0g,50mg,5mg,170,0g,0g,0
279,"French Vanilla Swirl Hot Coffee, Small",,0g,26g,2g,24g,0g,35mg,0mg,110,0g,0g,0
280,"French Vanilla Swirl Hot Coffee with Cream, Extra Large",,15g,68g,6g,60g,0g,115mg,55mg,430,9g,0g,0
281,"French Vanilla Swirl Hot Coffee with Cream, Large",,12g,54g,5g,48g,0g,95mg,45mg,340,7g,0g,0
282,"French Vanilla Swirl Hot Coffee with Cream, Medium",,9g,41g,4g,36g,0g,70mg,35mg,260,5g,0g,0
283,"French Vanilla Swirl Hot Coffee with Cream, Small",,6g,27g,2g,24g,0g,45mg,20mg,170,3.5g,0g,0
284,"Hazelnut Swirl Hot Coffee, Extra Large",,0g,66g,4g,60g,0g,90mg,5mg,280,0g,0g,0
285,"Hazelnut Swirl Hot Coffee, Large",,0g,53g,3g,48g,0g,70mg,5mg,230,0g,0g,0
286,"Hazelnut Swirl Hot Coffee, Medium",,0g,39g,2g,36g,0g,50mg,5mg,170,0g,0g,$6.19
287,"Hazelnut Swirl Hot Coffee, Small",,0g,26g,2g,24g,0g,35mg,0mg,110,0g,0g,0
288,"Hazelnut Swirl Hot Coffee with Cream, Extra Large",,15g,68g,6g,60g,0g,115mg,55mg,430,9g,0g,0
289,"Hazelnut Swirl Hot Coffee with Cream, Large",,12g,55g,5g,48g,0g,95mg,45mg,340,7g,0g,0
290,"Hazelnut Swirl Hot Coffee with Cream, Medium",,9g,41g,4g,36g,0g,70mg,35mg,260,5g,0g,0
291,"Hazelnut Swirl Hot Coffee with Cream, Small",,6g,27g,2g,24g,0g,45mg,20mg,170,3.5g,0g,0
292,"Hot Coffee, Extra Large",,0g,2g,1g,0g,0g,15mg,0mg,15,0g,0g,0
293,"Hot Coffee, Large",,0g,2g,1g,0g,0g,15mg,0mg,10,0g,0g,$3.69
294,"Hot Coffee, Medium",,0g,1g,1g,0g,0g,10mg,0mg,10,0g,0g,$3.99
295,"Hot Coffee, Small",,0g,1g,0g,0g,0g,5mg,0mg,5,0g,0g,$2.69
296,"Hot Coffee with Almond Milk, Extra Large",,1.5g,11g,1g,8g,1g,95mg,0mg,60,0g,0g,0
297,"Hot Coffee with Almond Milk, Large",,1g,8g,1g,6g,0g,75mg,0mg,45,0g,0g,0
298,"Hot Coffee with Almond Milk, Medium",,0.5g,6g,1g,4g,0g,50mg,0mg,30,0g,0g,0
299,"Hot Coffee with Almond Milk, Small",,0g,3g,1g,2g,0g,25mg,0mg,20,0g,0g,0
300,"Hot Coffee with Cream, Extra Large",,14g,5g,3g,0g,0g,45mg,50mg,160,9g,0g,0
301,"Hot Coffee with Cream, Large",,11g,4g,2g,0g,0g,35mg,40mg,120,7g,0g,0
302,"Hot Coffee with Cream, Medium",,9g,3g,2g,0g,0g,25mg,30mg,90,5g,0g,0
303,"Hot Coffee with Cream, Small",,6g,2g,1g,0g,0g,20mg,20mg,60,4g,0g,0
304,"Hot Coffee with Cream and Sugar, Extra Large",,14g,48g,3g,44g,0g,45mg,50mg,320,9g,0g,0
305,"Hot Coffee with Cream and Sugar, Large",,11g,39g,2g,35g,0g,35mg,40mg,260,7g,0g,0
306,"Hot Coffee with Cream and Sugar, Medium",,9g,29g,2g,26g,0g,25mg,30mg,190,5g,0g,$1.99
307,"Hot Coffee with Cream and Sugar, Small",,6g,19g,1g,17g,0g,20mg,20mg,120,4g,0g,0
308,"Hot Coffee with Milk, Extra Large",,2.5g,6g,3g,4g,0g,45mg,10mg,60,1.5g,0g,0
309,"Hot Coffee with Milk, Large",,2g,5g,3g,3g,0g,40mg,5mg,45,1g,0g,0
310,"Hot Coffee with Milk, Medium",,1.5g,3g,2g,2g,0g,30mg,5mg,35,1g,0g,0
311,"Hot Coffee with Milk, Small",,1g,2g,1g,1g,0g,20mg,5mg,25,1g,0g,0
312,"Hot Coffee with Milk and Sugar, Extra Large",,2.5g,49g,3g,47g,0g,45mg,10mg,230,1.5g,0g,0
313,"Hot Coffee with Milk and Sugar, Large",,2g,44g,3g,42g,0g,40mg,5mg,200,1g,0g,0
314,"Hot Coffee with Milk and Sugar, Medium",,1.5g,30g,2g,28g,0g,30mg,5mg,140,1g,0g,0
315,"Hot Coffee with Milk and Sugar, Small",,1g,20g,1g,19g,0g,20mg,5mg,80,1g,0g,0
316,"Hot Coffee with Skim Milk, Extra Large",,0g,6g,4g,4g,0g,45mg,0mg,40,0g,0g,0
