,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
197,American Chicken Club *Local Specialty* - Small Original Pan Slice,73.8g,8g,16g,7g,2g,1g,320mg,15mg,170,2.5g,0g,0
198,Badger Special *Local Specialty* - Small Original Pan Slice,67.9g,7g,16g,7g,2g,1g,320mg,15mg,160,3g,0g,0
199,BBQ Beef - Small Original Pan Slice,67.1g,6g,17g,7g,3g,1g,330mg,15mg,150,2.5g,0g,0
200,BBQ Chicken *Local Specialty* - Small Original Pan Slice,65.9g,5g,20g,7g,5g,1g,300mg,15mg,150,2g,0g,0
201,BBQ Lover's *Local Specialty* - Small Original Pan Slice,63.9g,7g,19g,6g,5g,1g,340mg,15mg,170,2.5g,0g,0
202,BLT *Local Specialty* - Small Original Pan Slice,65.3g,8g,15g,6g,1g,1g,260mg,15mg,160,2.5g,0g,0
203,Fiesta Taco (Beef) - Small Original Pan Slice,78.5g,8g,19g,6g,2g,2g,330mg,10mg,180,2.5g,0g,0
204,Fiesta Taco (Chicken) - Small Original Pan Slice,79.7g,7g,19g,7g,2g,2g,300mg,10mg,170,2g,0g,0
205,Garden Chicken *Local Specialty* - Small Original Pan Slice,70.6g,5g,16g,7g,2g,1g,290mg,10mg,140,2g,0g,0
206,Garden Fresh *Local Specialty* - Small Original Pan Slice,78.7g,5g,17g,5g,2g,1g,260mg,10mg,130,2g,0g,0
207,Hawaiian *Local Specialty* - Small Original Pan Slice,65.9g,5g,17g,6g,2g,1g,320mg,10mg,130,2g,0g,0
208,Hawaiian Luau - Small Original Pan Slice,63.1g,5g,16g,6g,2g,1g,300mg,10mg,140,2g,0g,$15.49
209,Ohio's Best *Local Specialty* - Small Original Pan Slice,78.6g,8g,16g,6g,2g,1g,340mg,15mg,160,3g,0g,0
210,Super Supreme - Small Original Pan Slice,82.7g,10g,16g,8g,2g,1g,420mg,20mg,180,3.5g,0g,0
211,Taco Pizza *Local Specialty* - Small Original Pan Slice,76.4g,7g,17g,7g,2g,2g,290mg,15mg,160,3g,0g,0
212,American Chicken Club *Local Specialty* - Small Hand Tossed Slice,71.8g,7g,17g,7g,1g,1g,270mg,15mg,160,2.5g,0g,0
213,Badger Special *Local Specialty* - Small Hand Tossed Slice,65.9g,6g,17g,6g,1g,1g,270mg,15mg,140,2.5g,0g,0
214,BBQ Beef - Small Hand Tossed Slice,65.8g,5g,18g,7g,2g,1g,290mg,15mg,140,2g,0g,0
215,BBQ Chicken *Local Specialty* - Small Hand Tossed Slice,63.9g,3.5g,20g,7g,4g,1g,260mg,15mg,140,1.5g,0g,0
216,BBQ Lover's *Local Specialty* - Small Hand Tossed Slice,61.9g,6g,20g,6g,4g,1g,290mg,15mg,160,2.5g,0g,0
217,BLT *Local Specialty* - Small Hand Tossed Slice,63.4g,7g,16g,5g,1g,1g,220mg,15mg,150,2.5g,0g,0
218,Fiesta Taco (Beef) - Small Hand Tossed Slice,76.6g,7g,20g,6g,1g,2g,280mg,10mg,170,2.5g,0g,0
219,Fiesta Taco (Chicken) - Small Hand Tossed Slice,77.7g,5g,20g,6g,1g,2g,250mg,10mg,150,1.5g,0g,0
220,Garden Chicken *Local Specialty* - Small Hand Tossed Slice,68.6g,3.5g,17g,6g,1g,1g,250mg,10mg,130,1.5g,0g,0
221,Garden Fresh *Local Specialty* - Small Hand Tossed Slice,76.7g,3.5g,18g,5g,1g,1g,220mg,10mg,120,1.5g,0g,0
222,Hawaiian *Local Specialty* - Small Hand Tossed Slice,63.4g,3g,17g,6g,2g,1g,270mg,10mg,120,1.5g,0g,0
223,Hawaiian Luau - Small Hand Tossed Slice,61.8g,4.5g,17g,6g,1g,1g,260mg,10mg,130,2g,0g,0
224,Ohio's Best *Local Specialty* - Small Hand Tossed Slice,76.6g,6g,17g,6g,1g,1g,300mg,15mg,150,2.5g,0g,0
225,Super Supreme - Small Hand Tossed Slice,81.4g,9g,17g,7g,1g,1g,380mg,20mg,170,3.5g,0g,0
226,Taco Pizza *Local Specialty* - Small Hand Tossed Slice,74.4g,5g,18g,6g,1g,2g,250mg,15mg,140,2.5g,0g,0
227,American Chicken Club *Local Specialty* - Small Thin 'N Crispy® Slice,62.6g,6g,14g,6g,2g,1g,290mg,15mg,140,2g,0g,0
228,Badger Special *Local Specialty* - Small Thin 'N Crispy® Slice,56.1g,5g,14g,6g,2g,1g,290mg,15mg,130,2.5g,0g,0
229,BBQ Beef - Small Thin 'N Crispy® Slice,54.5g,4.5g,15g,6g,3g,1g,300mg,15mg,120,2g,0g,0
230,BBQ Chicken *Local Specialty* - Small Thin 'N Crispy® Slice,53.3g,3g,17g,6g,5g,1g,270mg,15mg,120,1.5g,0g,0
231,BBQ Lover's *Local Specialty* - Small Thin 'N Crispy® Slice,51.3g,5g,17g,6g,5g,1g,310mg,15mg,140,2.5g,0g,0
232,BLT *Local Specialty* - Small Thin 'N Crispy® Slice,53.6g,6g,13g,5g,2g,1g,230mg,15mg,130,2g,0g,0
233,Fiesta Taco (Beef) - Small Thin 'N Crispy® Slice,67.3g,6g,17g,5g,2g,2g,300mg,10mg,150,2.5g,0g,0
234,Fiesta Taco (Chicken) - Small Thin 'N Crispy® Slice,68.5g,4.5g,17g,6g,2g,2g,270mg,10mg,130,1.5g,0g,0
235,Garden Chicken *Local Specialty* - Small Thin 'N Crispy® Slice,58.8g,3.5g,14g,6g,2g,1g,260mg,10mg,110,1.5g,0g,0
236,Garden Fresh *Local Specialty* - Small Thin 'N Crispy® Slice,66.9g,3g,14g,5g,2g,1g,230mg,10mg,100,1.5g,0g,0
237,Hawaiian *Local Specialty* - Small Thin 'N Crispy® Slice,55.6g,3g,15g,5g,3g,1g,290mg,10mg,100,1.5g,0g,0
238,Hawaiian Luau - Small Thin 'N Crispy® Slice,51.4g,3.5g,14g,5g,2g,1g,270mg,10mg,110,1.5g,0g,0
239,Italian Trio - Small Thin 'N Crispy® Slice,55.3g,6g,13g,6g,2g,1g,290mg,15mg,130,2.5g,0g,0
240,Ohio's Best *Local Specialty* - Small Thin 'N Crispy® Slice,69.4g,6g,14g,6g,2g,1g,320mg,15mg,130,2.5g,0g,0
241,Super Supreme - Small Thin 'N Crispy® Slice,72.7g,8g,14g,7g,2g,1g,390mg,20mg,150,3g,0g,0
242,Taco Pizza *Local Specialty* - Small Thin 'N Crispy® Slice,65.2g,5g,15g,6g,2g,2g,260mg,15mg,130,2.5g,0g,0
243,American Chicken Club *Local Specialty* - Medium Original Pan Slice,124.8g,15g,29g,11g,2g,2g,490mg,30mg,300,5g,0g,0
244,Badger Special *Local Specialty* - Medium Original Pan Slice,113.8g,12g,28g,11g,1g,2g,490mg,25mg,270,5g,0g,0
245,BBQ Beef - Medium Original Pan Slice,118.1g,12g,31g,12g,4g,2g,540mg,25mg,280,4.5g,0g,0
246,BBQ Chicken *Local Specialty* - Medium Original Pan Slice,111.1g,9g,33g,12g,6g,2g,470mg,30mg,260,3.5g,0g,0
247,BBQ Lover's *Local Specialty* - Medium Original Pan Slice,108.5g,12g,33g,11g,6g,2g,530mg,25mg,290,4.5g,0g,0
248,BLT *Local Specialty* - Medium Original Pan Slice,115.2g,15g,27g,10g,1g,2g,440mg,25mg,290,4.5g,0g,0
249,Fiesta Taco (Beef) - Medium Original Pan Slice,141.3g,14g,35g,11g,2g,4g,560mg,20mg,310,4.5g,0g,0
250,Fiesta Taco (Chicken) - Medium Original Pan Slice,142.3g,12g,35g,11g,2g,4g,510mg,20mg,290,3.5g,0g,0
251,Garden Chicken *Local Specialty* - Medium Original Pan Slice,118g,9g,29g,11g,1g,2g,440mg,20mg,240,3.5g,0g,0
252,Garden Fresh *Local Specialty* - Medium Original Pan Slice,129.1g,9g,29g,9g,2g,2g,400mg,15mg,240,3.5g,0g,0
253,Hawaiian *Local Specialty* - Medium Original Pan Slice,113.7g,9g,30g,10g,3g,2g,500mg,20mg,240,3.5g,0g,0
254,Hawaiian Luau - Medium Original Pan Slice,108.5g,10g,29g,10g,2g,2g,480mg,20mg,240,3.5g,0g,0
255,Ohio's Best *Local Specialty* - Medium Original Pan Slice,133.2g,14g,29g,11g,2g,2g,540mg,25mg,280,5g,0g,0
256,Super Supreme - Medium Original Pan Slice,139.4g,16g,29g,13g,2g,2g,670mg,35mg,310,6g,0g,0
257,Taco Pizza *Local Specialty* - Medium Original Pan Slice,146.7g,14g,32g,13g,2g,4g,560mg,30mg,310,6g,0g,0
258,American Chicken Club *Local Specialty* - Medium Hand Tossed Slice,113.7g,12g,26g,10g,2g,2g,430mg,25mg,260,4g,0g,0
259,Badger Special *Local Specialty* - Medium Hand Tossed Slice,102.5g,9g,26g,10g,1g,2g,420mg,25mg,230,4.5g,0g,0
260,BBQ Beef - Medium Hand Tossed Slice,107.5g,9g,29g,11g,4g,2g,480mg,25mg,240,4g,0g,0
261,BBQ Chicken *Local Specialty* - Medium Hand Tossed Slice,99.4g,6g,30g,11g,6g,2g,400mg,25mg,220,2.5g,0g,0
262,BBQ Lover's *Local Specialty* - Medium Hand Tossed Slice,97.1g,9g,30g,10g,6g,2g,470mg,25mg,240,4g,0g,0
263,BLT *Local Specialty* - Medium Hand Tossed Slice,104.1g,12g,25g,9g,1g,2g,380mg,25mg,250,4g,0g,0
264,Fiesta Taco (Beef) - Medium Hand Tossed Slice,131.7g,12g,33g,10g,2g,3g,500mg,20mg,280,4g,0g,0
265,Fiesta Taco (Chicken) - Medium Hand Tossed Slice,132.8g,9g,33g,11g,2g,3g,450mg,20mg,250,3g,0g,0
266,Garden Chicken *Local Specialty* - Medium Hand Tossed Slice,106.8g,6g,26g,10g,1g,2g,380mg,20mg,200,3g,0g,0
267,Garden Fresh *Local Specialty* - Medium Hand Tossed Slice,118g,6g,27g,8g,2g,2g,340mg,15mg,190,2.5g,0g,0
268,Hawaiian *Local Specialty* - Medium Hand Tossed Slice,103.5g,5g,27g,9g,3g,2g,450mg,15mg,190,2.5g,0g,0
269,Hawaiian Luau - Medium Hand Tossed Slice,98.6g,7g,27g,9g,2g,2g,420mg,20mg,210,3g,0g,0
270,Ohio's Best *Local Specialty* - Medium Hand Tossed Slice,123.3g,10g,27g,10g,2g,2g,480mg,25mg,240,4.5g,0g,0
271,Super Supreme - Medium Hand Tossed Slice,130.5g,14g,27g,12g,2g,2g,620mg,30mg,280,5g,0g,0
272,Taco Pizza *Local Specialty* - Medium Hand Tossed Slice,135.7g,11g,30g,12g,2g,3g,500mg,30mg,270,5g,0g,0
273,American Chicken Club *Local Specialty* - Medium Thin 'N Crispy® Slice,106.2g,12g,23g,10g,3g,2g,480mg,30mg,250,4g,0g,0
274,Badger Special *Local Specialty* - Medium Thin 'N Crispy® Slice,93.6g,9g,22g,10g,3g,2g,470mg,25mg,210,4.5g,0g,0
275,BBQ Beef - Medium Thin 'N Crispy® Slice,95.2g,9g,25g,11g,6g,2g,520mg,25mg,220,4g,0g,0
276,BBQ Chicken *Local Specialty* - Medium Thin 'N Crispy® Slice,88.2g,6g,27g,11g,7g,1g,450mg,25mg,200,3g,0g,0
277,BBQ Lover's *Local Specialty* - Medium Thin 'N Crispy® Slice,85.9g,9g,27g,10g,7g,1g,520mg,25mg,230,4g,0g,0
278,BLT *Local Specialty* - Medium Thin 'N Crispy® Slice,95.2g,12g,21g,9g,3g,1g,430mg,25mg,230,4g,0g,0
279,Fiesta Taco (Beef) - Medium Thin 'N Crispy® Slice,122.8g,11g,29g,9g,3g,3g,540mg,20mg,260,4g,0g,0
280,Fiesta Taco (Chicken) - Medium Thin 'N Crispy® Slice,123.8g,9g,29g,10g,3g,3g,500mg,20mg,240,3g,0g,0
281,Garden Chicken *Local Specialty* - Medium Thin 'N Crispy® Slice,97.9g,6g,23g,10g,3g,2g,430mg,20mg,190,3g,0g,0
282,Garden Fresh *Local Specialty* - Medium Thin 'N Crispy® Slice,109.1g,6g,24g,8g,4g,2g,390mg,15mg,180,3g,0g,0
283,Hawaiian *Local Specialty* - Medium Thin 'N Crispy® Slice,98.2g,5g,25g,9g,5g,2g,520mg,20mg,180,3g,0g,0
284,Hawaiian Luau - Medium Thin 'N Crispy® Slice,88.5g,7g,23g,9g,4g,2g,460mg,20mg,190,3g,0g,0
285,Ohio's Best *Local Specialty* - Medium Thin 'N Crispy® Slice,121.2g,11g,24g,10g,4g,2g,540mg,25mg,230,4.5g,0g,0
286,Super Supreme - Medium Thin 'N Crispy® Slice,125g,13g,24g,12g,3g,2g,670mg,35mg,260,6g,0g,0
287,Taco Pizza *Local Specialty* - Medium Thin 'N Crispy® Slice,128.2g,11g,27g,12g,3g,3g,550mg,30mg,250,5g,0g,0
288,American Chicken Club *Local Specialty* - Large Original Pan Slice,174.8g,24g,38g,17g,2g,2g,720mg,40mg,440,7g,0g,0
289,Badger Special *Local Specialty* - Large Original Pan Slice,158.3g,20g,37g,16g,2g,3g,710mg,35mg,390,7g,0g,0
290,BBQ Beef - Large Original Pan Slice,167.2g,19g,41g,18g,6g,3g,790mg,40mg,410,7g,0.5g,0
291,BBQ Chicken *Local Specialty* - Large Original Pan Slice,152g,15g,42g,18g,7g,2g,660mg,40mg,370,5g,0g,0
292,BBQ Lover's *Local Specialty* - Large Original Pan Slice,150.4g,20g,42g,16g,7g,2g,770mg,40mg,410,7g,0g,0
293,BLT *Local Specialty* - Large Original Pan Slice,160.5g,24g,35g,15g,1g,2g,650mg,35mg,420,7g,0g,0
294,Fiesta Taco (Beef) - Large Original Pan Slice,190.7g,22g,44g,15g,2g,4g,790mg,30mg,440,7g,0g,0
295,Fiesta Taco (Chicken) - Large Original Pan Slice,192.1g,18g,44g,16g,2g,4g,720mg,30mg,400,5g,0g,0
296,Garden Chicken *Local Specialty* - Large Original Pan Slice,163.3g,15g,38g,16g,2g,2g,640mg,30mg,350,5g,0g,0
297,Garden Fresh *Local Specialty* - Large Original Pan Slice,177.7g,15g,39g,14g,3g,3g,590mg,25mg,340,5g,0g,0
298,Hawaiian *Local Specialty* - Large Original Pan Slice,157.3g,14g,39g,15g,4g,2g,720mg,30mg,340,5g,0g,0
299,Hawaiian Luau - Large Original Pan Slice,151.8g,16g,38g,15g,3g,2g,700mg,30mg,350,6g,0g,0
300,Ohio's Best *Local Specialty* - Large Original Pan Slice,184.8g,21g,38g,16g,3g,3g,790mg,35mg,410,7g,0g,0
301,Super Supreme - Large Original Pan Slice,195.3g,26g,38g,19g,2g,3g,980mg,50mg,460,9g,0g,0
302,Taco Pizza *Local Specialty* - Large Original Pan Slice,200.5g,22g,42g,19g,2g,4g,800mg,40mg,440,9g,0.5g,0
303,American Chicken Club *Local Specialty* - Large Hand Tossed Slice,158.3g,18g,35g,15g,2g,3g,600mg,40mg,370,6g,0g,0
304,Badger Special *Local Specialty* - Large Hand Tossed Slice,141.2g,13g,34g,14g,2g,3g,590mg,35mg,310,6g,0g,0
305,BBQ Beef - Large Hand Tossed Slice,150.2g,13g,39g,16g,6g,3g,680mg,35mg,340,6g,0.5g,$15.49
306,BBQ Chicken *Local Specialty* - Large Hand Tossed Slice,133.9g,8g,40g,16g,7g,2g,540mg,35mg,290,4g,0g,0
307,BBQ Lover's *Local Specialty* - Large Hand Tossed Slice,132.3g,13g,40g,14g,7g,2g,650mg,35mg,330,6g,0g,0
308,BLT *Local Specialty* - Large Hand Tossed Slice,143.4g,18g,33g,13g,1g,2g,530mg,35mg,350,6g,0g,0
309,Fiesta Taco (Beef) - Large Hand Tossed Slice,176.4g,16g,42g,13g,2g,4g,680mg,25mg,360,6g,0g,0
310,Fiesta Taco (Chicken) - Large Hand Tossed Slice,177.8g,12g,42g,14g,2g,4g,610mg,25mg,330,4g,0g,0
311,Garden Chicken *Local Specialty* - Large Hand Tossed Slice,146.3g,9g,35g,14g,2g,3g,530mg,30mg,270,4g,0g,0
312,Garden Fresh *Local Specialty* - Large Hand Tossed Slice,160.8g,8g,36g,11g,3g,3g,470mg,20mg,260,4g,0g,0
313,Hawaiian *Local Specialty* - Large Hand Tossed Slice,142.5g,8g,36g,13g,4g,3g,620mg,25mg,270,4g,0g,0
314,Hawaiian Luau - Large Hand Tossed Slice,135.8g,10g,35g,13g,3g,3g,590mg,25mg,280,4.5g,0g,$15.49
315,Ohio's Best *Local Specialty* - Large Hand Tossed Slice,170.7g,15g,36g,14g,2g,3g,670mg,35mg,330,6g,0g,0
316,Super Supreme - Large Hand Tossed Slice,181.3g,20g,36g,17g,2g,3g,880mg,45mg,390,8g,0g,$16.49
317,Taco Pizza *Local Specialty* - Large Hand Tossed Slice,184g,16g,40g,17g,2g,5g,680mg,40mg,360,8g,0g,0
318,American Chicken Club *Local Specialty* - Large Thin 'N Crispy® Slice,146.2g,18g,31g,14g,4g,2g,670mg,40mg,350,6g,0g,0
319,Badger Special *Local Specialty* - Large Thin 'N Crispy® Slice,127.8g,13g,30g,14g,4g,2g,650mg,35mg,290,6g,0g,0
320,BBQ Beef - Large Thin 'N Crispy® Slice,133.8g,12g,34g,16g,8g,3g,740mg,40mg,310,6g,0.5g,$15.49
321,BBQ Chicken *Local Specialty* - Large Thin 'N Crispy® Slice,118.6g,8g,35g,15g,9g,2g,610mg,40mg,270,4g,0g,0
322,BBQ Lover's *Local Specialty* - Large Thin 'N Crispy® Slice,117g,13g,35g,14g,9g,2g,710mg,40mg,310,6g,0g,0
323,BLT *Local Specialty* - Large Thin 'N Crispy® Slice,130.1g,18g,28g,12g,3g,2g,600mg,35mg,330,6g,0g,0
324,Fiesta Taco (Beef) - Large Thin 'N Crispy® Slice,162.1g,15g,37g,13g,4g,4g,730mg,30mg,340,6g,0g,0
325,Fiesta Taco (Chicken) - Large Thin 'N Crispy® Slice,163.6g,11g,37g,14g,4g,4g,660mg,30mg,310,4g,0g,0
326,Garden Chicken *Local Specialty* - Large Thin 'N Crispy® Slice,133g,9g,31g,14g,4g,2g,590mg,30mg,250,4g,0g,0
327,Garden Fresh *Local Specialty* - Large Thin 'N Crispy® Slice,147.5g,8g,31g,11g,5g,3g,530mg,20mg,240,4g,0g,0
328,Hawaiian *Local Specialty* - Large Thin 'N Crispy® Slice,132.5g,8g,32g,13g,7g,2g,710mg,30mg,250,4g,0g,0
329,Hawaiian Luau - Large Thin 'N Crispy® Slice,121.4g,9g,31g,13g,5g,2g,650mg,30mg,260,4.5g,0g,$15.49
330,Ohio's Best *Local Specialty* - Large Thin 'N Crispy® Slice,163.2g,15g,31g,14g,5g,3g,750mg,35mg,310,6g,0g,0
331,Super Supreme - Large Thin 'N Crispy® Slice,170.7g,19g,31g,17g,5g,3g,940mg,50mg,360,8g,0g,$16.49
332,Taco Pizza *Local Specialty* - Large Thin 'N Crispy® Slice,171.9g,15g,35g,17g,4g,4g,740mg,40mg,340,8g,0.5g,$15.49
333,American Chicken Club *Local Specialty* - Large Original Stuffed Crust® Slice,172g,22g,37g,16g,2g,3g,760mg,50mg,410,8g,0g,0
334,Badger Special *Local Specialty* - Large Original Stuffed Crust® Slice,157.4g,17g,36g,16g,2g,3g,750mg,45mg,360,8g,0g,0
335,BBQ Beef - Large Original Stuffed Crust® Slice,164.6g,16g,40g,18g,6g,3g,830mg,50mg,380,8g,0.5g,$17.49
336,BBQ Chicken *Local Specialty* - Large Original Stuffed Crust® Slice,149.4g,12g,41g,17g,7g,2g,700mg,45mg,340,6g,0g,0
337,BBQ Lover's *Local Specialty* - Large Original Stuffed Crust® Slice,146.6g,16g,41g,16g,7g,2g,790mg,45mg,370,8g,0g,0
338,BLT *Local Specialty* - Large Original Stuffed Crust® Slice,157.8g,22g,34g,14g,2g,2g,690mg,45mg,390,8g,0g,0
339,Fiesta Taco (Beef) - Large Original Stuffed Crust® Slice,194.6g,20g,44g,16g,2g,4g,860mg,40mg,420,8g,0g,0
340,Fiesta Taco (Chicken) - Large Original Stuffed Crust® Slice,196g,16g,44g,17g,2g,4g,790mg,40mg,390,7g,0g,0
341,Garden Chicken *Local Specialty* - Large Original Stuffed Crust® Slice,161.2g,12g,37g,16g,2g,3g,680mg,40mg,320,6g,0g,0
342,Garden Fresh *Local Specialty* - Large Original Stuffed Crust® Slice,168.2g,12g,37g,13g,3g,3g,620mg,30mg,310,6g,0g,0
343,Hawaiian *Local Specialty* - Large Original Stuffed Crust® Slice,156.1g,12g,38g,15g,4g,2g,780mg,35mg,310,6g,0g,0
344,Hawaiian Luau - Large Original Stuffed Crust® Slice,149.1g,13g,36g,15g,3g,2g,740mg,35mg,320,6g,0g,$17.49
345,Ohio's Best *Local Specialty* - Large Original Stuffed Crust® Slice,181.8g,19g,37g,16g,3g,3g,820mg,45mg,380,8g,0g,0
346,Super Supreme - Large Original Stuffed Crust® Slice,192.4g,23g,37g,19g,3g,3g,1020mg,55mg,430,10g,0g,$18.49
347,Taco Pizza *Local Specialty* - Large Original Stuffed Crust® Slice,197.8g,19g,41g,19g,2g,5g,840mg,50mg,410,9g,0.5g,0
348,American Chicken Club *Local Specialty* - Rectangle Slice,122.5g,15g,30g,11g,2g,2g,510mg,25mg,300,4.5g,0g,0
349,Badger Special *Local Specialty* - Rectangle Slice,111.8g,12g,29g,11g,1g,2g,500mg,25mg,260,4.5g,0g,0
350,BBQ Beef - Rectangle,116.4g,11g,32g,12g,4g,2g,550mg,25mg,270,4g,0g,0
351,BBQ Chicken *Local Specialty* - Rectangle Slice,109.5g,8g,34g,12g,6g,2g,480mg,25mg,250,3g,0g,0
352,BBQ Lover's *Local Specialty* - Rectangle Slice,106.9g,11g,34g,11g,6g,2g,540mg,25mg,280,4g,0g,$15.49
353,BLT *Local Specialty* - Rectangle Slice,113.1g,14g,28g,10g,1g,2g,450mg,25mg,280,4.5g,0g,0
354,Fiesta Taco (Beef) - Rectangle,140.5g,14g,36g,11g,2g,4g,580mg,20mg,310,4.5g,0g,0
355,Fiesta Taco (Chicken) - Rectangle Slice,141.6g,11g,36g,11g,2g,4g,540mg,20mg,290,3.5g,0g,$15.49
356,Garden Chicken *Local Specialty* - Rectangle Slice,116.1g,9g,30g,11g,1g,2g,460mg,20mg,240,3g,0g,0
357,Garden Fresh *Local Specialty* - Rectangle Slice,127.3g,8g,30g,9g,2g,2g,420mg,15mg,230,3g,0g,0
358,Hawaiian *Local Specialty* - Rectangle Slice,111.9g,8g,30g,10g,3g,2g,520mg,20mg,230,3g,0g,0
359,Hawaiian Luau - Rectangle,106.4g,9g,30g,10g,2g,2g,490mg,20mg,240,3.5g,0g,0
360,Ohio's Best *Local Specialty* - Rectangle Slice,130g,13g,30g,11g,2g,3g,550mg,25mg,270,4.5g,0g,0
361,Super Supreme - Rectangle,136.6g,15g,30g,13g,2g,2g,680mg,30mg,310,6g,0g,0
362,Taco Pizza *Local Specialty* - Rectangle Slice,144.5g,13g,33g,13g,2g,4g,580mg,30mg,300,6g,0g,0
363,Cavatini Meat Lover's w/ Garlic Bread,,36g,112g,31g,14g,7g,1380mg,60mg,890,12g,1g,0
364,Cavatini Meat Sauce w/ Garlic Bread,,43g,115g,41g,14g,8g,1660mg,95mg,1020,19g,1.5g,0
365,Cavatini Supreme w/ Garlic Bread,,25g,113g,27g,15g,8g,1110mg,35mg,780,8g,0.5g,0
366,Cavatini Veggie Lover's w/ Garlic Bread,,10g,113g,21g,14g,7g,730mg,0mg,630,2.5g,0g,0
367,Chicken Milano Bake with Garlic Bread,,52g,64g,42g,5g,6g,1710mg,115mg,890,21g,1.5g,0
368,Creamy Chicken Alfredo Bake with Garlic Bread,,53g,62g,43g,5g,4g,2180mg,115mg,900,20g,1.5g,0
369,Meaty Marinara Bake with Garlic Bread,,38g,60g,32g,8g,4g,1500mg,85mg,710,17g,1.5g,0
370,Meaty Marinara Bake with Roasted Vegetables with Garlic Bread,,40g,64g,33g,9g,5g,1510mg,85mg,750,17g,1.5g,0
371,Sausage Italiano Bake with Garlic Bread,,49g,62g,37g,8g,4g,1780mg,110mg,830,21g,1.5g,0
372,Sausage Italiano Bake with Roasted Vegetables with Garlic Bread,,51g,65g,37g,9g,5g,1790mg,110mg,870,21g,2g,0
373,Sauteed Bacon Carbonara w/ Garlic Bread,,75g,97g,39g,6g,7g,1640mg,60mg,1220,19g,0.5g,0
374,Sauteed Chicken Alfredo w/ Garlic Bread,,64g,105g,43g,7g,7g,1500mg,65mg,1170,14g,0.5g,0
375,Sauteed Chicken Florentine w/ Garlic Bread,,64g,99g,41g,5g,7g,1620mg,65mg,1140,14g,0.5g,0
376,Sauteed Pomodoro Pasta w/ Garlic Bread *Local Specialty*,,31g,89g,31g,10g,6g,2080mg,45mg,770,6g,0g,0
377,Sauteed Sausage and Pepper Rustica with Garlic Bread,,48g,119g,32g,14g,17g,1880mg,45mg,1020,13g,0.5g,0
378,Sauteed Spaghetti with Alfredo w/ Garlic Bread,,62g,104g,31g,7g,6g,1220mg,25mg,1100,13g,0.5g,0
379,Sauteed Spaghetti with Marinara w/ Garlic Bread,,34g,114g,25g,12g,13g,1410mg,10mg,860,7g,0.5g,0
380,Sauteed Spaghetti with Meat Sauce w/ Garlic Bread,,43g,118g,33g,13g,14g,1710mg,35mg,980,10g,0.5g,0
381,Spaghetti and Meat Sauce with Garlic Bread,,43g,120g,39g,24g,6g,2220mg,80mg,1030,16g,2g,0
382,"Spaghetti with Marinara Sauce, Meatballs, and Mushrooms with Garlic Bread",,35g,125g,43g,27g,10g,1950mg,85mg,990,12g,1g,0
383,Spaghetti with Marinara Sauce and Meatballs with Garlic Bread,,35g,123g,42g,26g,10g,1950mg,85mg,980,12g,1g,0
384,Spaghetti with Marinara Sauce with Garlic Bread,,12g,115g,22g,24g,10g,1250mg,10mg,670,3.5g,0g,0
385,"Spaghetti with Meat Sauce, Meatballs, and Mushrooms with Garlic Bread",,66g,130g,60g,27g,6g,2920mg,155mg,1360,24g,2.5g,0
386,Spaghetti with Meat Sauce and Meatballs with Garlic Bread,,66g,128g,59g,26g,6g,2910mg,155mg,1350,24g,2.5g,0
387,Kid's Bone Out Wings (Garlic Parmesan) w/ Straight-Cut Fries,,51g,86g,19g,8g,4g,2040mg,40mg,880,9g,0g,0
388,Kid's Bone Out Wings (Naked) w/ Straight-Cut Fries,,36g,85g,17g,7g,4g,1730mg,30mg,730,7g,0g,0
389,Kid's Meatless Spaghetti w/ Garlic Bread,,12g,66g,14g,10g,6g,670mg,0mg,430,2.5g,0g,0
390,Kid's Meatless Spaghetti w/ Meatballs w/ Garlic Bread,,27g,71g,27g,12g,6g,1140mg,50mg,640,8g,0.5g,0
391,Kid's Spaghetti w/ Meat Sauce w/ Garlic Bread,,28g,68g,22g,10g,4g,1150mg,35mg,610,9g,1g,0
392,Kid's Spaghetti w/ Meat Sauce w/ Meatballs w/ Garlic Bread,,43g,73g,36g,12g,4g,1620mg,85mg,820,14g,1.5g,0
393,Kids Sauteed Spaghetti with Marinara w/ Garlic Bread,,28g,64g,14g,6g,7g,790mg,5mg,560,6g,0g,0
394,Kids Sauteed Spaghetti with Meat Sauce w/ Garlic Bread,,33g,64g,18g,6g,7g,950mg,20mg,620,7g,0.5g,0
395,"Alfredo Pasta (buffet, no chicken)",,139g,181g,69g,15g,14g,3420mg,120mg,2250,35g,1.5g,0
396,Cavatini Supreme (whole pan),,34g,197g,49g,29g,14g,1750mg,70mg,1290,12g,1g,0
397,Meaty Marinara (buffet),,111g,213g,93g,39g,15g,4430mg,205mg,2220,40g,4.5g,0
398,Tuscani® Creamy Chicken Alfredo Pasta,,57g,77g,42g,8g,6g,1850mg,95mg,990,16g,0.5g,$7.99
399,Tuscani® Meaty Marinara Pasta,,40g,88g,42g,18g,7g,1990mg,100mg,880,17g,2g,$7.99
400,Asian Salad w/o Dressing - Entree,,15g,24g,30g,9g,4g,830mg,80mg,330,3.5g,0g,0
401,Athenian Salad w/o Dressing - Entree,,29g,40g,36g,11g,6g,1540mg,115mg,560,9g,0g,0
