,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
402,BLT Salad w/o Dressing - Entree,,26g,26g,17g,5g,4g,870mg,45mg,400,9g,0g,0
403,Buffalo Chicken Salad *Local Specialty* w/o Dressing - Entree,,34g,75g,36g,8g,7g,2250mg,80mg,730,9g,0.5g,0
404,Chicken Caesar Salad no Dressing - Entree,,25g,27g,35g,5g,4g,1270mg,95mg,470,7g,0g,0
405,Chicken Garden Salad w/o Dressing - Entree,,17g,34g,30g,9g,5g,1030mg,80mg,390,4g,0g,0
406,Chopped Salad *Local Specialty* w/o Dressing - Entree,,11g,8g,24g,3g,4g,790mg,75mg,230,5g,0g,0
407,Classic Caesar Salad no Dressing - Shared,,7g,24g,7g,4g,4g,440mg,5mg,180,1.5g,0g,0
408,Crispy Chicken *Local Specialty* w/o Dressing - Entree,,40g,58g,39g,6g,7g,1580mg,95mg,740,12g,0.5g,0
409,Crispy Cobb Salad *Local Specialty* w/o Dressing - Entree,,45g,40g,36g,4g,6g,1410mg,95mg,700,13g,0.5g,0
410,Garden Salad no Dressing - Shared,,7g,31g,7g,8g,4g,420mg,5mg,210,2g,0g,0
411,Grilled Chicken Caesar *Local Specialty* w/o Dressing - Entree,,14g,27g,33g,5g,4g,1080mg,90mg,360,5g,0g,0
412,Grilled Chicken Garden *Local Specialty* w/o Dressing - Entree,,23g,31g,36g,7g,5g,1190mg,110mg,460,9g,0g,0
413,Harvest Salad w/o Dressing - Entree,,19g,48g,31g,22g,6g,1180mg,90mg,470,6g,0g,0
414,Hawaii Caesar Salad *Local Specialty* w/o Dressing - Entree,,2.5g,6g,4g,3g,3g,95mg,5mg,60,1g,0g,0
415,Hawaii Chicken Caesar Salad *Local Specialty* w/o Dressing - Entree,,4.5g,8g,19g,3g,3g,430mg,55mg,140,2g,0g,0
416,Hawaii Garden Salad *Local Specialty* w/o Dressing - Entree,,0.5g,11g,4g,5g,5g,15mg,0mg,50,0g,0g,0
417,Hawaii Garden Salad *Local Specialty* w/o Dressing - Side,,0g,3g,1g,1g,2g,5mg,0mg,15,0g,0g,0
418,Italian Garden Salad *Local Specialty* w/o Dressing - Entree,,19g,12g,14g,5g,5g,900mg,55mg,270,9g,0.5g,0
419,Side Classic Caesar Salad no Dressing,,4.5g,12g,5g,2g,2g,270mg,5mg,110,1.5g,0g,0
420,Side Garden Salad no Dressing,,4.5g,17g,5g,5g,3g,240mg,10mg,120,1.5g,0g,0
421,WingStreet® Buffalo Chicken Salad no Dressing,,32g,84g,34g,9g,7g,2640mg,75mg,750,8g,0g,0
422,WingStreet® Crispy Chicken Caesar Salad no Dressing,,73g,58g,37g,6g,6g,2260mg,85mg,1030,15g,0g,0
423,Zesty Italian Salad no Dressing - Entree,,22g,30g,16g,6g,5g,1150mg,45mg,370,7g,0g,0
424,Zesty Italian Tuscan Salad w/o Dressing - Shared,,22g,30g,16g,6g,5g,1150mg,45mg,370,7g,0g,0
425,1.5 oz Blue Cheese Marzetti Dressing Packet,,21g,2g,1g,1g,0g,430mg,25mg,200,4g,0g,0
426,1.5 oz Buttermilk Ranch Marzetti Dressing Packet,,22g,2g,0g,1g,0g,320mg,10mg,200,3.5g,0g,0
427,1.5 oz Fat Free Ranch Marzetti Dressing Packet,,0g,8g,0g,3g,1g,480mg,0mg,35,0g,0g,0
428,1.5 oz Honey French Marzetti Dressing Packet,,15g,13g,0g,12g,0g,290mg,0mg,190,2.5g,0g,0
429,1.5 oz Light Italian Marzetti Dressing Packet,,1g,2g,0g,2g,0g,720mg,0mg,15,0g,0g,0
430,1.5 oz Marzetti Royal Caesar Dressing Packet,,18g,2g,1g,1g,0g,400mg,10mg,180,3g,0g,0
431,1.5 oz Marzetti Thousand Island Dressing Packet,,21g,6g,0g,6g,0g,310mg,20mg,210,3g,0g,0
432,Balsamic Vinaigrette Dressing for Entree/Shared Salad,,21g,7g,0g,7g,0g,30mg,0mg,220,3g,0g,0
433,Balsamic Vinaigrette Dressing for Side/Small Salad,,10g,4g,0g,3g,0g,15mg,0mg,110,1.5g,0g,0
434,Blue Cheese Dressing Cup (Entree Salad),,48g,3g,2g,1g,0g,500mg,40mg,450,8g,0g,0
435,Blue Cheese Dressing Cup (Side Salad),,24g,1g,1g,1g,0g,250mg,20mg,220,4g,0g,0
436,Caesar Dressing Cup (Side Salad),,19g,3g,1g,1g,0g,430mg,10mg,180,3g,0g,0
437,Creamy Caesar Dressing for Entree/Shared Salad,,37g,5g,1g,2g,1g,850mg,15mg,360,6g,0g,0
438,Creamy Italian Dressing Cup (Side Salad),,18g,2g,0g,2g,0g,450mg,0mg,170,3g,0g,0
439,Creamy Italian Dressing for Entree/Shared Salad,,37g,4g,0g,3g,1g,910mg,0mg,350,6g,0g,0
440,French Dressing Cup (Side Salad),,12g,15g,0g,12g,0g,330mg,0mg,160,2g,0g,0
441,French Dressing for Entree/Shared Salad,,23g,29g,0g,24g,0g,650mg,0mg,330,3.5g,0g,0
442,General Tso's Dressing for Entree/Shared Salad,,0g,21g,0g,20g,0g,410mg,0mg,90,0g,0g,0
443,Light Italian Vinaigrette Dressing Cup (Side Salad),,6g,6g,0g,2g,0g,690mg,0mg,80,1g,0g,0
444,Light Italian Vinaigrette Dressing for Entree/Shared Salad,,11g,11g,0g,4g,0g,1370mg,0mg,150,1.5g,0g,0
445,Light Ranch Dressing Cup (Side Salad),,7g,1g,1g,1g,0g,330mg,20mg,80,1.5g,0g,0
446,Light Ranch Dressing for Entree/Shared Salad,,15g,3g,1g,2g,0g,670mg,35mg,150,3g,0g,0
447,Ranch Dressing Cup (Side Salad),,11g,2g,1g,2g,0g,290mg,10mg,110,2g,0g,0
448,Ranch Dressing for Entree/Shared Salad,,23g,4g,2g,4g,0g,570mg,15mg,230,3.5g,0g,0
449,Romano Dressing for Entree/Shared Salad,,33g,6g,2g,6g,0g,850mg,20mg,330,6g,0g,0
450,Sun-Dried Tomato Basil Dressing for Entree/Shared Salad,,31g,10g,2g,8g,1g,1020mg,20mg,330,5g,0g,0
451,Thousand Island Dressing Cup (Side Salad),,12g,7g,0g,6g,0g,260mg,10mg,140,2g,0g,0
452,Thousand Island Dressing for Entree/Shared Salad,,24g,14g,1g,11g,1g,520mg,20mg,270,4g,0g,0
453,Black Forest Ham & Cheese Diablo Sandwich w/ Potato Chips,,39g,89g,38g,10g,5g,2560mg,70mg,860,9g,0g,0
454,Black Forest Ham & Cheese Diablo Sandwich w/ Straight-Cut Fries,,53g,133g,39g,11g,7g,3360mg,70mg,1170,13g,0.5g,0
455,Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Potato Chips,,41g,89g,47g,11g,5g,2770mg,100mg,920,10g,0g,0
456,Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Straight-Cut Fries,,55g,133g,49g,12g,7g,3570mg,100mg,1240,13g,0.5g,0
457,Black Forest Ham & Cheese Sandwich w/ Potato Chips,,39g,88g,37g,10g,5g,2360mg,70mg,850,9g,0g,0
458,Black Forest Ham & Cheese Sandwich w/ Straight-Cut Fries,,53g,132g,39g,11g,7g,3170mg,70mg,1170,13g,0.5g,0
459,Meatball Sub Sandwich w/ Potato Chips,,56g,100g,50g,12g,6g,2890mg,130mg,1090,19g,1g,0
460,Meatball Sub Sandwich w/ Straight-Cut Fries,,70g,144g,51g,13g,9g,3690mg,130mg,1410,22g,1.5g,0
461,Roasted Turkey & Provolone Sandwich w/ Potato Chips,,39g,90g,38g,10g,4g,2380mg,65mg,850,9g,0g,0
462,Roasted Turkey & Provolone Sandwich w/ Straight-Cut Fries,,53g,134g,40g,11g,7g,3190mg,65mg,1160,13g,0.5g,0
463,Roasted Turkey & Provolone Sandwich with Bacon w/ Potato Chips,,45g,90g,41g,10g,4g,2500mg,75mg,920,12g,0g,0
464,Roasted Turkey & Provolone Sandwich with Bacon w/ Straight-Cut Fries,,59g,134g,43g,11g,7g,3300mg,80mg,1240,15g,0.5g,0
465,Steak & Cheese Hoagie w/ Potato Chips,,42g,89g,53g,9g,4g,2910mg,120mg,940,14g,1g,0
466,Steak & Cheese Hoagie w/ Straight-Cut Fries,,56g,133g,55g,10g,6g,3720mg,125mg,1260,17g,1g,0
467,Supremo Sandwich *Local Specialty* w/ Potato Chips,,53g,87g,55g,10g,4g,3270mg,140mg,1060,15g,1g,0
468,Supremo Sandwich *Local Specialty* w/ Straight-Cut Fries,,67g,131g,57g,11g,6g,4070mg,140mg,1370,18g,1g,0
469,Supremo Sandwich w/ Potato Chips,,50g,86g,44g,9g,4g,2920mg,100mg,970,14g,0.5g,0
470,Supremo Sandwich w/ Straight-Cut Fries,,64g,130g,46g,10g,6g,3720mg,100mg,1290,17g,1g,0
471,WingStreet® Buffalo Chicken Sandwich with Fries,,75g,179g,41g,10g,8g,4210mg,75mg,1550,13g,0.5g,0
472,"WingStreet® Chicken Parmesan Sandwich, Breadstick Dipping Sauce and Fries",,99g,171g,54g,18g,10g,4380mg,95mg,1790,22g,1g,0
473,WingStreet® Honey BBQ Sandwich with Fries,,78g,210g,44g,48g,8g,4100mg,80mg,1720,14g,0.5g,0
474,WingStreet® Honey BBQ with Bacon Sandwich with Fries,,94g,210g,51g,48g,8g,4490mg,100mg,1890,20g,0.5g,0
475,*Naked - Bone Out Wing,26.8g,4g,6g,5g,0g,0g,160mg,10mg,80,0.5g,0g,0
476,*Naked - Traditional Bone-In Wing,31.2g,4.5g,0g,9g,0g,0g,160mg,45mg,80,1g,0g,0
477,Buffalo Burnin' Hot Bone-Out Wing,,4g,9g,5g,1g,0g,340mg,10mg,90,1g,0g,0
478,Buffalo Burnin' Hot Traditional Bone-In Wing,,4.5g,5g,9g,1g,0g,390mg,45mg,100,1g,0g,0
479,Buffalo Medium Bone-Out Wing,,4g,9g,5g,1g,0g,330mg,10mg,90,1g,0g,0
480,Buffalo Medium Traditional Bone-In Wing,,4.5g,5g,9g,1g,0g,370mg,45mg,100,1g,0g,0
481,Buffalo Mild Bone-Out Wing,,4g,10g,5g,1g,0g,340mg,10mg,90,1g,0g,0
482,Buffalo Mild Traditional Bone-In Wing,,4.5g,5g,9g,1g,0g,380mg,45mg,100,1g,0g,0
483,Cajun Rub - Bone Out Wing (each),,4g,6g,5g,0g,0g,210mg,10mg,80,1g,0g,0
484,Cajun Rub - Traditional Bone-In Wing (each),,4.5g,1g,9g,0g,0g,220mg,45mg,80,1g,0g,0
485,Garlic Parmesan Bone-Out Wing,,9g,6g,5g,0g,0g,270mg,10mg,130,1.5g,0g,0
486,Garlic Parmesan Traditional Bone-In Wing,,11g,1g,10g,0g,0g,300mg,45mg,140,2.5g,0g,0
487,Hawaiian Teriyaki - Bone Out Wing (each),,4g,9g,5g,3g,0g,280mg,10mg,90,1g,0g,0
488,Hawaiian Teriyaki - Traditional Bone-In Wing (each),,4.5g,4g,10g,3g,0g,310mg,45mg,100,1g,0g,0
489,Honey BBQ Bone-Out Wing,,4g,11g,5g,4g,0g,220mg,10mg,100,1g,0g,0
490,Honey BBQ Traditional Bone-In Wing,,4.5g,7g,9g,5g,0g,230mg,45mg,110,1g,0g,0
491,Lemon Pepper Rub - Bone Out Wing (each),,4g,6g,5g,0g,0g,200mg,10mg,80,1g,0g,0
492,Lemon Pepper Rub - Traditional Bone-In Wing (each),,4.5g,1g,9g,0g,0g,200mg,45mg,80,1g,0g,0
493,Ranch Rub - Bone Out Wing (each),,4g,6g,5g,0g,0g,200mg,10mg,80,1g,0g,0
494,Ranch Rub - Traditional Bone-In Wing (each),,4.5g,1g,9g,0g,0g,200mg,45mg,80,1g,0g,0
495,Smoky Garlic - Bone Out Wing (each),,6g,9g,5g,2g,0g,220mg,10mg,110,1g,0g,0
496,Smoky Garlic - Traditional Bone-In Wing (each),,7g,5g,9g,3g,0g,230mg,45mg,120,1.5g,0g,0
497,Spicy Garlic - Bone Out Wing (each),,6g,8g,5g,0g,0g,290mg,10mg,110,1g,0g,0
498,Spicy Garlic - Traditional Bone-In Wing (each),,8g,3g,9g,1g,0g,330mg,45mg,120,2g,0g,0
499,Buffalo Burnin' Hot Sauce (per 1 Bone Out Wing),,0g,3g,0g,0g,0g,170mg,0mg,15,0g,0g,0
500,Buffalo Burnin' Hot Sauce (per 1 Traditional Wing),,0g,5g,0g,1g,0g,230mg,0mg,20,0g,0g,0
501,Buffalo Medium Sauce (per 1 Bone Out Wing),,0g,3g,0g,0g,0g,160mg,0mg,15,0g,0g,0
502,Buffalo Medium Sauce (per 1 Traditional Wing),,0g,4g,0g,1g,0g,220mg,0mg,20,0g,0g,0
503,Buffalo Mild Sauce (per 1 Bone Out Wing),,0g,3g,0g,0g,0g,170mg,0mg,15,0g,0g,0
504,Buffalo Mild Sauce (per 1 Traditional Wing),,0g,5g,0g,1g,0g,230mg,0mg,20,0g,0g,0
505,Cajun-Style Rub (per 1 Bone Out Wing),,0g,0g,0g,0g,0g,45mg,0mg,0,0g,0g,0
506,Cajun-Style Rub (per 1 Traditional Wing),,0g,0g,0g,0g,0g,60mg,0mg,0,0g,0g,0
507,Garlic Parmesan Sauce (per 1 Bone Out Wing),,5g,0g,0g,0g,0g,105mg,0mg,45,1g,0g,0
508,Garlic Parmesan Sauce (per 1 Traditional Wing),,7g,0g,1g,0g,0g,140mg,5mg,60,1g,0g,0
509,Hawaiian Teriyaki Sauce (per 1 Bone Out Wing),,0g,3g,0g,2g,0g,120mg,0mg,15,0g,0g,0
510,Hawaiian Teriyaki Sauce (per 1 Traditional Wing),,0g,4g,0g,3g,0g,160mg,0mg,15,0g,0g,0
511,Honey BBQ Sauce (per 1 Bone Out Wing),,0g,5g,0g,4g,0g,55mg,0mg,20,0g,0g,0
512,Honey BBQ Sauce (per 1 Traditional Wing),,0g,7g,0g,5g,0g,70mg,0mg,25,0g,0g,0
513,Lemon Pepper Rub (per 1 Bone Out Wing),,0g,0g,0g,0g,0g,35mg,0mg,0,0g,0g,0
514,Lemon Pepper Rub (per 1 Traditional Wing),,0g,0g,0g,0g,0g,50mg,0mg,0,0g,0g,0
515,Smoky Garlic Sauce (per 1 Bone Out Wing),,2g,3g,0g,2g,0g,55mg,0mg,30,0g,0g,0
516,Smoky Garlic Sauce (per 1 Traditional Wing),,2.5g,5g,0g,3g,0g,75mg,0mg,40,0g,0g,0
517,Spicy Garlic Sauce (per 1 Bone Out Wing),,2.5g,2g,0g,0g,0g,130mg,0mg,30,0g,0g,0
518,Spicy Garlic Sauce (per 1 Traditional Wing),,3g,2g,0g,0g,0g,170mg,0mg,40,0.5g,0g,0
519,Bacon Cheddar Fries w/ Ranch Dipping Cup,,99g,104g,29g,7g,9g,3750mg,80mg,1420,25g,1g,0
520,Bacon Cheesesticks (each),,9g,20g,8g,1g,1g,380mg,15mg,190,3.5g,0g,0
521,Baked Bone-Out Wing (1),,2g,4g,5g,0g,0g,180mg,15mg,60,0g,0g,0
522,Baked Cream Cheese Stuffed Jalpeno (1),,5g,10g,2g,1g,1g,220mg,5mg,100,2g,0g,0
523,Baked Mozzarella Cheese Stick (1),,4.5g,6g,3g,1g,0g,135mg,5mg,80,1.5g,0g,0
524,Baked Onion Rings w/ Ketchup,,25g,78g,8g,12g,3g,1290mg,0mg,560,3.5g,0g,0
525,Baked Quepapas w/ Ranch Dipping Cup,,44g,51g,13g,7g,5g,1430mg,35mg,650,12g,0.5g,0
526,Bakery-Style Breadsticks *Local Specialty* (each),,5g,22g,5g,1g,1g,380mg,0mg,150,1g,0g,0
527,Breadstick Appetizer Sampler *Local Specialty*,,38g,118g,30g,12g,7g,1940mg,25mg,930,11g,1g,0
528,Breadsticks,42g,4.5g,19g,4g,1g,1g,260mg,0mg,140,1g,0g,$4.29
529,Breadsticks with Extra Cheese (each),,10g,21g,10g,1g,1g,430mg,25mg,210,4.5g,0g,0
530,Bruschetta (1 piece),,19g,20g,8g,2g,2g,880mg,20mg,280,5g,0g,0
531,Buffalo Chicken Nachos,,50g,132g,37g,8g,10g,3260mg,80mg,1110,12g,1.5g,0
532,Cheese Sticks,54g,4.5g,20g,7g,1g,1g,330mg,10mg,150,2.5g,0g,$5.29
533,Cheesy Dip 'N Chips,,36g,78g,9g,6g,5g,1650mg,5mg,660,4.5g,1g,0
534,Fried Mozzarella Cheese Stick (1),,5g,7g,2g,1g,0g,200mg,10mg,80,2g,0g,$4.49
535,Fried Nacho Straight-Cut Fries,,77g,133g,24g,6g,9g,3370mg,65mg,1320,21g,1g,0
536,Fried Onion Rings w/ Ketchup,,50g,93g,10g,15g,0g,1870mg,0mg,860,9g,0g,0
537,Fried Quepapas w/ Ranch Dipping Cup,,46g,55g,13g,4g,5g,1680mg,30mg,690,11g,0g,0
538,Garlic Bread,,8g,15g,3g,0g,0g,240mg,0mg,140,2g,0g,$0.60
539,Garlic Bread with Cheese,,13g,16g,7g,0g,1g,390mg,20mg,210,5g,0g,0
540,Garlic Cheesesticks (each),,7g,21g,7g,1g,1g,350mg,10mg,180,3g,0g,0
541,Lay's Classic Potato Chips,,10g,15g,2g,0g,1g,180mg,0mg,150,1g,0g,0
542,Old Fashioned Breadsticks *Local Specialty* 1/8 Medium (each),,5g,26g,8g,0g,1g,310mg,15mg,180,2.5g,0g,$12.49
543,Old Fashioned Breadsticks *Local Specialty* 1/10 Large (each),,6g,27g,9g,0g,1g,370mg,15mg,200,3g,0g,$15.49
544,"Sampler Platter *Local Specialty* Full Order w/ Marinara, Ranch and Honey Mustard Cups",,153g,204g,53g,28g,15g,4650mg,135mg,2400,42g,2g,0
545,"Sampler Platter *Local Specialty* Half Order w/ Marinara, Ranch and Honey Mustard Cups",,95g,114g,28g,23g,9g,2840mg,80mg,1430,24g,1g,0
546,Saucy BBQ Wing (1),,3.5g,2g,5g,1g,0g,230mg,30mg,60,1g,0g,$0.60
547,Saucy Buffalo Wing (1),,3.5g,1g,5g,0g,0g,260mg,30mg,60,1g,0g,0
548,Stuffed Garlic Knot (1),,2.5g,10g,3g,1g,1g,170mg,5mg,80,1g,0g,0
549,Stuffed Pizza Roller (1),,10g,27g,9g,1g,1g,520mg,25mg,230,4.5g,0g,$1.49
550,Twisty Cheese Stick (each),,14g,59g,14g,1g,3g,660mg,20mg,430,5g,0g,0
551,WingStreet® Fries with Ketchup,156g,24g,67g,4g,7g,3g,1230mg,0mg,500,4.5g,0g,0
552,WingStreet Straight-Cut Fries w/ Cajun Style Seasoning w/ Ketchup,,24g,69g,4g,7g,4g,1600mg,0mg,510,4.5g,0g,0
553,WingStreet Straight-Cut Fries w/ Lemon Pepper Seasoning w/ Ketchup,,24g,69g,4g,8g,4g,1520mg,0mg,510,4.5g,0g,0
554,Barbeque Dipping Sauce (3 oz),85g,0g,51g,1g,39g,1g,540mg,0mg,210,0g,0g,0
555,Blue Cheese Dipping Sauce,43g,23g,2g,1g,2g,0g,380mg,20mg,220,4g,0g,0
556,Buffalo Dipping Sauce (3 oz),85g,0g,35g,0g,5g,0g,1710mg,0mg,140,0g,0g,0
557,Buffalo Ranch Dipping Sauce (3 oz) (Limited Time),,30g,3g,1g,2g,1g,1480mg,20mg,290,4.5g,0g,0
558,Cheese Dipping Sauce (3 oz) (Limited Time),,20g,11g,6g,7g,0g,1230mg,25mg,250,11g,0.5g,0
559,Extra Pizza BBQ Dipping Sauce,51.7g,1g,31g,1g,24g,1g,320mg,0mg,120,1g,1g,0
560,Extra Pizza Buffalo Dipping Sauce,50g,1g,21g,1g,4g,1g,990mg,0mg,80,1g,1g,0
561,Garlic Dipping Sauce,,10g,3g,0g,0g,1g,270mg,0mg,100,2g,0g,0
562,Heinz Dip and Squeeze Ketchup,,0g,8g,0g,6g,0g,250mg,0mg,30,0g,0g,0
563,Honey Mustard Dipping Cup (1.5 oz),,18g,11g,1g,9g,0g,280mg,10mg,200,2.5g,0g,0
564,Marinara Dipping Cup (2 oz),,0g,6g,1g,4g,1g,190mg,0mg,30,0g,0g,0
565,Marinara Dipping Sauce,85g,0g,9g,1g,6g,2g,290mg,0mg,45,0g,0g,0
566,Nacho Cheese Sauce Dipping Cup (2 oz),,6g,7g,1g,2g,0g,330mg,0mg,90,1g,0g,0
567,Nacho Cheese Sauce Souffle Cup (3 oz),,10g,10g,1g,3g,0g,500mg,5mg,130,1g,0g,0
568,Ranch Dipping Sauce,43g,22g,2g,0g,2g,0g,400mg,10mg,210,3.5g,0g,$0.60
569,Ranch Dressing Dipping Cup (2 oz),,18g,3g,2g,3g,0g,450mg,15mg,180,3g,0g,0
570,Broccoli & Cheese Soup with Crackers (Bowl),,37g,35g,15g,6g,2g,2060mg,80mg,530,18g,1g,0
571,Broccoli & Cheese Soup with Crackers (Cup),,19g,20g,8g,3g,1g,1050mg,40mg,280,9g,0.5g,0
572,Creamy Tomato Basil Soup with Crackers (Bowl),,23g,37g,9g,17g,4g,1800mg,40mg,390,9g,0.5g,0
573,Creamy Tomato Basil Soup with Crackers (Cup),,12g,21g,5g,9g,2g,920mg,20mg,210,4.5g,0g,0
574,Loaded Baked Potato Soup with Crackers (Bowl),,40g,41g,21g,7g,3g,1810mg,95mg,600,19g,1g,0
575,Loaded Baked Potato Soup with Crackers (Cup),,21g,23g,11g,4g,1g,930mg,45mg,320,10g,0.5g,0
576,Diet Pepsi® (2 L),,0g,0g,0g,0g,0g,200mg,0mg,0,0g,0g,$2.99
577,Diet Pepsi® (20 fl oz),567g,0g,0g,0g,0g,0g,60mg,0mg,0,0g,0g,0
578,Mist Twst® (2 L),,0g,218g,0g,218g,0g,200mg,0mg,840,0g,0g,0
579,Mist Twst® (20 fl oz),567g,0g,65g,0g,65g,0g,55mg,0mg,240,0g,0g,0
580,Mountain Dew® (2 L),,0g,257g,0g,257g,0g,340mg,0mg,950,0g,0g,$2.99
581,Mountain Dew® (20 fl oz),567g,0g,77g,0g,77g,0g,105mg,0mg,290,0g,0g,0
582,Pepsi® (2 L),,0g,229g,0g,229g,0g,170mg,0mg,840,0g,0g,$2.99
583,Pepsi® (20 fl oz),567g,0g,69g,0g,69g,0g,55mg,0mg,250,0g,0g,0
584,Apple Dessert Pizza,,4g,50g,4g,25g,2g,190mg,5mg,250,1.5g,0g,0
585,Blueberry Dessert Pizza,,4g,46g,4g,21g,2g,190mg,5mg,230,1.5g,0g,0
586,Cherry Dessert Pizza,,4g,47g,4g,22g,2g,190mg,5mg,240,1.5g,0g,0
587,"Cinnabon Mini Rolls, 1 roll (10 rolls per order)",26g,3g,12g,2g,6g,0g,15mg,0mg,80,1.5g,0g,0
588,Cinnamon Stick,47g,2.5g,13g,2g,4g,0g,100mg,0mg,80,0g,0g,$4.49
589,Cinnamon Sticks White Icing Dipping Cup (2 oz),57g,0g,44g,0g,38g,1g,5mg,0mg,180,0g,0g,0
590,Fried Apple Pie,,9g,22g,1g,12g,1g,100mg,0mg,170,2.5g,0g,
591,HERSHEY'S® Triple Chocolate Brownie (1/6th square),,16g,56g,5g,37g,3g,135mg,30mg,380,5g,0g,$5.99
592,Hot Cinnamon Apple Pie Caramel Sauce (3 oz),,1.5g,63g,1g,47g,0g,160mg,5mg,270,1g,0g,0
593,"Individual (4"") HERSHEY'S¨ Chocolate Chip Cookie (each)",,14g,45g,3g,27g,1g,140mg,15mg,300,6g,0g,0
594,Individual Chocolate Chip Cookie (1.25 oz) *Local Specialty* (each),,8g,23g,2g,16g,1g,90mg,10mg,170,4.5g,0g,0
595,New York Style Cheesecake,,57g,69g,14g,53g,2g,750mg,290mg,840,32g,2.5g,0
596,New York Style Cheesecake with Apple Sauce,,57g,108g,14g,86g,3g,760mg,290mg,990,32g,2.5g,0
597,New York Style Cheesecake with Blueberry Sauce,,57g,100g,14g,77g,4g,760mg,290mg,960,32g,2.5g,0
598,New York Style Cheesecake with Caramel Sauce,,57g,90g,14g,69g,2g,800mg,290mg,930,32g,2.5g,0
599,New York Style Cheesecake with Cherry Sauce,,57g,101g,15g,80g,3g,760mg,290mg,970,32g,2.5g,0
600,The Ultimate HERSHEY'S® Chocolate Chip Cookie,41g,9g,26g,2g,18g,1g,95mg,10mg,200,4.5g,0g,$5.49
601,The Ultimate HERSHEY'S® Chocolate Chip Cookie (1/6th slice),,12g,35g,3g,25g,1g,125mg,15mg,260,6g,0g,0
602,"Beer, Light",,0g,6g,1g,0g,0g,15mg,0mg,100,0g,0g,0
603,"Beer, Regular",,0g,13g,2g,0g,0g,15mg,0mg,150,0g,0g,0
604,Bud Light,,0g,7g,1g,0g,0g,15mg,0mg,110,0g,0g,0
605,Budweiser,,0g,11g,1g,0g,0g,15mg,0mg,150,0g,0g,0
606,Busch Light,,0g,3g,1g,0g,0g,15mg,0mg,100,0g,0g,0
607,Coors,,0g,11g,1g,0g,0g,15mg,0mg,150,0g,0g,0
608,Coors Lite,,0g,5g,1g,0g,0g,10mg,0mg,100,0g,0g,0
609,Corona Extra,,0g,14g,1g,0g,0g,20mg,0mg,150,0g,0g,0
610,Dessert/Sweet Wine,,0g,24g,0g,14g,0g,15mg,0mg,280,0g,0g,0
611,Domestic Beer,,0g,13g,2g,0g,0g,15mg,0mg,150,0g,0g,0
612,Dos Equis Lager,,0g,12g,0g,0g,0g,15mg,0mg,150,0g,0g,$11.99
613,Heineken,,0g,12g,0g,0g,0g,15mg,0mg,150,0g,0g,0
614,Michelob Ultra,,0g,3g,1g,0g,0g,15mg,0mg,100,0g,0g,0
615,Miller,,0g,13g,1g,0g,0g,10mg,0mg,140,0g,0g,0
616,Miller Lite,,0g,3g,1g,0g,0g,5mg,0mg,100,0g,0g,0
617,Premium Beer,,0g,13g,2g,0g,0g,15mg,0mg,150,0g,0g,$1.79
618,Red Wine,,0g,5g,0g,1g,0g,10mg,0mg,150,0g,0g,0
619,Shiner,,0g,13g,2g,0g,0g,15mg,0mg,150,0g,0g,0
620,Sparkling Wine,,0g,5g,0g,3g,0g,5mg,0mg,160,0g,0g,0
621,Tecate,,0g,13g,2g,0g,0g,15mg,0mg,150,0g,0g,$0.60
622,White Wine,,0g,5g,0g,2g,0g,10mg,0mg,150,0g,0g,$3.49
623,Yuengling,,0g,12g,1g,0g,0g,15mg,0mg,140,0g,0g,0
624,Ziegenbock,,0g,11g,1g,0g,0g,15mg,0mg,150,0g,0g,0
625,Cheese,41g,7g,2g,7g,1g,1g,230mg,25mg,100,4.5g,0g,0
626,Cheese,28.9g,5g,2g,5g,1g,1g,160mg,20mg,70,3g,0g,0
627,Cheese,28.9g,5g,2g,5g,1g,1g,160mg,20mg,70,3g,0g,0
628,Cheese,33.1g,6g,2g,6g,1g,1g,190mg,20mg,80,3.5g,0g,0
629,Cheese,33.1g,6g,2g,6g,1g,1g,190mg,20mg,80,3.5g,0g,0
630,Cheese,19.8g,3.5g,1g,4g,0g,0g,110mg,15mg,50,2g,0g,0
631,Cheese,22.8g,4g,1g,4g,0g,0g,130mg,15mg,60,2.5g,0g,0
632,Cheese,22.8g,4g,1g,4g,0g,0g,130mg,15mg,60,2.5g,0g,0
633,Cheese,19.8g,3.5g,1g,4g,0g,0g,110mg,15mg,50,2g,0g,0
634,Cheese,12.8g,2.5g,1g,2g,0g,0g,70mg,10mg,30,1.5g,0g,0
635,Cheese,19.8g,3.5g,1g,4g,0g,0g,110mg,15mg,50,2g,0g,0
636,Cheese,11.5g,2g,1g,2g,0g,0g,65mg,10mg,30,1.5g,0g,0
637,"18"" Hand Tossed Crust",95.7g,3g,43g,8g,0g,2g,260mg,0mg,230,0.5g,0g,0
638,"18"" Hand Tossed Crust",95.7g,3g,43g,8g,0g,2g,260mg,0mg,230,0.5g,0g,0
639,Udi's® Gluten-Free Crust,19.7g,1g,12g,1g,1g,0g,85mg,0mg,60,0g,0g,$9.99
640,Hand Tossed Crust (Large),65.6g,2g,30g,5g,0g,1g,180mg,0mg,160,0g,0g,$15.49
