,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
38,"8"" Extra Small Hand Tossed Cheese Only Pizza, Double Cheese",50g,9g,4g,8g,0g,1g,420mg,35mg,130,5g,0g,0
39,"8"" Extra Small Hand Tossed Cheese Only Pizza, Extra Cheese",50g,9g,4g,8g,0g,1g,420mg,35mg,130,5g,0g,0
40,"8"" Extra Small Hand Tossed Cheese Only Pizza, Light Cheese",19g,3.5g,1g,3g,0g,0g,160mg,15mg,50,2g,0g,0
41,"8"" Extra Small Hand Tossed Cheese Only Pizza, Regular Cheese",35g,6g,3g,6g,0g,0g,300mg,25mg,90,4g,0g,0
42,"8"" Extra Small Hand Tossed Pizza, Alfredo Sauce",14g,3g,1g,1g,0g,0g,85mg,10mg,35,2g,0g,0
43,"8"" Extra Small Hand Tossed Pizza, American Cheese",14g,4.5g,1g,3g,1g,0g,250mg,15mg,50,2.5g,0g,0
44,"8"" Extra Small Hand Tossed Pizza, Anchovies",14g,1.5g,0g,4g,0g,0g,520mg,10mg,30,0g,0g,0
45,"8"" Extra Small Hand Tossed Pizza, Bacon",14g,5g,1g,4g,1g,0g,300mg,20mg,70,2g,0g,0
46,"8"" Extra Small Hand Tossed Pizza, BBQ Sauce",14g,0g,6g,0g,5g,0g,90mg,0mg,25,0g,0g,0
47,"8"" Extra Small Hand Tossed Pizza, Beef",21g,5g,0g,4g,0g,0g,160mg,15mg,60,2g,0g,0
48,"8"" Extra Small Hand Tossed Pizza, Black Olives",14g,2g,1g,0g,0g,0g,115mg,0mg,25,0g,0g,0
49,"8"" Extra Small Hand Tossed Pizza, Cheddar",7g,2.5g,0g,2g,0g,0g,45mg,5mg,30,1.5g,0g,0
50,"8"" Extra Small Hand Tossed Pizza, Chicken Grilled",21g,1g,1g,5g,0g,0g,115mg,15mg,30,0g,0g,0
51,"8"" Extra Small Hand Tossed Pizza, Chorizo",21g,1.5g,1g,6g,0g,0g,170mg,20mg,40,0g,0g,0
52,"8"" Extra Small Hand Tossed Pizza, Crust",94g,7g,42g,7g,1g,1g,290mg,0mg,260,1.5g,0g,0
53,"8"" Extra Small Hand Tossed Pizza, Diced Tomatoes",21g,0g,1g,0g,0g,0g,65mg,0mg,5,0g,0g,0
54,"8"" Extra Small Hand Tossed Pizza, Double Cheese",50g,9g,4g,8g,0g,1g,420mg,35mg,130,5g,0g,0
55,"8"" Extra Small Hand Tossed Pizza, Extra Cheese",37g,7g,3g,6g,0g,0g,310mg,25mg,100,4g,0g,0
56,"8"" Extra Small Hand Tossed Pizza, Feta Cheese",7g,1g,0g,2g,0g,0g,85mg,5mg,15,0.5g,0g,0
57,"8"" Extra Small Hand Tossed Pizza, Garlic",7g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
58,"8"" Extra Small Hand Tossed Pizza, Garlic Parm (White Sauce)",14g,7g,1g,0g,0g,0g,135mg,5mg,60,1g,0g,0
59,"8"" Extra Small Hand Tossed Pizza, Green Chile Peppers",14g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
60,"8"" Extra Small Hand Tossed Pizza, Green Olive",14g,2g,1g,0g,0g,0g,230mg,0mg,25,0g,0g,0
61,"8"" Extra Small Hand Tossed Pizza, Green Peppers",14g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
62,"8"" Extra Small Hand Tossed Pizza, Ham",14g,1g,0g,2g,0g,0g,200mg,5mg,20,0g,0g,0
63,"8"" Extra Small Hand Tossed Pizza, Hearty Marinara Sauce",21g,0g,3g,1g,2g,1g,150mg,0mg,15,0g,0g,0
64,"8"" Extra Small Hand Tossed Pizza, Hot Banana Peppers",14g,0g,1g,0g,0g,0g,230mg,0mg,5,0g,0g,0
65,"8"" Extra Small Hand Tossed Pizza, Hot Sauce",7g,0g,0g,0g,0g,0g,250mg,0mg,0,0g,0g,0
66,"8"" Extra Small Hand Tossed Pizza, Jalapeno",14g,0g,1g,0g,0g,0g,240mg,0mg,5,0g,0g,0
67,"8"" Extra Small Hand Tossed Pizza, Light Cheese",19g,3.5g,1g,3g,0g,0g,160mg,15mg,50,2g,0g,0
68,"8"" Extra Small Hand Tossed Pizza, Mushrooms",21g,0g,1g,1g,0g,0g,0mg,0mg,5,0g,0g,0
69,"8"" Extra Small Hand Tossed Pizza, Onions",14g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
70,"8"" Extra Small Hand Tossed Pizza, Pepperoni",11g,4g,0g,2g,0g,0g,200mg,10mg,50,1.5g,0g,0
71,"8"" Extra Small Hand Tossed Pizza, Philly Meat",14g,1g,1g,2g,0g,0g,160mg,5mg,20,0g,0g,0
72,"8"" Extra Small Hand Tossed Pizza, Pineapple",21g,0g,4g,0g,3g,0g,0mg,0mg,15,0g,0g,0
73,"8"" Extra Small Hand Tossed Pizza, Pizza Sauce",21g,0g,2g,0g,2g,0g,115mg,0mg,10,0g,0g,0
74,"8"" Extra Small Hand Tossed Pizza, Provolone",7g,1.5g,0g,1g,0g,0g,60mg,5mg,25,1g,0g,0
75,"8"" Extra Small Hand Tossed Pizza, Regular Cheese",25g,4.5g,2g,4g,0g,0g,210mg,15mg,60,2.5g,0g,0
76,"8"" Extra Small Hand Tossed Pizza, Roasted Red Pepper",14g,0g,1g,0g,1g,0g,40mg,0mg,5,0g,0g,0
77,"8"" Extra Small Hand Tossed Pizza, Salami",9g,3g,0g,2g,0g,0g,170mg,10mg,35,1g,0g,0
78,"8"" Extra Small Hand Tossed Pizza, Sausage",21g,8g,0g,3g,0g,0g,135mg,10mg,80,2.5g,0g,0
79,"8"" Extra Small Hand Tossed Pizza, Shredded Parmesan",7g,2g,0g,2g,0g,0g,55mg,5mg,30,1.5g,0g,0
80,"8"" Extra Small Hand Tossed Pizza, Spinach",14g,0g,1g,0g,0g,0g,10mg,0mg,5,0g,0g,0
81,"10"" Small Hand Tossed Cheese Only Pizza, Double Cheese",33g,6g,3g,6g,0g,0g,280mg,25mg,90,3.5g,0g,0
82,"10"" Small Hand Tossed Cheese Only Pizza, Extra Cheese",33g,6g,3g,6g,0g,0g,280mg,25mg,90,3.5g,0g,0
83,"10"" Small Hand Tossed Cheese Only Pizza, Light Cheese",12g,2g,1g,2g,0g,0g,100mg,10mg,30,1.5g,0g,0
84,"10"" Small Hand Tossed Cheese Only Pizza, Regular Cheese",24g,4g,2g,4g,0g,0g,200mg,15mg,60,2.5g,0g,0
85,"10"" Small Hand Tossed Pizza, Alfredo Sauce",7g,1.5g,0g,0g,0g,0g,45mg,5mg,15,1g,0g,0
86,"10"" Small Hand Tossed Pizza, American Cheese",9g,3g,1g,2g,0g,0g,170mg,10mg,35,2g,0g,0
87,"10"" Small Hand Tossed Pizza, Anchovies",4.5g,0g,0g,1g,0g,0g,170mg,5mg,10,0g,0g,0
88,"10"" Small Hand Tossed Pizza, Bacon",9g,3.5g,1g,3g,0g,0g,200mg,15mg,45,1g,0g,0
89,"10"" Small Hand Tossed Pizza, BBQ Sauce",7g,0g,3g,0g,2g,0g,45mg,0mg,10,0g,0g,0
90,"10"" Small Hand Tossed Pizza, Beef",12g,3g,0g,2g,0g,0g,85mg,10mg,35,1g,0g,0
91,"10"" Small Hand Tossed Pizza, Black Olives",7g,1g,0g,0g,0g,0g,60mg,0mg,10,0g,0g,0
92,"10"" Small Hand Tossed Pizza, Cheddar",5g,1.5g,0g,1g,0g,0g,30mg,5mg,20,1g,0g,0
93,"10"" Small Hand Tossed Pizza, Chicken Grilled",12g,0.5g,0g,3g,0g,0g,65mg,10mg,20,0g,0g,0
94,"10"" Small Hand Tossed Pizza, Chorizo",12g,0.5g,0g,3g,0g,0g,90mg,10mg,20,0g,0g,0
95,"10"" Small Hand Tossed Pizza, Crust",49g,3g,22g,4g,1g,1g,140mg,0mg,130,0.5g,0g,0
96,"10"" Small Hand Tossed Pizza, Diced Tomatoes",12g,0g,0g,0g,0g,0g,35mg,0mg,0,0g,0g,0
97,"10"" Small Hand Tossed Pizza, Double Cheese",33g,6g,3g,6g,0g,0g,280mg,25mg,90,3.5g,0g,0
98,"10"" Small Hand Tossed Pizza, Extra Cheese",24g,4g,2g,4g,0g,0g,200mg,15mg,60,2.5g,0g,0
99,"10"" Small Hand Tossed Pizza, Feta Cheese",4.5g,0.5g,0g,1g,0g,0g,60mg,5mg,10,0g,0g,0
100,"10"" Small Hand Tossed Pizza, Garlic",3.5g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
101,"10"" Small Hand Tossed Pizza, Garlic Parm (White Sauce)",7g,3.5g,0g,0g,0g,0g,65mg,0mg,30,0.5g,0g,0
102,"10"" Small Hand Tossed Pizza, Green Olive",7g,1g,0g,0g,0g,0g,115mg,0mg,10,0g,0g,0
103,"10"" Small Hand Tossed Pizza, Ham",8g,0g,0g,1g,0g,0g,115mg,5mg,10,0g,0g,0
104,"10"" Small Hand Tossed Pizza, Hearty Marinara Sauce",14g,0g,2g,0g,1g,0g,100mg,0mg,10,0g,0g,0
105,"10"" Small Hand Tossed Pizza, Hot Banana Peppers",7g,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g,0
106,"10"" Small Hand Tossed Pizza, Hot Sauce",4.5g,0g,0g,0g,0g,0g,170mg,0mg,0,0g,0g,0
107,"10"" Small Hand Tossed Pizza, Jalapeno",7g,0g,0g,0g,0g,0g,120mg,0mg,0,0g,0g,0
108,"10"" Small Hand Tossed Pizza, Light Cheese",12g,2g,1g,2g,0g,0g,100mg,10mg,30,1.5g,0g,0
109,"10"" Small Hand Tossed Pizza, Mushrooms",12g,0g,0g,0g,0g,0g,0mg,0mg,5,0g,0g,0
110,"10"" Small Hand Tossed Pizza, Onions",7g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
111,"10"" Small Hand Tossed Pizza, Pepperoni",6g,2.5g,0g,1g,0g,0g,115mg,5mg,25,1g,0g,0
112,"10"" Small Hand Tossed Pizza, Philly Meat",9g,1g,0g,1g,0g,0g,110mg,5mg,15,0g,0g,0
113,"10"" Small Hand Tossed Pizza, Pineapple",12g,0g,2g,0g,2g,0g,0mg,0mg,10,0g,0g,0
114,"10"" Small Hand Tossed Pizza, Pizza Sauce",14g,0g,2g,0g,1g,0g,75mg,0mg,10,0g,0g,0
115,"10"" Small Hand Tossed Pizza, Provolone",4.5g,1g,0g,1g,0g,0g,40mg,5mg,15,0.5g,0g,0
116,"10"" Small Hand Tossed Pizza, Regular Cheese",17g,3g,1g,3g,0g,0g,140mg,10mg,45,2g,0g,0
117,"10"" Small Hand Tossed Pizza, Roasted Red Pepper",7g,0g,0g,0g,0g,0g,20mg,0mg,0,0g,0g,0
118,"10"" Small Hand Tossed Pizza, Salami",6g,2g,0g,1g,0g,0g,115mg,5mg,25,0.5g,0g,0
119,"10"" Small Hand Tossed Pizza, Sausage",12g,4.5g,0g,2g,0g,0g,75mg,5mg,45,1.5g,0g,0
120,"10"" Small Hand Tossed Pizza, Shredded Parmesan",4.5g,1.5g,0g,1g,0g,0g,40mg,5mg,20,1g,0g,0
121,"10"" Small Hand Tossed Pizza, Spinach",7g,0g,0g,0g,0g,0g,5mg,0mg,0,0g,0g,0
122,"10"" Small Gluten Free Cheese Only Pizza, Double Cheese",66g,12g,5g,11g,0g,1g,550mg,45mg,170,7g,0g,0
123,"10"" Small Gluten Free Cheese Only Pizza, Extra Cheese",66g,12g,5g,11g,0g,1g,550mg,45mg,170,7g,0g,0
124,"10"" Small Gluten Free Cheese Only Pizza, Light Cheese",24g,4g,2g,4g,0g,0g,200mg,15mg,60,2.5g,0g,0
125,"10"" Small Gluten Free Cheese Only Pizza, Regular Cheese",47g,8g,4g,8g,0g,1g,400mg,35mg,120,5g,0g,0
126,"10"" Small Gluten Free Pizza, Alfredo Sauce",14g,3g,1g,1g,0g,0g,85mg,10mg,35,2g,0g,0
127,"10"" Small Gluten Free Pizza, American Cheese",19g,6g,2g,3g,1g,0g,340mg,15mg,70,3.5g,0g,0
128,"10"" Small Gluten Free Pizza, Anchovies",9g,1g,0g,3g,0g,0g,350mg,10mg,20,0g,0g,0
129,"10"" Small Gluten Free Pizza, Bacon",19g,7g,2g,5g,1g,0g,400mg,25mg,90,2.5g,0g,0
130,"10"" Small Gluten Free Pizza, BBQ Sauce",14g,0g,6g,0g,5g,0g,90mg,0mg,25,0g,0g,0
131,"10"" Small Gluten Free Pizza, Beef",24g,6g,0g,4g,0g,0g,170mg,15mg,70,2.5g,0g,0
132,"10"" Small Gluten Free Pizza, Black Olives",14g,2g,1g,0g,0g,0g,115mg,0mg,25,0g,0g,0
133,"10"" Small Gluten Free Pizza, Cheddar",9g,3g,0g,2g,0g,0g,60mg,10mg,40,2g,0g,0
134,"10"" Small Gluten Free Pizza, Chicken Grilled",24g,1g,1g,5g,0g,0g,130mg,15mg,35,0g,0g,0
135,"10"" Small Gluten Free Pizza, Chorizo",24g,1.5g,1g,7g,0g,0g,180mg,20mg,45,0g,0g,0
136,"10"" Small Gluten Free Pizza, Crust",60g,1.5g,28g,2g,3g,1g,140mg,0mg,130,0g,0g,$14.99
137,"10"" Small Gluten Free Pizza, Diced Tomatoes",24g,0g,1g,0g,1g,0g,75mg,0mg,5,0g,0g,0
138,"10"" Small Gluten Free Pizza, Double Cheese",66g,12g,5g,11g,0g,1g,550mg,45mg,170,7g,0g,0
139,"10"" Small Gluten Free Pizza, Extra Cheese",47g,8g,4g,8g,0g,1g,400mg,35mg,120,5g,0g,0
140,"10"" Small Gluten Free Pizza, Feta Cheese",9g,1.5g,1g,2g,0g,0g,115mg,5mg,25,1g,0g,0
141,"10"" Small Gluten Free Pizza, Garlic",7g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
142,"10"" Small Gluten Free Pizza, Garlic Parm (White Sauce)",14g,7g,1g,0g,0g,0g,135mg,5mg,60,1g,0g,0
143,"10"" Small Gluten Free Pizza, Green Chile Peppers",14g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
144,"10"" Small Gluten Free Pizza, Green Olive",14g,2g,1g,0g,0g,0g,230mg,0mg,25,0g,0g,0
145,"10"" Small Gluten Free Pizza, Green Peppers",14g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
146,"10"" Small Gluten Free Pizza, Ham",16g,1g,0g,2g,0g,0g,230mg,5mg,20,0g,0g,0
147,"10"" Small Gluten Free Pizza, Hearty Marinara Sauce",28g,0g,3g,1g,2g,1g,200mg,0mg,20,0g,0g,0
148,"10"" Small Gluten Free Pizza, Hot Banana Peppers",14g,0g,1g,0g,0g,0g,230mg,0mg,5,0g,0g,0
149,"10"" Small Gluten Free Pizza, Hot Sauce",9g,0g,0g,0g,0g,0g,330mg,0mg,0,0g,0g,0
150,"10"" Small Gluten Free Pizza, Jalapeno",14g,0g,1g,0g,0g,0g,240mg,0mg,5,0g,0g,0
151,"10"" Small Gluten Free Pizza, Light Cheese",24g,4g,2g,4g,0g,0g,200mg,15mg,60,2.5g,0g,0
152,"10"" Small Gluten Free Pizza, Mushrooms",24g,0g,1g,1g,0g,0g,0mg,0mg,5,0g,0g,0
153,"10"" Small Gluten Free Pizza, Onions",14g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
154,"10"" Small Gluten Free Pizza, Pepperoni",12g,4.5g,0g,2g,0g,0g,230mg,10mg,50,1.5g,0g,0
155,"10"" Small Gluten Free Pizza, Philly Meat",19g,1.5g,1g,3g,0g,0g,220mg,10mg,30,0.5g,0g,0
156,"10"" Small Gluten Free Pizza, Pineapple",24g,0g,4g,0g,4g,0g,0mg,0mg,15,0g,0g,$5.99
157,"10"" Small Gluten Free Pizza, Pizza Sauce",28g,0g,3g,1g,2g,1g,150mg,0mg,15,0g,0g,0
158,"10"" Small Gluten Free Pizza, Provolone",9g,2g,1g,2g,0g,0g,80mg,10mg,30,1.5g,0g,0
159,"10"" Small Gluten Free Pizza, Regular Cheese",33g,6g,3g,6g,0g,0g,280mg,25mg,90,3.5g,0g,0
160,"10"" Small Gluten Free Pizza, Roasted Red Pepper",14g,0g,1g,0g,1g,0g,40mg,0mg,5,0g,0g,0
161,"10"" Small Gluten Free Pizza, Salami",13g,4g,0g,3g,0g,0g,230mg,10mg,50,1.5g,0g,0
162,"10"" Small Gluten Free Pizza, Sausage",24g,9g,0g,3g,0g,0g,150mg,10mg,90,3g,0g,0
163,"10"" Small Gluten Free Pizza, Shredded Parmesan",9g,2.5g,1g,3g,0g,0g,75mg,10mg,40,1.5g,0g,0
164,"10"" Small Gluten Free Pizza, Spinach",14g,0g,1g,0g,0g,0g,10mg,0mg,5,0g,0g,0
165,"10"" Crunchy Thin Crust Cheese Only Pizza, Double Cheese",50g,9g,4g,8g,0g,1g,420mg,35mg,130,5g,0g,0
166,"10"" Crunchy Thin Crust Cheese Only Pizza, Extra Cheese",50g,9g,4g,8g,0g,1g,420mg,35mg,130,5g,0g,0
167,"10"" Crunchy Thin Crust Cheese Only Pizza, Light Cheese",18g,3g,1g,3g,0g,0g,150mg,10mg,45,2g,0g,0
168,"10"" Crunchy Thin Crust Cheese Only Pizza, Regular Cheese",35g,6g,3g,6g,0g,0g,300mg,25mg,90,4g,0g,0
169,"10"" Crunchy Thin Crust Pizza, Alfredo Sauce",11g,2.5g,1g,1g,0g,0g,65mg,5mg,25,1.5g,0g,0
170,"10"" Crunchy Thin Crust Pizza, American Cheese",14g,4.5g,1g,3g,1g,0g,250mg,15mg,50,2.5g,0g,0
171,"10"" Crunchy Thin Crust Pizza, Anchovies",7g,0.5g,0g,2g,0g,0g,260mg,5mg,15,0g,0g,0
172,"10"" Crunchy Thin Crust Pizza, Bacon",14g,5g,1g,4g,1g,0g,300mg,20mg,70,2g,0g,0
173,"10"" Crunchy Thin Crust Pizza, BBQ Sauce",11g,0g,4g,0g,4g,0g,70mg,0mg,20,0g,0g,0
174,"10"" Crunchy Thin Crust Pizza, Beef",18g,4.5g,0g,3g,0g,0g,130mg,10mg,50,1.5g,0g,0
175,"10"" Crunchy Thin Crust Pizza, Black Olives",11g,1.5g,1g,0g,0g,0g,85mg,0mg,15,0g,0g,0
176,"10"" Crunchy Thin Crust Pizza, Cheddar",7g,2.5g,0g,2g,0g,0g,45mg,5mg,30,1.5g,0g,0
177,"10"" Crunchy Thin Crust Pizza, Chicken Grilled",18g,1g,1g,4g,0g,0g,95mg,10mg,25,0g,0g,0
178,"10"" Crunchy Thin Crust Pizza, Chorizo",18g,1g,0g,5g,0g,0g,140mg,15mg,35,0g,0g,0
179,"10"" Crunchy Thin Crust Pizza, Crust",32g,4.5g,15g,2g,0g,1g,40mg,0mg,110,0.5g,0g,0
180,"10"" Crunchy Thin Crust Pizza, Diced Tomatoes",18g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g,0
181,"10"" Crunchy Thin Crust Pizza, Double Cheese",50g,9g,4g,8g,0g,1g,420mg,35mg,130,5g,0g,0
182,"10"" Crunchy Thin Crust Pizza, Extra Cheese",35g,6g,3g,6g,0g,0g,300mg,25mg,90,4g,0g,0
183,"10"" Crunchy Thin Crust Pizza, Feta Cheese",7g,1g,0g,2g,0g,0g,85mg,5mg,15,0.5g,0g,0
184,"10"" Crunchy Thin Crust Pizza, Garlic",5g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
185,"10"" Crunchy Thin Crust Pizza, Garlic Parm (White Sauce)",11g,5g,1g,0g,0g,0g,100mg,5mg,50,1g,0g,0
186,"10"" Crunchy Thin Crust Pizza, Green Olive",11g,1.5g,1g,0g,0g,0g,180mg,0mg,20,0g,0g,0
187,"10"" Crunchy Thin Crust Pizza, Ham",12g,0.5g,0g,2g,0g,0g,170mg,5mg,15,0g,0g,$9.99
188,"10"" Crunchy Thin Crust Pizza, Hearty Marinara Sauce",21g,0g,3g,1g,2g,1g,150mg,0mg,15,0g,0g,0
189,"10"" Crunchy Thin Crust Pizza, Hot Banana Peppers",11g,0g,1g,0g,0g,0g,180mg,0mg,0,0g,0g,0
190,"10"" Crunchy Thin Crust Pizza, Hot Sauce",7g,0g,0g,0g,0g,0g,250mg,0mg,0,0g,0g,0
191,"10"" Crunchy Thin Crust Pizza, Jalapeno",11g,0g,0g,0g,0g,0g,180mg,0mg,0,0g,0g,0
192,"10"" Crunchy Thin Crust Pizza, Light Cheese",18g,3g,1g,3g,0g,0g,150mg,10mg,45,2g,0g,0
193,"10"" Crunchy Thin Crust Pizza, Mushrooms",18g,0g,1g,1g,0g,0g,0mg,0mg,5,0g,0g,0
194,"10"" Crunchy Thin Crust Pizza, Onions",11g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
195,"10"" Crunchy Thin Crust Pizza, Pepperoni",9g,3.5g,0g,2g,0g,0g,170mg,10mg,40,1.5g,0g,0
196,"10"" Crunchy Thin Crust Pizza, Philly Meat",14g,1g,1g,2g,0g,0g,160mg,5mg,20,0g,0g,0
197,"10"" Crunchy Thin Crust Pizza, Pineapple",18g,0g,3g,0g,3g,0g,0mg,0mg,10,0g,0g,0
198,"10"" Crunchy Thin Crust Pizza, Pizza Sauce",21g,0g,2g,0g,2g,0g,115mg,0mg,10,0g,0g,0
199,"10"" Crunchy Thin Crust Pizza, Provolone",7g,1.5g,0g,1g,0g,0g,60mg,5mg,25,1g,0g,0
200,"10"" Crunchy Thin Crust Pizza, Regular Cheese",25g,4.5g,2g,4g,0g,0g,210mg,15mg,60,2.5g,0g,0
201,"10"" Crunchy Thin Crust Pizza, Roasted Red Pepper",11g,0g,1g,0g,0g,0g,30mg,0mg,5,0g,0g,0
202,"10"" Crunchy Thin Crust Pizza, Salami",9g,3g,0g,2g,0g,0g,170mg,10mg,35,1g,0g,$5.99
203,"10"" Crunchy Thin Crust Pizza, Sausage",18g,7g,0g,2g,0g,0g,115mg,10mg,70,2g,0g,0
204,"10"" Crunchy Thin Crust Pizza, Shredded Parmesan",7g,2g,0g,2g,0g,0g,55mg,5mg,30,1.5g,0g,0
205,"10"" Crunchy Thin Crust Pizza, Spinach",11g,0g,0g,0g,0g,0g,10mg,0mg,0,0g,0g,0
206,"12"" Medium Hand Tossed Cheese Only Pizza, Double Cheese",35g,6g,3g,6g,0g,0g,300mg,25mg,90,4g,0g,0
207,"12"" Medium Hand Tossed Cheese Only Pizza, Extra Cheese",35g,6g,3g,6g,0g,0g,300mg,25mg,90,4g,0g,0
208,"12"" Medium Hand Tossed Cheese Only Pizza, Light Cheese",12g,2g,1g,2g,0g,0g,105mg,10mg,30,1.5g,0g,0
209,"12"" Medium Hand Tossed Cheese Only Pizza, Regular Cheese",27g,4.5g,2g,4g,0g,0g,220mg,20mg,70,3g,0g,0
210,"12"" Medium Hand Tossed Pizza, Alfredo Sauce",11g,2.5g,1g,1g,0g,0g,65mg,5mg,25,1.5g,0g,0
211,"12"" Medium Hand Tossed Pizza, American Cheese",11g,3g,1g,2g,0g,0g,190mg,10mg,40,2g,0g,0
212,"12"" Medium Hand Tossed Pizza, Anchovies",7g,0.5g,0g,2g,0g,0g,260mg,5mg,15,0g,0g,0
213,"12"" Medium Hand Tossed Pizza, Bacon",9g,3.5g,1g,3g,0g,0g,190mg,10mg,45,1g,0g,0
214,"12"" Medium Hand Tossed Pizza, BBQ Sauce",9g,0g,3g,0g,3g,0g,55mg,0mg,15,0g,0g,0
215,"12"" Medium Hand Tossed Pizza, Beef",12g,3g,0g,2g,0g,0g,90mg,10mg,35,1g,0g,0
216,"12"" Medium Hand Tossed Pizza, Black Olives",7g,1g,0g,0g,0g,0g,60mg,0mg,10,0g,0g,0
217,"12"" Medium Hand Tossed Pizza, Cheddar",7g,2.5g,0g,2g,0g,0g,45mg,5mg,30,1.5g,0g,0
218,"12"" Medium Hand Tossed Pizza, Chicken Grilled",12g,0.5g,0g,3g,0g,0g,70mg,10mg,20,0g,0g,0
219,"12"" Medium Hand Tossed Pizza, Chorizo",12g,0.5g,0g,4g,0g,0g,95mg,10mg,25,0g,0g,0
220,"12"" Medium Hand Tossed Pizza, Crust",51g,3g,23g,4g,1g,1g,150mg,0mg,140,0.5g,0g,0
221,"12"" Medium Hand Tossed Pizza, Diced Tomatoes",12g,0g,0g,0g,0g,0g,40mg,0mg,5,0g,0g,0
222,"12"" Medium Hand Tossed Pizza, Double Cheese",35g,6g,3g,6g,0g,0g,300mg,25mg,90,4g,0g,0
223,"12"" Medium Hand Tossed Pizza, Extra Cheese",27g,4.5g,2g,4g,0g,0g,220mg,20mg,70,3g,0g,0
224,"12"" Medium Hand Tossed Pizza, Feta Cheese",5g,1g,0g,1g,0g,0g,65mg,5mg,15,0.5g,0g,0
225,"12"" Medium Hand Tossed Pizza, Garlic",3.5g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
226,"12"" Medium Hand Tossed Pizza, Garlic Parm (White Sauce)",11g,5g,1g,0g,0g,0g,100mg,5mg,50,1g,0g,0
227,"12"" Medium Hand Tossed Pizza, Green Olive",7g,1g,0g,0g,0g,0g,115mg,0mg,10,0g,0g,0
228,"12"" Medium Hand Tossed Pizza, Ham",9g,0.5g,0g,1g,0g,0g,125mg,5mg,10,0g,0g,0
229,"12"" Medium Hand Tossed Pizza, Hearty Marinara Sauce",15g,0g,2g,0g,1g,0g,100mg,0mg,10,0g,0g,0
230,"12"" Medium Hand Tossed Pizza, Hot Banana Peppers",7g,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g,0
231,"12"" Medium Hand Tossed Pizza, Hot Sauce",3.5g,0g,0g,0g,0g,0g,125mg,0mg,0,0g,0g,0
232,"12"" Medium Hand Tossed Pizza, Jalapeno",7g,0g,0g,0g,0g,0g,120mg,0mg,0,0g,0g,0
233,"12"" Medium Hand Tossed Pizza, Light Cheese",12g,2g,1g,2g,0g,0g,105mg,10mg,30,1.5g,0g,0
234,"12"" Medium Hand Tossed Pizza, Mushrooms",12g,0g,0g,0g,0g,0g,0mg,0mg,5,0g,0g,0
235,"12"" Medium Hand Tossed Pizza, Onions",7g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
236,"12"" Medium Hand Tossed Pizza, Pepperoni",7g,2.5g,0g,1g,0g,0g,130mg,5mg,30,1g,0g,0
237,"12"" Medium Hand Tossed Pizza, Philly Meat",9g,0.5g,0g,1g,0g,0g,100mg,5mg,15,0g,0g,0
238,"12"" Medium Hand Tossed Pizza, Pineapple",12g,0g,2g,0g,2g,0g,0mg,0mg,10,0g,0g,0
239,"12"" Medium Hand Tossed Pizza, Pizza Sauce",15g,0g,2g,0g,1g,0g,80mg,0mg,10,0g,0g,0
240,"12"" Medium Hand Tossed Pizza, Provolone",7g,1.5g,0g,1g,0g,0g,60mg,5mg,25,1g,0g,0
241,"12"" Medium Hand Tossed Pizza, Regular Cheese",18g,3g,1g,3g,0g,0g,150mg,10mg,45,2g,0g,0
242,"12"" Medium Hand Tossed Pizza, Roasted Red Pepper",7g,0g,0g,0g,0g,0g,20mg,0mg,0,0g,0g,0
243,"12"" Medium Hand Tossed Pizza, Salami",7g,2.5g,0g,1g,0g,0g,130mg,5mg,30,1g,0g,0
244,"12"" Medium Hand Tossed Pizza, Sausage",12g,4.5g,0g,2g,0g,0g,80mg,5mg,50,1.5g,0g,0
245,"12"" Medium Hand Tossed Pizza, Shredded Parmesan",5g,1.5g,0g,2g,0g,0g,45mg,5mg,20,1g,0g,0
246,"12"" Medium Crunchy Thin Crust Cheese Only Pizza, Double Cheese",71g,13g,6g,12g,0g,1g,590mg,50mg,180,8g,0g,0
247,"12"" Medium Crunchy Thin Crust Cheese Only Pizza, Extra Cheese",71g,13g,6g,12g,0g,1g,590mg,50mg,180,8g,0g,0
