Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
Signature Horseradish Sauce,21g,11g,3g,0g,2g,0g,210mg,5mg,110,2g,0g,0
Subway Vinaigrette,15g,4g,1g,0g,1g,0g,120mg,0mg,40,0.5g,0g,0
Sweet Chili Sauce,21g,0g,9g,0g,8g,0g,160mg,0mg,30,0g,0g,0
Sweet Onion Sauce,21g,0g,9g,0g,8g,0g,90mg,0mg,40,0g,0g,0
Sweet Potato Curry,21g,7g,2g,0g,1g,0g,210mg,0mg,70,1g,0g,0
Thousand Island Dressing,21g,7g,3g,0g,2g,0g,150mg,10mg,80,1g,0g,0
Tzatziki Sauce,21g,12g,1g,0g,0g,0g,130mg,10mg,110,2g,0g,0
Avocado,35g,5g,3g,1g,0g,2g,0mg,0mg,60,1g,0g,$1.50
Bacon,15g,5g,1g,6g,1g,0g,420mg,10mg,80,2g,0g,0
Guacamole,35g,6g,3g,1g,0g,2g,100mg,0mg,70,1g,0g,0
Pepperoni,18g,7g,1g,4g,1g,0g,400mg,15mg,80,2.5g,0g,$1.50
Banana Peppers,4g,0g,0g,0g,0g,0g,60mg,0mg,0,0g,0g,0
Carrots,14g,0g,1g,0g,1g,0g,10mg,0mg,5,0g,0g,0
Cucumbers,17g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
Green Chiles,14g,0g,1g,0g,0g,0g,20mg,0mg,0,0g,0g,0
Jalapeno Peppers,4g,0g,0g,0g,0g,0g,70mg,0mg,0,0g,0g,0
Mushrooms,28g,0g,1g,0g,0g,0g,80mg,0mg,5,0g,0g,0
Olives,3g,0g,0g,0g,0g,0g,25mg,0mg,0,0g,0g,0
Onions,7,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
Pickles,9g,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g,$1.60
Spinach,7g,0g,0g,0g,0g,0g,15mg,0mg,0,0g,0g,$3.75
Sweet Peppers,14g,0g,3g,0g,3g,0g,170mg,0mg,15,0g,0g,0
Tomatoes,34g,0g,2g,0g,0g,0g,0mg,0mg,5,0g,0g,0
American Cheese,11g,3.5g,1g,2g,0g,0g,200mg,10mg,40,2g,0g,0
Cheddar Cheese,14g,4.5g,0g,4g,0g,0g,90mg,15mg,60,2.5g,0g,0
Feta Cheese,14g,2g,0g,2g,0g,0g,160mg,5mg,35,1.5g,0g,$0.60
"Monterey Cheddar Cheese, Shredded",14g,4.5g,0g,3g,0g,0g,90mg,15mg,50,3g,0g,0
"Mozzarella Cheese, Shredded",14g,3g,0g,3g,0g,0g,100mg,10mg,40,2g,0g,0
Parmesan Cheese,1g,0.5g,0g,1g,0g,0g,30mg,0mg,5,0.5g,0g,0
Pepperjack Cheese,14g,4g,0g,3g,0g,0g,140mg,15mg,50,2.5g,0g,0
Provolone Cheese,14g,4g,0g,4g,0g,0g,120mg,10mg,50,2g,0g,0
Swiss Cheese,14g,4.5g,0g,4g,0g,0g,30mg,15mg,50,2.5g,0g,$6.00
BBQ Pulled Pork,113g,6g,18g,15g,18g,0g,700mg,45mg,200,4g,0g,0
BBQ Rib Patty,78g,22g,4g,12g,3g,0g,470mg,45mg,260,0.5g,0g,0
Buffalo Chicken Strips,85g,2g,1g,16g,0g,0g,620mg,50mg,90,0g,0g,$6.00
Chicken Enchilada,85g,4g,7g,12g,2g,1g,410mg,0mg,120,0g,0g,0
Chicken Salad,8g,8g,7g,11g,5g,1g,380mg,45mg,140,0g,0g,$1.10
Chicken Strips,71g,1.5g,0g,16g,0g,0g,210mg,50mg,80,1.5g,0g,0
Cold Cut Combo Meats,64g,10g,2g,9g,1g,0g,750mg,45mg,130,1g,0.5g,$5.50
Corned Beef,99g,3g,4g,26g,4g,0g,1070mg,65mg,150,3g,0g,0
Egg Patty,85g,7g,3g,9g,0g,0g,410mg,160mg,120,3g,0g,0
Egg Salad,85g,23g,1g,8g,1g,0g,170mg,255mg,250,0g,0g,0
Egg White Patty,85g,2g,3g,11g,0g,0g,440mg,0mg,80,0.5g,0g,0
Falafel,85g,6g,28g,9g,1g,8g,0mg,0mg,200,2.5g,0g,0
Fish Filet,90g,8g,18g,11g,1g,1g,630mg,30mg,190,1.5g,0g,0
Ham,57g,2g,2g,9g,2g,0g,520mg,25mg,60,1.5g,0g,0
Italian B.M.T. Meats,64g,14g,2g,11g,2g,0g,990mg,45mg,180,1g,0.5g,$6.75
Italian Hero Meats,85g,18g,3g,14g,2g,0g,1070mg,65mg,230,6g,0.5g,0
Meatballs,139g,16g,16g,13g,6g,3g,720mg,40mg,260,0g,1g,0
Orchard Chicken Salad,85g,5g,10g,12g,8g,1g,250mg,40mg,140,0g,0g,0
Pastrami,57g,11g,1g,9g,1g,0g,490mg,40mg,150,2.5g,0g,0
Roast Beef,71g,2.5g,1g,16g,1g,0g,390mg,45mg,90,6g,0g,$6.00
Roasted Chicken Patty,71g,2.5g,2g,15g,1g,0g,330mg,45mg,90,0.5g,0g,$7.50
Rotisserie-Style Chicken,85g,3.5g,1g,21g,0g,0g,380mg,55mg,120,0g,0g,0
"Sausage, Breakfast",57g,11g,1g,10g,1g,0g,520mg,35mg,140,2g,0g,0
Seafood Sensation,71g,17g,8g,4g,2g,0g,500mg,15mg,190,2g,0g,0
Steak,71g,4g,4g,15g,2g,0g,550mg,40mg,110,1g,0.5g,0
Subway Club Meats,78g,2.5g,2g,15g,1g,0g,560mg,40mg,90,3g,0g,$7.75
Teriyaki Glazed Chicken Strips,85g,2g,5g,16g,2g,0g,400mg,50mg,100,0.5g,0g,0
Tuna,74g,23g,0g,12g,0g,0g,300mg,40mg,250,2g,0.5g,$6.00
Turkey Breast,57g,1g,2g,9g,1g,0g,480mg,20mg,50,0.5g,0g,$6.00
Veggie Patty,85g,8g,8g,13g,2g,3g,520mg,0mg,160,2g,0g,$6.00
Apple Cinnamon Pecan Muffin,113g,25g,57g,6g,35g,2g,380mg,65mg,480,5g,0g,0
Apple Slices,71g,0g,9g,0g,7g,2g,0mg,0mg,35,0g,0g,$1.50
Banana Bread Muffin,113g,25g,53g,6g,29g,2g,330mg,40mg,460,3.5g,0g,0
Blueberry Crumb Muffin,113g,17g,60g,5g,34g,1g,410mg,45mg,410,5g,0g,0
Brownie,86g,17g,51g,5g,32g,1g,125mg,30mg,370,6g,0g,0
"Brownie, Gluten Free",80g,16g,48g,3g,34g,2g,170mg,55mg,350,1.5g,0g,0
Chocolate Chip Cookie,45g,10g,29g,2g,18g,1g,120mg,10mg,210,5g,0g,0
Chocolate Chip with M&Ms Cookie,45g,10g,30g,2g,18g,1g,105mg,15mg,210,5g,0g,0
Chocolate Chunk Cookie,45g,10g,30g,2g,17g,1g,95mg,10mg,210,4.5g,0g,0
Chocolate Chunk Muffin,113g,27g,63g,5g,40g,2g,380mg,75mg,510,8g,0g,0
Cinnamon Rolls,163g,27g,83g,9g,33g,3g,730mg,5mg,610,13g,0g,0
Croissant,85g,11g,34g,5g,4g,1g,300mg,30mg,260,7g,0g,0
Double Chocolate Cookie,45g,9g,30g,2g,20g,1g,130mg,15mg,210,5g,0g,$3.00
Oatmeal Raisin Cookie,45g,8g,30g,3g,16g,1g,130mg,15mg,200,3.5g,0g,0
Peanut Butter Cookie,45g,12g,26g,4g,16g,1g,130mg,10mg,220,5g,0g,0
Raspberry Cheesecake Cookie,45g,9g,29g,2g,16g,0g,120mg,10mg,200,4.5g,0g,0
Sugar Cookie,45g,12g,28g,2g,14g,1g,130mg,15mg,230,6g,0g,$6.00
Triple Berry Muffin,113g,17g,55g,7g,30g,5g,430mg,50mg,400,4.5g,0g,0
White Chip Macadamia Nut Cookie,45g,11g,28g,2g,17g,1g,130mg,10mg,220,5g,0g,0
Beef Chili with Beans Soup,255g,22g,20g,21g,6g,5g,800mg,70mg,360,8g,1.5g,$2.50
Black Bean Soup,255g,1g,39g,12g,6g,15g,860mg,0mg,210,0g,0g,$2.50
Broccoli Cheddar Soup,255g,9g,18g,5g,4g,1g,630mg,25mg,170,5g,0g,$2.50
Creamy Chicken & Dumplings Soup,245g,4.5g,20g,8g,3g,3g,740mg,35mg,150,2g,0g,$2.50
Creamy Chicken & Wild Rice Soup,240g,11g,16g,7g,3g,1g,820mg,40mg,190,6g,0.5g,0
French Onion Soup,219g,6g,19g,5g,1g,1g,940mg,15mg,150,3.5g,0g,0
Homestyle Chicken Noodle Soup,255g,3g,14g,8g,2g,1g,720mg,30mg,110,1.5g,0g,$2.50
Loaded Baked Potato with Bacon Soup,255g,13g,15g,5g,4g,1g,800mg,35mg,210,7g,0g,$2.50
Spicy Chicken Tortilla Soup,227g,4.5g,12g,6g,3g,2g,660mg,10mg,110,1g,0g,0
Tomato Basil Soup,236g,6g,15g,4g,7g,2g,700mg,20mg,130,3.5g,0g,$2.50
