Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
"Cobb Salad, Add Wild Alaska Salmon",N/A,23g,1g,32g,0g,0g,1220mg,115mg,350,6g,0g
French Fries,N/A,22g,46g,4g,0g,4g,470mg,0mg,400,4g,0g
Garden Salad (Add Dressing Choice),N/A,9g,16g,8g,4g,2g,330mg,20mg,170,4.5g,0g
Hash Browns,N/A,12g,15g,1g,1g,1g,360mg,0mg,170,2g,0g
House Salad (Add Dressing Choice),N/A,9g,19g,9g,6g,3g,340mg,20mg,190,4.5g,0g
"House Salad, Add Fried Chicken Strips",N/A,13g,39g,25g,0g,1g,920mg,65mg,370,2.5g,0g
"House Salad, Add Grilled Chicken",N/A,9g,0g,29g,0g,0g,330mg,75mg,200,2g,0g
"House Salad, Add Prime Rib",N/A,8g,3g,13g,0g,0g,440mg,35mg,130,2g,0g
"House Salad, Add Wild Alaska Salmon",N/A,23g,1g,32g,0g,0g,1220mg,115mg,350,6g,0g
"Loaded Baked Potato Soup, Bowl",N/A,31g,36g,12g,5g,2g,1770mg,70mg,470,13g,0g
"Loaded Baked Potato Soup, Cup",N/A,24g,25g,10g,4g,1g,1250mg,60mg,360,10g,1g
Seasonal Fruit,N/A,0g,27g,1g,19g,3g,5mg,0mg,110,0g,0g
Seasoned Fries,N/A,26g,57g,7g,1g,8g,1100mg,5mg,490,5g,0g
Side of Bacon Cheddar Tots,N/A,15g,31g,10g,3g,2g,950mg,25mg,300,5g,0g
"Tortillas, Flour (3)",N/A,8g,40g,7g,3g,5g,660mg,0mg,260,3.5g,0g
"Vegetable Beef Soup, Bowl",N/A,16g,40g,16g,4g,3g,3420mg,30mg,310,3g,0g
"Vegetable Beef Soup, Cup",N/A,11g,27g,11g,3g,2g,2280mg,20mg,200,2g,1g
"Blueberry Pancake Breakfast (Add Hash Browns, Egg & Meat Choices)",N/A,11g,80g,10g,22g,3g,1400mg,60mg,460,3.5g,0g
"Double Berry Banana Pancake Breakfast (Add Hash Browns, Egg & Meat Choices)",N/A,8g,98g,11g,33g,6g,1360mg,60mg,510,3g,0g
"Dulce De Leche Crunch Pancake Breakfast (Add Hash Browns, Egg & Meat Choices)",N/A,35g,207g,22g,101g,12g,1950mg,75mg,1220,11g,0g
"Hearty 9-Grain Pancake Breakfast (Add Fruit, Egg & Meat Choices)",N/A,11g,68g,10g,21g,5g,880mg,40mg,410,4g,0g
"Peanut Butter Cream Pancake Breakfast (Add Hash Browns, Egg & Meat Choices)",N/A,47g,122g,23g,56g,5g,1590mg,60mg,990,15g,0g
"Salted Caramel & Banana Cream Pancake Breakfast (Add Hash Browns, Egg & Meat Choices)",N/A,27g,207g,17g,110g,6g,1940mg,85mg,1140,17g,0g
