Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Miller Lite (16 oz),N/A,0g,4g,0g,0g,0g,5mg,0mg,130,0g,0g
Modelo Especial (12 oz),N/A,0g,14g,1g,0g,0g,20mg,0mg,150,0g,0g
Modelo Especial (16 oz),N/A,0g,19g,1g,0g,0g,25mg,0mg,200,0g,0g
Modelo Negra (12 oz),N/A,0g,16g,2g,0g,0g,15mg,0mg,180,0g,0g
Modelo Negra (16 oz),N/A,0g,21g,2g,0g,0g,20mg,0mg,240,0g,0g
Motorworks Intellectual Property IPA (12 oz),N/A,0g,18g,4g,11g,0g,0mg,0mg,220,0g,0g
Motorworks Intellectual Property IPA (16 oz),N/A,0g,24g,5g,15g,0g,0mg,0mg,290,0g,0g
Motorworks Pulp Fiction IPA (12 oz),N/A,0g,18g,4g,11g,0g,0mg,0mg,220,0g,0g
Motorworks Pulp Fiction IPA (16 oz),N/A,0g,24g,5g,15g,0g,0mg,0mg,300,0g,0g
Newcastle Brown Ale (12 oz),N/A,0g,10g,1g,0g,0g,0mg,0mg,130,0g,0g
Newcastle Brown Ale (16 oz),N/A,0g,13g,1g,0g,0g,0mg,0mg,170,0g,0g
Pacifico (12 oz),N/A,0g,14g,1g,0g,0g,0mg,0mg,140,0g,0g
Pacifico (16 oz),N/A,0g,19g,1g,0g,0g,0mg,0mg,190,0g,0g
Patriot Ale (12 oz),N/A,0g,14g,1g,0g,0g,0mg,0mg,170,0g,0g
Patriot Ale (16 oz),N/A,0g,19g,1g,0g,0g,0mg,0mg,230,0g,0g
Revolution Anti Hero (12 oz),N/A,0g,20g,3g,1g,1g,10mg,0mg,220,0g,0g
Revolution Anti Hero (16 oz),N/A,0g,27g,4g,1g,1g,15mg,0mg,290,0g,0g
Road 2 Ruin Double IPA (12 oz),N/A,0g,14g,3g,0g,1g,10mg,0mg,220,0g,0g
Road 2 Ruin Double IPA (16 oz),N/A,0g,19g,4g,0g,1g,15mg,0mg,290,0g,0g
Samuel Adams® Winter Lager (12 oz),N/A,0g,0g,0g,0g,0g,0mg,0mg,190,0g,0g
Samuel Adams® Winter Lager (16 oz),N/A,0g,0g,0g,0g,0g,0mg,0mg,260,0g,0g
Sea Hag IPA (12 oz),N/A,0g,15g,3g,0g,1g,10mg,0mg,190,0g,0g
Sea Hag IPA (16 oz),N/A,0g,20g,4g,0g,1g,15mg,0mg,250,0g,0g
Shock Top Belgian White (12 oz),N/A,0g,15g,2g,0g,0g,0mg,0mg,170,0g,0g
Shock Top Belgian White (16 oz),N/A,0g,19g,3g,0g,0g,0mg,0mg,220,0g,0g
Stella Artois (12 oz),N/A,0g,11g,0g,0g,0g,0mg,0mg,140,0g,0g
Stella Artois (16 oz),N/A,0g,15g,0g,0g,0g,0mg,0mg,190,0g,0g
Tecate Light (12 oz),N/A,0g,7g,1g,0g,0g,0mg,0mg,110,0g,0g
Tecate Light (16 oz),N/A,0g,9g,1g,0g,0g,0mg,0mg,140,0g,0g
Tecate Original (12 oz),N/A,0g,14g,1g,0g,0g,0mg,0mg,140,0g,0g
Tecate Original (16 oz),N/A,0g,19g,1g,0g,0g,0mg,0mg,190,0g,0g
Yuengling - Black and Tan (12 oz),N/A,0g,15g,0g,0g,0g,15mg,0mg,150,0g,0g
Yuengling - Black and Tan (16 oz),N/A,0g,20g,0g,0g,0g,20mg,0mg,200,0g,0g
Yuengling - Golden Pilsner (12 oz),N/A,0g,9g,0g,0g,0g,0mg,0mg,140,0g,0g
Yuengling - Golden Pilsner (16 oz),N/A,0g,12g,0g,0g,0g,0mg,0mg,180,0g,0g
Yuengling - Lager (12 oz),N/A,0g,12g,0g,0g,0g,15mg,0mg,140,0g,0g
Yuengling - Lager (16 oz),N/A,0g,16g,0g,0g,0g,20mg,0mg,190,0g,0g
Yuengling - Light Lager (12 oz),N/A,0g,9g,0g,0g,0g,10mg,0mg,100,0g,0g
Yuengling - Light Lager (16 oz),N/A,0g,12g,0g,0g,0g,15mg,0mg,130,0g,0g
Yuengling - Porter (12 oz),N/A,0g,15g,0g,0g,0g,15mg,0mg,160,0g,0g
Yuengling - Porter (16 oz),N/A,0g,20g,0g,0g,0g,25mg,0mg,220,0g,0g
Yuengling - Premium (12 oz),N/A,0g,12g,0g,0g,0g,20mg,0mg,140,0g,0g
Yuengling - Premium (16 oz),N/A,0g,16g,0g,0g,0g,25mg,0mg,190,0g,0g
Yuengling - Premium Light (12 oz),N/A,0g,7g,0g,0g,0g,10mg,0mg,100,0g,0g
Yuengling - Premium Light (16 oz),N/A,0g,9g,0g,0g,0g,15mg,0mg,130,0g,0g
Blue Raspberry Freeze™ (16 oz) - LV,381g,0g,49g,0g,49g,0g,10mg,0mg,190,0g,0g
Blue Raspberry Freeze™ (20 oz) - LV,581.1g,0g,75g,0g,75g,0g,15mg,0mg,300,0g,0g
Blue Raspberry Freeze™ (32 oz) - LV,711.6g,0g,92g,0g,92g,0g,20mg,0mg,360,0g,0g
Caleb's Kola (20 oz) - LV,567g,0g,60g,0g,58g,0g,115mg,0mg,230,0g,0g
Cherry Freeze™ (16 oz) - LV,381g,0g,49g,0g,49g,0g,10mg,0mg,190,0g,0g
Cherry Freeze™ (20 oz) - LV,581.1g,0g,75g,0g,75g,0g,15mg,0mg,300,0g,0g
Cherry Freeze™ (32 oz) - LV,711.6g,0g,92g,0g,92g,0g,20mg,0mg,360,0g,0g
IZZE Sparkling Clementine (20 oz) - LV,567g,0g,48g,0g,45g,0g,190mg,0mg,180,0g,0g
Lemonade Freeze™ (16 oz) - LV,381g,0g,49g,0g,49g,0g,10mg,0mg,190,0g,0g
Lemonade Freeze™ (20 oz) - LV,581.1g,0g,75g,0g,75g,0g,15mg,0mg,300,0g,0g
Lemonade Freeze™ (32 oz) - LV,711.6g,0g,92g,0g,92g,0g,20mg,0mg,360,0g,0g
Margarita Freeze™ (16 oz) - LV,381g,0g,49g,0g,49g,0g,10mg,0mg,190,0g,0g
Margarita Freeze™ (20 oz) - LV,581.2g,0g,75g,0g,75g,0g,15mg,0mg,300,0g,0g
Margarita Freeze™ (32 oz) - LV,711.6g,0g,92g,0g,92g,0g,20mg,0mg,360,0g,0g
Mtn Dew® Baja Blast Freeze™ (16 oz) - LV,N/A,0g,42g,0g,42g,0g,40mg,0mg,150,0g,0g
Mtn Dew® Baja Blast Freeze™ (20 oz) - LV,N/A,0g,64g,0g,64g,0g,65mg,0mg,230,0g,0g
Mtn Dew® Baja Blast Freeze™ (30 oz) - LV,N/A,0g,78g,0g,78g,0g,80mg,0mg,280,0g,0g
Orange Cream Pop Freeze™ - LV (16 oz),381g,0g,28g,0g,28g,0g,25mg,0mg,110,0g,0g
Orange Cream Pop Freeze™ - LV (20 oz),581.2g,0g,44g,0g,43g,0g,40mg,0mg,160,0g,0g
Orange Cream Pop Freeze™ - LV (32 oz),711.6g,0g,53g,0g,53g,0g,45mg,0mg,200,0g,0g
Pepsi® Freeze™ (16 oz) - LV,N/A,0g,26g,0g,26g,0g,20mg,0mg,90,0g,0g
Pepsi® Freeze™ (20 oz) - LV,N/A,0g,39g,0g,39g,0g,30mg,0mg,140,0g,0g
Pepsi® Freeze™ (32 oz) - LV,N/A,0g,48g,0g,48g,0g,35mg,0mg,180,0g,0g
Pina Colada Freeze™ (16 oz) - LV,381g,0g,49g,0g,49g,0g,10mg,0mg,190,0g,0g
Pina Colada Freeze™ (20 oz) - LV,581.1g,0g,75g,0g,75g,0g,15mg,0mg,300,0g,0g
Pina Colada Freeze™ (32 oz) - LV,711.6g,0g,92g,0g,92g,0g,20mg,0mg,360,0g,0g
Red Sangria - LV,N/A,0g,9g,0g,2g,0g,15mg,0mg,300,0g,0g
Rum (80 proof) - Double - LV,106.6g,0g,0g,0g,0g,0g,0mg,0mg,250,0g,0g
Rum (80 proof) - Single - LV,50.7g,0g,0g,0g,0g,0g,0mg,0mg,120,0g,0g
Strawberry Flavor Shot (16 oz) - LV,38.8g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Strawberry Flavor Shot (32 oz) - LV,77.5g,0g,1g,0g,0g,0g,5mg,0mg,0,0g,0g
Strawberry Skittles Freeze™ - LV (16 oz),381g,0g,35g,0g,35g,0g,35mg,0mg,130,0g,0g
Strawberry Skittles Freeze™ - LV (20 oz),581.2g,0g,54g,0g,54g,0g,50mg,0mg,210,0g,0g
Strawberry Skittles Freeze™ - LV (32 oz),711.6g,0g,66g,0g,66g,0g,65mg,0mg,250,0g,0g
Stubborn Soda - Black Cherry Taragon (20 oz) - LV,567g,0g,61g,0g,61g,0g,75mg,0mg,240,0g,0g
Stubborn Soda - Classic Root Beer (20 oz) - LV,567g,0g,73g,0g,70g,0g,140mg,0mg,280,0g,0g
Tequila (80 proof) - Double - LV,106.6g,0g,0g,0g,0g,0g,0mg,0mg,250,0g,0g
Tequila (80 proof) - Single - LV,50.7g,0g,0g,0g,0g,0g,0mg,0mg,120,0g,0g
Vanilla Flavor Shot (16 oz) - LV,38.8g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Vanilla Flavor Shot (32 oz) - LV,77.5g,0g,1g,0g,0g,0g,5mg,0mg,0,0g,0g
Vodka (80 proof) - Double - LV,106.6g,0g,0g,0g,0g,0g,0mg,0mg,250,0g,0g
Vodka (80 proof) - Single - LV,50.7g,0g,0g,0g,0g,0g,0mg,0mg,120,0g,0g
Watermelon Freeze™ (16 oz) - LV,N/A,0g,50g,0g,49g,0g,50mg,0mg,190,0g,0g
Watermelon Freeze™ (20 oz) - LV,N/A,0g,72g,0g,72g,0g,70mg,0mg,270,0g,0g
Watermelon Freeze™ (32 oz) - LV,N/A,0g,87g,0g,86g,0g,85mg,0mg,330,0g,0g
Watermelon Freeze™ without Seeds (16 oz) - LV,N/A,0g,43g,0g,43g,0g,45mg,0mg,160,0g,0g
Watermelon Freeze™ without Seeds (20 oz) - LV,N/A,0g,66g,0g,65g,0g,70mg,0mg,250,0g,0g
Watermelon Freeze™ without Seeds (32 oz) - LV,N/A,0g,81g,0g,80g,0g,85mg,0mg,300,0g,0g
Whiskey (80 proof) - Double - LV,106.6g,0g,0g,0g,0g,0g,0mg,0mg,250,0g,0g
Whiskey (80 proof) - Single - LV,50.7g,0g,0g,0g,0g,0g,0mg,0mg,120,0g,0g
7-Layer Burrito,228.2g,16g,59g,14g,4g,7g,1000mg,15mg,440,6g,0g
Bean Burrito,189.9g,11g,55g,14g,3g,9g,1060mg,5mg,380,4g,0g
Black Bean Burrito,204.1g,11g,60g,13g,2g,8g,1020mg,10mg,390,4g,0g
Black Beans & Rice,136.1g,4g,35g,5g,0g,6g,390mg,0mg,190,0g,0g
Breakfast Soft Taco - Egg & Cheese,63.8g,9g,15g,7g,1g,1g,330mg,105mg,170,3g,0g
Cheesy Roll Up,56.7g,9g,15g,9g,1g,2g,430mg,20mg,180,5g,0g
Double Tostada (regional),164.4g,11g,32g,12g,2g,8g,660mg,15mg,270,4g,0g
Pintos 'n Cheese,121.9g,7g,22g,10g,1g,7g,680mg,10mg,190,3g,0g
Power Menu Bowl - Veggie,343g,19g,65g,14g,2g,13g,970mg,20mg,480,5g,0g
Power Menu Burrito - Veggie,238.2g,19g,52g,14g,4g,9g,940mg,20mg,430,6g,0g
Quesadilla - Cheese,138.9g,26g,37g,19g,3g,4g,980mg,50mg,460,11g,0.5g
Spicy Tostada,120.5g,10g,22g,6g,2g,5g,440mg,10mg,210,3g,0g
Aquafina® Sparkling Berry Breeze (16 fl oz),N/A,0g,0g,0g,0g,0g,85mg,0mg,0,0g,0g
Brisk® Mango Iced Tea (16 fl oz),N/A,0g,26g,0g,26g,0g,50mg,0mg,100,0g,0g
Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),N/A,0g,0g,0g,0g,0g,60mg,0mg,0,0g,0g
Diet Dr Pepper® (16 fl oz),N/A,0g,0g,0g,0g,0g,95mg,0mg,0,0g,0g
Diet Mtn Dew® (16 fl oz),N/A,0g,1g,0g,1g,0g,75mg,0mg,5,0g,0g
Diet Pepsi® (16 fl oz),N/A,0g,0g,0g,0g,0g,75mg,0mg,0,0g,0g
Dr Pepper® (16 fl oz),N/A,0g,52g,0g,51g,0g,60mg,0mg,190,0g,0g
G2 - Fruit Punch (16 fl oz),N/A,0g,7g,0g,6g,0g,140mg,0mg,30,0g,0g
Mist Twst® (16 fl oz),N/A,0g,54g,0g,54g,0g,45mg,0mg,200,0g,0g
Mtn Dew® (16 fl oz),N/A,0g,59g,0g,58g,0g,70mg,0mg,220,0g,0g
Mtn Dew® Baja Blast™ (16 fl oz),N/A,0g,59g,0g,59g,0g,65mg,0mg,220,0g,0g
Mtn Dew® Baja Blast Zero Sugar (16 fl oz),N/A,0g,0g,0g,0g,0g,70mg,0mg,5,0g,0g
Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),N/A,0g,18g,0g,18g,0g,75mg,0mg,70,0g,0g
Mug® Root Beer (16 fl oz),N/A,0g,52g,0g,52g,0g,60mg,0mg,190,0g,0g
Pepsi® (16 fl oz),N/A,0g,55g,0g,55g,0g,45mg,0mg,200,0g,0g
Pepsi® Wild Cherry (16 fl oz),N/A,0g,56g,0g,56g,0g,40mg,0mg,210,0g,0g
Pepsi® Zero Sugar (16 fl oz),N/A,0g,0g,0g,0g,0g,85mg,0mg,0,0g,0g
Tropicana® Pink Lemonade (16 fl oz),N/A,0g,53g,0g,53g,0g,210mg,0mg,210,0g,0g
Aquafina® Sparkling Berry Breeze (20 fl oz),N/A,0g,0g,0g,0g,0g,105mg,0mg,0,0g,0g
Brisk® Mango Iced Tea (20 fl oz),N/A,0g,32g,0g,32g,0g,60mg,0mg,120,0g,0g
Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),N/A,0g,0g,0g,0g,0g,75mg,0mg,0,0g,0g
Diet Dr Pepper® (20 fl oz),N/A,0g,0g,0g,0g,0g,120mg,0mg,0,0g,0g
Diet Mtn Dew® (20 fl oz),N/A,0g,1g,0g,1g,0g,90mg,0mg,10,0g,0g
Diet Pepsi® (20 fl oz),N/A,0g,0g,0g,0g,0g,95mg,0mg,0,0g,0g
Dr Pepper® (20 fl oz),N/A,0g,65g,0g,64g,0g,75mg,0mg,240,0g,0g
G2 - Fruit Punch (20 fl oz),N/A,0g,9g,0g,8g,0g,180mg,0mg,35,0g,0g
Mist Twst® (20 fl oz),N/A,0g,68g,0g,68g,0g,55mg,0mg,260,0g,0g
Mtn Dew® (20 fl oz),N/A,0g,73g,0g,73g,0g,85mg,0mg,270,0g,0g
Mtn Dew® Baja Blast™ (20 fl oz),N/A,0g,74g,0g,73g,0g,80mg,0mg,280,0g,0g
Mtn Dew® Baja Blast Zero Sugar (20 fl oz),N/A,0g,0g,0g,0g,0g,85mg,0mg,10,0g,0g
Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),N/A,0g,23g,0g,22g,0g,90mg,0mg,90,0g,0g
Mug® Root Beer (20 fl oz),N/A,0g,65g,0g,65g,0g,75mg,0mg,240,0g,0g
Pepsi® (20 fl oz),N/A,0g,69g,0g,69g,0g,55mg,0mg,250,0g,0g
Pepsi® Wild Cherry (20 fl oz),N/A,0g,70g,0g,70g,0g,50mg,0mg,260,0g,0g
Pepsi® Zero Sugar (20 fl oz),N/A,0g,0g,0g,0g,0g,105mg,0mg,0,0g,0g
Tropicana® Pink Lemonade (20 fl oz),N/A,0g,67g,0g,67g,0g,260mg,0mg,260,0g,0g
Aquafina® Sparkling Berry Breeze (30 fl oz),N/A,0g,0g,0g,0g,0g,160mg,0mg,0,0g,0g
Brisk® Mango Iced Tea (30 fl oz),N/A,0g,48g,0g,48g,0g,90mg,0mg,180,0g,0g
Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),N/A,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g
Diet Dr Pepper® (30 fl oz),N/A,0g,1g,0g,0g,0g,180mg,0mg,0,0g,0g
Diet Mtn Dew® (30 fl oz),N/A,0g,1g,0g,1g,0g,140mg,0mg,10,0g,0g
Diet Pepsi® (30 fl oz),N/A,0g,0g,0g,0g,0g,140mg,0mg,0,0g,0g
Dr Pepper® (30 fl oz),N/A,0g,98g,0g,96g,0g,110mg,0mg,360,0g,0g
G2 - Fruit Punch (30 fl oz),N/A,0g,13g,0g,12g,0g,270mg,0mg,50,0g,0g
Mist Twst® (30 fl oz),N/A,0g,101g,0g,101g,0g,80mg,0mg,380,0g,0g
Mtn Dew® (30 fl oz),N/A,0g,110g,0g,109g,0g,125mg,0mg,410,0g,0g
Mtn Dew® Baja Blast™ (30 fl oz),N/A,0g,110g,0g,110g,0g,120mg,0mg,420,0g,0g
Mtn Dew® Baja Blast Zero Sugar (30 fl oz),N/A,0g,0g,0g,0g,0g,125mg,0mg,15,0g,0g
Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),N/A,0g,34g,0g,33g,0g,140mg,0mg,130,0g,0g
Mug® Root Beer (30 fl oz),N/A,0g,98g,0g,98g,0g,110mg,0mg,360,0g,0g
Pepsi® (30 fl oz),N/A,0g,104g,0g,103g,0g,80mg,0mg,380,0g,0g
Pepsi® Wild Cherry (30 fl oz),N/A,0g,105g,0g,105g,0g,80mg,0mg,390,0g,0g
Pepsi® Zero Sugar (30 fl oz),N/A,0g,1g,0g,0g,0g,160mg,0mg,0,0g,0g
Tropicana® Pink Lemonade (30 fl oz),N/A,0g,100g,0g,100g,0g,390mg,0mg,390,0g,0g
Border Sauce - Diablo,6g,0g,0g,0g,0g,0g,30mg,0mg,0,0g,0g
Border Sauce - Fire,7.1g,0g,1g,0g,0g,0g,65mg,0mg,0,0g,0g
Border Sauce - Hot,7.1g,0g,0g,0g,0g,0g,45mg,0mg,0,0g,0g
Border Sauce - Mild,7.1g,0g,0g,0g,0g,0g,35mg,0mg,0,0g,0g
Breakfast Salsa,14.2g,0g,1g,0g,0g,0g,50mg,0mg,0,0g,0g
