Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price,Carbs Metric,Cholesterol Metric,Protein Metric,Fat Metric,Sodium Metric,Saturated Fat Metric
Half Pound French Dip & Swiss/Au Jus Sandwich,441.0,35.0,52.0,55.0,3.0,2.0,3400.0,150.0,740.0,16.0,2.0,4.49,0.4684684684684685,1.3513513513513515,2.9729729729729732,1.2285012285012284,3.8288288288288292,2.1621621621621623
Half Pound Roast Beef Sandwich,295.0,30.0,38.0,48.0,5.0,2.0,2040.0,130.0,610.0,12.0,2.0,1.49,0.41530054644808745,1.4207650273224044,3.1475409836065578,1.2774111134766872,2.7868852459016398,1.9672131147540985
Fire-Roasted Philly Sandwich,291.0,32.0,46.0,42.0,4.0,3.0,1950.0,105.0,640.0,11.0,0.5,4.99,0.47916666666666663,1.09375,2.625,1.2987012987012987,2.5390625,1.7187500000000002
Three Cheese Steak Sandwich,255.0,36.0,44.0,42.0,7.0,2.0,1750.0,115.0,650.0,15.0,1.0,5.59,0.4512820512820513,1.1794871794871795,2.5846153846153848,1.4385614385614387,2.243589743589744,2.307692307692308
Grand Turkey Club Sandwich,233.0,24.0,37.0,30.0,9.0,2.0,1610.0,65.0,480.0,7.0,0.0,4.49,0.513888888888889,0.9027777777777778,2.5,1.2987012987012987,2.795138888888889,1.4583333333333333
Roast Turkey & Swiss Sandwich,326.0,28.0,79.0,38.0,15.0,5.0,1930.0,65.0,710.0,7.0,0.0,4.99,0.7417840375586855,0.6103286384976526,2.140845070422535,1.0243277848911652,2.2652582159624415,0.9859154929577465
Roast Turkey & Swiss Wrap,261.0,27.0,39.0,30.0,6.0,4.0,1640.0,65.0,520.0,9.0,0.0,4.99,0.5,0.8333333333333334,2.307692307692308,1.3486513486513487,2.628205128205128,1.7307692307692308
Roast Turkey Ranch & Bacon Sandwich,344.0,34.0,79.0,45.0,16.0,5.0,2420.0,80.0,800.0,10.0,0.5,5.29,0.6583333333333334,0.6666666666666667,2.25,1.103896103896104,2.5208333333333335,1.25
Roast Turkey Ranch & Bacon Wrap,279.0,34.0,39.0,37.0,6.0,4.0,2130.0,85.0,620.0,11.0,0.5,5.29,0.4193548387096774,0.9139784946236559,2.3870967741935485,1.42438206954336,2.862903225806452,1.7741935483870968
Buttermilk Buffalo Chicken Sandwich,245.0,26.0,52.0,28.0,6.0,4.0,2050.0,65.0,550.0,5.0,0.0,5.29,0.6303030303030304,0.7878787878787878,2.0363636363636366,1.2278630460448643,3.106060606060606,0.9090909090909091
Buttermilk Chicken Bacon & Swiss Sandwich,289.0,33.0,55.0,38.0,9.0,4.0,1700.0,95.0,660.0,10.0,0.0,4.59,0.5555555555555556,0.9595959595959597,2.303030303030303,1.2987012987012987,2.1464646464646466,1.5151515151515151
Buttermilk Chicken Cordon Bleu Sandwich,264.0,36.0,52.0,41.0,7.0,3.0,1940.0,115.0,700.0,10.0,0.0,4.59,0.49523809523809526,1.0952380952380953,2.342857142857143,1.3358070500927643,2.3095238095238098,1.4285714285714286
Buttermilk Crispy Chicken Sandwich,257.0,27.0,52.0,28.0,6.0,4.0,1420.0,70.0,560.0,5.0,0.0,3.99,0.6190476190476191,0.8333333333333334,2.0,1.2523191094619666,2.113095238095238,0.8928571428571428
Prime-Cut Chicken Tenders (3),131.0,17.0,28.0,23.0,0.0,2.0,950.0,45.0,360.0,2.5,0.0,3.69,0.5185185185185186,0.8333333333333334,2.5555555555555554,1.2265512265512266,2.199074074074074,0.6944444444444444
Prime-Cut Chicken Tenders (5),219.0,28.0,47.0,39.0,0.0,3.0,1590.0,75.0,600.0,4.0,0.0,5.19,0.5222222222222223,0.8333333333333334,2.6,1.2121212121212122,2.2083333333333335,0.6666666666666667
Chopped Farmhouse Salad with Crispy Chicken,323.0,24.0,26.0,28.0,4.0,4.0,1000.0,65.0,430.0,8.0,0.0,4.99,0.40310077519379844,1.0077519379844961,2.604651162790698,1.4497130776200544,1.9379844961240311,1.8604651162790697
Chopped Farmhouse Salad with Roast Turkey,285.0,13.0,8.0,22.0,5.0,2.0,870.0,55.0,230.0,7.0,0.0,4.99,0.2318840579710145,1.5942028985507248,3.8260869565217392,1.4680971202710333,3.1521739130434785,3.0434782608695654
Chopped Side Salad,128.0,5.0,4.0,5.0,2.0,1.0,100.0,15.0,70.0,2.5,0.0,1.69,0.38095238095238093,1.4285714285714286,2.8571428571428568,1.8552875695732838,1.1904761904761905,3.571428571428571
Buffalo Chicken Slider,106.0,13.0,31.0,12.0,2.0,2.0,860.0,20.0,290.0,2.0,0.0,1.49,0.7126436781609196,0.45977011494252873,1.6551724137931034,1.1643528884908194,2.4712643678160924,0.6896551724137931
Chicken Tender 'n Cheese Slider,99.0,12.0,30.0,15.0,1.0,1.0,720.0,25.0,290.0,3.5,0.0,1.49,0.6896551724137931,0.574712643678161,2.0689655172413794,1.0747872816838333,2.0689655172413794,1.206896551724138
Jalapeno Roast Beef 'n Cheese Slider,98.0,11.0,21.0,14.0,1.0,1.0,670.0,30.0,240.0,4.5,0.0,1.49,0.5833333333333334,0.8333333333333334,2.3333333333333335,1.1904761904761905,2.326388888888889,1.875
Pizza Slider,95.0,17.0,23.0,13.0,2.0,1.0,930.0,35.0,300.0,6.0,0.0,1.49,0.5111111111111111,0.7777777777777778,1.7333333333333334,1.4718614718614718,2.5833333333333335,2.0
Turkey 'n Cheese Slider,91.0,7.0,21.0,14.0,2.0,1.0,760.0,25.0,200.0,2.5,0.0,3.99,0.7,0.8333333333333334,2.8000000000000003,0.9090909090909092,3.1666666666666665,1.25
"Curly Fries, Large",201.0,35.0,77.0,8.0,0.0,7.0,1480.0,0.0,650.0,5.0,0.0,2.19,0.7897435897435898,0.0,0.49230769230769234,1.3986013986013988,1.8974358974358974,0.7692307692307693
"Curly Fries, Medium",170.0,29.0,65.0,6.0,0.0,6.0,1250.0,0.0,550.0,4.0,0.0,1.99,0.7878787878787878,0.0,0.4363636363636364,1.369539551357733,1.8939393939393943,0.7272727272727273
"Curly Fries, Small",128.0,22.0,49.0,5.0,0.0,5.0,940.0,0.0,410.0,3.0,0.0,1.69,0.7967479674796748,0.0,0.4878048780487805,1.3937282229965156,1.9105691056910568,0.7317073170731708
"Curly Fries, Snack",77.0,13.0,29.0,3.0,0.0,3.0,570.0,0.0,250.0,2.0,0.0,1.69,0.7733333333333334,0.0,0.48,1.3506493506493507,1.9,0.8
Jalapeno Bites (5),110.0,17.0,31.0,5.0,3.0,2.0,660.0,25.0,290.0,6.0,0.0,2.99,0.7126436781609196,0.574712643678161,0.6896551724137931,1.5226153157187639,1.8965517241379313,2.0689655172413794
Jalapeno Bites (8),176.0,27.0,50.0,8.0,4.0,3.0,1060.0,40.0,470.0,10.0,0.5,4.69,0.7092198581560284,0.5673758865248227,0.6808510638297872,1.4921248963802156,1.8794326241134751,2.127659574468085
Loaded Curly Fries,233.0,46.0,57.0,14.0,2.0,5.0,1990.0,35.0,700.0,9.0,0.0,2.19,0.5428571428571429,0.33333333333333337,0.8,1.7068645640074211,2.369047619047619,1.2857142857142856
Mozzarella Sticks (4),137.0,23.0,37.0,19.0,3.0,2.0,1410.0,35.0,440.0,9.0,0.5,2.99,0.5606060606060607,0.5303030303030303,1.7272727272727273,1.357733175914994,2.6704545454545454,2.0454545454545454
Mozzarella Sticks (6),206.0,35.0,56.0,29.0,4.0,3.0,2110.0,55.0,650.0,14.0,1.0,4.69,0.5743589743589743,0.5641025641025642,1.7846153846153845,1.3986013986013988,2.7051282051282053,2.1538461538461537
Potato Cakes (3),150.0,21.0,35.0,3.0,0.0,4.0,650.0,0.0,370.0,3.0,0.0,1.99,0.6306306306306307,0.0,0.32432432432432434,1.4742014742014742,1.463963963963964,0.8108108108108109
Potato Cakes (4),200.0,28.0,46.0,4.0,0.0,5.0,860.0,0.0,490.0,4.5,0.0,2.19,0.6258503401360545,0.0,0.326530612244898,1.484230055658627,1.4625850340136055,0.9183673469387756
Steakhouse Onion Rings (5),132.0,21.0,52.0,6.0,4.0,3.0,1740.0,0.0,420.0,3.0,0.0,2.29,0.8253968253968255,0.0,0.5714285714285714,1.2987012987012987,3.452380952380953,0.7142857142857143
Apple Turnover,128.0,18.0,65.0,4.0,39.0,2.0,210.0,0.0,430.0,9.0,0.0,2.19,1.0077519379844961,0.0,0.37209302325581395,1.0872848082150408,0.4069767441860465,2.0930232558139537
Cherry Turnover,128.0,13.0,65.0,4.0,40.0,2.0,200.0,0.0,390.0,6.0,0.0,2.19,1.1111111111111112,0.0,0.41025641025641024,0.8658008658008658,0.42735042735042733,1.5384615384615385
"Jamocha Handcrafted Shake, Large",758.0,30.0,156.0,23.0,141.0,1.0,700.0,95.0,950.0,19.0,0.5,1.99,1.0947368421052632,0.6666666666666667,0.968421052631579,0.8202323991797676,0.6140350877192983,2.0
"Jamocha Handcrafted Shake, Medium",587.0,23.0,124.0,18.0,112.0,1.0,550.0,75.0,750.0,15.0,0.5,1.79,1.1022222222222222,0.6666666666666667,0.96,0.7965367965367964,0.611111111111111,2.0
"Jamocha Handcrafted Shake, Small",413.0,17.0,87.0,13.0,79.0,1.0,380.0,55.0,540.0,11.0,0.0,1.59,1.0740740740740742,0.6790123456790124,0.962962962962963,0.8177008177008176,0.5864197530864198,2.037037037037037
"Jamocha Handcrafted Shake, Snack",255.0,8.0,55.0,8.0,50.0,0.0,240.0,25.0,310.0,5.0,0.0,1.19,1.1827956989247312,0.5376344086021505,1.032258064516129,0.6702974444909928,0.6451612903225806,1.6129032258064515
Salted Caramel & Chocolate Cookie,94.0,18.0,63.0,4.0,33.0,1.0,360.0,30.0,430.0,10.0,0.0,2.99,0.9767441860465117,0.46511627906976744,0.37209302325581395,1.0872848082150408,0.6976744186046512,2.3255813953488373
Triple Chocolate Cookie,95.0,21.0,60.0,5.0,31.0,2.0,370.0,40.0,450.0,13.0,0.0,1.39,0.888888888888889,0.5925925925925927,0.4444444444444445,1.2121212121212122,0.6851851851851852,2.888888888888889
"Ultimate Chocolate Shake, Large",758.0,31.0,158.0,24.0,140.0,2.0,700.0,95.0,970.0,20.0,0.5,2.99,1.0859106529209623,0.6529209621993127,0.9896907216494845,0.8300977373142321,0.6013745704467354,2.0618556701030926
"Ultimate Chocolate Shake, Medium",587.0,24.0,126.0,18.0,111.0,2.0,540.0,75.0,760.0,15.0,0.5,2.49,1.1052631578947367,0.6578947368421053,0.9473684210526316,0.8202323991797676,0.5921052631578948,1.9736842105263157
"Ultimate Chocolate Shake, Small",413.0,18.0,89.0,13.0,78.0,1.0,380.0,55.0,550.0,12.0,0.0,1.99,1.0787878787878789,0.6666666666666667,0.9454545454545454,0.8500590318772138,0.5757575757575758,2.181818181818182
"Ultimate Chocolate Shake, Snack",255.0,9.0,57.0,8.0,49.0,1.0,240.0,25.0,320.0,6.0,0.0,1.29,1.1875,0.5208333333333334,1.0,0.7305194805194806,0.625,1.875
"Vanilla Handcrafted Shake, Large",700.0,30.0,124.0,23.0,115.0,1.0,630.0,95.0,820.0,19.0,0.5,2.19,1.008130081300813,0.7723577235772359,1.1219512195121952,0.9502692429521697,0.6402439024390244,2.317073170731707
"Vanilla Handcrafted Shake, Medium",534.0,23.0,95.0,18.0,88.0,1.0,480.0,75.0,630.0,15.0,0.5,1.99,1.0052910052910053,0.7936507936507936,1.1428571428571428,0.9482580911152341,0.6349206349206349,2.380952380952381
"Vanilla Handcrafted Shake, Small",376.0,17.0,67.0,12.0,62.0,0.0,340.0,55.0,450.0,11.0,0.0,1.69,0.9925925925925926,0.8148148148148148,1.0666666666666667,0.9812409812409812,0.6296296296296297,2.4444444444444446
"Vanilla Handcrafted Shake, Snack",227.0,8.0,40.0,8.0,37.0,0.0,210.0,25.0,250.0,5.0,0.0,1.19,1.0666666666666667,0.6666666666666667,1.28,0.8311688311688312,0.7,2.0
Kids Curly Fries,77.0,13.0,29.0,3.0,0.0,3.0,560.0,0.0,250.0,2.0,0.0,2.19,0.7733333333333334,0.0,0.48,1.3506493506493507,1.866666666666667,0.8
Kids Ham 'n Cheese Slider,91.0,9.0,22.0,13.0,3.0,1.0,750.0,30.0,230.0,3.5,0.0,1.49,0.6376811594202899,0.8695652173913043,2.260869565217391,1.0163749294184077,2.717391304347826,1.5217391304347827
Kids Prime-Cut Chicken Tenders (2),87.0,11.0,19.0,16.0,0.0,1.0,640.0,30.0,240.0,1.5,0.0,3.99,0.5277777777777778,0.8333333333333334,2.6666666666666665,1.1904761904761905,2.2222222222222223,0.625
Kids Roast Beef 'n Cheese Slider,91.0,11.0,21.0,14.0,1.0,1.0,670.0,30.0,240.0,4.5,0.0,1.49,0.5833333333333334,0.8333333333333334,2.3333333333333335,1.1904761904761905,2.326388888888889,1.875
Bacon & Cheese Croissant,83.0,19.0,27.0,13.0,3.0,1.0,670.0,50.0,330.0,10.0,0.0,4.59,0.5454545454545455,1.0101010101010102,1.5757575757575757,1.4954742227469502,1.691919191919192,3.0303030303030303
Bacon & Egg with Biscuit Platter,244.0,32.0,49.0,23.0,4.0,3.0,1620.0,260.0,590.0,13.0,0.0,6.99,0.5536723163841808,2.937853107344633,1.5593220338983051,1.408760730794629,2.288135593220339,2.2033898305084745
"Bacon, Egg & Cheese Biscuit",173.0,29.0,38.0,18.0,5.0,1.0,1720.0,155.0,480.0,15.0,0.0,3.99,0.5277777777777778,2.152777777777778,1.5,1.5692640692640694,2.986111111111111,3.125
"Bacon, Egg & Cheese Croissant",139.0,27.0,29.0,18.0,5.0,1.0,1010.0,185.0,440.0,13.0,0.5,3.99,0.4393939393939394,2.803030303030303,1.6363636363636362,1.5938606847697756,1.9128787878787878,2.9545454545454546
"Bacon, Egg & Cheese Sourdough",170.0,23.0,46.0,23.0,6.0,2.0,1260.0,155.0,490.0,8.0,0.0,3.99,0.6258503401360545,2.108843537414966,1.8775510204081634,1.2191889742910151,2.1428571428571432,1.6326530612244898
"Bacon, Egg & Cheese Wrap",178.0,27.0,42.0,20.0,5.0,4.0,1370.0,160.0,500.0,10.0,0.0,3.99,0.56,2.1333333333333333,1.6,1.4025974025974026,2.2833333333333337,2.0
Bacon Biscuit,104.0,17.0,36.0,10.0,3.0,1.0,1180.0,15.0,340.0,10.0,0.0,4.59,0.7058823529411765,0.29411764705882354,1.1764705882352942,1.2987012987012987,2.8921568627450984,2.941176470588235
Chicken Biscuit,134.0,18.0,44.0,13.0,2.0,2.0,1250.0,15.0,390.0,9.0,0.0,1.49,0.7521367521367521,0.25641025641025644,1.3333333333333333,1.1988011988011988,2.670940170940171,2.307692307692308
French Toast Sticks,128.0,10.0,57.0,7.0,13.0,5.0,250.0,0.0,350.0,1.5,0.0,4.49,1.0857142857142859,0.0,0.8,0.7421150278293135,0.5952380952380952,0.4285714285714286
Ham & Egg w/Biscuit Platter,275.0,29.0,50.0,23.0,5.0,2.0,1830.0,265.0,570.0,12.0,0.0,1.49,0.5847953216374269,3.0994152046783627,1.6140350877192984,1.3214855320118477,2.675438596491228,2.1052631578947367
Ham & Swiss Croissant,119.0,17.0,29.0,16.0,4.0,1.0,910.0,70.0,340.0,10.0,0.0,4.99,0.5686274509803922,1.3725490196078431,1.8823529411764706,1.2987012987012987,2.230392156862745,2.941176470588235
"Ham, Egg & Cheese Biscuit",203.0,25.0,39.0,21.0,5.0,1.0,1830.0,165.0,470.0,12.0,0.0,3.99,0.5531914893617021,2.3404255319148937,1.7872340425531916,1.3815971262779774,3.24468085106383,2.553191489361702
"Ham, Egg & Cheese Croissant",169.0,23.0,30.0,21.0,5.0,1.0,1120.0,195.0,420.0,11.0,0.5,3.99,0.47619047619047616,3.0952380952380953,2.0,1.4223871366728509,2.2222222222222223,2.619047619047619
"Ham, Egg & Cheese Sourdough",200.0,19.0,47.0,26.0,6.0,2.0,1370.0,165.0,470.0,6.0,0.0,3.99,0.6666666666666667,2.3404255319148937,2.212765957446808,1.0500138159712629,2.4290780141843973,1.276595744680851
"Ham, Egg & Cheese Wrap",184.0,22.0,42.0,17.0,5.0,4.0,1280.0,160.0,440.0,8.0,0.0,3.99,0.6363636363636365,2.4242424242424243,1.5454545454545454,1.2987012987012987,2.4242424242424243,1.8181818181818181
Ham Biscuit,140.0,16.0,37.0,13.0,4.0,1.0,1420.0,30.0,340.0,9.0,0.0,1.59,0.7254901960784315,0.5882352941176471,1.5294117647058825,1.2223071046600458,3.4803921568627456,2.6470588235294117
Sausage & Cheese Croissant,123.0,35.0,28.0,15.0,3.0,1.0,940.0,80.0,490.0,16.0,0.0,3.99,0.38095238095238093,1.0884353741496597,1.2244897959183674,1.8552875695732838,1.598639455782313,3.2653061224489797
Sausage & Egg with Biscuit Platter,279.0,46.0,50.0,22.0,4.0,3.0,1860.0,275.0,720.0,18.0,0.0,5.59,0.462962962962963,2.5462962962962963,1.222222222222222,1.6594516594516593,2.152777777777778,2.5
"Sausage, Egg & Cheese Biscuit",212.0,45.0,39.0,20.0,5.0,1.0,1990.0,185.0,640.0,20.0,0.0,3.99,0.40625,1.9270833333333335,1.25,1.8262987012987013,2.5911458333333335,3.125
"Sausage, Egg & Cheese Croissant",178.0,44.0,30.0,20.0,5.0,1.0,1280.0,215.0,590.0,19.0,0.5,3.99,0.33898305084745767,2.4293785310734464,1.3559322033898304,1.937046004842615,1.807909604519774,3.2203389830508473
"Sausage, Egg & Cheese Sourdough",210.0,39.0,47.0,25.0,6.0,2.0,1530.0,185.0,640.0,13.0,0.0,3.99,0.48958333333333337,1.9270833333333335,1.5625,1.5827922077922076,1.9921875,2.03125
"Sausage, Egg & Cheese Wrap",213.0,41.0,42.0,20.0,5.0,4.0,1550.0,185.0,630.0,15.0,0.0,3.99,0.4444444444444445,1.957671957671958,1.2698412698412698,1.6903731189445477,2.0502645502645507,2.380952380952381
Sausage Biscuit,144.0,33.0,36.0,12.0,3.0,1.0,1450.0,40.0,500.0,15.0,0.0,5.59,0.48,0.5333333333333333,0.96,1.7142857142857144,2.4166666666666665,3.0
Sausage Gravy Biscuit,261.0,28.0,48.0,9.0,3.0,1.0,1770.0,20.0,480.0,13.0,0.0,5.59,0.6666666666666667,0.2777777777777778,0.75,1.5151515151515151,3.072916666666667,2.7083333333333335
"Sausage Gravy Biscuit, Double",522.0,56.0,96.0,18.0,5.0,3.0,3540.0,35.0,970.0,27.0,0.0,5.59,0.6597938144329897,0.24054982817869414,0.7422680412371134,1.499531396438613,3.0412371134020617,2.7835051546391756
Arby's Melt,146.0,12.0,39.0,18.0,5.0,2.0,940.0,35.0,330.0,4.0,0.5,1.59,0.7878787878787878,0.7070707070707071,2.1818181818181817,0.9445100354191263,2.373737373737374,1.2121212121212122
Arby-Q,182.0,11.0,58.0,18.0,23.0,3.0,1250.0,30.0,400.0,3.5,0.5,7.69,0.9666666666666667,0.5,1.7999999999999998,0.7142857142857143,2.604166666666667,0.8750000000000001
Ham & Swiss Melt,131.0,8.0,37.0,18.0,6.0,2.0,1060.0,35.0,300.0,3.5,0.0,1.59,0.8222222222222223,0.7777777777777778,2.4,0.6926406926406927,2.9444444444444446,1.1666666666666667
"Homestyle Fries, Kids",85.0,11.0,33.0,3.0,0.0,3.0,550.0,0.0,240.0,1.5,0.0,1.99,0.9166666666666667,0.0,0.5,1.1904761904761905,1.909722222222222,0.625
"Homestyle Fries, Large",213.0,26.0,84.0,7.0,0.0,7.0,1380.0,0.0,600.0,3.5,0.0,2.19,0.9333333333333335,0.0,0.4666666666666667,1.1255411255411256,1.9166666666666665,0.5833333333333334
"Homestyle Fries, Medium",170.0,21.0,67.0,5.0,0.0,6.0,1100.0,0.0,480.0,3.0,0.0,1.99,0.9305555555555556,0.0,0.41666666666666663,1.1363636363636362,1.909722222222222,0.625
"Homestyle Fries, Small",126.0,16.0,49.0,4.0,0.0,4.0,810.0,0.0,350.0,2.0,0.0,1.69,0.9333333333333335,0.0,0.45714285714285713,1.1873840445269017,1.9285714285714288,0.5714285714285714
Super Roast Beef,210.0,19.0,43.0,23.0,11.0,3.0,1080.0,50.0,440.0,6.0,1.0,1.59,0.6515151515151516,0.7575757575757576,2.090909090909091,1.1216056670602126,2.0454545454545454,1.3636363636363635
