Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric,Price
Pumpkin Cookie,,22.0,64.0,4.0,37.0,1.0,230.0,55.0,460.0,14.0,0.5,0.927536231884058,0.7971014492753624,1.2422360248447206,0.4166666666666667,0.05797101449275361,$4.99
Pumpkin Muffie,84.0,11.0,45.0,3.0,26.0,1.0,240.0,15.0,290.0,2.0,0.0,1.0344827586206895,0.3448275862068966,0.9852216748768472,0.6896551724137931,0.06896551724137931,$1.59
Pumpkin Muffin,170.0,22.0,90.0,7.0,52.0,2.0,480.0,30.0,580.0,4.0,0.0,1.0344827586206895,0.3448275862068966,0.9852216748768472,0.6896551724137931,0.08045977011494253,$2.19
Triple Berry Scone,,15.0,58.0,6.0,29.0,1.0,620.0,55.0,390.0,10.0,0.0,0.9914529914529916,0.9401709401709402,0.999000999000999,1.3247863247863247,0.10256410256410256,0
Triple Chocolate Cookie with Walnuts,,13.0,53.0,5.0,44.0,6.0,125.0,10.0,320.0,6.0,0.0,1.1041666666666667,0.20833333333333331,1.0551948051948052,0.32552083333333337,0.10416666666666667,$2.69
Wild Blueberry Mini Scone,,6.0,21.0,3.0,9.0,1.0,300.0,25.0,150.0,4.0,0.0,0.9333333333333336,1.1111111111111112,1.0389610389610389,1.6666666666666667,0.13333333333333333,$18.99
Wild Blueberry Scone,113.0,19.0,64.0,8.0,26.0,1.0,900.0,70.0,460.0,12.0,0.5,0.927536231884058,1.0144927536231885,1.0728402032749855,1.6304347826086958,0.11594202898550725,$2.59
Asiago Cheese Focaccia Loaf,,3.0,24.0,6.0,0.0,1.0,300.0,5.0,150.0,1.0,0.0,1.0666666666666669,0.22222222222222224,0.5194805194805194,1.6666666666666667,0.26666666666666666,$3.39
Black Pepper Focaccia Loaf,,3.0,26.0,5.0,0.0,1.0,390.0,0.0,150.0,0.0,0.0,1.1555555555555557,0.0,0.5194805194805194,2.166666666666667,0.22222222222222224,$3.09
Brioche Roll,,7.0,31.0,7.0,5.0,1.0,300.0,50.0,220.0,4.0,0.0,0.9393939393939392,1.5151515151515151,0.8264462809917354,1.1363636363636362,0.2121212121212121,$1.79
Challah Loaf,,5.0,29.0,6.0,4.0,1.0,270.0,60.0,190.0,1.0,0.0,1.0175438596491229,2.1052631578947367,0.683526999316473,1.1842105263157896,0.2105263157894737,$3.09
Cinnamon Raisin Swirl Loaf,,6.0,31.0,5.0,12.0,1.0,190.0,30.0,190.0,3.0,0.0,1.087719298245614,1.0526315789473684,0.8202323991797676,0.8333333333333334,0.17543859649122806,$4.69
Classic White Loaf,,2.0,28.0,5.0,2.0,1.0,280.0,5.0,150.0,1.0,0.0,1.2444444444444445,0.22222222222222224,0.3463203463203464,1.5555555555555556,0.22222222222222224,$3.69
Cranberry Walnut Miche Loaf,,2.5,25.0,6.0,4.0,2.0,250.0,0.0,140.0,0.0,0.0,1.1904761904761905,0.0,0.463821892393321,1.488095238095238,0.2857142857142857,$7.69
French Baguette,,0.5,29.0,5.0,0.0,1.0,360.0,0.0,150.0,0.0,0.0,1.2888888888888892,0.0,0.08658008658008659,2.0,0.22222222222222224,$2.99
Sourdough Bread Bowl,,4.5,130.0,27.0,1.0,4.0,1160.0,0.0,670.0,0.0,0.0,1.2935323383084578,0.0,0.1744524132583834,1.4427860696517412,0.26865671641791045,$3.49
Sourdough Loaf,,0.5,28.0,5.0,0.0,1.0,290.0,0.0,140.0,0.0,0.0,1.3333333333333337,0.0,0.0927643784786642,1.7261904761904765,0.2380952380952381,$3.69
Sprouted Grain Roll,,1.0,33.0,6.0,3.0,3.0,360.0,0.0,170.0,0.0,0.0,1.2941176470588236,0.0,0.15278838808250572,1.7647058823529411,0.2352941176470588,$2.99
Whole Grain Farmstyle Loaf,,0.0,18.0,4.0,0.0,2.0,240.0,0.0,90.0,0.0,0.0,1.3333333333333337,0.0,0.0,2.2222222222222223,0.29629629629629634,0
Whole Grain Flatbread,,7.0,29.0,5.0,3.0,3.0,250.0,15.0,200.0,4.0,0.0,0.9666666666666668,0.5,0.9090909090909092,1.0416666666666667,0.16666666666666669,$4.99
Frozen Caramel,,23.0,82.0,7.0,69.0,0.0,190.0,70.0,560.0,14.0,0.5,0.9761904761904764,0.8333333333333334,1.0667903525046385,0.2827380952380953,0.08333333333333334,$3.99
Frozen Mocha,,19.0,84.0,7.0,63.0,2.0,115.0,55.0,530.0,11.0,0.0,1.0566037735849056,0.6918238993710693,0.9311443273707424,0.1808176100628931,0.08805031446540881,$7.69
Mango Smoothie,460.0,5.0,50.0,13.0,44.0,2.0,50.0,15.0,290.0,3.5,0.0,1.149425287356322,0.3448275862068966,0.4478280340349306,0.14367816091954025,0.2988505747126437,$4.29
Signature Hot Chocolate,,13.0,85.0,12.0,63.0,3.0,250.0,40.0,510.0,8.0,0.0,1.1111111111111112,0.5228758169934641,0.6620830150241915,0.4084967320261438,0.1568627450980392,$2.99
Strawberry Banana Smoothie,,3.0,52.0,6.0,38.0,4.0,30.0,10.0,250.0,1.5,0.0,1.3866666666666667,0.26666666666666666,0.3116883116883117,0.1,0.16,$0.99
Strawberry Smoothie,460.0,5.0,47.0,13.0,42.0,3.0,55.0,15.0,280.0,3.0,0.0,1.119047619047619,0.35714285714285715,0.463821892393321,0.1636904761904762,0.30952380952380953,$3.79
Superfruit Smoothie with Greek yogurt,,5.0,33.0,12.0,30.0,4.0,45.0,15.0,230.0,3.0,0.0,0.9565217391304348,0.43478260869565216,0.564652738565782,0.16304347826086954,0.3478260869565217,$4.29
"Bacon Turkey Bravo Sandwich on Tomato Basil, Half",,12.0,28.0,23.0,3.0,2.0,770.0,50.0,310.0,4.5,0.0,0.6021505376344086,1.075268817204301,1.0054461667364891,2.0698924731182795,0.4946236559139785,$5.69
"Bacon Turkey Bravo Sandwich on Tomato Basil, Whole",,24.0,57.0,46.0,6.0,3.0,1540.0,100.0,630.0,9.0,0.0,0.6031746031746031,1.058201058201058,0.989486703772418,2.0370370370370368,0.4867724867724868,$7.69
"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Half",,21.0,28.0,21.0,2.0,3.0,870.0,70.0,380.0,7.0,0.0,0.4912280701754386,1.2280701754385963,1.4354066985645932,1.907894736842105,0.3684210526315789,0
"Chipotle Chicken Avocado Melt on Black Pepper Focaccia, Whole",,42.0,56.0,43.0,4.0,6.0,1730.0,140.0,770.0,14.0,0.0,0.4848484848484849,1.2121212121212122,1.4167650531286895,1.8722943722943723,0.3722943722943723,0
"Four Cheese Grilled Cheese on Country Rustic, Half",,14.0,30.0,16.0,0.0,1.0,580.0,50.0,310.0,9.0,0.0,0.6451612903225806,1.075268817204301,1.1730205278592374,1.5591397849462365,0.3440860215053764,0
"Four Cheese Grilled Cheese on Country Rustic, Whole",,28.0,60.0,31.0,1.0,3.0,1170.0,95.0,630.0,18.0,0.5,0.6349206349206349,1.0052910052910051,1.1544011544011543,1.5476190476190477,0.32804232804232797,$6.39
"Frontega Chicken Panini on Sea Salt Focaccia, Half",,15.0,42.0,23.0,2.0,2.0,1020.0,55.0,390.0,4.5,0.0,0.7179487179487181,0.9401709401709402,0.999000999000999,2.17948717948718,0.3931623931623932,$6.59
"Frontega Chicken Panini on Sea Salt Focaccia, Whole",,29.0,84.0,46.0,4.0,4.0,2040.0,110.0,790.0,9.0,0.0,0.7088607594936709,0.9282700421940928,0.9534769028439914,2.151898734177215,0.3881856540084388,$9.29
"Heritage Ham & Swiss Sandwich on Country Rustic, Half",,13.0,25.0,21.0,3.0,1.0,740.0,50.0,300.0,5.0,0.0,0.5555555555555556,1.1111111111111112,1.1255411255411256,2.055555555555556,0.4666666666666667,0
"Heritage Ham & Swiss Sandwich on Whole Grain, Whole",,26.0,50.0,41.0,6.0,3.0,1480.0,100.0,600.0,11.0,0.0,0.5555555555555556,1.1111111111111112,1.1255411255411256,2.055555555555556,0.4555555555555556,0
"Mediterranean Veggie Sandwich on Tomato Basil, Half",,6.0,33.0,9.0,4.0,3.0,620.0,5.0,220.0,1.5,0.0,1.0,0.15151515151515152,0.7083825265643447,2.3484848484848486,0.2727272727272728,$4.69
"Mediterranean Veggie Sandwich on Tomato Basil, Whole",,13.0,67.0,18.0,8.0,6.0,1230.0,10.0,440.0,3.0,0.0,1.0151515151515154,0.15151515151515152,0.7674144037780402,2.3295454545454546,0.2727272727272728,$6.39
"Napa Almond Chicken Salad Sandwich on Country Rustic, Half",,16.0,30.0,14.0,6.0,2.0,340.0,35.0,310.0,2.5,0.0,0.6451612903225806,0.7526881720430108,1.3405948889819856,0.913978494623656,0.3010752688172043,$5.29
"Napa Almond Chicken Salad Sandwich on Country Rustic, Whole",,32.0,60.0,28.0,12.0,5.0,680.0,70.0,630.0,4.5,0.0,0.6349206349206349,0.7407407407407407,1.3193156050298906,0.8994708994708994,0.29629629629629634,$7.19
"Roasted Turkey & Avocado BLT on Country Rustic, Half",,17.0,26.0,21.0,2.0,3.0,590.0,40.0,340.0,3.5,0.0,0.5098039215686275,0.7843137254901961,1.2987012987012987,1.4460784313725492,0.411764705882353,$4.69
"Roasted Turkey & Avocado BLT on Country Rustic, Whole",,35.0,52.0,41.0,4.0,6.0,1180.0,80.0,690.0,7.0,0.0,0.5024154589371981,0.7729468599033816,1.3175230566534917,1.4251207729468602,0.3961352657004831,$6.39
