Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric,Price
Kids Black Forest Ham,136.0,2.5,30.0,10.0,5.0,3.0,450.0,10.0,180.0,0.5,0.0,1.1111111111111112,0.3703703703703704,0.3607503607503607,2.083333333333333,0.3703703703703704,$6.00
Kids Roast Beef,146.0,3.0,30.0,14.0,5.0,4.0,390.0,25.0,200.0,1.0,0.0,1.0,0.8333333333333334,0.3896103896103896,1.625,0.4666666666666667,$6.00
Kids Turkey Breast,136.0,2.0,30.0,10.0,5.0,3.0,430.0,10.0,180.0,0.5,0.0,1.1111111111111112,0.3703703703703704,0.28860028860028863,1.9907407407407407,0.3703703703703704,$6.00
Kids Veggie Delite,108.0,1.5,29.0,6.0,4.0,3.0,190.0,0.0,150.0,0.0,0.0,1.2888888888888892,0.0,0.2597402597402597,1.0555555555555556,0.26666666666666666,$5.00
"6"" Applewood Pulled Pork",276.0,9.0,62.0,23.0,24.0,5.0,980.0,45.0,420.0,2.0,0.0,0.9841269841269842,0.7142857142857143,0.5565862708719852,1.9444444444444449,0.3650793650793651,$1.50
"6"" B.L.T.",165.0,13.0,44.0,20.0,7.0,5.0,1130.0,20.0,380.0,4.5,0.0,0.7719298245614036,0.3508771929824561,0.8885850991114149,2.4780701754385968,0.3508771929824561,$6.00
"6"" BBQ Rib Melt",255.0,29.0,49.0,24.0,10.0,5.0,840.0,60.0,550.0,11.0,0.0,0.5939393939393941,0.7272727272727273,1.369539551357733,1.272727272727273,0.2909090909090909,$6.00
"6"" Big Cheesy",126.0,17.0,43.0,18.0,5.0,4.0,980.0,45.0,390.0,10.0,0.5,0.7350427350427351,0.7692307692307693,1.132201132201132,2.094017094017094,0.3076923076923077,$6.00
"6"" Buffalo Chicken Rotisserie-Style",283.0,17.0,47.0,29.0,8.0,6.0,1270.0,60.0,460.0,3.0,0.0,0.6811594202898551,0.8695652173913043,0.9599096555618296,2.300724637681159,0.42028985507246375,$7.75
"6"" Buffalo Chicken with Chicken Strips",269.0,16.0,46.0,25.0,8.0,6.0,1100.0,55.0,420.0,3.0,0.0,0.7301587301587302,0.8730158730158731,0.989486703772418,2.182539682539683,0.3968253968253968,$4.75
"6"" Caesar Chicken Melt with Chicken Strips",268.0,22.0,46.0,29.0,7.0,5.0,800.0,75.0,490.0,6.0,0.5,0.6258503401360545,1.020408163265306,1.1661807580174923,1.3605442176870748,0.39455782312925175,$8.75
"6"" Chicken Caesar Melt Rotisserie Style",283.0,24.0,46.0,34.0,8.0,5.0,1010.0,75.0,520.0,6.0,0.5,0.5897435897435898,0.9615384615384616,1.1988011988011988,1.6185897435897436,0.435897435897436,$7.75
"6"" Chicken Parmesan",277.0,16.0,63.0,24.0,10.0,6.0,1000.0,35.0,480.0,5.0,0.5,0.8750000000000001,0.4861111111111112,0.8658008658008658,1.7361111111111114,0.33333333333333337,$7.50
"6"" Chicken Pizziola Melt",293.0,15.0,50.0,32.0,10.0,6.0,1140.0,80.0,460.0,6.0,0.5,0.7246376811594203,1.1594202898550725,0.846979107848673,2.065217391304348,0.463768115942029,$6.00
"6"" Chicken Salad",170.0,10.0,51.0,19.0,12.0,6.0,660.0,45.0,370.0,2.0,0.0,0.9189189189189191,0.8108108108108109,0.7020007020007021,1.4864864864864866,0.3423423423423424,$7.50
"6"" Chicken Strips",233.0,4.0,44.0,25.0,7.0,5.0,490.0,50.0,310.0,1.0,0.0,0.946236559139785,1.075268817204301,0.3351487222454964,1.3172043010752688,0.5376344086021505,$7.50
"6"" Corned Beef Reuben",328.0,15.0,52.0,39.0,13.0,7.0,1720.0,85.0,490.0,5.0,0.5,0.7074829931972789,1.1564625850340136,0.795123244102836,2.9251700680272115,0.5306122448979592,$6.00
"6"" Crunchy Chicken Enchilada",303.0,26.0,60.0,26.0,10.0,7.0,1120.0,20.0,580.0,7.0,0.5,0.6896551724137931,0.2298850574712644,1.1643528884908194,1.6091954022988506,0.2988505747126437,$4.75
"6"" Cubano",307.0,14.0,48.0,32.0,9.0,5.0,1430.0,70.0,460.0,4.5,0.0,0.6956521739130435,1.0144927536231885,0.7905138339920948,2.590579710144928,0.463768115942029,$6.00
"6"" Egg Salad",247.0,26.0,45.0,17.0,7.0,5.0,450.0,255.0,480.0,5.0,0.0,0.625,3.541666666666667,1.406926406926407,0.78125,0.2361111111111111,$0.75
"6"" Falafel",276.0,24.0,73.0,18.0,8.0,13.0,1050.0,10.0,580.0,4.0,0.5,0.839080459770115,0.11494252873563217,1.0747872816838333,1.5086206896551724,0.20689655172413796,$6.00
"6"" Italian Hero",266.0,29.0,47.0,26.0,9.0,5.0,1470.0,75.0,550.0,9.0,0.5,0.5696969696969697,0.9090909090909092,1.369539551357733,2.2272727272727275,0.3151515151515152,$6.00
"6"" Italian Hero Supreme",302.0,27.0,54.0,29.0,14.0,5.0,1660.0,90.0,570.0,11.0,0.5,0.6315789473684211,1.0526315789473684,1.2303485987696514,2.426900584795322,0.3391812865497076,$6.00
"6"" Malibu Garden Vegan Patty",247.0,10.0,64.0,13.0,8.0,9.0,780.0,0.0,380.0,2.0,0.0,1.1228070175438596,0.0,0.683526999316473,1.7105263157894743,0.2280701754385965,$6.00
"6"" Mediterranean Chicken",283.0,20.0,46.0,30.0,7.0,5.0,930.0,70.0,490.0,6.0,0.0,0.6258503401360545,0.9523809523809524,1.0601643254704478,1.5816326530612246,0.4081632653061225,$6.00
"6"" Mediterranean Steak",283.0,22.0,49.0,29.0,9.0,5.0,1270.0,60.0,520.0,7.0,0.5,0.6282051282051282,0.7692307692307693,1.0989010989010992,2.0352564102564106,0.3717948717948718,$6.00
"6"" Orchard Chicken Salad",247.0,8.0,54.0,20.0,15.0,6.0,530.0,40.0,370.0,1.5,0.0,0.972972972972973,0.7207207207207208,0.5616005616005616,1.1936936936936935,0.3603603603603604,$6.00
"6"" Pastrami",230.0,17.0,46.0,20.0,8.0,5.0,980.0,50.0,420.0,7.0,0.0,0.7301587301587302,0.7936507936507936,1.0513296227581943,1.9444444444444449,0.31746031746031744,$6.00
"6"" Pastrami Melt, Big Hot",287.0,28.0,47.0,29.0,8.0,5.0,1470.0,85.0,580.0,11.0,0.0,0.5402298850574713,0.9770114942528736,1.2539184952978055,2.112068965517241,0.33333333333333337,$1.80
"6"" Pepperoni",198.0,17.0,45.0,16.0,8.0,5.0,1080.0,30.0,390.0,6.0,0.5,0.7692307692307693,0.5128205128205129,1.132201132201132,2.307692307692308,0.27350427350427353,$1.50
"6"" Pizza Sub Melt",195.0,24.0,49.0,20.0,9.0,5.0,1640.0,55.0,490.0,10.0,0.5,0.6666666666666667,0.7482993197278912,1.2721971905645375,2.789115646258504,0.2721088435374149,$6.00
"6"" Sea Salt & Pepper Fish",286.0,19.0,74.0,21.0,8.0,7.0,1130.0,40.0,600.0,4.5,0.0,0.8222222222222223,0.4444444444444445,0.8225108225108225,1.5694444444444444,0.23333333333333334,$4.75
"6"" Subway Melt",246.0,13.0,48.0,26.0,9.0,5.0,1410.0,40.0,410.0,5.0,0.5,0.7804878048780488,0.6504065040650407,0.8235666772252138,2.865853658536585,0.4227642276422765,$6.00
"6"" Subway Seafood SensationTM",233.0,19.0,51.0,13.0,8.0,5.0,780.0,15.0,420.0,3.0,0.0,0.8095238095238095,0.2380952380952381,1.1750154607297465,1.5476190476190477,0.2063492063492064,$6.00
"6"" Turkey & Bacon",234.0,9.0,47.0,23.0,8.0,5.0,1190.0,30.0,360.0,3.0,0.0,0.8703703703703705,0.5555555555555556,0.6493506493506493,2.7546296296296298,0.4259259259259259,$7.50
"6"" Turkey & Bacon Avocado",270.0,14.0,50.0,24.0,8.0,7.0,1190.0,30.0,420.0,3.5,0.0,0.7936507936507936,0.4761904761904762,0.8658008658008658,2.3611111111111107,0.3809523809523809,$7.50
"6"" Turkey & Bacon Guacamole",270.0,15.0,50.0,24.0,8.0,7.0,1280.0,30.0,440.0,4.0,0.0,0.7575757575757576,0.4545454545454545,0.8854781582054309,2.4242424242424243,0.3636363636363637,$7.50
"6"" Turkey Breast & Black Forest Ham",219.0,4.0,46.0,18.0,8.0,5.0,780.0,20.0,280.0,1.0,0.0,1.0952380952380951,0.4761904761904762,0.3710575139146568,2.321428571428572,0.42857142857142855,$6.00
"6"" Turkey Italiano Melt",252.0,23.0,48.0,22.0,9.0,5.0,1560.0,50.0,480.0,8.0,0.5,0.6666666666666667,0.6944444444444445,1.244588744588745,2.708333333333333,0.3055555555555555,$6.00
"6"" Veggie Patty",247.0,10.0,52.0,21.0,9.0,8.0,800.0,0.0,390.0,3.0,0.0,0.8888888888888891,0.0,0.666000666000666,1.709401709401709,0.35897435897435903,$6.00
Footlong Applewood Pulled Pork,552.0,18.0,124.0,46.0,48.0,10.0,1960.0,90.0,840.0,4.0,0.0,0.9841269841269842,0.7142857142857143,0.5565862708719852,1.9444444444444449,0.3650793650793651,$1.50
Footlong B.L.T.,330.0,26.0,88.0,40.0,14.0,10.0,2260.0,40.0,760.0,9.0,0.0,0.7719298245614036,0.3508771929824561,0.8885850991114149,2.4780701754385968,0.3508771929824561,$6.00
Footlong BBQ Rib Melt,510.0,58.0,98.0,48.0,20.0,10.0,1680.0,120.0,1100.0,22.0,0.0,0.5939393939393941,0.7272727272727273,1.369539551357733,1.272727272727273,0.2909090909090909,$5.50
Footlong Big Cheesy,252.0,34.0,86.0,36.0,10.0,8.0,1960.0,90.0,780.0,20.0,1.0,0.7350427350427351,0.7692307692307693,1.132201132201132,2.094017094017094,0.3076923076923077,$5.50
Footlong Buffalo Chicken Rotisserie-Style,566.0,34.0,94.0,58.0,16.0,12.0,2540.0,120.0,920.0,6.0,0.0,0.6811594202898551,0.8695652173913043,0.9599096555618296,2.300724637681159,0.42028985507246375,$7.75
Footlong Buffalo Chicken with Chicken Strips,538.0,32.0,92.0,50.0,16.0,12.0,2200.0,110.0,840.0,6.0,0.0,0.7301587301587302,0.8730158730158731,0.989486703772418,2.182539682539683,0.3968253968253968,$4.75
Footlong Caesar Chicken Melt with Chicken Strips,536.0,44.0,92.0,58.0,14.0,10.0,1600.0,150.0,980.0,12.0,1.0,0.6258503401360545,1.020408163265306,1.1661807580174923,1.3605442176870748,0.39455782312925175,$8.75
Footlong Chicken Caesar Melt Rotisserie Style,566.0,48.0,92.0,68.0,16.0,10.0,2020.0,150.0,1040.0,12.0,1.0,0.5897435897435898,0.9615384615384616,1.1988011988011988,1.6185897435897436,0.435897435897436,$5.25
Footlong Chicken Parmesan,554.0,32.0,126.0,48.0,20.0,12.0,2000.0,70.0,960.0,10.0,1.0,0.8750000000000001,0.4861111111111112,0.8658008658008658,1.7361111111111114,0.33333333333333337,$7.50
Footlong Chicken Pizziola Melt,586.0,30.0,100.0,64.0,20.0,12.0,2280.0,160.0,920.0,12.0,1.0,0.7246376811594203,1.1594202898550725,0.846979107848673,2.065217391304348,0.463768115942029,$2.50
Footlong Chicken Salad,340.0,20.0,102.0,38.0,24.0,12.0,1320.0,90.0,740.0,4.0,0.0,0.9189189189189191,0.8108108108108109,0.7020007020007021,1.4864864864864866,0.3423423423423424,$7.50
Footlong Chicken Strips,466.0,8.0,88.0,50.0,14.0,10.0,980.0,100.0,620.0,2.0,0.0,0.946236559139785,1.075268817204301,0.3351487222454964,1.3172043010752688,0.5376344086021505,$7.50
Footlong Corned Beef Reuben,656.0,30.0,104.0,78.0,26.0,14.0,3440.0,170.0,980.0,10.0,1.0,0.7074829931972789,1.1564625850340136,0.795123244102836,2.9251700680272115,0.5306122448979592,$6.00
Footlong Crunchy Chicken Enchilada,606.0,52.0,120.0,52.0,20.0,14.0,2240.0,40.0,1160.0,14.0,1.0,0.6896551724137931,0.2298850574712644,1.1643528884908194,1.6091954022988506,0.2988505747126437,$4.75
Footlong Cubano,614.0,28.0,96.0,64.0,18.0,10.0,2860.0,140.0,920.0,9.0,0.0,0.6956521739130435,1.0144927536231885,0.7905138339920948,2.590579710144928,0.463768115942029,$5.50
Footlong Egg Salad,494.0,52.0,90.0,34.0,14.0,10.0,900.0,510.0,960.0,10.0,0.0,0.625,3.541666666666667,1.406926406926407,0.78125,0.2361111111111111,$5.50
Footlong Falafel,552.0,48.0,146.0,36.0,16.0,26.0,2100.0,20.0,1160.0,8.0,1.0,0.839080459770115,0.11494252873563217,1.0747872816838333,1.5086206896551724,0.20689655172413796,$5.50
Footlong Italian Hero,532.0,58.0,94.0,52.0,18.0,10.0,2940.0,150.0,1100.0,18.0,1.0,0.5696969696969697,0.9090909090909092,1.369539551357733,2.2272727272727275,0.3151515151515152,$6.00
Footlong Italian Hero Supreme,604.0,54.0,108.0,58.0,28.0,10.0,3320.0,180.0,1140.0,22.0,1.0,0.6315789473684211,1.0526315789473684,1.2303485987696514,2.426900584795322,0.3391812865497076,$6.00
Footlong Malibu Garden Vegan Patty,494.0,20.0,128.0,26.0,16.0,18.0,1560.0,0.0,760.0,4.0,0.0,1.1228070175438596,0.0,0.683526999316473,1.7105263157894743,0.2280701754385965,$6.00
Footlong Mediterranean Chicken,566.0,40.0,92.0,60.0,14.0,10.0,1860.0,140.0,980.0,12.0,0.0,0.6258503401360545,0.9523809523809524,1.0601643254704478,1.5816326530612246,0.4081632653061225,$6.00
Footlong Mediterranean Steak,566.0,44.0,98.0,58.0,18.0,10.0,2540.0,120.0,1040.0,14.0,1.0,0.6282051282051282,0.7692307692307693,1.0989010989010992,2.0352564102564106,0.3717948717948718,$6.00
Footlong Orchard Chicken Salad,494.0,16.0,108.0,40.0,30.0,12.0,1060.0,80.0,740.0,3.0,0.0,0.972972972972973,0.7207207207207208,0.5616005616005616,1.1936936936936935,0.3603603603603604,$7.50
Footlong Pastrami,460.0,34.0,92.0,40.0,16.0,10.0,1960.0,100.0,840.0,14.0,0.0,0.7301587301587302,0.7936507936507936,1.0513296227581943,1.9444444444444449,0.31746031746031744,$5.50
"Footlong Pastrami Melt, Big Hot",574.0,56.0,94.0,58.0,16.0,10.0,2940.0,170.0,1160.0,22.0,0.0,0.5402298850574713,0.9770114942528736,1.2539184952978055,2.112068965517241,0.33333333333333337,$5.50
Footlong Pepperoni,396.0,34.0,90.0,32.0,16.0,10.0,2160.0,60.0,780.0,12.0,1.0,0.7692307692307693,0.5128205128205129,1.132201132201132,2.307692307692308,0.27350427350427353,$5.50
Footlong Pizza Sub Melt,390.0,48.0,98.0,40.0,18.0,10.0,3280.0,110.0,980.0,20.0,1.0,0.6666666666666667,0.7482993197278912,1.2721971905645375,2.789115646258504,0.2721088435374149,$6.00
Footlong Sea Salt & Pepper Fish,572.0,38.0,148.0,42.0,16.0,14.0,2260.0,80.0,1200.0,9.0,0.0,0.8222222222222223,0.4444444444444445,0.8225108225108225,1.5694444444444444,0.23333333333333334,$1.50
Footlong Subway Melt,492.0,26.0,96.0,52.0,18.0,10.0,2820.0,80.0,820.0,10.0,1.0,0.7804878048780488,0.6504065040650407,0.8235666772252138,2.865853658536585,0.4227642276422765,$6.00
Footlong Subway Seafood SensationTM,466.0,38.0,102.0,26.0,16.0,10.0,1560.0,30.0,840.0,6.0,0.0,0.8095238095238095,0.2380952380952381,1.1750154607297465,1.5476190476190477,0.2063492063492064,$6.00
Footlong Turkey & Bacon,468.0,18.0,94.0,46.0,16.0,10.0,2380.0,60.0,720.0,6.0,0.0,0.8703703703703705,0.5555555555555556,0.6493506493506493,2.7546296296296298,0.4259259259259259,$7.50
Footlong Turkey & Bacon Avocado,540.0,28.0,100.0,48.0,16.0,14.0,2380.0,60.0,840.0,7.0,0.0,0.7936507936507936,0.4761904761904762,0.8658008658008658,2.3611111111111107,0.3809523809523809,$7.50
Footlong Turkey & Bacon Guacamole,540.0,30.0,100.0,48.0,16.0,14.0,2560.0,60.0,880.0,8.0,0.0,0.7575757575757576,0.4545454545454545,0.8854781582054309,2.4242424242424243,0.3636363636363637,$7.50
Footlong Turkey Breast & Black Forest Ham,438.0,8.0,92.0,36.0,16.0,10.0,1560.0,40.0,560.0,2.0,0.0,1.0952380952380951,0.4761904761904762,0.3710575139146568,2.321428571428572,0.42857142857142855,$6.00
Footlong Turkey Italiano Melt,504.0,46.0,96.0,44.0,18.0,10.0,3120.0,100.0,960.0,16.0,1.0,0.6666666666666667,0.6944444444444445,1.244588744588745,2.708333333333333,0.3055555555555555,$4.25
Footlong Veggie Patty,494.0,20.0,104.0,42.0,18.0,16.0,1600.0,0.0,780.0,6.0,0.0,0.8888888888888891,0.0,0.666000666000666,1.709401709401709,0.35897435897435903,$6.00
Black Forest Ham Salad,344.0,3.0,13.0,12.0,8.0,4.0,600.0,25.0,110.0,1.0,0.0,0.7878787878787878,1.5151515151515151,0.7083825265643447,4.545454545454545,0.7272727272727273,$6.00
