Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Bun Oil For Texas Toast (2 Slices),12g,12g,0g,0g,0g,0g,0mg,0mg,110,2g,0g
Butter & Garlic Croutons Package,14g,3g,9g,1g,1g,0g,130mg,0mg,60,0g,0g
Creamy Pepper Sauce,28g,12g,2g,1g,1g,0g,270mg,10mg,120,2g,0g
Diced Onions,21g,0g,2g,0g,1g,0g,0mg,0mg,10,0g,0g
Diced Onions Jr,7g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Easy Diced Onions,11g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Easy Fancy Ketchup,7g,0g,2g,0g,1g,0g,85mg,0mg,10,0g,0g
Easy Fancy Ketchup Jr,4g,0g,1g,0g,1g,0g,45mg,0mg,0,0g,0g
Easy Mayonnaise,7g,3g,1g,0g,1g,0g,55mg,5mg,30,0g,0g
Easy Mayonnaise Jr,4g,2g,1g,0g,0g,0g,30mg,0mg,15,0g,0g
Easy Mustard,7g,0g,0g,0g,0g,0g,110mg,0mg,10,0g,0g
Easy Mustard Jr,4g,0g,0g,0g,0g,0g,55mg,0mg,0,0g,0g
Easy Pickles,7g,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g
Easy Pickles Jr,7g,0g,0g,0g,0g,0g,115mg,0mg,0,0g,0g
Easy Tomato,30g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g
Easy Tomato Jr,30g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g
Extra Diced Onions,32g,0g,3g,0g,1g,1g,0mg,0mg,15,0g,0g
Extra Diced Onions Jr,11g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Extra Fancy Ketchup,21g,0g,6g,0g,4g,0g,250mg,0mg,25,0g,0g
Extra Fancy Ketchup Jr,21g,0g,6g,0g,4g,0g,250mg,0mg,25,0g,0g
Extra Iceberg Lettuce,43g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g
Extra Iceberg Lettuce Jr,21g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Extra Large American Cheese Slice,48g,14g,0g,10g,0g,0g,860mg,40mg,180,8g,0g
Extra Mayonnaise,21g,8g,3g,0g,2g,0g,160mg,10mg,80,2g,0g
Extra Mayonnaise Jr,11g,4g,2g,0g,1g,0g,80mg,5mg,40,1g,0g
Extra Mustard,21g,2g,1g,1g,0g,1g,330mg,0mg,25,0g,0g
Extra Mustard Jr,11g,1g,1g,1g,0g,0g,170mg,0mg,10,0g,0g
Extra Pickles,21g,0g,1g,0g,0g,0g,340mg,0mg,0,0g,0g
Extra Pickles Jr,17g,0g,1g,0g,0g,0g,290mg,0mg,0,0g,0g
Extra Small American Cheese Slice,25g,7g,0g,5g,0g,0g,440mg,20mg,90,5g,0g
Extra Tomato,60g,0g,2g,1g,2g,1g,0mg,0mg,15,0g,0g
Extra Tomato Jr,45g,0g,2g,0g,1g,1g,0mg,0mg,10,0g,0g
Fancy Ketchup,14g,0g,4g,0g,3g,0g,170mg,0mg,20,0g,0g
Fancy Ketchup Jr,7g,0g,2g,0g,1g,0g,85mg,0mg,10,0g,0g
Grape Jelly,14g,0g,9g,0g,7g,0g,0mg,0mg,35,0g,0g
Grilled Diced Onions,24g,3g,2g,0g,1g,0g,0mg,0mg,35,0g,0g
Grilled Diced Onions Jr,10g,3g,1g,0g,0g,0g,0mg,0mg,30,0g,0g
Grilled Sliced Jalapenos,15g,3g,1g,0g,0g,0g,140mg,0mg,30,0g,0g
Honey,28g,0g,23g,0g,22g,0g,0mg,0mg,90,0g,0g
Honey BBQ Sauce,28g,0g,11g,0g,9g,0g,320mg,0mg,45,0g,0g
Honey Butter Sauce,28g,12g,10g,0g,9g,0g,90mg,10mg,150,2g,0g
Honey Mustard Sauce,28g,11g,8g,1g,7g,0g,135mg,10mg,130,2g,0g
Iceberg Lettuce,28g,0g,1g,0g,1g,0g,0mg,0mg,0,0g,0g
Jalapeno Ranch,28g,15g,1g,0g,1g,0g,290mg,10mg,140,3g,0g
Jalapeno Slices,12g,0g,1g,0g,0g,0g,140mg,0mg,0,0g,0g
Large American Cheese Slice,24g,7g,0g,5g,0g,0g,430mg,20mg,90,4g,0g
Large White Bun,108g,5g,56g,9g,9g,2g,520mg,0mg,300,1g,0g
Lemon Juice Package,4g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g
Margarine Spread Package,5g,3g,0g,0g,0g,0g,40mg,0mg,25,0g,0g
Mayonnaise,14g,5g,2g,0g,2g,0g,110mg,5mg,50,1g,0g
Mayonnaise Jr,7g,3g,1g,0g,1g,0g,55mg,5mg,30,0g,0g
Monterey Jack Cheese,19g,5g,0g,3g,0g,0g,310mg,15mg,60,3g,0g
Mustard,14g,1g,1g,1g,0g,0g,220mg,0mg,15,0g,0g
Mustard Jr,7g,0g,0g,0g,0g,0g,110mg,0mg,10,0g,0g
Pancake Syrup,57g,0g,39g,0g,21g,0g,0mg,0mg,160,0g,0g
Picante Sauce,17g,0g,1g,0g,1g,0g,150mg,0mg,5,0g,0g
Pickles,14g,0g,0g,0g,0g,0g,230mg,0mg,0,0g,0g
Pickles Jr,10g,0g,0g,0g,0g,0g,170mg,0mg,0,0g,0g
Pink Sugar Substitute Package,1g,0g,1g,0g,1g,0g,0mg,0mg,0,0g,0g
Pork Sausage Crumbles,21g,7g,0g,2g,0g,0g,210mg,15mg,80,3g,0g
Pork Sausage Patty,57g,19g,0g,11g,0g,0g,360mg,30mg,210,7g,0g
Shredded Cheddar Cheese,43g,14g,0g,11g,0g,0g,270mg,45mg,170,9g,0g
Shredded Cheddar Cheese Jr,21g,7g,0g,5g,0g,0g,140mg,25mg,80,5g,0g
Shredded Cheddar Cheese Salad,28g,9g,0g,7g,0g,0g,180mg,30mg,110,6g,0g
Small American Cheese Slice,13g,4g,0g,3g,0g,0g,220mg,10mg,45,3g,0g
Small White Bun,59g,2g,34g,5g,5g,1g,340mg,0mg,170,0g,0g
Special Seasoning (1 Large Patty),1g,0g,0g,0g,0g,0g,190mg,0mg,0,0g,0g
Special Seasoning (1 Small Patty),N/A,0g,0g,0g,0g,0g,95mg,0mg,0,0g,0g
Special Seasoning (2 Large Patties),1g,0g,0g,0g,0g,0g,380mg,0mg,0,0g,0g
Special Seasoning (2 Small Patties),1g,0g,0g,0g,0g,0g,190mg,0mg,0,0g,0g
Special Seasoning (3 Large Patties),2g,0g,0g,0g,0g,0g,580mg,0mg,0,0g,0g
Special Seasoning (Eggs),N/A,0g,0g,0g,0g,0g,95mg,0mg,0,0g,0g
Special Seasoning (Green Chiles),1g,0g,0g,0g,0g,0g,190mg,0mg,0,0g,0g
Special Seasoning (Grilled Vegetable Blend),N/A,0g,0g,0g,0g,0g,55mg,0mg,0,0g,0g
Special Seasoning (Jr Green Chiles),1g,0g,0g,0g,0g,0g,190mg,0mg,0,0g,0g
Special Seasoning (Jr Grilled Vegetable Blend),1g,0g,0g,0g,0g,0g,190mg,0mg,0,0g,0g
"Strawberry, 16 oz",343g,9g,85g,7g,84g,0g,380mg,35mg,450,5g,0g
Strawberry Jam,14g,0g,9g,0g,7g,0g,0mg,0mg,35,0g,0g
Sugar Package,3g,0g,3g,0g,3g,0g,0mg,0mg,10,0g,0g
Texas Toast (1 Slice),40g,1g,21g,3g,2g,0g,220mg,0mg,110,0g,0g
Texas Toast (2 Slices),80g,2g,42g,6g,4g,0g,440mg,0mg,220,0g,0g
Tomato,45g,0g,2g,0g,1g,1g,0mg,0mg,10,0g,0g
Tomato Jr,30g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g
Tortilla,57g,7g,26g,4g,0g,1g,520mg,0mg,180,3g,0g
Whole Grain Bun,91g,4g,44g,10g,10g,7g,290mg,0mg,220,1g,0g
