Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
BBQ Lover's *Local Specialty* - Large Original Pan Slice,150.4,20.0,42,16,7,2,770,40,410,7.0,0.0,$15.49
BLT *Local Specialty* - Large Original Pan Slice,160.5,24.0,35,15,1,2,650,35,420,7.0,0.0,$7.99
Fiesta Taco (Beef) - Large Original Pan Slice,190.7,22.0,44,15,2,4,790,30,440,7.0,0.0,$15.49
Fiesta Taco (Chicken) - Large Original Pan Slice,192.1,18.0,44,16,2,4,720,30,400,5.0,0.0,$13.49
Garden Chicken *Local Specialty* - Large Original Pan Slice,163.3,15.0,38,16,2,2,640,30,350,5.0,0.0,$13.49
Garden Fresh *Local Specialty* - Large Original Pan Slice,177.7,15.0,39,14,3,3,590,25,340,5.0,0.0,$15.49
Hawaiian *Local Specialty* - Large Original Pan Slice,157.3,14.0,39,15,4,2,720,30,340,5.0,0.0,$17.49
Hawaiian Luau - Large Original Pan Slice,151.8,16.0,38,15,3,2,700,30,350,6.0,0.0,$15.49
Ohio's Best *Local Specialty* - Large Original Pan Slice,184.8,21.0,38,16,3,3,790,35,410,7.0,0.0,$7.99
Super Supreme - Large Original Pan Slice,195.3,26.0,38,19,2,3,980,50,460,9.0,0.0,$13.49
Taco Pizza *Local Specialty* - Large Original Pan Slice,200.5,22.0,42,19,2,4,800,40,440,9.0,0.5,$15.49
American Chicken Club *Local Specialty* - Large Hand Tossed Slice,158.3,18.0,35,15,2,3,600,40,370,6.0,0.0,$13.49
Badger Special *Local Specialty* - Large Hand Tossed Slice,141.2,13.0,34,14,2,3,590,35,310,6.0,0.0,$12.49
BBQ Beef - Large Hand Tossed Slice,150.2,13.0,39,16,6,3,680,35,340,6.0,0.5,$12.49
BBQ Chicken *Local Specialty* - Large Hand Tossed Slice,133.9,8.0,40,16,7,2,540,35,290,4.0,0.0,$13.49
BBQ Lover's *Local Specialty* - Large Hand Tossed Slice,132.3,13.0,40,14,7,2,650,35,330,6.0,0.0,$12.49
BLT *Local Specialty* - Large Hand Tossed Slice,143.4,18.0,33,13,1,2,530,35,350,6.0,0.0,$12.49
Fiesta Taco (Beef) - Large Hand Tossed Slice,176.4,16.0,42,13,2,4,680,25,360,6.0,0.0,$12.49
Fiesta Taco (Chicken) - Large Hand Tossed Slice,177.8,12.0,42,14,2,4,610,25,330,4.0,0.0,$12.49
Garden Chicken *Local Specialty* - Large Hand Tossed Slice,146.3,9.0,35,14,2,3,530,30,270,4.0,0.0,$13.49
Garden Fresh *Local Specialty* - Large Hand Tossed Slice,160.8,8.0,36,11,3,3,470,20,260,4.0,0.0,$12.49
Hawaiian *Local Specialty* - Large Hand Tossed Slice,142.5,8.0,36,13,4,3,620,25,270,4.0,0.0,$12.49
Hawaiian Luau - Large Hand Tossed Slice,135.8,10.0,35,13,3,3,590,25,280,4.5,0.0,$12.49
Ohio's Best *Local Specialty* - Large Hand Tossed Slice,170.7,15.0,36,14,2,3,670,35,330,6.0,0.0,$12.49
Super Supreme - Large Hand Tossed Slice,181.3,20.0,36,17,2,3,880,45,390,8.0,0.0,$13.49
Taco Pizza *Local Specialty* - Large Hand Tossed Slice,184.0,16.0,40,17,2,5,680,40,360,8.0,0.0,$12.49
American Chicken Club *Local Specialty* - Large Thin 'N Crispy® Slice,146.2,18.0,31,14,4,2,670,40,350,6.0,0.0,$16.49
Badger Special *Local Specialty* - Large Thin 'N Crispy® Slice,127.8,13.0,30,14,4,2,650,35,290,6.0,0.0,$15.49
BBQ Beef - Large Thin 'N Crispy® Slice,133.8,12.0,34,16,8,3,740,40,310,6.0,0.5,$15.49
BBQ Chicken *Local Specialty* - Large Thin 'N Crispy® Slice,118.6,8.0,35,15,9,2,610,40,270,4.0,0.0,$16.49
BBQ Lover's *Local Specialty* - Large Thin 'N Crispy® Slice,117.0,13.0,35,14,9,2,710,40,310,6.0,0.0,$15.49
BLT *Local Specialty* - Large Thin 'N Crispy® Slice,130.1,18.0,28,12,3,2,600,35,330,6.0,0.0,$15.49
Fiesta Taco (Beef) - Large Thin 'N Crispy® Slice,162.1,15.0,37,13,4,4,730,30,340,6.0,0.0,$15.49
Fiesta Taco (Chicken) - Large Thin 'N Crispy® Slice,163.6,11.0,37,14,4,4,660,30,310,4.0,0.0,$16.49
Garden Chicken *Local Specialty* - Large Thin 'N Crispy® Slice,133.0,9.0,31,14,4,2,590,30,250,4.0,0.0,$15.49
Garden Fresh *Local Specialty* - Large Thin 'N Crispy® Slice,147.5,8.0,31,11,5,3,530,20,240,4.0,0.0,$15.49
Hawaiian *Local Specialty* - Large Thin 'N Crispy® Slice,132.5,8.0,32,13,7,2,710,30,250,4.0,0.0,$15.49
Hawaiian Luau - Large Thin 'N Crispy® Slice,121.4,9.0,31,13,5,2,650,30,260,4.5,0.0,$15.49
Ohio's Best *Local Specialty* - Large Thin 'N Crispy® Slice,163.2,15.0,31,14,5,3,750,35,310,6.0,0.0,$15.49
Super Supreme - Large Thin 'N Crispy® Slice,170.7,19.0,31,17,5,3,940,50,360,8.0,0.0,$16.49
Taco Pizza *Local Specialty* - Large Thin 'N Crispy® Slice,171.9,15.0,35,17,4,4,740,40,340,8.0,0.5,$15.49
American Chicken Club *Local Specialty* - Large Original Stuffed Crust® Slice,172.0,22.0,37,16,2,3,760,50,410,8.0,0.0,$18.49
Badger Special *Local Specialty* - Large Original Stuffed Crust® Slice,157.4,17.0,36,16,2,3,750,45,360,8.0,0.0,$17.49
BBQ Beef - Large Original Stuffed Crust® Slice,164.6,16.0,40,18,6,3,830,50,380,8.0,0.5,$17.49
BBQ Chicken *Local Specialty* - Large Original Stuffed Crust® Slice,149.4,12.0,41,17,7,2,700,45,340,6.0,0.0,$18.49
BBQ Lover's *Local Specialty* - Large Original Stuffed Crust® Slice,146.6,16.0,41,16,7,2,790,45,370,8.0,0.0,$17.49
BLT *Local Specialty* - Large Original Stuffed Crust® Slice,157.8,22.0,34,14,2,2,690,45,390,8.0,0.0,$17.49
Fiesta Taco (Beef) - Large Original Stuffed Crust® Slice,194.6,20.0,44,16,2,4,860,40,420,8.0,0.0,$17.49
Fiesta Taco (Chicken) - Large Original Stuffed Crust® Slice,196.0,16.0,44,17,2,4,790,40,390,7.0,0.0,$18.49
Garden Chicken *Local Specialty* - Large Original Stuffed Crust® Slice,161.2,12.0,37,16,2,3,680,40,320,6.0,0.0,$18.49
Garden Fresh *Local Specialty* - Large Original Stuffed Crust® Slice,168.2,12.0,37,13,3,3,620,30,310,6.0,0.0,$17.49
Hawaiian *Local Specialty* - Large Original Stuffed Crust® Slice,156.1,12.0,38,15,4,2,780,35,310,6.0,0.0,$17.49
Hawaiian Luau - Large Original Stuffed Crust® Slice,149.1,13.0,36,15,3,2,740,35,320,6.0,0.0,$17.49
Ohio's Best *Local Specialty* - Large Original Stuffed Crust® Slice,181.8,19.0,37,16,3,3,820,45,380,8.0,0.0,$18.49
Super Supreme - Large Original Stuffed Crust® Slice,192.4,23.0,37,19,3,3,1020,55,430,10.0,0.0,$18.49
Taco Pizza *Local Specialty* - Large Original Stuffed Crust® Slice,197.8,19.0,41,19,2,5,840,50,410,9.0,0.5,$17.49
American Chicken Club *Local Specialty* - Rectangle Slice,122.5,15.0,30,11,2,2,510,25,300,4.5,0.0,$16.49
Badger Special *Local Specialty* - Rectangle Slice,111.8,12.0,29,11,1,2,500,25,260,4.5,0.0,$16.49
BBQ Beef - Rectangle,116.4,11.0,32,12,4,2,550,25,270,4.0,0.0,$15.49
BBQ Chicken *Local Specialty* - Rectangle Slice,109.5,8.0,34,12,6,2,480,25,250,3.0,0.0,$16.49
BBQ Lover's *Local Specialty* - Rectangle Slice,106.9,11.0,34,11,6,2,540,25,280,4.0,0.0,$15.49
BLT *Local Specialty* - Rectangle Slice,113.1,14.0,28,10,1,2,450,25,280,4.5,0.0,$15.49
Fiesta Taco (Beef) - Rectangle,140.5,14.0,36,11,2,4,580,20,310,4.5,0.0,
Fiesta Taco (Chicken) - Rectangle Slice,141.6,11.0,36,11,2,4,540,20,290,3.5,0.0,$16.49
Garden Chicken *Local Specialty* - Rectangle Slice,116.1,9.0,30,11,1,2,460,20,240,3.0,0.0,$16.49
Garden Fresh *Local Specialty* - Rectangle Slice,127.3,8.0,30,9,2,2,420,15,230,3.0,0.0,$15.49
Hawaiian *Local Specialty* - Rectangle Slice,111.9,8.0,30,10,3,2,520,20,230,3.0,0.0,$15.49
Hawaiian Luau - Rectangle,106.4,9.0,30,10,2,2,490,20,240,3.5,0.0,$15.49
Ohio's Best *Local Specialty* - Rectangle Slice,130.0,13.0,30,11,2,3,550,25,270,4.5,0.0,$15.49
Super Supreme - Rectangle,136.6,15.0,30,13,2,2,680,30,310,6.0,0.0,$16.99
Taco Pizza *Local Specialty* - Rectangle Slice,144.5,13.0,33,13,2,4,580,30,300,6.0,0.0,$15.49
Cavatini Meat Lover's w/ Garlic Bread,,36.0,112,31,14,7,1380,60,890,12.0,1.0,$15.49
Cavatini Meat Sauce w/ Garlic Bread,,43.0,115,41,14,8,1660,95,1020,19.0,1.5,$7.99
Cavatini Supreme w/ Garlic Bread,,25.0,113,27,15,8,1110,35,780,8.0,0.5,$16.49
Cavatini Veggie Lover's w/ Garlic Bread,,10.0,113,21,14,7,730,0,630,2.5,0.0,$15.49
Chicken Milano Bake with Garlic Bread,,52.0,64,42,5,6,1710,115,890,21.0,1.5,$7.99
Creamy Chicken Alfredo Bake with Garlic Bread,,53.0,62,43,5,4,2180,115,900,20.0,1.5,$7.99
Meaty Marinara Bake with Garlic Bread,,38.0,60,32,8,4,1500,85,710,17.0,1.5,$7.99
Meaty Marinara Bake with Roasted Vegetables with Garlic Bread,,40.0,64,33,9,5,1510,85,750,17.0,1.5,$7.99
Sausage Italiano Bake with Garlic Bread,,49.0,62,37,8,4,1780,110,830,21.0,1.5,$7.99
Sausage Italiano Bake with Roasted Vegetables with Garlic Bread,,51.0,65,37,9,5,1790,110,870,21.0,2.0,$7.99
Sauteed Bacon Carbonara w/ Garlic Bread,,75.0,97,39,6,7,1640,60,1220,19.0,0.5,$7.99
Sauteed Chicken Alfredo w/ Garlic Bread,,64.0,105,43,7,7,1500,65,1170,14.0,0.5,$7.99
Sauteed Chicken Florentine w/ Garlic Bread,,64.0,99,41,5,7,1620,65,1140,14.0,0.5,$7.99
Sauteed Pomodoro Pasta w/ Garlic Bread *Local Specialty*,,31.0,89,31,10,6,2080,45,770,6.0,0.0,$7.99
Sauteed Sausage and Pepper Rustica with Garlic Bread,,48.0,119,32,14,17,1880,45,1020,13.0,0.5,$7.99
Sauteed Spaghetti with Alfredo w/ Garlic Bread,,62.0,104,31,7,6,1220,25,1100,13.0,0.5,$7.99
Sauteed Spaghetti with Marinara w/ Garlic Bread,,34.0,114,25,12,13,1410,10,860,7.0,0.5,$7.99
Sauteed Spaghetti with Meat Sauce w/ Garlic Bread,,43.0,118,33,13,14,1710,35,980,10.0,0.5,$7.99
Spaghetti and Meat Sauce with Garlic Bread,,43.0,120,39,24,6,2220,80,1030,16.0,2.0,$7.99
"Spaghetti with Marinara Sauce, Meatballs, and Mushrooms with Garlic Bread",,35.0,125,43,27,10,1950,85,990,12.0,1.0,$7.99
Spaghetti with Marinara Sauce and Meatballs with Garlic Bread,,35.0,123,42,26,10,1950,85,980,12.0,1.0,$7.99
Spaghetti with Marinara Sauce with Garlic Bread,,12.0,115,22,24,10,1250,10,670,3.5,0.0,$7.99
"Spaghetti with Meat Sauce, Meatballs, and Mushrooms with Garlic Bread",,66.0,130,60,27,6,2920,155,1360,24.0,2.5,$15.49
Spaghetti with Meat Sauce and Meatballs with Garlic Bread,,66.0,128,59,26,6,2910,155,1350,24.0,2.5,$15.49
Kid's Bone Out Wings (Garlic Parmesan) w/ Straight-Cut Fries,,51.0,86,19,8,4,2040,40,880,9.0,0.0,
Kid's Bone Out Wings (Naked) w/ Straight-Cut Fries,,36.0,85,17,7,4,1730,30,730,7.0,0.0,$15.49
Kid's Meatless Spaghetti w/ Garlic Bread,,12.0,66,14,10,6,670,0,430,2.5,0.0,$7.99
Kid's Meatless Spaghetti w/ Meatballs w/ Garlic Bread,,27.0,71,27,12,6,1140,50,640,8.0,0.5,$7.99
Kid's Spaghetti w/ Meat Sauce w/ Garlic Bread,,28.0,68,22,10,4,1150,35,610,9.0,1.0,$7.99
Kid's Spaghetti w/ Meat Sauce w/ Meatballs w/ Garlic Bread,,43.0,73,36,12,4,1620,85,820,14.0,1.5,$7.99
Kids Sauteed Spaghetti with Marinara w/ Garlic Bread,,28.0,64,14,6,7,790,5,560,6.0,0.0,$7.99
Kids Sauteed Spaghetti with Meat Sauce w/ Garlic Bread,,33.0,64,18,6,7,950,20,620,7.0,0.5,$7.99
"Alfredo Pasta (buffet, no chicken)",,139.0,181,69,15,14,3420,120,2250,35.0,1.5,$17.49
Cavatini Supreme (whole pan),,34.0,197,49,29,14,1750,70,1290,12.0,1.0,$16.99
Meaty Marinara (buffet),,111.0,213,93,39,15,4430,205,2220,40.0,4.5,$0.60
Tuscani® Creamy Chicken Alfredo Pasta,,57.0,77,42,8,6,1850,95,990,16.0,0.5,$7.99
Tuscani® Meaty Marinara Pasta,,40.0,88,42,18,7,1990,100,880,17.0,2.0,$7.99
Asian Salad w/o Dressing - Entree,,15.0,24,30,9,4,830,80,330,3.5,0.0,$15.49
Athenian Salad w/o Dressing - Entree,,29.0,40,36,11,6,1540,115,560,9.0,0.0,$15.49
BLT Salad w/o Dressing - Entree,,26.0,26,17,5,4,870,45,400,9.0,0.0,
Buffalo Chicken Salad *Local Specialty* w/o Dressing - Entree,,34.0,75,36,8,7,2250,80,730,9.0,0.5,$13.49
Chicken Caesar Salad no Dressing - Entree,,25.0,27,35,5,4,1270,95,470,7.0,0.0,$13.49
Chicken Garden Salad w/o Dressing - Entree,,17.0,34,30,9,5,1030,80,390,4.0,0.0,$12.49
Chopped Salad *Local Specialty* w/o Dressing - Entree,,11.0,8,24,3,4,790,75,230,5.0,0.0,$12.49
Classic Caesar Salad no Dressing - Shared,,7.0,24,7,4,4,440,5,180,1.5,0.0,$13.49
Crispy Chicken *Local Specialty* w/o Dressing - Entree,,40.0,58,39,6,7,1580,95,740,12.0,0.5,$7.99
Crispy Cobb Salad *Local Specialty* w/o Dressing - Entree,,45.0,40,36,4,6,1410,95,700,13.0,0.5,$5.49
Garden Salad no Dressing - Shared,,7.0,31,7,8,4,420,5,210,2.0,0.0,$15.49
Grilled Chicken Caesar *Local Specialty* w/o Dressing - Entree,,14.0,27,33,5,4,1080,90,360,5.0,0.0,$7.99
Grilled Chicken Garden *Local Specialty* w/o Dressing - Entree,,23.0,31,36,7,5,1190,110,460,9.0,0.0,$7.99
Harvest Salad w/o Dressing - Entree,,19.0,48,31,22,6,1180,90,470,6.0,0.0,$5.49
Hawaii Caesar Salad *Local Specialty* w/o Dressing - Entree,,2.5,6,4,3,3,95,5,60,1.0,0.0,$12.49
Hawaii Chicken Caesar Salad *Local Specialty* w/o Dressing - Entree,,4.5,8,19,3,3,430,55,140,2.0,0.0,$13.49
Hawaii Garden Salad *Local Specialty* w/o Dressing - Entree,,0.5,11,4,5,5,15,0,50,0.0,0.0,$12.49
Italian Garden Salad *Local Specialty* w/o Dressing - Entree,,19.0,12,14,5,5,900,55,270,9.0,0.5,$12.49
Side Classic Caesar Salad no Dressing,,4.5,12,5,2,2,270,5,110,1.5,0.0,$1.00
Side Garden Salad no Dressing,,4.5,17,5,5,3,240,10,120,1.5,0.0,$1.00
WingStreet® Buffalo Chicken Salad no Dressing,,32.0,84,34,9,7,2640,75,750,8.0,0.0,$15.49
WingStreet® Crispy Chicken Caesar Salad no Dressing,,73.0,58,37,6,6,2260,85,1030,15.0,0.0,$10.49
Zesty Italian Salad no Dressing - Entree,,22.0,30,16,6,5,1150,45,370,7.0,0.0,$15.49
Zesty Italian Tuscan Salad w/o Dressing - Shared,,22.0,30,16,6,5,1150,45,370,7.0,0.0,$15.49
Black Forest Ham & Cheese Diablo Sandwich w/ Potato Chips,,39.0,89,38,10,5,2560,70,860,9.0,0.0,$12.49
Black Forest Ham & Cheese Diablo Sandwich w/ Straight-Cut Fries,,53.0,133,39,11,7,3360,70,1170,13.0,0.5,
Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Potato Chips,,41.0,89,47,11,5,2770,100,920,10.0,0.0,
Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Straight-Cut Fries,,55.0,133,49,12,7,3570,100,1240,13.0,0.5,
Black Forest Ham & Cheese Sandwich w/ Potato Chips,,39.0,88,37,10,5,2360,70,850,9.0,0.0,
Black Forest Ham & Cheese Sandwich w/ Straight-Cut Fries,,53.0,132,39,11,7,3170,70,1170,13.0,0.5,
Meatball Sub Sandwich w/ Potato Chips,,56.0,100,50,12,6,2890,130,1090,19.0,1.0,$12.49
Meatball Sub Sandwich w/ Straight-Cut Fries,,70.0,144,51,13,9,3690,130,1410,22.0,1.5,$15.49
Roasted Turkey & Provolone Sandwich w/ Potato Chips,,39.0,90,38,10,4,2380,65,850,9.0,0.0,$16.49
Roasted Turkey & Provolone Sandwich w/ Straight-Cut Fries,,53.0,134,40,11,7,3190,65,1160,13.0,0.5,$16.49
Roasted Turkey & Provolone Sandwich with Bacon w/ Potato Chips,,45.0,90,41,10,4,2500,75,920,12.0,0.0,$7.99
Roasted Turkey & Provolone Sandwich with Bacon w/ Straight-Cut Fries,,59.0,134,43,11,7,3300,80,1240,15.0,0.5,$7.99
Steak & Cheese Hoagie w/ Potato Chips,,42.0,89,53,9,4,2910,120,940,14.0,1.0,$15.49
Steak & Cheese Hoagie w/ Straight-Cut Fries,,56.0,133,55,10,6,3720,125,1260,17.0,1.0,
Supremo Sandwich *Local Specialty* w/ Potato Chips,,53.0,87,55,10,4,3270,140,1060,15.0,1.0,$15.99
Supremo Sandwich *Local Specialty* w/ Straight-Cut Fries,,67.0,131,57,11,6,4070,140,1370,18.0,1.0,$15.49
Supremo Sandwich w/ Potato Chips,,50.0,86,44,9,4,2920,100,970,14.0,0.5,$12.49
Supremo Sandwich w/ Straight-Cut Fries,,64.0,130,46,10,6,3720,100,1290,17.0,1.0,$17.49
WingStreet® Buffalo Chicken Sandwich with Fries,,75.0,179,41,10,8,4210,75,1550,13.0,0.5,$7.99
"WingStreet® Chicken Parmesan Sandwich, Breadstick Dipping Sauce and Fries",,99.0,171,54,18,10,4380,95,1790,22.0,1.0,$7.99
WingStreet® Honey BBQ Sandwich with Fries,,78.0,210,44,48,8,4100,80,1720,14.0,0.5,$15.49
WingStreet® Honey BBQ with Bacon Sandwich with Fries,,94.0,210,51,48,8,4490,100,1890,20.0,0.5,$15.49
Buffalo Burnin' Hot Bone-Out Wing,,4.0,9,5,1,0,340,10,90,1.0,0.0,$12.49
Buffalo Burnin' Hot Traditional Bone-In Wing,,4.5,5,9,1,0,390,45,100,1.0,0.0,$15.49
Buffalo Medium Bone-Out Wing,,4.0,9,5,1,0,330,10,90,1.0,0.0,$12.49
Buffalo Medium Traditional Bone-In Wing,,4.5,5,9,1,0,370,45,100,1.0,0.0,$7.99
Buffalo Mild Bone-Out Wing,,4.0,10,5,1,0,340,10,90,1.0,0.0,$15.49
Buffalo Mild Traditional Bone-In Wing,,4.5,5,9,1,0,380,45,100,1.0,0.0,$15.49
Cajun Rub - Bone Out Wing (each),,4.0,6,5,0,0,210,10,80,1.0,0.0,$9.99
Cajun Rub - Traditional Bone-In Wing (each),,4.5,1,9,0,0,220,45,80,1.0,0.0,$5.99
Garlic Parmesan Bone-Out Wing,,9.0,6,5,0,0,270,10,130,1.5,0.0,
Garlic Parmesan Traditional Bone-In Wing,,11.0,1,10,0,0,300,45,140,2.5,0.0,$1.79
Hawaiian Teriyaki - Bone Out Wing (each),,4.0,9,5,3,0,280,10,90,1.0,0.0,$15.49
Hawaiian Teriyaki - Traditional Bone-In Wing (each),,4.5,4,10,3,0,310,45,100,1.0,0.0,$15.49
Honey BBQ Bone-Out Wing,,4.0,11,5,4,0,220,10,100,1.0,0.0,$15.49
Honey BBQ Traditional Bone-In Wing,,4.5,7,9,5,0,230,45,110,1.0,0.0,$4.79
Lemon Pepper Rub - Bone Out Wing (each),,4.0,6,5,0,0,200,10,80,1.0,0.0,$15.49
Lemon Pepper Rub - Traditional Bone-In Wing (each),,4.5,1,9,0,0,200,45,80,1.0,0.0,$15.49
Ranch Rub - Bone Out Wing (each),,4.0,6,5,0,0,200,10,80,1.0,0.0,$0.60
Ranch Rub - Traditional Bone-In Wing (each),,4.5,1,9,0,0,200,45,80,1.0,0.0,$5.99
Smoky Garlic - Bone Out Wing (each),,6.0,9,5,2,0,220,10,110,1.0,0.0,$10.49
Smoky Garlic - Traditional Bone-In Wing (each),,7.0,5,9,3,0,230,45,120,1.5,0.0,$5.99
Spicy Garlic - Bone Out Wing (each),,6.0,8,5,0,0,290,10,110,1.0,0.0,$10.49
Spicy Garlic - Traditional Bone-In Wing (each),,8.0,3,9,1,0,330,45,120,2.0,0.0,$5.99
Bacon Cheddar Fries w/ Ranch Dipping Cup,,99.0,104,29,7,9,3750,80,1420,25.0,1.0,$12.49
Bacon Cheesesticks (each),,9.0,20,8,1,1,380,15,190,3.5,0.0,$5.29
Baked Bone-Out Wing (1),,2.0,4,5,0,0,180,15,60,0.0,0.0,$12.49
Baked Mozzarella Cheese Stick (1),,4.5,6,3,1,0,135,5,80,1.5,0.0,$4.49
Baked Onion Rings w/ Ketchup,,25.0,78,8,12,3,1290,0,560,3.5,0.0,$4.49
Baked Quepapas w/ Ranch Dipping Cup,,44.0,51,13,7,5,1430,35,650,12.0,0.5,$12.49
Bakery-Style Breadsticks *Local Specialty* (each),,5.0,22,5,1,1,380,0,150,1.0,0.0,$7.99
Breadstick Appetizer Sampler *Local Specialty*,,38.0,118,30,12,7,1940,25,930,11.0,1.0,$4.29
Breadsticks with Extra Cheese (each),,10.0,21,10,1,1,430,25,210,4.5,0.0,$4.29
Bruschetta (1 piece),,19.0,20,8,2,2,880,20,280,5.0,0.0,$15.49
Buffalo Chicken Nachos,,50.0,132,37,8,10,3260,80,1110,12.0,1.5,$7.99
Cheesy Dip 'N Chips,,36.0,78,9,6,5,1650,5,660,4.5,1.0,$11.99
Fried Nacho Straight-Cut Fries,,77.0,133,24,6,9,3370,65,1320,21.0,1.0,
Fried Onion Rings w/ Ketchup,,50.0,93,10,15,0,1870,0,860,9.0,0.0,$4.49
Fried Quepapas w/ Ranch Dipping Cup,,46.0,55,13,4,5,1680,30,690,11.0,0.0,$12.49
Garlic Bread,,8.0,15,3,0,0,240,0,140,2.0,0.0,$0.60
Garlic Bread with Cheese,,13.0,16,7,0,1,390,20,210,5.0,0.0,$0.60
Garlic Cheesesticks (each),,7.0,21,7,1,1,350,10,180,3.0,0.0,$4.49
Old Fashioned Breadsticks *Local Specialty* 1/8 Medium (each),,5.0,26,8,0,1,310,15,180,2.5,0.0,$12.49
Old Fashioned Breadsticks *Local Specialty* 1/10 Large (each),,6.0,27,9,0,1,370,15,200,3.0,0.0,$15.49
"Sampler Platter *Local Specialty* Full Order w/ Marinara, Ranch and Honey Mustard Cups",,153.0,204,53,28,15,4650,135,2400,42.0,2.0,$7.99
"Sampler Platter *Local Specialty* Half Order w/ Marinara, Ranch and Honey Mustard Cups",,95.0,114,28,23,9,2840,80,1430,24.0,1.0,$7.99
Saucy BBQ Wing (1),,3.5,2,5,1,0,230,30,60,1.0,0.0,$0.60
Saucy Buffalo Wing (1),,3.5,1,5,0,0,260,30,60,1.0,0.0,$15.49
Stuffed Garlic Knot (1),,2.5,10,3,1,1,170,5,80,1.0,0.0,$12.49
Stuffed Pizza Roller (1),,10.0,27,9,1,1,520,25,230,4.5,0.0,$12.49
Twisty Cheese Stick (each),,14.0,59,14,1,3,660,20,430,5.0,0.0,$5.29
WingStreet® Fries with Ketchup,156.0,24.0,67,4,7,3,1230,0,500,4.5,0.0,$3.49
WingStreet Straight-Cut Fries w/ Cajun Style Seasoning w/ Ketchup,,24.0,69,4,7,4,1600,0,510,4.5,0.0,$4.79
WingStreet Straight-Cut Fries w/ Lemon Pepper Seasoning w/ Ketchup,,24.0,69,4,8,4,1520,0,510,4.5,0.0,$5.29
Broccoli & Cheese Soup with Crackers (Bowl),,37.0,35,15,6,2,2060,80,530,18.0,1.0,$7.99
Broccoli & Cheese Soup with Crackers (Cup),,19.0,20,8,3,1,1050,40,280,9.0,0.5,$7.99
Creamy Tomato Basil Soup with Crackers (Bowl),,23.0,37,9,17,4,1800,40,390,9.0,0.5,$7.99
Creamy Tomato Basil Soup with Crackers (Cup),,12.0,21,5,9,2,920,20,210,4.5,0.0,$7.99
Loaded Baked Potato Soup with Crackers (Bowl),,40.0,41,21,7,3,1810,95,600,19.0,1.0,$7.99
Loaded Baked Potato Soup with Crackers (Cup),,21.0,23,11,4,1,930,45,320,10.0,0.5,$7.99
Apple Dessert Pizza,,4.0,50,4,25,2,190,5,250,1.5,0.0,$4.99
Blueberry Dessert Pizza,,4.0,46,4,21,2,190,5,230,1.5,0.0,$0.60
Cherry Dessert Pizza,,4.0,47,4,22,2,190,5,240,1.5,0.0,$0.60
HERSHEY'S® Triple Chocolate Brownie (1/6th square),,16.0,56,5,37,3,135,30,380,5.0,0.0,$5.99
"Individual (4"") HERSHEY'S¨ Chocolate Chip Cookie (each)",,14.0,45,3,27,1,140,15,300,6.0,0.0,$5.99
New York Style Cheesecake,,57.0,69,14,53,2,750,290,840,32.0,2.5,$0.60
New York Style Cheesecake with Apple Sauce,,57.0,108,14,86,3,760,290,990,32.0,2.5,
New York Style Cheesecake with Blueberry Sauce,,57.0,100,14,77,4,760,290,960,32.0,2.5,$15.99
New York Style Cheesecake with Caramel Sauce,,57.0,90,14,69,2,800,290,930,32.0,2.5,$15.99
New York Style Cheesecake with Cherry Sauce,,57.0,101,15,80,3,760,290,970,32.0,2.5,$15.99
The Ultimate HERSHEY'S® Chocolate Chip Cookie (1/6th slice),,12.0,35,3,25,1,125,15,260,6.0,0.0,$5.99
"18"" Hand Tossed Crust",95.7,3.0,43,8,0,2,260,0,230,0.5,0.0,$10.49
Original Pan Crust (Large),79.5,8.0,32,7,0,1,270,0,220,1.5,0.0,$10.49
Original Stuffed Crust (Large),88.9,7.0,31,9,1,1,370,20,220,3.5,0.0,$12.49
Ultimate Cheesy Crust (Limited Time),98.2,10.0,31,13,0,1,400,25,270,5.0,0.0,$12.49
BBQ Chicken - Small Express Hand Tossed Pizza,117.9,9.0,34,13,3,2,550,25,260,4.0,0.0,$16.49
Buffalo Chicken - Small Express Hand Tossed Pizza,126.5,7.0,38,12,2,2,760,25,270,3.0,0.0,$16.49
Cheese - Small Express Hand Tossed Pizza,108.8,9.0,32,12,1,2,430,25,250,4.5,0.0,$16.49
Cheese and Jalapeño - Small Express Hand Tossed Pizza,107.3,7.0,32,9,1,2,520,15,230,3.0,0.0,$16.49
Chicken-Bacon Parmesan - Small Express Hand Tossed Pizza,120.4,10.0,31,13,1,2,440,30,270,4.0,0.0,$16.49
Chicken Supreme - Small Express Hand Tossed Pizza,128.2,7.0,33,12,2,2,430,25,250,3.0,0.0,$16.49
Ham and Pepperoni - Small Express Hand Tossed Pizza,105.3,9.0,32,11,1,2,470,20,250,4.0,0.0,$15.49
Hawaiian - Small Express Hand Tossed Pizza,113.3,7.0,33,10,3,2,430,20,240,3.0,0.0,$15.49
Hawaiian Chicken - Small Express Hand Tossed Pizza,127.7,7.0,33,13,2,2,490,25,250,3.5,0.0,$16.49
Italian Sausage - Small Express Hand Tossed Pizza,120.8,15.0,32,13,1,2,550,30,310,6.0,0.0,$15.49
